beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
4,6.329026220955163,2872,0,7815.152074113748,1,98125,994118
3,2.0,1827,0,3790.6022036951467,1,98122,713324
2,1.0,1262,0,4560.0493822658145,1,98105,695402
1,1.0,1001,0,0.7499735769041165,0,98126,843803
3,2.0,1602,0,1752.2177764092032,1,98122,837868
2,1.0,1261,0,5507.022668703428,1,98135,238494
3,4.182025364765775,2062,0,1141.319894309149,1,98115,1129266
3,2.911874554093657,2126,0,3252.9221404089326,1,98117,1239163
15,9.0,11010,0,5950.114968532915,0,98199,182695
3,2.5,1523,0,853.8317208577456,1,98116,1037730
5,2.0,2102,0,6143.868073056057,1,98122,615231
3,2.5,1953,0,2554.8524444389254,1,98116,1285112
14,8.999900097671617,9909,0,8646.855883967359,1,98196,1392553
3,3.0,1786,0,776.2881051299436,1,98136,963312
4,5.8663150046530514,3191,0,7159.814012425882,1,98125,1137042
4,2.0,2987,0,943.089020659657,0,98175,1101562
3,1.131612321907137,2188,0,4631.515449898032,1,98145,1219337
3,2.0,2060,0,2361.1345156378534,1,98103,1334200
4,2.5,2402,0,3376.241878885329,1,98125,1494166
3,2.5,1698,0,7544.854413269459,1,98118,912607
3,2.0,1273,0,0.2339984737151469,0,98105,541269
3,3.0133923081078815,2529,0,9611.46650486871,1,98199,1592324
3,2.5,1390,0,0.48499935076444495,0,98117,899659
3,2.34368873203662,1841,0,4466.284822664586,1,98126,1320971
1,1.0,511,0,0.42515988311234637,0,98126,455405
1,1.5,519,0,7476.883548762133,1,98104,365526
3,2.0,2063,0,4723.146413399767,1,98171,741401
3,2.5,2294,0,3985.0512650312858,1,98107,955839
2,2.0,1307,0,3157.3183254517476,1,98104,608319
5,3.5,2649,0,5918.653885477538,1,98108,1109678
4,3.5,2355,0,5000.076530074273,1,98110,1316760
3,1.5673482235507756,1562,0,4040.9626844308887,1,98105,934291
3,4.1530133081658,3249,0,6105.01129600944,1,98125,1804144
3,2.0,1556,0,6031.449463624457,1,98117,725531
2,2.0,1247,0,3900.0269161043184,1,98149,675549
5,7.532896376128388,3116,0,2435.121937700378,1,98105,1708014
3,2.0,1574,0,1091.9269696031008,1,98112,979160
9,5.860112873927418,4731,0,7186.410925803792,1,98108,1498569
3,2.294178786891322,2927,0,5857.710943188142,1,98199,2428111
3,2.0,1466,0,3536.634218229934,1,98125,845907
3,3.5,1384,0,3456.8030653708793,1,98119,830115
3,2.0944512546032836,2045,0,4119.504628375539,1,98106,793517
4,8.545948491167444,4593,0,9019.735805164899,1,98131,15768520
4,3.5,1789,0,6078.079861818712,1,98117,629354
2,1.0,1525,0,6023.274450768147,1,98122,685670
3,3.0,2307,0,7382.598009709901,1,98115,1104295
3,3.0,2753,0,3100.9823588037334,1,98105,1490794
2,1.0,998,0,1502.2568108110345,1,98106,591822
3,2.0,1992,0,2198.166931460346,1,98136,803511
2,2.7167536349832293,982,0,867.7990099606317,1,98106,704667
2,1.0,907,0,5765.443192405396,1,98143,471147
1,8.996677908856057,11010,0,0.23,0,98199,25000000
3,2.5,1460,0,1890.8582237801736,1,98105,913645
14,0.5,1886,0,0.23,0,98199,25000000
1,1.0,676,0,2904.493424248929,1,98107,386117
2,2.5,1050,0,625.7205903650378,1,98116,764946
3,4.075993073046227,3438,0,1916.2490189282175,1,98105,1813143
3,2.0,947,0,0.31113813024655845,0,98117,542632
4,3.0,3449,0,4720.649031880465,1,98106,1899030
4,3.0,3450,0,6069.371927915123,1,98119,2209738
15,9.0,11010,0,0.23,0,98199,25000000
3,2.0,1179,0,3394.682208085454,1,98106,751576
2,2.0,1480,0,3.7790918972110688,0,98132,734865
3,3.0,2873,0,7557.542609189498,1,98125,1489641
1,2.0,1117,0,1045.1774074468028,1,98117,560421
1,1.0,799,0,0.28898025973233465,0,98124,694948
15,0.5241733938640301,250,0,9998.0,1,98101,543757
4,2.937184235778969,2624,0,5000.06313333492,1,98117,1482162
2,2.0,1106,0,4076.1995506797175,1,98103,737603
2,2.0,1103,0,3380.4224201489455,1,98115,696751
2,8.997706652587244,250,0,0.23,0,98101,159000
4,2.978424305328303,2274,0,6106.310763419667,1,98112,989007
1,1.0,1011,0,7868.347065007403,1,98122,578967
1,0.5,11010,0,0.23,0,98199,25000000
3,1.0,1350,0,3690.042955926014,1,98107,899229
3,3.739108840547281,1889,0,0.42012588656277816,1,98118,1160416
3,1.0,1134,0,5509.5742722426185,1,98116,556822
5,3.0,3067,0,4653.660562128683,1,98116,1481549
2,2.0,1162,0,1273.7469220750172,1,98103,635251
1,1.0,806,0,7039.013275070927,1,98103,593204
3,3.788248005410793,2674,0,5201.600621850671,1,98118,1547029
4,2.5,3545,0,6007.993705480923,1,98110,1782240
3,1.0,1025,0,2834.599917046096,1,98106,611499
3,3.5,1588,0,1017.13750082632,1,98105,715448
15,9.0,11010,0,0.23,0,98199,25000000
2,2.0,1389,0,9093.911961790032,1,98122,870436
4,3.0,2109,0,6063.3051571360065,1,98145,1359659
3,2.5,1954,0,1427.513912514174,1,98105,1076897
4,2.0,2643,0,4015.792357987391,1,98115,1029981
3,1.8320507098239656,1701,0,6802.661425997659,1,98126,624970
1,1.0,690,0,7214.043499700679,1,98103,581315
3,2.0,1330,0,5000.039436584638,1,98199,1244687
3,1.0,1286,0,7.902049747944208,1,98119,727590
15,8.99854448017124,11010,0,0.23,0,98103,1570920
3,1.0,1349,0,8583.069718896631,1,98177,536482
3,2.0,1865,0,1465.1768243664562,1,98102,1146080
1,2.0,1067,0,838.120550056653,1,98117,939534
4,2.0,1276,0,8047.430333001404,1,98188,423925
3,2.5,2444,0,3233.5245628042776,1,98104,1311448
4,3.7749719406081246,1999,0,4063.8509007581583,1,98158,968825
2,2.5,1619,0,1488.0888258062857,1,98116,928201
4,2.0,1703,0,1580.950809503453,1,98123,846941
15,9.0,11010,0,0.23,0,98199,25000000
3,1.1412872294638656,2541,0,6330.317574097058,1,98122,1642327
1,1.5,718,0,0.25098333340334866,0,98113,416255
1,1.0,521,0,8127.453636148791,1,98118,513758
3,3.0,2825,0,3016.1533828680695,1,98101,1733773
3,3.0,1088,0,2221.9490474588442,1,98105,695102
3,2.5,1646,0,906.6890476992637,1,98119,879072
2,1.3055036344266622,1457,0,8230.790093388308,1,98126,912108
2,2.0,1408,0,4174.598272036836,1,98124,1056951
3,2.0,1802,0,131.8200140706236,0,98119,561047
3,1.5702195815514222,1310,0,5000.095087340655,1,98106,750205
3,1.0,827,0,3825.1772367087256,1,98107,704318
2,4.060056419341308,1134,0,1.4159260569608665,1,98112,590968
3,1.2741305693799228,998,0,8489.680715786862,1,98125,844975
1,1.8835970393026025,912,0,350.06604842640303,1,98116,793636
3,2.0,1872,0,7675.490159956742,1,98171,619398
2,2.0,1816,0,4047.1751196258,1,98125,1213879
15,9.0,11010,0,0.23,0,98199,25000000
4,3.0,1735,0,1843.6087623952442,1,98103,794073
3,2.5,1683,0,3523.2153536188,1,98105,882692
3,2.0,1339,0,1237.8602917830822,1,98125,753407
2,1.5539378179096501,997,0,648.494205714621,1,98103,586657
15,0.5,11010,0,0.23,0,98199,25000000
4,2.0,2407,0,4582.510429988895,1,98106,814723
3,1.0,1470,0,0.23641248233072917,0,98144,532171
4,2.5,2449,0,9530.683603437126,1,98119,841783
2,2.0,1185,0,0.4394502245258877,0,98144,487185
2,1.0,752,0,9852.92094236255,1,98118,947659
15,9.0,11010,0,0.23,0,98199,25000000
4,3.5,2112,0,1505.6960357436355,1,98117,1029596
2,2.0,1057,0,1110.6467669554545,1,98124,586507
15,9.0,11010,0,0.23,0,98199,25000000
1,2.0,1009,0,2193.4328152867347,1,98115,898949
4,3.0,4249,0,7689.195972853182,1,98199,1785040
3,2.5,2217,0,338.0774953188863,0,98199,640152
3,2.0,1084,0,4534.92853268533,1,98130,784881
3,3.5,2250,0,1289.2847750115095,1,98105,1228667
15,9.0,11010,0,0.23,0,98199,944306
5,2.0,2306,0,2610.174596022449,1,98107,1701933
4,2.0,1892,0,5088.213433477556,1,98117,676754
3,2.0,1141,0,1116.4241091117844,1,98111,613223
2,1.0,1128,0,8886.707382293014,1,98125,444801
1,2.0,705,0,0.7310150554452558,1,98102,496444
2,1.0,1644,0,6370.046172837267,1,98119,821946
1,1.0,1011,0,1574.6744366345745,1,98125,433756
3,1.5,1353,0,8872.012743324207,1,98199,401674
4,3.2780164126005547,1671,0,1320.9373471543859,1,98193,824344
3,1.3074842540058036,1063,0,7510.972237619044,1,98119,796209
3,2.0,2661,0,7449.921889217853,1,98144,1336851
4,3.5,2975,0,4388.635138377706,1,98145,1279698
4,2.3102022401131874,2014,0,8597.319327543713,1,98115,877200
5,4.025626279485282,3342,0,3062.231529309936,1,98102,1467246
2,2.0,1381,0,1062.1814044487724,0,98199,412448
2,2.5,1671,0,5664.733691714544,1,98117,1031305
15,9.0,11010,0,0.23,0,98199,25000000
3,3.0,1411,0,965.4467499439102,1,98117,1109416
4,3.133856847284529,3775,0,5747.786330409756,1,98115,2178030
2,1.0,1047,0,2280.177016932325,1,98145,777567
4,2.1708092708363056,3944,0,8447.679740095447,1,98130,959323
3,2.0,1809,0,715.43460308889,1,98103,1272084
2,2.0,1478,0,2611.306031309618,1,98170,556454
3,2.8507863626338104,1691,0,1440.580726256193,1,98143,744724
4,3.2668329853187394,2412,0,2310.580116341523,1,98116,575566
3,1.0184356475293945,1519,0,5318.968507329459,1,98117,964095
2,2.0,984,0,6104.535122706219,1,98119,573151
1,1.0,475,0,0.24171747435870639,0,98101,159091
5,7.1114127986224265,3093,0,5444.231000590892,1,98125,1116417
4,3.0,2392,0,6193.454364735559,1,98199,923741
2,1.0,1564,0,6071.651984797449,1,98113,841139
2,2.0,681,0,0.3236412594323715,0,98116,473047
3,2.0,1963,0,3178.264447192106,1,98115,802623
3,2.5,817,0,2400.1323433539437,1,98133,513103
4,3.0,2676,0,0.2858675148476297,0,98118,1699431
4,3.4656636369505445,3209,0,5792.579368453296,1,98144,936877
5,7.694977531961484,2668,0,4042.1026839432957,1,98174,914679
5,3.0,2548,0,5158.914715003619,1,98116,1310808
4,2.553644637967723,2445,0,4640.391732616039,1,98116,1241791
2,2.5,1086,0,2116.332840878197,1,98125,586231
5,5.12460543441769,5753,0,975.2193862940923,0,98117,2578702
3,3.0,2656,0,5043.399712307408,1,98103,2137117
4,2.3071059041116735,2075,0,4390.524191664495,1,98105,1374577
4,3.5,2269,0,3830.057336176484,1,98195,730899
2,1.0,534,0,8200.819946210879,1,98134,442790
2,2.0,1157,0,1752.333914324936,1,98118,553724
2,2.5,1274,0,3.0746309920978345,1,98128,851363
4,3.5,3072,0,5499.041141950833,1,98103,2043853
3,2.3047884110554495,1233,0,4608.117344175249,1,98144,637830
3,2.0,1442,0,0.3816682571162873,0,98107,711644
3,2.0,3004,0,5967.703375645805,1,98103,1301146
3,1.0,1372,0,6162.307023420635,1,98108,665224
5,7.130434014931062,9032,0,0.24268384537865634,0,98103,6772414
2,1.0,917,0,7972.727209484558,1,98199,428639
15,9.0,11010,0,0.23,0,98199,25000000
3,1.0,1386,0,5265.808498464082,1,98122,598028
3,3.5,1736,0,1680.949074312427,1,98115,1159225
1,2.0,10862,0,0.23,0,98199,25000000
4,3.0,2592,0,5153.3222515412535,1,98105,1141313
15,9.0,11010,0,0.23,0,98199,204472
4,2.0,3923,0,5841.770170913443,1,98103,2051559
4,4.458189334348923,1964,0,1435.078762270562,1,98103,1543588
4,3.0,2286,0,3716.530360877589,1,98103,1297591
3,2.0,1399,0,3999.4926209612163,1,98128,764893
4,2.0,2748,0,9508.326242791518,1,98125,994804
3,1.5,1098,0,4094.153601619672,1,98198,652982
3,2.0,1404,0,5191.796129098723,1,98135,877558
2,2.0,1379,0,1764.9184060620166,1,98125,866653
5,4.458810419378759,3452,0,6054.70938390491,1,98115,1352595
1,2.5,2015,0,0.3252549778318525,0,98107,1884657
15,9.0,11010,0,0.23,0,98199,25000000
2,2.9399091959540904,2074,0,1061.8716624984113,1,98103,1263719
15,8.94854535217225,11010,0,0.23,0,98199,25000000
5,3.0,3334,0,4932.237855373435,1,98123,1154752
3,1.954858079275149,1119,0,1391.3302866286267,1,98118,694569
3,3.2673788525994656,1593,0,3064.4951974857427,1,98108,1065808
15,3.1502521607982814,11010,0,0.23,0,98199,25000000
1,1.0,850,0,3982.1417402180123,1,98118,267839
4,2.0,2787,0,1485.222633464894,1,98107,1603974
4,2.0,2300,0,5119.820912856603,1,98107,1309335
3,2.792044769098436,2280,0,4469.255319662303,1,98117,1184555
14,0.5005702685526255,11010,0,0.23,0,98199,25000000
3,1.0,1432,0,1459.190459813613,1,98101,769433
4,2.0,1784,0,7962.304414571412,1,98171,928076
3,2.0,1546,0,4097.016382505985,1,98116,746872
4,3.0,1655,0,2513.004004890914,1,98115,602757
1,8.987871149436682,250,0,0.23,0,98101,159000
3,4.169198106770584,2491,0,0.3099844117820792,0,98118,962303
2,3.0,1890,0,1132.0327880139248,1,98113,1037192
3,2.0,1541,0,1057.8044477976396,0,98118,709197
2,2.0,1566,0,658.1565107145061,1,98115,662136
2,2.0,1698,0,5980.443638728199,1,98115,765259
3,2.0,1061,0,1278.7805413444162,1,98103,665008
2,2.5,1317,0,1032.507877900616,0,98115,557708
3,2.5,2943,0,7119.732565710816,1,98123,2002036
3,2.1285619782758167,1252,0,839.2504465485055,1,98107,466515
3,3.5152520078460343,3687,0,5151.4949379248665,1,98199,2341181
4,3.5,1929,0,6954.517786828238,1,98144,981705
1,1.0,667,0,452.80336073166245,0,98102,378730
3,2.0,1436,0,8260.31005303612,1,98125,941661
3,2.0,1468,0,738.6234077835556,1,98110,992554
3,2.857170775911933,1514,0,1285.865480273423,1,98144,890754
4,4.144005949564788,3014,0,5148.218303125834,1,98106,1283689
3,3.0,2041,0,2871.977735338226,1,98117,1535995
4,3.3345680528229344,2675,0,1402.1076665281403,1,98107,1320363
