input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
66,91,32,93,100,0,100,87,39,0,76,69,9,51,72,99,24
64,100,32,88,100,0,34,84,45,0,50,100,4,84,54,41,22
20,28,47,56,81,18,20,6,0,43,100,100,6,85,55,0,54
100,100,94,18,76,19,6,4,73,44,19,88,0,56,0,57,0
18,100,0,54,100,69,51,0,33,7,14,100,3,98,64,50,57
15,100,0,44,88,83,61,0,50,7,39,80,3,100,80,45,73
0,0,12,96,43,41,38,24,9,23,100,100,6,80,59,16,70
21,62,31,49,100,26,13,0,15,15,79,100,6,85,51,0,51
1,56,28,25,30,100,39,88,87,33,0,85,7,100,82,0,48
51,68,25,18,38,82,100,10,100,0,0,53,1,72,95,75,40
0,1,1,50,0,56,41,100,35,1,14,93,2,100,70,18,47
78,100,40,40,53,7,39,37,85,0,41,100,4,84,52,56,0
0,59,25,25,30,100,51,98,88,23,0,90,7,100,86,21,47
54,90,91,71,100,18,0,11,50,97,15,100,0,68,24,10,0
51,1,93,100,54,73,0,15,81,98,40,100,8,75,40,9,0
44,0,89,45,20,35,11,100,52,100,45,83,5,72,51,0,14
0,0,2,53,7,59,35,100,33,1,15,94,2,100,66,8,57
13,36,38,67,100,56,35,0,29,24,80,74,6,100,70,0,100
50,88,25,60,72,65,100,45,100,0,0,50,1,68,93,75,38
20,58,59,22,0,43,32,64,93,94,100,96,8,100,66,0,32
7,35,32,70,100,18,24,13,0,24,93,100,6,78,53,0,51
65,100,32,86,88,21,52,88,81,0,10,100,4,76,48,73,0
15,91,1,57,100,92,71,4,65,0,0,84,3,100,100,44,43
57,100,28,69,84,0,48,54,50,0,64,100,4,79,53,57,25
23,88,0,60,100,39,80,0,79,1,69,100,9,97,83,51,28
48,0,83,100,38,78,0,52,87,100,59,92,8,91,46,10,32
0,29,19,98,100,9,31,24,0,10,77,100,6,86,59,4,27
84,100,100,40,85,26,0,0,75,78,33,87,0,56,11,40,18
9,28,0,52,18,54,62,100,46,5,0,79,2,100,90,36,28
58,61,29,33,43,60,100,32,100,0,0,95,7,100,99,86,14
47,1,94,35,17,51,13,100,48,100,35,94,5,66,54,0,0
1,11,30,40,50,39,35,0,15,27,100,100,6,89,64,0,71
17,69,2,59,100,62,67,0,52,0,14,83,3,100,89,42,38
0,73,24,47,55,100,62,97,95,23,0,90,7,100,94,31,50
20,70,0,59,100,62,57,11,40,3,0,84,3,100,85,44,38
16,46,40,52,84,30,25,0,19,46,100,100,6,83,56,0,58
39,82,44,41,100,0,16,11,9,0,67,100,6,79,48,17,29
35,48,14,67,100,52,69,18,19,0,0,86,3,100,93,49,32
70,0,40,75,80,100,97,51,24,0,53,76,9,67,100,72,66
58,0,32,75,49,67,94,95,27,0,65,56,9,80,100,66,100
58,23,91,73,300,55,0,23,91,100,13,81,8,72,37,25,0
49,0,81,100,46,34,0,61,66,100,67,92,8,95,45,13,25
41,85,15,45,70,54,83,0,100,0,98,89,9,100,77,69,72
58,83,97,79,100,0,0,21,29,89,55,100,0,78,36,17,9
83,0,100,53,2,65,0,100,26,96,16,89,5,41,35,29,13
39,46,19,0,21,100,79,4,71,0,21,85,1,100,99,59,92
25,45,40,9,9,71,29,100,54,55,0,95,7,100,67,0,54
70,3,100,100,50,63,0,26,0,89,23,79,8,49,9,36,59
42,64,25,64,100,15,46,35,0,0,95,100,4,100,75,39,55
15,36,30,64,94,13,23,10,0,11,100,100,6,80,53,0,48
67,2,97,39,0,68,0,100,45,100,20,92,5,51,47,9,10
35,52,14,62,55,1,43,100,7,0,0,100,4,84,63,38,3
50,87,25,72,77,87,100,77,100,0,0,58,1,71,91,75,36
13,76,0,37,77,100,61,0,67,19,44,72,3,100,86,49,69
21,60,0,62,100,79,60,8,49,6,0,82,3,100,85,40,40
0,35,16,49,83,24,29,0,11,7,100,100,6,80,55,2,55
29,68,13,29,55,49,64,0,44,0,100,94,5,100,93,53,72
62,100,32,66,81,19,49,54,82,0,24,100,4,81,52,77,0
45,91,32,84,100,0,25,86,35,0,44,100,4,72,41,32,20
0,60,1,28,38,44,60,0,38,0,100,100,1,92,80,30,62
30,38,39,52,15,61,31,100,51,42,0,86,7,100,67,0,41
0,59,28,50,100,0,24,15,9,27,70,100,6,82,55,0,25
0,59,3,34,0,56,48,100,58,3,2,67,1,100,89,19,35
9,56,0,22,62,100,59,0,71,15,54,86,3,100,79,34,84
20,56,40,56,100,0,16,9,2,25,74,100,6,78,48,0,26
48,87,8,71,87,0,71,11,20,0,100,69,9,100,95,84,70
2,9,0,50,0,46,36,100,41,1,14,55,1,100,92,0,43
77,38,100,76,84,100,0,0,65,72,78,97,8,68,30,35,44
62,5,100,30,13,64,0,100,64,99,19,92,5,57,39,11,0
12,87,0,41,87,100,52,0,73,14,61,74,3,100,79,40,78
14,37,43,73,100,21,22,0,0,51,86,100,6,76,49,0,52
0,29,2,69,32,56,60,100,46,10,0,65,1,86,100,28,28
1,11,0,50,0,55,36,100,44,1,23,81,2,100,70,6,27
58,58,0,66,100,99,100,0,74,8,60,98,9,56,66,65,34
16,94,0,53,100,74,55,0,44,6,25,91,3,100,75,43,61
