input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
50,95,25,94,94,87,100,100,95,0,0,50,1,68,92,75,59
50,0,95,100,49,44,0,21,62,100,90,82,8,97,49,8,4
46,63,23,89,87,0,31,100,4,0,9,100,4,79,52,29,8
0,16,27,52,72,25,35,0,4,14,100,100,6,89,63,0,55
33,51,40,56,100,17,21,0,7,22,85,100,6,85,55,0,40
0,0,2,50,0,61,35,100,35,14,29,69,2,100,71,5,48
12,0,7,64,27,53,34,100,29,16,24,82,2,100,70,0,49
55,73,100,78,100,0,0,26,22,94,61,97,0,90,43,12,21
22,49,35,55,100,5,21,0,1,15,80,100,6,86,55,0,30
22,94,0,41,79,71,88,0,95,13,100,100,9,90,68,54,61
36,94,1,52,89,24,63,0,43,0,100,66,9,100,88,77,74
50,81,24,28,53,86,100,12,100,0,0,62,1,71,95,75,36
0,56,25,45,38,99,55,100,73,24,0,94,7,100,92,11,60
63,100,31,83,98,0,42,77,60,0,21,100,4,84,55,64,6
2,46,1,30,0,55,56,100,51,0,1,73,1,100,92,20,49
28,48,67,39,0,44,29,40,100,100,74,93,8,96,61,0,10
0,40,3,32,0,56,59,100,46,2,29,64,1,92,100,18,54
43,84,22,58,70,70,87,51,100,0,0,91,7,99,100,65,24
50,81,25,36,59,62,100,9,100,0,0,40,1,64,82,75,26
40,77,77,75,100,0,0,27,24,95,39,100,0,82,36,1,10
80,100,100,43,87,29,0,0,74,78,19,92,0,48,6,35,2
9,28,0,52,18,54,62,100,46,5,0,79,2,100,90,36,28
58,61,29,33,43,60,100,32,100,0,0,95,7,100,99,86,14
47,1,94,35,17,51,13,100,48,100,35,94,5,66,54,0,0
1,11,30,40,50,39,35,0,15,27,100,100,6,89,64,0,71
21,100,2,44,83,61,99,0,95,0,95,86,9,100,78,60,64
100,100,85,12,64,19,7,7,74,32,15,89,0,54,0,57,0
12,75,0,41,100,85,52,0,56,20,5,70,3,100,83,43,34
55,0,94,31,6,53,0,100,63,100,39,96,5,70,38,10,2
23,55,5,51,86,100,65,0,69,0,42,84,3,100,87,43,70
0,0,2,50,0,61,35,100,33,1,27,69,2,100,71,0,52
47,100,23,51,76,47,96,27,93,0,9,56,1,77,100,71,0
8,41,31,76,100,8,18,16,0,31,76,100,6,82,51,0,33
0,44,3,36,2,45,62,100,42,5,0,65,1,95,100,25,41
44,100,32,40,69,0,34,50,54,0,18,100,4,73,45,39,6
0,83,26,35,65,92,66,81,100,32,0,82,7,100,98,33,40
12,35,29,43,97,14,24,4,0,16,100,100,6,81,53,0,48
0,30,41,22,64,100,44,0,67,85,20,70,8,100,88,1,39
70,7,100,51,13,42,0,100,47,96,34,95,5,62,32,8,0
0,67,27,2,43,100,51,70,83,28,0,100,7,99,83,20,73
63,100,31,81,97,0,42,71,37,0,20,100,4,84,52,46,21
92,100,100,37,78,41,7,0,81,77,27,73,0,37,0,50,15
43,95,18,50,72,65,89,45,100,0,0,99,7,100,95,66,28
0,97,39,38,32,0,53,100,49,72,76,66,8,100,88,15,82
37,48,42,48,17,61,32,100,49,50,0,98,7,100,75,0,52
0,78,38,47,60,92,68,89,100,40,0,81,7,99,100,32,42
0,22,7,70,24,59,53,100,42,14,0,89,2,100,81,26,34
3,11,23,56,74,24,27,6,0,14,100,100,6,78,53,0,56
72,22,100,72,100,90,0,0,24,72,56,83,8,61,23,40,28
65,0,93,100,34,52,0,66,60,99,65,100,8,83,40,24,17
20,60,28,50,100,0,16,9,11,1,65,100,6,93,56,0,25
8,100,0,46,91,88,48,0,63,3,64,89,3,100,74,31,96
15,68,0,58,100,94,62,4,68,3,0,82,3,100,90,39,42
100,100,94,20,73,34,24,0,84,52,4,43,0,0,0,72,0
19,100,0,44,82,76,55,0,58,1,32,80,3,100,81,47,65
21,62,0,57,100,70,55,2,22,6,0,87,3,100,81,48,45
51,100,22,83,90,15,50,85,79,0,4,100,4,72,44,76,0
29,70,6,49,90,100,74,0,65,0,20,83,3,100,94,54,58
0,42,4,43,0,93,54,100,75,10,54,63,2,100,89,24,54
13,37,38,68,100,21,22,8,0,32,96,100,6,78,51,0,56
50,79,25,36,55,71,100,39,100,0,0,58,1,67,85,75,27
35,53,9,77,100,68,77,26,53,0,0,83,3,100,99,56,23
0,0,4,54,7,51,41,100,29,14,13,56,2,100,81,2,19
65,100,32,93,95,0,40,100,54,0,44,100,4,68,38,48,22
20,37,51,67,100,100,33,0,65,72,38,81,8,100,66,0,92
0,38,31,0,12,100,44,71,70,33,5,97,7,100,79,8,66
13,9,11,55,0,60,39,100,42,0,13,73,2,100,75,13,40
85,100,53,31,66,0,36,7,55,0,66,100,4,70,39,48,37
0,0,4,54,9,58,35,100,34,7,15,70,2,100,75,6,56
14,39,43,34,0,45,35,100,53,54,50,71,8,100,75,0,53
20,95,6,50,97,100,69,0,75,0,46,76,3,100,98,46,55
4,24,2,53,0,86,24,100,70,1,32,63,2,100,69,0,52
41,56,20,6,29,100,80,0,85,0,24,68,1,85,100,61,38
56,100,26,73,86,64,100,65,99,0,0,33,1,52,76,81,31
88,0,95,65,30,27,9,100,5,97,29,100,5,44,0,62,19
62,100,31,84,97,0,36,77,34,0,21,100,4,74,45,33,22
75,80,99,56,100,0,0,13,40,68,43,100,0,65,19,32,9
10,100,0,39,83,88,54,0,72,10,44,85,3,100,83,38,67
0,25,25,100,78,0,37,32,10,29,57,100,6,95,68,8,19
63,76,31,68,78,0,100,59,25,0,100,74,9,62,73,96,51
70,97,100,61,100,14,0,16,64,84,17,84,0,52,14,27,0
17,57,2,55,30,69,76,100,76,0,0,86,2,98,100,47,33
57,66,28,65,93,52,77,33,0,0,62,56,9,83,100,78,100
57,66,28,65,93,52,77,33,0,0,62,56,9,83,100,78,100
32,27,0,57,81,100,85,0,43,0,29,85,5,100,100,51,82
0,34,2,55,9,66,57,100,61,7,0,82,2,100,91,26,31
22,75,0,72,100,49,95,0,66,12,80,99,9,100,80,58,23
34,56,17,9,18,81,67,0,75,0,70,94,1,100,83,51,100
0,50,6,42,0,92,52,100,81,6,29,66,2,100,91,18,53
47,76,21,33,50,82,95,20,100,0,0,71,1,84,100,71,33
58,37,89,34,0,82,0,100,82,100,21,100,5,67,35,28,36
61,100,28,79,97,0,58,60,51,0,90,100,4,79,56,69,43
18,100,0,49,96,51,79,0,71,6,86,70,9,90,100,54,80
0,0,5,50,1,50,33,100,33,4,16,65,2,100,70,3,27
0,1,1,50,0,56,41,100,35,1,14,93,2,100,70,18,47
9,28,0,52,18,54,62,100,46,5,0,79,2,100,90,36,28
50,76,25,39,55,92,100,29,100,0,0,69,1,77,97,75,26
0,21,1,66,33,56,49,100,42,4,0,82,2,100,80,19,28
100,100,85,18,76,19,0,0,74,39,50,86,0,62,5,49,7
1,56,28,25,30,100,39,88,87,33,0,85,7,100,82,0,48
