input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
21,62,31,49,100,26,13,0,15,15,79,100,6,85,51,0,51
1,56,28,25,30,100,39,88,87,33,0,85,7,100,82,0,48
51,68,25,18,38,82,100,10,100,0,0,53,1,72,95,75,40
0,1,1,50,0,56,41,100,35,1,14,93,2,100,70,18,47
24,67,42,98,100,15,21,28,0,20,65,100,6,86,53,0,44
0,10,4,50,0,74,41,100,49,4,14,71,2,100,80,0,43
13,80,1,52,100,84,51,0,43,0,25,96,3,100,73,39,76
41,6,77,82,12,67,10,69,100,99,82,100,8,85,49,0,0
35,60,9,53,100,74,77,0,28,0,35,96,5,100,99,56,87
2,0,26,50,43,35,35,9,7,11,100,100,6,92,67,0,68
12,42,38,91,100,14,19,29,0,38,78,100,6,82,52,0,41
47,72,90,100,100,0,0,50,15,82,61,100,0,82,41,8,18
50,74,24,30,51,62,100,24,100,0,0,44,1,65,89,75,17
16,86,0,53,100,63,81,0,61,5,80,100,9,85,72,48,32
23,66,59,75,37,40,32,73,100,59,44,100,8,96,64,0,0
0,25,29,100,31,75,62,88,52,46,0,83,7,100,99,30,38
0,0,25,65,30,33,38,27,11,35,100,100,6,96,69,5,65
18,0,0,65,28,57,36,100,31,14,45,69,2,100,68,16,55
51,87,26,58,72,78,100,51,100,0,0,44,1,59,79,76,40
15,45,34,64,100,10,20,8,0,25,91,100,6,89,56,0,39
12,100,0,46,89,24,67,0,70,11,87,87,9,100,74,57,44
49,0,87,100,49,55,0,30,54,100,97,91,8,93,46,10,33
36,38,0,39,67,100,86,0,58,10,58,81,5,100,96,67,90
0,45,16,4,15,100,62,47,74,32,0,91,7,100,94,31,41
13,100,0,46,94,78,56,0,51,15,31,81,3,100,78,48,60
68,2,99,37,3,52,0,100,45,100,9,100,5,62,49,13,0
9,0,0,67,23,39,41,100,27,20,17,86,2,100,72,18,37
65,96,38,70,100,0,25,41,9,0,87,100,4,64,31,33,54
67,100,29,80,94,14,49,72,30,0,0,95,4,100,63,63,46
14,91,0,54,100,92,54,0,65,4,61,85,3,100,77,38,74
5,21,8,50,0,62,23,100,48,10,36,66,1,100,70,0,71
0,37,24,0,5,100,41,89,65,23,5,100,7,97,74,8,93
6,28,34,100,77,13,31,88,0,67,86,92,0,100,67,0,46
63,12,96,29,0,70,0,100,44,100,23,80,5,58,35,22,21
13,100,0,40,89,76,48,0,53,20,17,81,3,100,75,44,59
0,44,5,54,27,56,61,100,55,7,0,83,2,100,90,27,29
56,0,91,100,56,78,0,21,35,100,42,96,8,73,34,21,58
16,0,16,54,7,46,32,100,30,23,13,66,2,100,73,0,33
1,67,0,17,41,70,62,100,57,6,0,74,1,100,95,29,45
41,0,1,86,50,100,83,37,35,0,62,92,5,100,97,54,97
9,82,55,38,3,0,40,100,61,91,83,63,8,100,76,0,48
3,42,7,49,0,84,52,100,71,0,41,79,2,100,94,16,47
66,100,33,65,82,0,65,61,58,0,84,85,9,100,72,93,37
29,99,2,60,100,97,79,0,62,0,69,98,9,64,100,77,89
44,52,41,96,100,16,35,87,0,0,90,100,4,75,45,35,53
45,70,0,60,86,100,100,0,50,6,66,76,9,49,88,66,78
20,0,0,52,7,58,46,100,35,7,15,75,2,100,79,19,33
18,4,7,49,0,92,48,100,51,0,37,97,2,100,69,35,84
9,100,0,37,76,83,52,0,64,10,30,91,3,100,77,38,65
100,100,64,27,60,62,40,11,95,17,0,44,0,0,5,88,15
83,99,42,61,65,0,38,64,100,0,72,100,4,75,42,66,1
14,39,44,77,100,18,22,7,0,59,98,100,6,76,49,0,57
36,99,4,67,100,13,66,0,78,0,87,86,9,100,61,76,48
15,100,0,51,99,81,62,0,47,13,35,81,3,100,78,49,62
71,100,36,55,74,7,48,39,97,0,0,100,4,81,48,84,6
8,16,9,50,0,64,41,100,48,0,14,65,2,100,79,11,35
47,100,22,55,80,54,100,49,100,0,0,57,1,73,90,74,14
44,0,34,81,46,76,86,77,26,0,69,48,9,74,100,56,100
29,57,35,43,100,3,15,24,0,0,89,100,6,93,58,2,43
0,34,27,2,23,100,69,63,63,33,0,92,7,100,100,36,51
5,34,25,73,100,16,26,13,0,19,95,100,6,83,57,0,46
0,0,1,63,26,36,38,100,22,4,2,82,2,100,70,12,26
37,0,69,100,25,51,10,94,92,100,95,83,8,87,48,0,17
0,11,15,51, 0,75,44,100,50, 9, 13,90,7,100,82,8,56
82,0,100,46,2,45,0,100,7,99,10,90,5,52,22,32,29
63,100,31,51,68,16,58,43,86,0,26,100,4,72,57,82,0
29,57,35,43,100,3,15,24,0,0,84,100,6,77,46,2,38
8,100,0,41,84,78,48,0,65,10,42,96,3,100,71,34,82
46,93,22,75,87,82,95,84,100,0,0,71,1,79,100,71,39
75,100,94,43,96,4,0,11,57,72,33,100,0,62,13,32,0
0,77,20,32,62,100,72,91,98,26,0,76,7,98,100,37,40
84,100,100,38,76,30,0,0,74,87,64,84,0,43,1,43,26
73,100,38,79,85,0,28,75,30,0,39,100,4,60,29,29,20
100,100,95,23,74,30,15,0,80,53,27,82,0,39,0,59,5
0,83,26,35,65,92,66,81,100,32,0,82,7,100,98,33,40
30,61,39,56,100,11,11,0,11,15,85,100,6,85,50,0,39
0,28,3,50,0,82,46,100,62,0,40,84,2,100,72,24,48
0,0,25,57,36,49,48,  0, 0,10,85,90,6,100,77,15,100
42,0,74,100,42,72,0,40,92,100,78,95,8,87,44,1,20
11,100,0,43,90,79,51,0,58,7,35,86,3,100,74,44,76
1,0,0,68,31,52,39,100,29,23,28,77,2,100,72,13,55
33,31,45,50,0,63,21,100,55,58,28,65,7,100,64,0,41
51,86,22,38,59,59,100,18,100,0,0,60,1,75,88,77,22
25,87,1,55,100,15,63,0,34,0,90,94,9,100,61,72,56
54,100,24,79,88,1,36,72,68,0,35,100,4,74,45,58,0
0,38,3,32,0,40,59,100,39,1,4,69,1,100,99,19,38
67,100,33,81,88,0,29,82,24,0,31,100,4,76,41,30,28
14,36,41,81,100,21,22,7,0,42,79,100,6,75,49,0,16
100,100,95,15,66,9,5,0,61,53,37,95,0,55,0,53,3
12,0,7,84,33,66,48,100,31,0,27,97,2,100,72,23,67
64,0,99,100,49,55,0,21,16,100,44,90,8,59,22,33,39
43,77,22,52,64,65,85,46,100,0,0,90,7,96,100,65,29
24,61,42,79,100,0,5,43,12,28,47,100,6,75,39,0,16
40,101,20,60,94,0,56,27,35,0,100,89,5,100,82,68,52
100,100,94,25,72,32,19,0,75,62,33,79,0,36,0,61,5
60,100,30,55,82,0,42,41,68,0,54,100,4,79,47,71,15
96,100,76,12,78,0,0,1,63, 8,31,100,0,59,3,46,0
66,100,33,63,84,0,25,55,68,0,38,100,4,72,39,44,18
43,100,22,75,91,0,40,80,39,0,11,100,4,78,56,50,0
15,91,1,59,100,59,54,11,61,0,0,100,3,99,77,35,48
