input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
9,82,55,38,3,0,40,100,61,91,83,63,8,100,76,0,48
3,42,7,49,0,84,52,100,71,0,41,79,2,100,94,16,47
66,100,33,65,82,0,65,61,58,0,84,85,9,100,72,93,37
29,99,2,60,100,97,79,0,62,0,69,98,9,64,100,77,89
49,82,25,83,76,92,100,89,100,0,0,58,1,71,95,74,44
9,77,1,53,100,93,52,12,78,0,0,86,3,100,84,22,46
50,87,24,72,76,85,100,70,100,0,0,60,1,74,91,75,37
29,68,13,29,55,49,64,0,44,0,100,94,5,100,93,53,72
0,82,31,34,56,92,45,98,100,39,0,85,7,100,79,13,43
18,0,0,54,10,70,41,100,39,6,32,76,2,100,73,17,51
0,14,10,63,30,56,55,100,36,23,0,89,7,100,100,19,28
70,7,100,100,56,93,0,13,0,84,23,71,8,44,0,36,73
14,49,37,70,100,31,21,0,12,46,100,100,6,76,49,0,58
0,0,4,65,31,22,40,100,7,11,7,66,2,100,82,3,41
0,61,36,30,55,100,52,77,75,49,0,98,7,100,88,13,57
28,56,48,34,38,78,34,100,58,45,0,91,7,100,69,0,61
52,0,99,29,10,73,11,100,54,100,36,95,5,55,58,0,9
48,85,24,79,81,100,96,75,94,0,0,72,1,84,100,72,52
63,100,31,61,85,0,37,47,58,0,74,100,4,75,45,64,37
9,23,26,53,0,57,39,100,50,0,6,73,2,100,75,6,23
69,85,100,61,100,0,0,19,39,74,41,95,0,60,17,27,10
54,100,24,79,88,1,36,72,68,0,35,100,4,74,45,58,0
36,0,51,58,10,50,6,100,42,75,87,100,8,88,46,0,49
68,14,36,6,9,100,100,39,47,0,13,72,9,52,85,75,0
0,0,2,54,7,59,36,100,33,11,17,80,2,100,68,8,57
16,88,0,57,100,88,67,3,89,5,0,84,3,100,94,44,40
15,100,0,44,91,88,61,0,24,7,35,80,3,100,88,46,69
0,0,30,50,61,22,35,7,0,30,100,100,6,95,67,4,57
15,33,44,66,87,23,23,11,0,40,100,100,6,82,54,0,55
60,100,30,58,77,0,37,54,72,0,25,100,4,71,44,58,5
22,66,0,55,100,82,51,0,49,0,14,86,3,100,77,44,64
57,73,27,93,97,0,98,90,26,0,100,84,9,71,68,90,40
0,35,35,0,15,100,62,57,70,45,4,92,7,100,94,29,49
20,94,2,56,100,70,53,0,42,0,16,86,3,100,75,48,62
58,58,0,66,100,99,100,0,74,8,60,98,9,56,66,65,34
18,46,59,100,93,0,24,87,3,97,78,100,0,100,64,0,26
17,46,0,42,56,30,61,0,26,5,100,97,5,100,88,46,58
