input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
77,29,100,100,70,38,0,46,0,78,73,96,8,70,24,41,50
17,51,0,53,93,100,60,0,69,1,19,91,3,100,88,37,58
61,4,29,55,82,54,100,0,100,0,64,81,9,82,74,87,7
31,92,12,89,100,72,69,52,79,0,0,91,3,100,90,50,39
0,0,25,57,55,23,38,7,1,19,100,100,6,95,68,5,58
0,60,36,24,30,100,60,77,89,39,0,97,7,100,95,28,49
20,76,2,50,91,100,71,0,79,0,15,83,3,100,94,48,50
0,4,24,68,45,20,43,33,0,42,100,100,6,93,71,11,55
68,0,100,100,60,79,0,3,16,92,35,79,8,65,27,34,43
0,4,4,50,0,47,40,100,36,9,18,70,1,100,86,7,49
63,77,30,90,100,0,29,95,18,0,66,100,4,77,49,30,41
11,29,36,89,100,4,25,18,0,51,86,100,6,77,51,0,39
0,34,3,55,15,25,63,100,29,5,0,60,1,92,100,26,17
77,100,90,48,96,19,0,0,65,80,30,100,0,59,19,35,6
15,90,0,52,100,57,52,0,39,5,4,84,3,100,79,41,50
10,44,28,65,100,0,19,10,0,18,67,100,6,78,49,0,24
0,6,19,54,57,30,39,0,8,10,100,94,6,100,71,6,63
9,3,2,51,1,62,37,100,42,0,0,63,2,100,81,6,24
0,64,29,19,43,100,52,63,88,43,0,94,7,100,83,23,56
0,98,19,32,71,97,54,91,100,27,0,90,7,100,93,14,40
9,68,40,50,0,28,34,100,68,72,85,81,8,100,68,0,44
0,0,1,64,24,52,42,100,31,19,8,68,2,100,79,14,33
4,24,5,55,14,65,46,100,55,0,0,81,2,100,84,14,30
22,72,0,40,79,100,71,0,77,17,18,68,3,96,100,49,34
46,79,23,79,100,0,31,75,25,0,46,100,4,74,49,31,18
8,100,0,32,70,73,51,0,66,6,56,100,3,97,71,38,78
17,59,30,51,100,20,18,0,13,19,89,100,6,79,50,0,52
72,4,100,46,0,73,0,100,35,98,59,95,5,71,33,25,35
0,55,31,20,42,100,63,68,74,36,0,100,7,97,91,29,50
68,0,40,73,73,100,82,51,30,0,60,62,9,72,100,54,92
17,45,26,53,100,0,32,19,2,0,76,100,6,96,66,9,28
24,77,0,59,100,48,80,0,71,3,80,70,9,71,100,58,38
0,46,31,61,94,18,43,0,6,51,100,90,6,100,77,8,59
44,85,22,72,100,0,40,49,11,0,42,100,4,78,58,43,19
65,100,33,80,88,64,100,72,96,0,0,18,1,43,71,89,38
27,59,2,47,85,87,72,0,52,0,58,85,5,100,94,43,100
31,80,10,61,100,45,51,6,24,0,0,85,3,100,74,56,36
60,0,91,50,16,44,0,100,30,100,29,95,5,58,40,9,2
58,22,99,100,57,63,0,58,84,100,16,88,8,68,38,15,0
66,61,34,88,86,12,43,100,0,0,48,100,4,97,66,40,46
9,100,8,37,94,79,44,0,72,0,33,45,1,70,100,10,75
15,64,32,70,100,79,44,23,67,37,0,88,7,100,86,0,40
42,74,79,81,100,0,0,36,26,99,37,100,0,72,33,7,11
48,11,79,41,0,59,0,100,49,93,20,100,5,54,38,4,6
44,97,12,61,100,12,74,0,74,0,97,85,9,100,78,86,53
1,45,40,38,50,100,32,0,76,65,42,85,8,100,68,0,85
32,29,45,38,3,73,35,100,50,41,0,86,7,100,70,0,55
7,9,6,65,30,49,63,100,34,0,0,93,2,100,99,32,25
0,38,2,0,15,25,71,100,19,6,19,66,1,98,100,15,31
0,63,31,24,52,100,48,85,78,44,0,90,7,100,82,13,62
0,24,5,18,3,27,64,100,26,12,0,37,1,70,100,28,14
0,64,32,15,41,100,48,69,87,43,0,97,7,100,82,15,55
0,70,37,52,82,100,35,0,84,63,49,90,8,100,67,5,71
18,66,0,43,99,45,49,0,21,10,64,100,5,97,73,50,100
52,100,23,59,80,61,100,43,99,0,0,50,1,68,89,79,23
32,100,0,52,91,31,75,0,72,11,92,71,9,100,82,80,60
15,90,0,52,100,57,52,0,39,5,4,84,3,100,79,41,50
