age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40,5,33581,15,10,4,11,3,4,1,0,0,40,38,0
37,4,40850,12,14,2,9,0,4,1,4,0,50,38,1
25,3,326079,15,10,4,5,3,4,1,0,0,40,38,0
19,2,146449,9,9,2,5,0,4,1,0,0,40,38,0
36,2,140283,5,9,2,2,0,4,1,7,1919,50,21,0
42,2,422735,1,7,2,6,0,4,1,4,0,59,38,1
45,2,203633,9,10,2,2,0,4,1,0,0,59,38,1
57,4,201384,11,9,2,12,0,4,0,1,0,50,38,1
30,0,127342,11,9,2,3,0,4,1,3,0,54,38,1
57,4,432931,15,10,4,7,1,4,0,0,0,40,38,0
49,1,322978,11,9,2,0,0,4,1,3,0,40,38,0
36,2,169064,7,9,4,3,3,4,1,0,0,40,38,0
45,2,369637,1,7,2,3,0,4,1,0,0,20,38,0
35,2,183508,15,9,6,11,0,4,1,14733,0,40,38,0
51,2,183413,15,10,2,12,0,4,1,2,0,45,38,1
25,4,283755,11,9,3,7,4,4,0,1,0,40,38,0
22,2,145548,9,13,0,3,1,4,1,0,0,50,38,0
38,2,21946,15,4,2,5,0,4,1,0,0,40,25,0
63,2,248989,11,9,0,2,4,3,1,0,0,20,38,0
33,1,126664,15,10,4,11,0,4,0,0,0,40,38,0
31,2,154779,12,14,2,3,1,4,1,0,0,40,8,0
47,2,192173,11,9,2,3,0,4,1,10,0,50,38,0
68,4,190322,11,9,2,2,0,4,1,3,0,40,38,1
43,2,137121,11,9,4,11,3,4,1,0,1875,25,38,0
29,2,342906,15,10,2,2,0,4,1,2,0,40,38,0
42,2,233038,1,13,4,2,1,4,0,0,0,33,38,0
46,2,271597,15,10,4,0,1,4,0,0,0,40,6,0
42,2,146511,11,9,4,9,3,4,1,0,0,40,38,0
30,2,107440,11,9,2,2,0,4,1,0,0,13,38,0
48,4,267319,15,10,6,0,0,4,0,0,0,40,38,0
26,1,193464,11,13,2,3,0,4,1,0,0,83,38,1
38,4,292796,11,7,4,3,4,4,1,1,0,20,38,0
25,2,46045,3,9,4,7,2,1,1,0,0,34,38,0
45,3,272391,11,9,2,13,0,4,0,0,0,40,38,1
25,2,209061,11,9,4,13,3,4,1,0,0,33,38,0
46,2,115849,1,7,2,11,4,4,0,0,0,40,6,1
25,2,184939,15,10,0,11,4,4,0,0,0,40,38,0
23,4,192960,11,9,4,4,1,4,1,0,0,34,38,0
33,2,315429,11,13,2,13,0,4,1,8,0,40,38,1
46,2,174826,9,13,2,3,0,4,1,0,0,40,38,1
50,1,188031,5,13,4,9,1,4,0,0,0,58,38,0
33,5,157873,15,10,2,7,0,4,1,3372,0,40,38,0
49,1,222654,11,9,2,5,0,4,1,3,0,52,38,0
18,2,57386,15,10,4,7,3,4,1,0,0,13,38,0
53,2,198253,11,9,4,2,2,2,0,0,0,40,38,0
42,2,111597,9,13,0,11,4,2,0,0,0,45,38,0
27,4,139279,11,9,4,6,3,4,1,0,0,81,38,0
24,2,359380,15,10,3,9,1,2,0,0,0,25,38,0
21,1,83512,11,13,0,11,1,4,0,0,0,20,38,0
24,1,93614,11,9,0,6,4,2,0,0,0,59,38,0
41,0,351698,1,9,4,7,1,4,0,0,0,40,25,0
52,2,219166,11,9,0,13,4,4,0,0,0,50,38,0
38,2,328322,9,9,2,11,0,4,1,5,0,40,38,1
47,2,167018,11,9,2,7,0,4,1,0,0,40,38,0
57,1,202203,11,9,6,7,4,4,0,0,0,40,38,0
35,2,156238,11,9,2,11,0,4,1,0,0,40,38,0
24,0,45177,5,4,4,6,3,3,1,0,0,34,38,0
26,2,47102,9,12,2,3,0,4,1,11,0,45,38,1
36,2,96213,15,10,0,0,1,4,0,14723,0,59,38,0
34,2,210742,15,10,2,2,0,4,1,0,0,59,38,1
33,2,176852,9,13,4,3,1,4,1,0,0,58,38,0
58,5,89017,12,14,2,9,0,4,1,3,0,40,38,1
37,5,75084,11,13,6,0,1,4,0,0,0,40,38,0
61,4,128546,12,14,2,11,0,4,0,4,0,50,38,1
40,2,91359,9,10,2,12,0,4,0,6,0,45,38,1
41,2,117051,11,9,0,3,1,4,1,0,0,40,38,0
40,2,215113,9,9,4,9,3,4,0,0,0,40,38,0
26,5,107810,15,9,4,5,4,4,0,0,0,40,38,0
19,2,194690,15,10,4,11,1,4,0,0,0,12,38,0
20,2,368976,1,7,2,9,0,4,1,14769,0,52,38,0
42,2,157064,11,9,2,5,0,4,1,4,0,50,38,1
42,2,44311,15,10,4,0,1,4,0,0,0,40,38,0
45,0,94267,9,4,2,3,0,4,1,8,0,40,38,1
39,2,217586,9,7,2,2,0,4,1,0,0,40,38,0
43,2,195407,11,9,4,6,3,4,0,0,0,33,38,0
41,2,96282,9,15,2,9,0,4,1,11,0,50,38,1
26,2,33432,11,13,4,5,1,4,1,0,0,40,38,0
45,0,111135,11,9,2,3,1,4,0,0,0,45,20,1
24,4,373452,1,4,4,6,3,4,0,0,0,20,38,0
52,2,55235,15,10,2,9,1,1,0,0,0,40,38,1
63,1,277411,1,7,2,2,0,4,1,0,0,53,38,0
45,2,227813,11,9,0,6,3,4,0,0,0,40,38,0
57,5,116022,15,10,2,4,4,4,1,2,0,20,38,0
20,2,372783,11,7,2,2,0,4,1,0,1897,53,38,0
23,2,117138,15,10,3,3,1,4,0,0,0,33,38,0
34,3,132234,9,9,2,3,5,4,1,14909,0,50,38,1
50,2,175236,9,13,2,13,0,4,1,0,0,50,38,1
26,2,306505,9,13,4,11,3,4,0,0,0,40,38,0
50,2,249221,15,10,4,11,1,4,0,0,0,13,38,0
43,4,46400,15,10,2,11,0,4,1,3368,0,40,38,0
55,2,83864,9,13,2,9,0,4,1,2,0,45,38,0
32,2,351257,1,7,2,0,0,4,1,0,0,40,38,1
23,2,150676,11,9,3,9,4,4,0,0,0,40,38,0
27,2,75988,9,9,2,2,0,4,1,3626,0,50,38,1
25,5,176266,9,13,4,9,3,4,0,0,0,82,38,0
35,2,235653,7,4,4,9,0,4,1,0,0,50,38,0
18,2,337048,15,10,4,11,3,1,1,0,0,59,38,0
49,2,156747,11,9,2,13,0,4,1,9,1897,55,38,0
48,2,300020,3,14,4,9,1,2,0,0,0,13,38,1
44,2,99529,12,14,0,9,4,2,0,0,0,25,38,1
19,2,189966,15,10,2,11,0,4,0,2,0,59,38,1
41,2,246682,5,4,2,9,0,4,1,0,0,45,30,0
23,2,226828,11,9,2,2,0,4,1,2,0,34,38,1
24,2,259464,11,10,4,6,1,4,1,0,0,45,38,0
45,2,278530,11,9,2,0,0,4,1,0,0,40,38,0
39,2,146160,11,9,2,0,0,4,0,3,0,50,38,0
38,0,109454,11,10,0,3,4,4,0,0,0,81,38,0
37,4,78254,12,14,2,9,0,4,1,6,0,40,30,1
31,2,109965,11,9,4,11,1,4,1,2,0,40,38,0
43,2,128665,9,9,0,11,1,4,1,0,0,40,38,0
20,2,109290,11,10,4,6,1,4,1,14726,0,40,38,1
18,2,134781,15,10,4,0,1,4,1,0,0,54,38,0
27,2,302771,15,10,4,9,3,4,0,0,0,50,38,1
34,2,124427,11,9,2,3,0,3,1,6,0,40,38,0
34,2,245120,5,4,0,11,0,4,0,0,0,40,6,0
36,5,29010,11,10,0,2,1,4,0,0,0,40,38,0
37,2,185941,11,9,0,6,4,4,1,0,0,40,38,0
23,2,191382,9,13,4,9,4,4,0,0,0,53,38,0
34,2,317933,15,13,0,0,1,4,0,7525,0,40,38,0
50,2,227546,11,9,2,12,0,4,1,9,0,50,38,1
36,2,143586,11,9,2,3,5,4,1,3610,0,40,38,0
24,2,212781,11,9,4,5,1,4,0,0,0,13,38,0
33,2,247720,9,13,4,5,4,4,0,1,0,40,38,1
28,2,166075,11,9,4,4,3,4,1,0,0,34,38,0
31,2,349359,3,4,4,4,4,4,1,0,0,34,7,0
36,2,204665,11,9,4,6,1,4,1,0,0,40,38,0
20,2,124187,11,10,3,12,0,4,0,3355,0,54,38,0
30,1,346846,9,13,0,7,3,4,1,0,0,33,38,0
26,2,470855,8,10,0,11,1,4,0,0,0,40,38,1
45,2,109365,5,15,4,12,1,4,1,0,0,40,38,0
42,2,174435,11,15,0,0,2,4,0,0,0,40,38,0
39,2,93842,1,12,2,6,0,4,1,0,0,40,38,1
44,3,215910,9,13,2,3,0,4,1,10,1908,55,38,1
21,2,183970,11,9,4,5,2,4,0,0,0,40,38,0
59,2,117325,9,13,6,0,4,4,0,0,0,25,21,1
50,2,177078,11,9,2,5,0,4,1,0,0,40,38,1
54,2,102951,11,9,4,5,0,4,1,98507,0,45,38,0
56,4,151265,11,9,2,3,0,4,0,0,0,25,38,0
53,2,421310,15,10,2,12,4,4,1,2,0,50,38,0
30,2,188837,15,14,2,0,5,4,0,7519,0,40,38,0
25,2,177190,11,9,0,2,1,4,1,0,0,40,38,1
41,2,137754,12,12,0,9,1,4,0,0,0,50,38,0
25,2,43309,1,10,2,11,1,4,0,7468,0,40,25,0
34,3,320355,7,14,0,9,4,2,0,0,0,40,38,0
24,2,132262,11,9,4,2,4,4,0,0,0,40,8,0
34,2,187538,7,9,2,3,0,4,1,14858,0,40,7,1
18,2,158439,1,7,4,12,1,4,1,0,0,53,38,0
40,2,213860,15,10,2,7,1,4,0,0,0,40,38,0
23,2,123666,9,13,0,13,1,4,0,99187,0,45,35,0
20,2,105937,15,9,2,5,4,4,1,0,0,53,38,0
29,2,98786,11,9,2,6,0,4,1,0,0,40,38,0
21,2,388641,9,13,4,0,2,4,1,98390,0,40,38,0
44,4,139406,15,10,0,11,0,2,0,0,0,40,38,0
55,2,213639,5,4,2,6,4,4,1,2,0,40,6,0
46,0,423467,11,9,0,6,1,4,1,3518,0,40,7,0
37,2,210617,11,9,2,6,0,4,1,3,0,40,38,0
37,2,230683,15,10,2,3,0,2,1,1,0,13,38,0
26,2,165664,11,7,4,2,3,4,1,0,0,40,38,0
57,2,190058,8,10,4,13,4,4,1,0,0,40,38,1
46,2,35531,15,10,2,13,0,4,1,14796,0,40,38,0
46,2,323058,15,10,2,9,1,4,1,0,0,50,38,0
39,4,161231,15,10,2,0,0,4,1,0,0,50,38,0
37,2,190229,11,9,2,13,0,1,1,3,0,59,35,0
32,2,151247,12,10,2,2,0,4,1,3,0,25,38,0
48,2,181722,11,13,2,12,0,4,1,0,0,40,38,1
41,2,334050,11,9,4,6,1,4,1,0,0,40,38,0
19,2,164902,11,9,4,11,1,4,0,0,0,40,38,0
24,2,81665,9,13,4,7,1,4,0,3380,0,40,38,0
24,2,162613,15,10,4,0,3,4,0,0,0,50,38,0
26,3,364203,12,14,2,9,0,4,1,4,0,59,38,0
36,2,109940,1,7,2,4,0,4,1,0,0,40,38,0
34,2,193925,15,14,2,11,0,4,1,6,1895,25,38,1
23,2,95862,11,13,0,11,1,4,0,0,0,40,38,0
23,2,227932,15,10,4,9,3,4,0,0,0,40,38,1
26,2,122672,15,10,4,9,3,4,1,0,0,13,8,0
31,5,217295,9,7,2,3,0,4,1,14,0,59,38,1
60,2,45987,15,10,4,0,1,2,1,0,0,40,38,0
38,2,208364,1,4,2,2,3,4,1,0,0,40,21,0
45,4,185173,11,9,2,11,0,4,1,2,0,40,38,1
55,2,298367,11,9,4,7,4,4,0,0,0,20,38,0
39,3,189201,11,13,2,9,0,4,1,4,0,20,38,0
17,2,371986,11,9,4,11,1,4,1,0,0,54,38,0
44,2,290780,1,7,0,5,4,4,0,0,0,20,38,0
31,2,178939,9,13,4,11,1,0,0,0,0,50,38,0
27,0,36775,9,13,2,6,0,4,1,0,0,20,38,0
43,2,190852,15,10,2,2,0,4,1,14826,0,50,38,0
25,2,553231,9,13,0,12,4,4,0,0,0,55,38,0
22,2,170353,11,9,2,7,1,4,1,0,0,33,6,0
24,2,125078,12,13,0,11,1,4,1,0,0,40,38,0
39,2,148631,11,9,0,13,3,4,0,0,0,45,38,0
23,5,146387,12,14,2,0,2,4,0,1,1894,40,38,1
26,0,531523,9,13,5,0,4,4,0,0,0,40,38,0
39,3,324615,11,9,2,11,0,4,1,5,0,34,38,1
32,2,230198,15,10,2,7,0,4,1,0,0,40,38,0
31,4,172707,11,9,2,2,0,2,1,2,1890,12,38,0
38,2,119553,15,10,2,11,0,4,1,0,0,40,38,1
26,4,182716,5,7,0,11,1,4,1,1,0,11,38,0
25,2,181393,11,9,6,2,1,4,1,0,0,40,38,0
27,1,371174,15,10,0,9,1,4,0,0,0,40,38,0
47,2,123590,11,9,4,3,4,4,0,0,0,40,38,0
25,2,131731,15,10,4,7,3,4,0,0,0,40,38,0
47,2,349359,15,10,2,5,0,4,1,0,0,45,38,1
42,2,162561,3,10,2,4,0,4,1,1,0,51,6,0
40,3,98097,15,10,4,11,3,4,0,0,0,40,38,0
38,4,74737,11,9,2,11,0,4,1,2,0,40,38,0
25,2,84300,11,9,4,6,1,4,1,0,0,25,38,0
58,2,109614,9,13,4,11,1,4,0,0,0,33,6,1
48,2,90250,11,13,2,3,0,4,1,8,0,50,38,1
65,1,118725,12,10,4,7,1,4,0,0,0,45,38,0
52,2,235644,12,14,4,9,0,4,1,2,0,40,38,0
45,4,248883,1,4,4,5,1,4,1,0,0,59,38,0
50,5,165018,5,13,2,11,0,4,1,0,0,40,38,0
44,3,183011,11,9,2,7,3,4,1,3511,0,40,38,0
22,2,199725,1,7,4,11,3,4,0,0,0,34,30,0
