,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.021280018674664874,0.06529769079370663,0.0369954127468188,0.024560356284873533
sanity.close_values_probability.score,0.9472759226713533,0.9894551845342706,0.9742237844171061,0.023403613773213993
sanity.distant_values_probability.score,0.0017574692442882249,0.0017574692442882249,0.001757469244288225,2.655742100606481e-19
stats.jensenshannon_dist.marginal,0.00797184679232007,0.009077384608865383,0.008617880300744347,0.0005758891584995063
stats.chi_squared_test.marginal,0.25456454970071013,0.41486078771179224,0.3409660444891865,0.08087666601792001
stats.inv_kl_divergence.marginal,0.9216410356670278,0.9383229322119552,0.9322012383736528,0.009184045340401318
stats.ks_test.marginal,0.8906917725295486,0.9049193840848697,0.8988217862737683,0.00732831962568307
stats.max_mean_discrepancy.joint,0.0034853669933368266,0.003609318960353337,0.003545548263606727,6.205389205069497e-05
stats.wasserstein_dist.joint,0.2082010731142835,0.5657193126278355,0.4166631241862433,0.18601509423259438
stats.alpha_precision.delta_precision_alpha_OC,0.572121212121212,0.8064586754241927,0.6604580995743498,0.12736693996659096
stats.alpha_precision.delta_coverage_beta_OC,0.40593939393939393,0.46865079365079365,0.4319603131399538,0.03268882939715191
stats.alpha_precision.authenticity_OC,0.5209580838323353,0.5836363636363636,0.5474309533890372,0.03245278803152376
stats.alpha_precision.delta_precision_alpha_naive,0.8333333333333334,0.9337325349301397,0.8743394164052848,0.05266462023862696
stats.alpha_precision.delta_coverage_beta_naive,0.574074074074074,0.6615757575757577,0.6308675309314032,0.049238862500621663
stats.alpha_precision.authenticity_naive,0.3109090909090909,0.3333333333333333,0.3245279138692312,0.01196195226487102
stats.prdc.precision,0.9436363636363636,0.9640718562874252,0.9520403061121625,0.010689807911688875
stats.prdc.recall,0.984182776801406,0.984182776801406,0.984182776801406,0.0
stats.prdc.density,0.9186507936507937,0.9956087824351297,0.9556622829377321,0.03856285418811894
stats.prdc.coverage,0.9402460456942003,0.9771528998242531,0.961335676625659,0.019009936425996462
performance.linear_model.gt,0.9868607640676098,0.9868607640676098,0.9868607640676098,0.0
performance.linear_model.syn_id,0.946149846636043,0.9799437419097412,0.9640451966578333,0.016985207134715505
performance.linear_model.syn_ood,0.9456220094035357,0.979362826398529,0.9640690540024529,0.017089997866041838
performance.mlp.gt,0.6764705882352942,0.6764705882352942,0.676470588235294,1.3597399555105182e-16
performance.mlp.syn_id,0.5,0.5,0.5,0.0
performance.mlp.syn_ood,0.5,0.5,0.5,0.0
performance.xgb.gt,0.9911333851515639,0.9911333851515639,0.9911333851515639,0.0
performance.xgb.syn_id,0.974078249972254,0.9819964410867741,0.9768524118004764,0.004459444075010847
performance.xgb.syn_ood,0.973511612309516,0.9820803156579441,0.9767366111685906,0.004660724667814265
performance.feat_rank_distance.corr,0.009781089892873778,0.2911038658593386,0.12291052114060964,0.1485249204491462
performance.feat_rank_distance.pvalue,4.397745630731052e-06,0.877389648521335,0.3873140144477943,0.4476291548977424
detection.detection_xgb.mean,0.6746110252851089,0.707892690293715,0.6960809785682808,0.018624675270376527
detection.detection_mlp.mean,0.4879083716475979,0.4939415240545945,0.4910341512958934,0.003022500317382765
detection.detection_gmm.mean,0.5191048988457299,0.5330305147422054,0.524910085396057,0.007245754372509791
detection.detection_linear.mean,0.6049354475736349,0.6483082250004226,0.6214461214169856,0.023466221013967545
privacy.delta-presence.score,3.6666666544444446,3.99999998,3.8055555432523147,0.17347216105661248
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,1.00000001,2.00000001,1.6666666766666667,0.5773502691896257
privacy.k-map.score,1.0,2.0,1.6666666666666667,0.5773502691896257
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,1.00000001,2.00000001,1.6666666766666667,0.5773502691896257
privacy.identifiability_score.,0.5342706502636204,0.6291739894551845,0.5916813122437025,0.050489657706889846
privacy.identifiability_score._privacy.identifiability_score.OC,0.3989455184534271,0.4077328646748682,0.40421792618629176,0.004649826557231265
