,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.013333333332444445,0.006666666666222222,0.004714045207596047
sanity.nearest_syn_neighbor_distance.mean,0.22792998727050143,0.3844645482416314,0.3088611806795395,0.0597781384901647
sanity.close_values_probability.score,0.10666666666666667,0.5133333333333333,0.2626666666666667,0.15524890409346606
sanity.distant_values_probability.score,0.006666666666666667,0.06,0.024,0.021395742047841615
stats.jensenshannon_dist.marginal,0.011832418894793435,0.01282189420678396,0.012570670911064886,0.0004164871430265273
stats.chi_squared_test.marginal,0.39928516538837416,0.9998026539018543,0.6796244775943793,0.26860294158871895
stats.inv_kl_divergence.marginal,0.6716768092292902,0.8965787099147129,0.7989383864733834,0.10050543377297913
stats.ks_test.marginal,0.8786666666666667,0.8960000000000001,0.8885333333333334,0.007459520389706359
stats.max_mean_discrepancy.joint,0.01708713278212981,0.0224442230268993,0.01855877805366274,0.002197612011799482
stats.wasserstein_dist.joint,0.007890747964030045,0.011478743770744664,0.009520914609281745,0.001316421455199476
stats.alpha_precision.delta_precision_alpha_OC,0.9311111111111111,0.9650574712643678,0.9529961685823756,0.012892587657940014
stats.alpha_precision.delta_coverage_beta_OC,0.38088888888888883,0.48444444444444446,0.43955555555555553,0.04225495806981097
stats.alpha_precision.authenticity_OC,0.49333333333333335,0.5933333333333334,0.5413333333333333,0.03898717737923588
stats.alpha_precision.delta_precision_alpha_naive,0.8500689655172413,0.8875555555555555,0.8722390804597702,0.01604877110490027
stats.alpha_precision.delta_coverage_beta_naive,0.3693333333333333,0.41600000000000004,0.3947555555555556,0.01709349742799841
stats.alpha_precision.authenticity_naive,0.5466666666666666,0.66,0.6200000000000001,0.04496912521077349
stats.prdc.precision,0.86,0.9266666666666666,0.884,0.027325202042558925
stats.prdc.recall,0.9533333333333334,1.0,0.9773333333333334,0.016733200530681495
stats.prdc.density,0.7786666666666667,0.8893333333333333,0.8154666666666668,0.04446821586506725
stats.prdc.coverage,0.8933333333333333,0.9666666666666667,0.9213333333333333,0.02921186973360888
performance.linear_model.gt,0.9978888888888889,0.9978888888888889,0.9978888888888889,0.0
performance.linear_model.syn_id,0.9954999999999998,0.9992083333333334,0.9975541666666666,0.0014153588734808604
performance.linear_model.syn_ood,0.9946666666666667,0.9986666666666666,0.9966666666666665,0.0015335748602046675
performance.mlp.gt,0.8325520833333334,0.8325520833333334,0.8325520833333334,0.0
performance.mlp.syn_id,0.5969618055555556,0.8638020833333334,0.7846701388888888,0.10816607221751247
performance.mlp.syn_ood,0.5883333333333333,0.8677777777777778,0.7867777777777777,0.11427721735939939
performance.xgb.gt,0.978111111111111,0.978111111111111,0.978111111111111,0.0
performance.xgb.syn_id,0.9887499999999999,0.9989166666666666,0.9949527777777778,0.004001779118231183
performance.xgb.syn_ood,0.9876666666666667,0.998,0.9943111111111111,0.004129388798823821
performance.feat_rank_distance.corr,0.3013965867414155,0.5549561437328653,0.4275026536542339,0.11489316895153392
performance.feat_rank_distance.pvalue,2.1968088150175942e-13,6.248691222565395e-05,1.8192477777368837e-05,2.7660970840184208e-05
detection.detection_xgb.mean,0.628,0.6877777777777778,0.6532222222222223,0.023165134508353814
detection.detection_mlp.mean,0.2693333333333333,0.29722222222222217,0.2856444444444445,0.011772902554930999
detection.detection_gmm.mean,0.4235555555555555,0.6006666666666667,0.5054444444444444,0.06961357182845922
detection.detection_linear.mean,0.2437777777777778,0.34933333333333333,0.28422222222222226,0.046852539886618305
privacy.delta-presence.score,3.5999999928,5.999999940000001,4.239999969120001,1.0039920126216153
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0
privacy.k-anonymization.syn,1.00000001,3.00000001,1.8000000100000002,0.8366600265340756
privacy.k-map.score,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0
privacy.distinct l-diversity.syn,1.00000001,3.00000001,1.8000000100000002,0.8366600265340756
privacy.identifiability_score.,0.36666666666666664,0.43333333333333335,0.3933333333333333,0.026246692913372716
privacy.identifiability_score._privacy.identifiability_score.OC,0.48,0.5933333333333334,0.5386666666666666,0.04723463889044895
