,Col 1,Col 2,Col 3,Col 4,target,real_identifier
0,188.0,294.0,641235.8,415789.2,8.7,0
1,142.0,98.0,321456.7,68243.9,-29.4,0
2,89.0,512.0,587643.1,1124567.8,-19.8,0
3,234.0,348.0,823456.3,567890.1,4.5,0
4,98.0,430.0,543210.9,689123.4,-3.2,0
5,62.0,670.0,615432.0,1345678.9,-25.6,0
6,78.0,245.0,498765.2,362456.7,-14.9,0
7,150.0,300.0,689012.3,456789.0,-6.8,0
8,120.0,170.0,478901.4,162345.6,-22.7,0
9,300.0,350.0,901234.5,612345.7,15.3,0
10,18.0,150.0,345678.9,210000.1,-25.3,0
11,26.0,300.0,460000.3,450000.0,-18.7,0
12,200.0,650.0,710000.8,1250000.4,-20.5,0
13,110.0,330.0,620000.5,500000.2,-5.1,0
14,28.0,630.0,590000.7,1180000.5,-22.8,0
15,162.0,400.0,690000.4,630000.9,3.0,0
16,186.0,480.0,650000.1,820000.6,-8.2,0
17,38.0,280.0,480000.8,430000.6,-16.3,0
18,216.0,590.0,680000.4,1100000.8,-11.4,0
19,134.0,510.0,570000.6,900000.2,-12.1,0
20,182.0,584.0,618435.2,1092743.6,-9.8,0
21,126.0,214.0,389567.1,162489.3,-34.2,0
22,214.0,638.0,812349.5,1248567.0,6.7,0
23,98.0,42.0,98765.4,102345.7,-48.9,0
24,158.0,512.0,578901.3,945678.2,-16.5,0
25,236.0,476.0,765432.8,612345.9,8.4,0
26,102.0,690.0,654321.7,1357902.4,-23.1,0
27,142.0,86.0,132456.5,87654.3,-45.6,0
28,198.0,382.0,456789.0,741258.6,-2.3,0
29,88.0,594.0,589012.4,1087654.1,-14.8,0
30,230.0,480.0,780000.0,650000.0,5.3,0
31,150.0,550.0,600000.0,900000.0,-10.2,0
32,300.0,450.0,1000000.0,700000.0,25.7,0
33,100.0,300.0,500000.0,400000.0,-8.4,0
34,400.0,500.0,1100000.0,600000.0,30.0,0
35,80.0,250.0,550000.0,620000.0,-3.1,0
36,180.0,400.0,680000.0,670000.0,0.9,0
37,140.0,350.0,580000.0,850000.0,-15.6,0
38,350.0,520.0,1150000.0,750000.0,35.4,0
