,Col 1,Col 2,Col 3,Col 4,target,real_identifier
0,220.0,300.0,736000.0,715500.0,-6.0,0
1,100.0,500.0,541000.0,619800.0,-30.0,0
2,70.0,600.0,646000.0,875000.0,-48.0,0
3,250.0,200.0,661000.0,460300.0,3.0,0
4,120.0,450.0,556000.0,747400.0,-30.0,0
5,80.0,650.0,631000.0,811200.0,-52.0,0
6,180.0,350.0,706000.0,396500.0,-17.0,0
7,90.0,550.0,571000.0,938800.0,-41.0,0
8,210.0,280.0,676000.0,587900.0,-5.0,0
9,140.0,400.0,586000.0,843100.0,-22.0,0
10,120.0,300.0,645000.0,480000.0,-6.8,0
11,210.0,450.0,890000.0,620000.0,12.5,0
12,90.0,600.0,530000.0,1100000.0,-21.0,0
13,190.0,380.0,760000.0,550000.0,-3.2,0
14,240.0,310.0,920000.0,680000.0,9.7,0
15,130.0,550.0,580000.0,1050000.0,-19.5,0
16,170.0,280.0,690000.0,320000.0,-14.1,0
17,320.0,400.0,1050000.0,700000.0,28.4,0
18,100.0,590.0,570000.0,1080000.0,-22.3,0
19,200.0,260.0,830000.0,430000.0,6.9,0
20,172.0,480.0,589234.7,987423.5,-12.8,0
21,138.0,210.0,321567.3,145209.8,-38.9,0
22,245.0,630.0,812456.2,1367890.1,8.7,0
23,112.0,88.0,98765.4,-123.4,-45.6,0
24,190.0,540.0,654321.0,1098765.3,-18.2,0
25,105.0,610.0,601234.5,1123456.7,-24.1,0
26,160.0,120.0,187654.2,98765.1,-41.3,0
27,200.0,380.0,456789.9,765432.8,-3.5,0
28,140.0,420.0,543210.6,876543.2,-15.9,0
29,90.0,700.0,678901.4,1234567.0,-20.4,0
30,175.0,432.0,724568.3,689104.7,5.2,0
31,298.0,512.0,987432.1,1023456.9,-14.7,0
32,89.0,310.0,456789.4,321098.5,-22.3,0
33,340.0,470.0,1098765.2,765432.8,28.6,0
34,130.0,400.0,678901.5,543210.6,-3.9,0
35,210.0,390.0,832109.7,612345.3,15.4,0
36,105.0,280.0,432109.8,298765.4,-18.2,0
37,360.0,530.0,1123456.0,987654.1,31.0,0
38,190.0,450.0,765432.9,654321.0,9.7,0
39,75.0,330.0,412345.6,301234.7,-25.8,0
40,142.0,478.0,612435.3,981023.5,-12.8,0
41,168.0,224.0,689127.6,214567.8,-18.3,0
42,198.0,590.0,734568.9,1324567.0,-14.5,0
43,112.0,564.0,558342.1,923456.7,-17.2,0
44,210.0,382.0,812345.6,587654.3,19.8,0
45,88.0,630.0,578901.2,1245678.9,-22.1,0
46,178.0,268.0,701234.5,289012.3,-13.7,0
47,310.0,376.0,1012345.7,623456.8,28.4,0
48,150.0,290.0,687654.3,398765.4,-11.9,0
49,134.0,644.0,665432.1,1234567.8,-19.6,0
50,180.0,500.0,620431.1,951208.7,-12.3,0
51,100.0,300.0,451872.6,702345.9,-8.9,0
52,200.0,600.0,703214.8,1005678.4,-10.5,0
53,130.0,450.0,582103.5,894321.2,-17.2,0
54,90.0,400.0,554320.7,652891.3,-14.0,0
55,160.0,550.0,681902.4,1104567.8,-5.7,0
56,110.0,350.0,601450.3,903214.5,-3.4,0
57,70.0,250.0,402891.6,801734.2,-22.1,0
58,220.0,650.0,753421.9,1156789.3,4.8,0
59,80.0,420.0,532987.4,751432.6,-19.0,0
60,145.0,300.0,500000.1,800000.9,-10.5,0
61,270.0,450.0,900000.3,700000.7,18.2,0
62,180.0,200.0,300000.4,200000.8,-40.0,0
63,85.0,120.0,400000.5,150000.6,-25.3,0
64,130.0,350.0,650000.7,500000.1,-5.0,0
65,125.0,400.0,680000.2,600000.3,0.8,0
66,110.0,170.0,460000.9,120000.4,-27.5,0
67,100.0,500.0,550000.6,1000000.0,-12.7,0
68,210.0,400.0,750000.8,620000.5,5.5,0
69,360.0,430.0,1100000.0,700000.0,35.5,0
70,280.0,400.0,850000.5,620000.3,15.4,0
71,170.0,350.0,700000.0,500000.0,-5.0,0
72,50.0,600.0,550000.2,1000000.0,-20.1,0
73,260.0,380.0,800000.7,600000.0,8.9,0
74,80.0,250.0,500000.0,350000.5,-18.3,0
75,150.0,480.0,600000.0,750000.0,-12.7,0
76,5.0,170.0,360000.0,240000.0,-27.5,0
77,35.0,290.0,470000.0,440000.0,-17.2,0
78,140.0,570.0,610000.0,1060000.0,-15.8,0
79,400.0,430.0,1150000.0,680000.0,40.5,0
80,132.0,540.0,612450.5,1043210.8,-18.1,0
81,188.0,340.0,735682.3,589432.6,-3.7,0
82,92.0,216.0,498734.1,201456.9,-22.8,0
83,68.0,590.0,576213.4,1123890.2,-17.6,0
84,160.0,480.0,665478.9,892104.3,-9.8,0
85,112.0,640.0,634582.7,1201987.5,-21.9,0
86,76.0,180.0,452361.0,194832.4,-29.0,0
87,202.0,560.0,698743.2,1056321.0,-14.2,0
88,148.0,440.0,641209.8,683452.1,-1.2,0
89,58.0,520.0,514328.6,987654.3,-16.7,0
90,215.0,610.0,638542.3,1142095.8,-18.3,0
91,142.0,365.0,529874.1,503216.9,-9.7,0
92,98.0,580.0,592310.6,1067438.2,-21.4,0
93,278.0,410.0,876123.5,689401.7,14.6,0
94,45.0,315.0,485902.4,472158.3,-16.8,0
95,190.0,640.0,701456.9,1210342.6,-24.9,0
96,132.0,480.0,615789.4,948213.0,-12.5,0
97,285.0,375.0,942015.8,671924.5,22.7,0
98,35.0,620.0,567890.3,1195023.4,-23.0,0
99,160.0,420.0,689432.7,821567.9,-3.8,0
100,112.0,410.0,589234.6,812456.3,-18.7,0
101,78.0,290.0,412567.8,301982.1,-27.3,0
102,156.0,610.0,678912.4,1123456.7,-9.2,0
103,98.0,195.0,467890.2,245678.9,-25.8,0
104,130.0,375.0,543210.5,678901.4,-14.6,0
105,68.0,510.0,598765.3,987654.2,-10.5,0
106,124.0,260.0,432109.7,198765.8,-31.4,0
107,88.0,430.0,567890.1,765432.6,-17.9,0
108,148.0,580.0,654321.9,1098765.3,-8.1,0
109,72.0,320.0,487654.3,432109.5,-22.0,0
110,120.0,600.0,702345.6,1215000.3,-15.3,0
111,250.0,360.0,649876.3,1134000.1,-24.8,0
112,70.0,700.0,1020000.5,503000.0,0.5,0
113,180.0,315.0,254000.7,101500.9,-39.9,0
114,300.0,520.0,503000.4,451000.2,-10.7,0
115,90.0,410.0,801000.0,902000.5,-20.3,0
116,380.0,680.0,1120000.1,605000.3,5.8,0
117,140.0,390.0,601500.2,1320000.0,30.1,0
118,50.0,330.0,903000.6,654000.0,-5.4,0
119,200.0,690.0,402000.0,483000.1,20.0,0
120,130.0,400.0,550000.5,900000.2,-25.3,0
121,170.0,320.0,620000.7,450000.9,-18.6,0
122,110.0,580.0,580000.3,1050000.1,-14.8,0
123,150.0,180.0,480000.4,80000.5,-31.7,0
124,80.0,280.0,530000.6,300000.8,-19.2,0
125,100.0,340.0,590000.2,470000.3,-10.5,0
126,140.0,260.0,640000.9,280000.7,-17.1,0
127,90.0,520.0,570000.8,1000000.4,-12.9,0
128,160.0,120.0,430000.1,40000.6,-34.0,0
129,70.0,300.0,520000.5,360000.2,-15.7,0
130,274.0,412.0,893421.7,648175.2,24.5,0
131,218.0,376.0,765892.3,569413.6,19.6,0
132,137.0,489.0,612345.8,637890.1,-2.5,0
133,169.0,641.0,678123.4,1234567.9,-23.8,0
134,48.0,312.0,512345.6,478901.2,-12.4,0
135,12.0,145.0,334567.8,223456.7,-27.1,0
136,88.0,485.0,543210.9,843210.5,-14.7,0
137,165.0,295.0,712345.6,467890.1,-9.3,0
138,28.0,125.0,321098.7,187654.3,-28.4,0
139,175.0,28.0,28765.4,112345.6,-46.9,0
140,210.0,312.0,789412.3,498165.7,-12.4,0
141,95.0,610.0,543210.9,987654.1,28.7,0
142,280.0,450.0,932105.6,678901.2,-5.3,0
143,175.0,298.0,456789.4,321987.5,-22.1,0
144,350.0,380.0,1098765.2,765432.8,33.9,0
145,85.0,120.0,234567.8,109876.4,-34.2,0
146,140.0,540.0,678901.3,1029384.6,-18.0,0
147,250.0,410.0,876543.7,543210.9,14.8,0
148,110.0,330.0,432109.5,210987.3,-30.5,0
149,320.0,520.0,1123456.4,987654.2,29.1,0
150,182.0,478.0,862453.1,714329.4,-3.7,0
151,216.0,526.0,698142.6,987534.0,-8.1,0
152,134.0,286.0,634721.0,451987.3,-14.6,0
153,284.0,378.0,912845.7,673210.9,17.3,0
154,92.0,490.0,487632.5,964103.8,-22.9,0
155,238.0,550.0,745309.4,1023456.7,-5.8,0
156,156.0,314.0,689412.3,498765.2,2.1,0
157,274.0,448.0,891234.0,687321.5,9.4,0
158,122.0,362.0,623456.7,478921.0,-18.3,0
159,246.0,512.0,789321.4,987654.3,6.8,0
160,200.0,300.0,600000.5,500000.3,-10.5,0
161,150.0,400.0,750000.2,650000.8,5.0,0
162,250.0,200.0,800000.4,700000.1,12.3,0
163,100.0,500.0,550000.7,900000.6,-18.9,0
164,300.0,350.0,900000.9,800000.5,19.7,0
165,120.0,150.0,400000.3,350000.2,-22.4,0
166,180.0,450.0,650000.6,750000.4,-7.8,0
167,90.0,520.0,480000.8,950000.7,-16.1,0
168,220.0,280.0,700000.1,600000.9,8.5,0
169,140.0,320.0,500000.5,400000.3,-14.6,0
170,112.0,423.0,512043.7,987654.3,-24.8,0
171,298.0,315.0,932108.6,754321.9,15.3,0
172,176.0,612.0,684321.5,1176543.2,-18.2,0
173,58.0,208.0,345678.9,198765.4,-37.6,0
174,334.0,590.0,1043210.8,678901.7,26.9,0
175,148.0,184.0,576543.2,210987.6,-23.1,0
176,242.0,678.0,765432.1,1287654.9,-20.7,0
177,89.0,156.0,289012.3,167890.4,-34.2,0
178,164.0,584.0,634567.8,1098765.3,-16.5,0
179,196.0,635.0,712345.6,1245678.1,-18.9,0
180,145.0,412.0,789234.1,523456.7,8.9,0
181,92.0,289.0,412345.8,214321.0,-24.1,0
182,260.0,375.0,912345.6,687432.9,19.2,0
183,110.0,543.0,567890.3,987654.2,-15.6,0
184,180.0,610.0,734567.4,1123456.8,-18.9,0
185,340.0,405.0,1012345.0,789012.3,27.5,0
186,215.0,230.0,843210.9,456789.1,4.3,0
187,130.0,75.0,234567.8,89012.3,-40.2,0
188,100.0,260.0,543210.5,298765.4,-12.7,0
189,280.0,360.0,987654.3,654321.0,16.8,0
190,185.0,550.0,689234.7,1045678.2,-14.8,0
191,72.0,420.0,512456.3,765432.9,-10.6,0
192,210.0,480.0,743210.5,632109.8,5.9,0
193,58.0,360.0,498765.1,543210.4,-19.3,0
194,144.0,580.0,634567.8,1123456.0,-23.1,0
195,98.0,330.0,598765.2,432109.7,-8.7,0
196,170.0,530.0,678901.4,987654.3,-11.2,0
197,32.0,410.0,521098.6,567890.1,-17.9,0
198,128.0,460.0,610987.5,789012.6,-13.4,0
199,200.0,590.0,765432.9,1234567.3,-20.5,0
200,142.5,385.0,542103.7,489321.4,-18.6,0
201,89.0,512.0,498672.1,932104.8,-12.3,0
202,205.0,430.0,754321.5,621098.3,3.8,0
203,67.0,275.0,501234.9,412345.6,-16.4,0
204,189.0,198.0,610987.2,102345.7,-24.1,0
205,220.0,440.0,765432.0,678901.5,4.9,0
206,135.0,85.0,189012.4,36789.2,-38.2,0
207,35.0,620.0,578901.3,1156789.0,-21.7,0
208,255.0,380.0,843210.6,612345.9,12.5,0
209,105.0,525.0,532109.8,976543.1,-14.9,0
210,180.0,350.0,750000.0,400000.0,15.3,0
211,250.0,420.0,920000.0,580000.0,-8.7,0
212,120.0,280.0,600000.0,350000.0,-19.2,0
213,300.0,330.0,850000.0,610000.0,24.8,0
214,90.0,410.0,550000.0,700000.0,-23.4,0
