,Col 1,Col 2,Col 3,Col 4,target,real_identifier
0,258.0,420.0,827390.9,591201.8,9.8,0
1,82.0,278.0,432191.3,98103.9,-20.6,0
2,240.0,488.0,893479.1,736219.5,12.9,0
3,128.0,196.0,654819.4,483919.1,-8.1,0
4,96.0,586.0,715390.6,1053302.8,-14.5,0
5,220.0,326.0,783914.9,628817.3,5.6,0
6,56.0,412.0,521479.8,87092.5,-27.8,0
7,180.0,452.0,742813.1,591302.9,1.2,0
8,248.0,394.0,859190.5,701815.6,10.3,0
9,76.0,236.0,461915.9,314919.4,-18.9,0
10,208.0,482.0,785392.9,629193.4,-5.1,0
11,140.0,394.0,617820.5,874219.9,-12.8,0
12,192.0,558.0,751349.2,509823.1,-2.3,0
13,246.0,296.0,896528.8,596394.9,10.5,0
14,118.0,512.0,571190.1,1034219.8,-19.1,0
15,178.0,282.0,704191.9,361111.4,-13.9,0
16,220.0,608.0,822511.5,1317821.9,-16.1,0
17,342.0,408.0,1056359.3,689109.9,30.8,0
18,106.0,562.0,613501.9,1123199.8,-20.9,0
19,236.0,294.0,864201.9,475491.9,8.8,0
20,171.0,498.0,531911.1,881119.2,-15.1,0
21,221.0,386.0,753192.9,623191.8,-2.9,0
22,118.0,246.0,413951.5,201911.1,-20.5,0
23,189.0,58.0,69420.8,118821.3,-45.9,0
24,208.0,92.0,125819.9,-4211.1,-40.2,0
25,281.0,428.0,901112.8,711011.9,16.5,0
26,181.0,502.0,646201.4,1039191.8,-10.3,0
27,122.0,698.0,703012.9,1401021.9,-20.9,0
28,158.0,68.0,136982.2,82301.8,-44.9,0
29,92.0,522.0,592001.9,1135011.5,-11.5,0
30,91.0,591.0,1083429.4,943011.9,11.9,0
31,258.0,469.0,875129.8,819421.1,25.1,0
32,148.0,354.0,721942.1,559823.4,-3.4,0
33,198.0,521.0,1038256.9,751198.7,18.5,0
34,72.0,409.0,649319.2,485951.8,-10.8,0
35,302.0,586.0,1181338.5,899210.9,39.2,0
36,54.0,276.0,538811.9,423119.1,-15.9,0
37,220.0,498.0,943298.7,663498.5,23.1,0
38,130.0,382.0,794251.9,597823.1,4.5,0
39,186.0,452.0,923491.1,785210.8,14.2,0
40,118.0,468.0,594819.1,819281.5,-20.5,0
41,168.0,14.0,183919.9,141058.8,-38.9,0
42,28.0,430.0,473491.4,503819.2,-16.8,0
43,192.0,522.0,703108.9,961911.1,-12.1,0
44,40.0,98.0,312479.5,169491.9,-29.4,0
45,154.0,418.0,621910.0,684210.8,0.3,0
46,10.0,162.0,371591.2,251492.1,-24.5,0
47,186.0,502.0,658066.7,934142.4,-14.2,0
48,50.0,76.0,294591.2,161580.2,-30.7,0
49,122.0,482.0,537819.1,753281.5,-22.5,0
50,187.0,375.0,698201.1,568219.9,5.1,0
51,98.0,219.0,451819.2,278910.8,-23.9,0
52,268.0,521.0,943810.9,829351.1,14.5,0
53,55.0,469.0,597819.1,611982.3,-18.1,0
54,142.0,93.0,118491.9,49219.1,-41.4,0
55,222.0,388.0,783201.8,623098.9,9.5,0
56,66.0,291.0,521492.9,434819.1,-22.9,0
57,190.0,141.0,139492.1,59190.8,-38.5,0
58,108.0,501.0,631201.9,701819.1,-6.3,0
59,276.0,429.0,901492.1,783201.8,16.2,0
60,281.0,359.0,921478.9,751201.8,10.1,0
61,118.0,452.0,703198.5,629011.3,-5.6,0
62,294.0,568.0,879321.1,1034219.9,15.8,0
63,44.0,316.0,584129.8,512811.9,-12.9,0
64,98.0,538.0,529879.3,944881.2,-17.1,0
65,140.0,612.0,721489.9,1143518.4,-20.5,0
