,Col 1,Col 2,Col 3,Col 4,target,real_identifier
0,270.0,418.0,811119.2,553823.1,10.8,0
1,98.0,278.0,421911.9,98213.4,-20.5,0
2,86.0,586.0,568219.8,1034158.2,-12.1,0
3,238.0,402.0,854309.9,651201.8,7.3,0
4,126.0,514.0,679591.6,819292.9,-3.2,0
5,54.0,722.0,687201.1,1414019.5,-26.9,0
6,78.0,296.0,586819.5,429813.1,-18.5,0
7,152.0,354.0,751633.2,529315.6,-6.8,0
8,122.0,208.0,546759.9,195743.9,-22.9,0
9,306.0,398.0,1039170.3,709819.5,18.2,0
10,129.0,498.0,623191.9,819351.8,-12.1,0
11,201.0,286.0,759219.5,502813.1,-3.5,0
12,151.0,414.0,603850.2,931108.9,-20.6,0
13,283.0,352.0,883145.9,579642.8,10.3,0
14,118.0,532.0,568313.4,1034398.5,-16.8,0
15,194.0,296.0,725491.1,362919.5,-13.1,0
16,249.0,394.0,825661.3,591811.9,5.8,0
17,108.0,506.0,611850.1,1135119.2,-21.4,0
18,173.0,258.0,693197.8,313199.2,-14.5,0
19,229.0,302.0,821403.9,481493.8,9.2,0
20,120.0,428.0,631421.9,721195.1,-10.3,0
21,28.0,258.0,412118.4,381928.5,-18.5,0
22,148.0,562.0,742193.8,983221.9,-5.8,0
23,40.0,316.0,502392.1,459819.2,-15.6,0
24,200.0,480.0,689219.9,833492.1,-9.1,0
25,96.0,388.0,596812.8,521130.9,-7.3,0
26,24.0,608.0,536492.9,1053219.4,-20.2,0
27,164.0,436.0,654819.2,703110.8,-3.4,0
28,188.0,552.0,623492.1,938219.9,-10.9,0
29,60.0,296.0,443928.5,401492.1,-14.5,0
30,172.0,492.0,521119.4,819231.9,-20.1,0
31,208.0,618.0,753201.9,927839.1,-10.3,0
32,120.0,246.0,381109.8,561819.3,-25.9,0
33,148.0,40.0,42119.2,73219.5,-51.9,0
34,200.0,86.0,98127.9,14297.9,-41.2,0
35,238.0,438.0,701955.6,853829.8,16.5,0
36,152.0,502.0,513912.3,1015392.9,-15.1,0
37,100.0,698.0,599830.8,1347944.9,-23.8,0
38,136.0,62.0,113974.5,82267.8,-48.2,0
