,Col 1,Col 2,Col 3,Col 4,target,real_identifier
0,278.0,246.0,936193.1,532191.9,9.2,0
1,122.0,118.0,412919.3,82301.8,-29.5,0
2,86.0,428.0,591219.9,951010.2,-20.1,0
3,238.0,332.0,823119.5,638201.1,5.6,0
4,98.0,402.0,679301.9,802193.1,-3.2,0
5,54.0,582.0,649193.1,1390102.9,-26.5,0
6,74.0,294.0,559010.2,421010.2,-18.5,0
7,148.0,286.0,739193.1,509201.9,-7.2,0
8,118.0,208.0,529010.2,191010.2,-22.9,0
9,306.0,398.0,981010.2,691010.2,18.2,0
10,208.0,502.0,623191.9,821331.1,-12.1,0
11,148.0,398.0,658219.4,512882.9,-5.6,0
12,192.0,282.0,782351.8,601191.3,2.8,0
13,118.0,548.0,513982.1,1034211.9,-20.8,0
14,242.0,342.0,863120.9,472331.9,10.3,0
15,178.0,598.0,694219.4,1348211.9,-14.5,0
16,212.0,258.0,751191.9,531331.1,0.9,0
17,258.0,418.0,935351.8,621882.9,29.1,0
18,132.0,502.0,573982.1,1148211.9,-18.3,0
19,198.0,322.0,793120.9,491882.9,5.6,0
20,128.0,538.0,631292.5,964221.9,-10.8,0
21,28.0,258.0,421911.1,381119.5,-18.5,0
22,200.0,712.0,782139.4,1349287.3,-15.1,0
23,92.0,370.0,552819.8,462198.2,-4.9,0
24,40.0,596.0,513491.9,1017348.5,-20.2,0
25,172.0,446.0,743191.9,689021.1,1.4,0
26,208.0,526.0,694259.3,903426.8,-7.1,0
27,48.0,310.0,503152.9,439890.8,-14.7,0
28,240.0,658.0,729610.2,1234912.6,-9.5,0
29,148.0,584.0,625392.7,991813.1,-11.9,0
30,141.0,705.0,921395.1,1189113.0,-20.1,0
31,220.0,412.0,753182.9,829394.8,-4.5,0
32,118.0,258.0,538219.9,203921.1,-25.3,0
33,190.0,90.0,130492.8,95123.4,-51.2,0
34,208.0,620.0,958382.6,1427398.9,-10.9,0
35,248.0,480.0,879015.1,692817.0,16.2,0
36,172.0,592.0,671492.9,1095398.8,-15.6,0
37,98.0,742.0,724911.9,1456319.1,-23.8,0
38,152.0,68.0,143894.5,85349.8,-49.5,0
39,88.0,502.0,499093.7,934811.5,-14.5,0
40,245.0,512.0,823419.9,586201.8,3.2,0
41,96.0,372.0,549138.5,822108.3,-10.1,0
42,201.0,588.0,692813.1,1032198.5,-16.3,0
43,148.0,504.0,602501.9,901392.1,-14.5,0
44,316.0,462.0,1082013.9,805201.9,32.1,0
45,42.0,258.0,483201.0,381501.8,-20.5,0
46,392.0,450.0,1185013.7,743201.9,46.3,0
47,74.0,412.0,623419.9,652108.3,-6.8,0
48,182.0,426.0,704201.9,697501.8,2.3,0
49,140.0,326.0,664201.9,494501.8,-9.1,0
50,118.0,276.0,596819.1,759201.9,-10.8,0
51,64.0,432.0,478091.3,651309.2,-22.1,0
52,138.0,118.0,214111.9,398551.1,-39.5,0
53,46.0,294.0,581302.8,703421.9,-14.9,0
54,162.0,362.0,801219.1,573891.2,-6.7,0
55,28.0,468.0,499382.9,633201.8,-17.3,0
56,184.0,522.0,692830.2,955310.9,-13.4,0
57,50.0,92.0,304392.1,162901.9,-30.9,0
58,154.0,418.0,739201.9,693201.1,2.9,0
59,10.0,166.0,361830.2,245830.1,-25.9,0
60,145.0,427.0,743192.1,623191.9,5.1,0
61,290.0,351.0,879213.8,751982.7,18.5,0
62,50.0,459.0,513492.9,693151.4,-12.1,0
63,238.0,568.0,729384.2,1042198.5,-16.9,0
64,120.0,394.0,592819.5,849219.1,-10.3,0
65,200.0,446.0,682913.7,718391.9,2.5,0
66,268.0,324.0,835192.3,611991.5,20.8,0
67,80.0,510.0,559892.1,943158.8,-14.5,0
68,140.0,418.0,701213.9,631982.7,0.9,0
69,220.0,378.0,823492.8,753219.1,15.6,0
70,278.0,482.0,943219.9,819421.1,-5.6,0
71,198.0,568.0,689192.8,958201.4,-10.3,0
72,316.0,436.0,1042345.5,731982.9,26.9,0
73,140.0,394.0,623819.1,499310.8,-2.1,0
74,212.0,522.0,853392.2,943108.5,-8.5,0
75,292.0,468.0,1014398.4,863210.1,15.1,0
76,166.0,362.0,654911.9,592819.4,-6.8,0
77,306.0,502.0,1054679.1,911401.8,20.4,0
78,86.0,278.0,479191.8,421302.9,-16.5,0
79,258.0,454.0,912378.5,783201.3,5.9,0
80,118.0,430.0,743911.1,1033511.9,-17.3,0
81,56.0,278.0,521890.3,901234.5,-11.9,0
82,290.0,482.0,1021930.8,751109.3,15.6,0
83,76.0,596.0,683201.9,1357921.8,-26.5,0
84,210.0,354.0,859302.1,612890.6,10.3,0
85,40.0,512.0,549821.8,1240123.9,-22.9,0
86,260.0,440.0,933491.9,701234.8,18.5,0
87,180.0,80.0,113490.2,90123.4,-40.8,0
88,130.0,220.0,783201.9,501234.5,-6.7,0
89,50.0,658.0,623490.8,1456789.0,-28.3,0
90,278.0,662.0,878213.9,743821.1,15.6,0
91,148.0,404.0,689754.2,599219.8,-5.5,0
92,298.0,468.0,958201.1,714390.9,22.9,0
93,110.0,354.0,584291.9,492851.7,-9.1,0
94,256.0,620.0,819439.8,1234511.9,-19.4,0
95,200.0,508.0,755189.2,1043219.1,-16.1,0
96,90.0,380.0,513492.1,457819.9,-11.9,0
97,160.0,450.0,694758.9,683492.1,-1.9,0
98,220.0,420.0,793021.9,593492.1,0.5,0
99,240.0,560.0,848201.1,823021.9,8.2,0
100,118.0,382.0,584191.9,859313.5,-10.9,0
101,208.0,592.0,819281.1,1248908.2,-7.5,0
102,86.0,278.0,469859.4,698201.9,-23.1,0
103,192.0,514.0,742390.8,1123590.6,-11.8,0
104,148.0,436.0,629101.3,943518.4,-16.1,0
105,110.0,322.0,513491.9,759209.8,-19.3,0
106,220.0,658.0,883492.1,1349110.9,-5.6,0
107,76.0,248.0,421889.6,635301.8,-25.8,0
108,160.0,480.0,703192.9,1056309.5,-13.4,0
109,128.0,398.0,591309.8,881415.6,-15.6,0
110,274.0,482.0,943129.9,812319.5,7.1,0
111,138.0,594.0,521439.1,1082391.9,-19.3,0
112,206.0,258.0,879654.6,654198.8,10.5,0
113,96.0,186.0,394521.4,143941.9,-31.9,0
114,118.0,398.0,704819.5,479381.1,-15.1,0
115,152.0,442.0,838159.9,725982.8,3.8,0
116,108.0,174.0,501942.1,133591.9,-24.5,0
117,240.0,514.0,819398.5,693191.1,11.9,0
118,130.0,326.0,631479.8,459823.5,-18.3,0
119,222.0,468.0,958351.9,831491.9,6.5,0
120,291.0,402.0,902138.1,594824.5,18.5,0
121,201.0,358.0,651219.9,521489.2,4.8,0
122,67.0,510.0,494879.4,987654.1,-20.1,0
123,279.0,394.0,859302.7,633201.8,12.1,0
124,92.0,298.0,583011.9,421509.0,-11.4,0
125,163.0,458.0,678501.3,859302.7,-8.5,0
126,14.0,188.0,394823.1,264823.9,-24.9,0
127,44.0,314.0,509823.0,481509.9,-15.8,0
128,119.0,538.0,662823.4,1148231.8,-14.9,0
129,382.0,446.0,1234567.9,723201.7,38.9,0
130,188.0,510.0,721415.9,1043219.8,-10.8,0
131,92.0,698.0,591219.1,1148102.9,-18.1,0
132,164.0,258.0,739982.3,934817.4,-5.5,0
133,70.0,476.0,513492.8,1001911.1,-24.9,0
134,118.0,362.0,658193.9,641351.9,-2.1,0
135,60.0,596.0,485059.3,1074398.8,-26.8,0
136,202.0,538.0,696811.4,1092019.3,-8.5,0
