input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,target
37.790008747899606,100.0,11.393577191065198,83.0,0.0,51.0,3.5765449247481644,20.700728912248472,60.0,0.0,100.0,18.0,61.0,40.0,16.0,17.0,6
0.0,99.4573369618094,39.0,100.0,67.0,80.0,61.9771873780076,37.0,45.0,0.0,18.0,24.160870915981697,49.0,35.0,100.0,37.0,7
0.0,100.0,41.0,99.0,91.95812222687566,86.1343303911504,94.10151877535468,44.0,83.0,6.0,59.0,0.0,50.0,16.0,100.0,14.58506369609989,7
56.382675129948694,98.0,19.0,80.56439332072368,0.0,33.54554248526099,21.234280374714896,0.0,74.0,6.0,100.0,40.0,89.68284337712961,88.23782983022654,75.99722097566459,100.0,0
100.0,100.0,62.0,77.33845601285077,33.8209318785256,53.0,8.0,24.575705953461846,42.26480889667055,0.0,76.14286440586314,21.0,40.0,34.0,0.0,30.0,6
35.4186267686829,67.0,65.39082519570873,93.93898045873772,100.0,100.0,93.4444146773074,68.0,79.0,38.0,35.0,16.0,0.0,4.0,9.995676328083087,0.0,1
0.0,69.0,33.61651715173715,100.0,72.74432560024667,100.0,100.0,92.79407713218228,72.0,55.09389198071824,29.428384886324285,44.0,25.0,0.0,69.57163173060754,0.0,2
42.0,85.0,0.0,80.0,63.0,80.0,73.0,100.0,66.0,70.49420758843445,100.0,29.533111070986845,82.0,0.0,11.16766543166115,6.0,9
9.715410877224539,82.0,0.0,31.217587733106875,32.0,0.0,80.0,17.19984611582745,100.0,55.06125215586993,91.0,95.33163817649658,46.0,100.0,12.368410369112809,72.15575720195788,0
30.23544877765498,50.01924622642794,99.06191017063469,100.0,19.0,89.0,0.0,36.0,31.0,0.0,18.576551448482256,0.0,41.60327502172282,40.512420669826504,100.0,76.0,8
37.0,84.64996221066485,100.0,100.0,65.0,92.0,28.0,72.72352741070473,34.8290472497015,49.78862409746163,86.6348117078336,39.81120186058872,59.0,7.0,0.0,0.0,5
42.0,81.0,12.536241201713366,35.88303669839528,51.0,0.0,100.0,28.0,100.0,75.0,33.0,100.0,0.0,77.19873874379866,0.0,25.561491962002066,0
0.0,91.0,37.0,100.0,55.0,65.0,45.88393764511068,20.0,16.0,0.0,5.856677605805684,36.0,61.0,39.04596291754308,100.0,36.39310614291948,7
42.0,100.0,0.0,86.0,39.86965659654408,48.03492053112865,60.0,25.843978301509377,50.0,0.0,100.0,33.0,99.30463865130676,60.41661534348941,40.87895823176917,82.25790226054485,8
54.698689331486634,100.0,0.0,77.0,29.0,63.1827997085287,100.0,71.29419319891487,100.0,89.91191156050242,72.78848034592059,72.0,37.0,38.157718525069285,9.0,0.0,4
0.0,65.0,34.0,100.0,65.0,79.0,56.0,38.256783282890424,33.737510186107656,0.0,16.34487308272153,20.0,49.0,36.032356294564195,100.0,60.23300389720236,7
78.08757798580517,89.0,47.52657150373988,77.0,49.0,98.0,24.498545613546625,86.0,0.0,0.0,36.113835184162035,70.0,80.0,100.0,100.0,0.0,9
100.0,85.0,49.0,100.0,23.810018275871037,78.0,61.359025036212195,47.97337805789371,100.0,26.83999178502517,69.12698949686315,9.0,34.0,0.0,0.0,22.045018557288373,5
80.84129567276506,74.41417846054087,46.71837855636444,100.0,55.0,77.0,86.0,83.64636472351614,98.0,75.0,100.0,39.657340002669166,59.0,0.0,0.0,7.0,9
49.0,100.0,29.006354607715405,75.0,0.0,46.0,41.0,30.0,97.10135512035049,36.83846464616806,100.0,53.78855361582872,85.0,27.0,73.20922575750167,0.0,4
