,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.06936517723410401,0.11998927935981199,0.08856500951193666,0.021231891881548073
sanity.close_values_probability.score,0.7898832684824902,0.9280155642023347,0.8793774319066149,0.05463082133112442
sanity.distant_values_probability.score,0.0019455252918287938,0.009727626459143969,0.0038910505836575876,0.003369748652857738
stats.jensenshannon_dist.marginal,0.011852003035058673,0.014520563588577605,0.01309001950591992,0.0011224934806259314
stats.chi_squared_test.marginal,0.7910342390342113,0.8746797972730104,0.841105813992557,0.03493234373169842
stats.inv_kl_divergence.marginal,0.8994992027557961,0.9301749227257351,0.9192499796679003,0.011692087648321485
stats.ks_test.marginal,0.8584882894343012,0.8869356729522099,0.8742801556420234,0.011908539304403006
stats.max_mean_discrepancy.joint,0.00386854138049156,0.0038686022139631537,0.003868589028402168,2.6684667076777627e-08
stats.wasserstein_dist.joint,0.29198198712324763,0.4237689083189955,0.38456385393391856,0.05409714273472324
stats.alpha_precision.delta_precision_alpha_OC,0.6923476005188067,0.84208148843866,0.7885951965651417,0.05713944420855613
stats.alpha_precision.delta_coverage_beta_OC,0.6033722438391699,0.6651102464332037,0.6318287937743192,0.024676167609832406
stats.alpha_precision.authenticity_OC,0.32879377431906615,0.39299610894941633,0.3614785992217899,0.02756198977381539
stats.alpha_precision.delta_precision_alpha_naive,0.9007200679815734,0.9435350418176126,0.9200098394382576,0.016936408254321862
stats.alpha_precision.delta_coverage_beta_naive,0.5426718547341116,0.663035019455253,0.6235019455252919,0.04891717619637202
stats.alpha_precision.authenticity_naive,0.2237354085603113,0.3346303501945525,0.2680933852140078,0.04079576804407145
stats.prdc.precision,0.9442307692307692,0.9730769230769231,0.9588461538461537,0.012943322054202967
stats.prdc.recall,0.9902723735408561,0.9941634241245136,0.9926070038910506,0.0016277432422841878
stats.prdc.density,1.028846153846154,1.0773076923076923,1.0481538461538462,0.02095783312345929
stats.prdc.coverage,0.9941634241245136,1.0,0.998443579766537,0.0025366546323745626
performance.linear_model.gt,0.09773901955543789,0.09773901955543789,0.09773901955543789,0.0
performance.linear_model.syn_id,0.2025412145721755,0.3094715983923165,0.25127462325518185,0.04785606421065963
performance.linear_model.syn_ood,0.05866329792871172,0.23870854196348032,0.13861327049727698,0.0794219283073568
performance.mlp.gt,-0.45312472879155424,-0.45312472879155424,-0.45312472879155424,0.0
performance.mlp.syn_id,-0.03648161606736058,0.5092866757338949,0.3062897188358537,0.20654290979743725
performance.mlp.syn_ood,-0.16038905717660046,0.4368319328216209,0.12894928652362267,0.23952602698368436
performance.xgb.gt,0.21344375077182381,0.21344375077182381,0.21344375077182381,0.0
performance.xgb.syn_id,0.559423237293968,0.7431858364498011,0.6642886803968994,0.08385778006644687
performance.xgb.syn_ood,0.4413454076376239,0.7731072861499582,0.6054071138656885,0.13189316392974557
performance.feat_rank_distance.corr,0.42292490118577075,0.7233201581027668,0.6221343873517787,0.11556111820777643
performance.feat_rank_distance.pvalue,8.765727514548243e-08,0.004244767907667345,0.0008505841457799003,0.0018974069504170575
detection.detection_xgb.mean,0.8467820586038746,0.9035236275241987,0.8838892610815797,0.022062484669153948
detection.detection_mlp.mean,0.4866515837104073,0.5057505601194923,0.49849723235074467,0.007070443145614009
detection.detection_gmm.mean,0.484097365607931,0.511470551626177,0.5021244636764339,0.011058178163367897
detection.detection_linear.mean,0.47763695470720025,0.5941584662244285,0.5296929593345927,0.04510998984634226
privacy.delta-presence.score,1.999999995,2.9999999700000006,2.5999999800000007,0.5477225438121025
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,2.00000001,5.00000001,3.4000000100000003,1.3416407864998738
privacy.k-map.score,1.0,3.0,1.8,1.0954451150103324
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,2.00000001,5.00000001,3.4000000100000003,1.3416407864998738
privacy.identifiability_score.,0.7373540856031129,0.8249027237354085,0.7972762645914397,0.03445832321807528
privacy.identifiability_score._privacy.identifiability_score.OC,0.6108949416342413,0.6595330739299611,0.6326848249027237,0.020926835501205984
