,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.015722880457490547,0.0174640775865284,0.016684781860467547,0.0007478875176191342
sanity.close_values_probability.score,0.98068669527897,0.9828326180257511,0.9811158798283263,0.0009596858272530983
sanity.distant_values_probability.score,0.006437768240343348,0.006437768240343348,0.006437768240343348,0.0
stats.jensenshannon_dist.marginal,0.012938812266233031,0.014421085332467946,0.013592851486008969,0.0006740274502947895
stats.chi_squared_test.marginal,0.682767356184428,0.6917990439518679,0.6880140819902134,0.0034636008586284846
stats.inv_kl_divergence.marginal,0.8022176494265837,0.8273494723789047,0.813430639608683,0.009645508517135797
stats.ks_test.marginal,0.8708170641195263,0.8822589121485503,0.8755986622017261,0.00442583982838704
stats.max_mean_discrepancy.joint,0.004857811996713158,0.005001181467050432,0.004919902446076534,5.324111067260146e-05
stats.wasserstein_dist.joint,0.48792155126713554,0.5508320042124182,0.5156097715139053,0.02283020528382422
stats.alpha_precision.delta_precision_alpha_OC,0.7335164835164836,0.9621995096634508,0.8670040397079948,0.08519851811394927
stats.alpha_precision.delta_coverage_beta_OC,0.4095238095238095,0.4990476190476191,0.4362734257610249,0.03572442468573254
stats.alpha_precision.authenticity_OC,0.5069252077562327,0.5667574931880109,0.5318225850631945,0.023142312654376593
stats.alpha_precision.delta_precision_alpha_naive,0.788551724137931,0.8513197694781418,0.8353484211132379,0.026401148740561597
stats.alpha_precision.delta_coverage_beta_naive,0.45013927576601676,0.5053113553113553,0.4784815886662378,0.021926545670255308
stats.alpha_precision.authenticity_naive,0.49142857142857144,0.5422343324250681,0.5100078697453665,0.022462039292899284
stats.prdc.precision,0.9971428571428571,1.0,0.9977770586869887,0.0012436769515541896
stats.prdc.recall,0.8648068669527897,0.9356223175965666,0.9094420600858368,0.027872224062859507
stats.prdc.density,1.0005494505494505,1.0445682451253482,1.0162903739403153,0.016950198815812587
stats.prdc.coverage,0.759656652360515,0.8240343347639485,0.7858369098712445,0.03125984160451528
performance.linear_model.gt,0.6733462978871586,0.6733462978871586,0.6733462978871586,0.0
performance.linear_model.syn_id,0.527172765053409,0.5512591850171155,0.5410891975943433,0.009139045780832874
performance.linear_model.syn_ood,0.5271660528310868,0.5513284681791683,0.5412201589514264,0.009194253949684051
performance.mlp.gt,0.41572456492528564,0.41572456492528564,0.41572456492528564,0.0
performance.mlp.syn_id,0.38344544544544545,0.39304830271713154,0.3878594028262497,0.004474790501069183
performance.mlp.syn_ood,0.47736846738091643,0.49594776419697195,0.4872390724812634,0.008273726544198907
performance.xgb.gt,0.6997554214194878,0.6997554214194878,0.6997554214194878,0.0
performance.xgb.syn_id,0.4811821820263467,0.5751106848175868,0.5468068807889458,0.03734825774165309
performance.xgb.syn_ood,0.4809833266869542,0.5754497820826843,0.5467996368483818,0.03748240910314661
performance.feat_rank_distance.corr,-0.035138006543955845,0.056301959290116464,-0.0019262339273376859,0.036435426765835194
performance.feat_rank_distance.pvalue,0.00036314093749192976,0.5411884652826495,0.19594906553374697,0.21961656652719821
detection.detection_xgb.mean,0.8885340439112499,0.9181377187602597,0.904495192424112,0.011210909727097807
detection.detection_mlp.mean,0.4978494623655914,0.5096774193548387,0.504384707287933,0.005169525268178795
detection.detection_gmm.mean,0.5,0.510937019969278,0.5021874039938556,0.004891184024515646
detection.detection_linear.mean,0.6079053501977318,0.6407148322248781,0.6239646304848263,0.012618155202418126
privacy.delta-presence.score,5.3999999892,8.999999970000001,7.229999966465,1.3562816742963097
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0
privacy.k-anonymization.syn,1.00000001,2.00000001,1.4000000099999999,0.5477225575051661
privacy.k-map.score,1.0,4.0,2.2,1.0954451150103321
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.syn,1.00000001,2.00000001,1.4000000099999999,0.5477225575051661
privacy.identifiability_score.,0.2939914163090129,0.3562231759656652,0.3274678111587983,0.029211361074653438
privacy.identifiability_score._privacy.identifiability_score.OC,0.36909871244635195,0.4206008583690987,0.3948497854077253,0.019842534344320734
