Aa,Ao,Dcl,Iy,Sh,target
0.0,2.591,-0.414,-0.181,-0.115,0.0
0.383,0.531,2.944,-0.601,-0.331,1.0
0.912,2.0,0.738,-0.239,0.201,0.0
0.257,1.964,1.0,0.902,-0.376,0.0
0.711,2.713,-0.491,0.322,-0.172,0.82111
2.756,0.363,0.109,0.092,-0.0,0.0
0.307,1.749,1.476,-0.0,0.0,0.0
0.517,2.061,1.634,0.719,-0.244,1.0
0.912,2.829,-0.549,-0.222,-0.126,0.0
0.21,0.958,0.924,1.0,-0.569,1.0
0.0,0.929,2.079,-0.874,-0.366,0.0
0.252,1.059,2.06,0.865,0.0,0.0
0.334,2.061,0.976,0.579,0.0,0.0
0.121,0.661,0.0,0.928,0.0,0.0
0.564,2.521,1.018,0.454,-0.275,0.0
0.221,1.098,2.294,-0.844,0.0,0.0
0.87,1.918,1.091,-0.319,-0.138,1.0
0.0,0.852,0.826,1.637,0.0,0.0
1.203,0.873,-0.243,-0.08,0.085,0.0
0.229,1.0,2.764,-0.578,0.0,0.0
0.132,0.921,0.873,2.022,0.0,0.0
0.269,0.876,1.927,1.067,-0.735,1.0
0.09,0.363,0.468,-0.735,0.0,0.0
0.15,0.0,0.735,0.854,1.551,1.0
0.145,0.0,0.917,0.449,0.0,0.0
0.159,0.947,1.0,1.743,-0.632,0.0
0.816,2.721,-0.356,0.0,-0.156,0.0
0.278,1.788,-0.486,-0.0,0.0,0.0
2.898,0.732,-0.132,0.114,-0.0,0.0
0.0,0.847,1.485,0.79,0.542,1.0
0.835,3.172,-0.561,0.0,-0.201,0.0
1.929,1.923,-0.0,0.159,-0.062,0.0
3.027,0.0,-0.107,-0.1,-0.058,0.0
0.0,0.967,1.966,1.106,-0.749,1.0
0.567,0.0,1.964,0.874,0.851,0.0
1.0,1.0,-0.264,0.162,-0.096,0.0
0.256,0.904,2.0,1.005,1.058,1.0
0.135,1.053,2.0,0.921,0.0,1.0
0.122,0.556,1.044,0.942,0.942,0.0
0.181,0.723,0.0,1.29,-0.557,0.0
0.238,0.619,1.534,2.144,-0.0,0.0
0.134,0.521,0.871,0.0,-0.738,1.0
0.837,2.302,-0.0,-0.176,-0.098,0.0
0.316,0.596,1.094,1.541,-1.0,1.0
0.0,2.633,-0.412,-0.194,-0.126,0.0
3.0,0.629,0.153,0.112,-0.099,0.0
1.0,1.798,-0.281,-0.141,-0.094,0.0
0.412,2.116,1.845,0.0,0.826,0.0
1.093,0.0,0.204,0.114,0.104,0.0
2.967,0.335,-0.072,0.078,-0.0,0.0
2.0,0.726,-0.093,0.09,-0.063,0.0
0.134,0.569,0.521,0.868,0.0,1.0
0.259,1.094,2.0,-0.748,0.0,0.0
0.231,0.966,1.945,0.887,-0.4,0.0
0.151,0.732,0.0,1.007,0.0,1.0
0.279,0.921,1.0,1.931,0.0,1.0
0.159,1.094,2.035,-0.766,0.0,0.0
0.906,1.979,0.913,0.716,-0.0,0.0
1.946,1.77,-0.279,0.143,-0.073,0.0
1.973,1.067,-0.168,-0.115,-0.081,0.0
1.796,1.037,-0.0,-0.115,-0.052,0.0
0.772,2.811,-0.485,-0.0,-0.131,0.0
0.928,2.929,-0.57,0.252,0.0,0.0
0.928,2.86,-0.433,0.313,0.0,0.0
0.967,0.852,1.534,0.0,1.152,1.0
2.723,0.531,-0.264,-0.087,0.0,0.0
0.324,2.874,-0.485,-0.222,-0.149,0.0
0.0,2.814,1.065,-0.459,0.0,1.0
2.957,0.471,0.513,-0.153,-0.075,845.0
0.711,2.0,1.964,0.904,-0.25,0.0
0.28,0.0,0.912,1.181,0.0,1.0
0.121,0.845,2.0,-0.738,0.0,0.0
1.0,0.267,0.349,0.189,-0.096,0.0
0.564,2.816,-0.638,0.333,-0.0,0.0
0.403,0.753,2.055,-0.724,0.0,1.0
0.532,1.0,2.054,-0.539,-0.259,1.0
0.321,1.264,2.416,-0.0,-0.329,0.0
1.09,2.762,0.835,0.333,-0.152,0.0
0.219,0.958,1.0,0.668,-0.544,0.0
1.988,2.521,-0.408,-0.245,-0.0,0.0
0.252,2.156,1.743,0.0,0.0,0.0
0.816,1.0,0.332,0.257,-0.09,0.0
0.271,1.136,2.0,-0.601,0.0,0.0
0.251,0.835,1.0,2.078,-0.766,1.0
0.257,0.741,1.926,0.816,0.0,0.0
0.084,0.36,0.0,-0.748,0.0,0.0
0.967,2.64,-0.51,-0.0,0.0,0.0
0.25,0.932,2.072,1.811,-0.724,0.0
0.147,0.582,0.7831,-0.732,0.0,0.0
1.094,2.859,-0.452,0.21,-0.0,0.0
0.155,0.0,0.788,1.937,-0.853,1.0
0.15,0.0,0.634,1.936,-0.671,1.0
0.252,1.071,2.079,-0.798,0.0,0.0
0.817,2.692,-0.387,-0.152,0.0,0.0
0.638,1.922,-0.428,-0.0,1.043,0.0
0.147,0.548,0.622,0.837,0.0,1.0
0.334,0.724,2.0,1.857,-0.517,1.0
0.0,0.966,2.004,0.852,-0.569,0.0
0.776,3.087,-0.521,-0.223,-0.117,0.0
0.09,0.556,0.861,0.926,0.0,1.0
