,state_code,lat,lon,bird,lat_zone,real_identifier
0,49.0,39.24,-80.23,19.0,2.0,0
1,0.0,68.11,-146.79,28.0,0.0,0
2,32.0,34.98,-106.64,14.0,2.0,0
3,17.0,37.4,-83.29,19.0,2.0,0
4,44.0,39.41,-110.91,6.0,2.0,0
5,0.0,67.64,-141.71,28.0,0.0,0
6,8.0,39.35,-75.32,11.0,2.0,0
7,11.0,19.83,-155.51,15.0,1.0,0
8,32.0,42.8,-74.32,12.0,2.0,0
9,5.0,38.03,-108.56,17.0,2.0,0
10,0.0,65.83,-148.17,28.0,0.0,0
11,49.0,38.13,-79.61,19.0,2.0,0
12,32.0,35.24,-107.1,14.0,2.0,0
13,8.0,38.98,-75.18,11.0,2.0,0
14,44.0,38.47,-111.02,6.0,2.0,0
15,32.0,43.27,-75.87,12.0,2.0,0
16,0.0,67.07,-141.3,28.0,0.0,0
17,17.0,37.02,-85.43,19.0,2.0,0
18,49.0,37.96,-81.44,19.0,2.0,0
19,32.0,34.3,-105.98,14.0,2.0,0
20,0.0,68.43,-147.77,28.0,0.0,0
21,8.0,39.82,-75.66,11.0,2.0,0
22,44.0,39.16,-110.75,6.0,2.0,0
23,5.0,38.22,-102.47,17.0,2.0,0
24,11.0,19.62,-155.39,15.0,1.0,0
25,32.0,35.46,-107.27,14.0,2.0,0
26,0.0,66.03,-141.41,28.0,0.0,0
27,49.0,39.15,-78.42,19.0,2.0,0
28,32.0,42.33,-73.86,12.0,2.0,0
29,8.0,39.54,-75.28,11.0,2.0,0
30,0.0,67.45,-146.6,28.0,0.0,0
31,44.0,38.61,-111.24,6.0,2.0,0
32,17.0,37.84,-83.05,19.0,2.0,0
33,32.0,34.73,-106.36,14.0,2.0,0
34,49.0,38.64,-80.32,19.0,2.0,0
35,5.0,38.18,-108.41,17.0,2.0,0
36,0.0,68.29,-148.32,28.0,0.0,0
37,8.0,39.07,-75.51,11.0,2.0,0
38,44.0,39.74,-110.46,6.0,2.0,0
39,32.0,43.48,-74.92,12.0,2.0,0
40,11.0,19.72,-155.43,15.0,1.0,0
41,16.0,39.88,-100.12,26.0,2.0,0
42,0.0,65.47,-147.65,28.0,0.0,0
43,44.0,39.15,-112.05,6.0,2.0,0
44,8.0,38.91,-75.43,11.0,2.0,0
45,17.0,37.46,-87.32,19.0,2.0,0
46,32.0,43.15,-74.03,12.0,2.0,0
47,49.0,38.79,-79.94,19.0,2.0,0
48,11.0,20.38,-156.52,15.0,1.0,0
49,5.0,40.51,-104.01,17.0,2.0,0
50,32.0,33.45,-106.87,14.0,2.0,0
51,0.0,66.12,-149.56,28.0,0.0,0
52,8.0,38.87,-75.59,11.0,2.0,0
53,16.0,39.24,-99.33,26.0,2.0,0
54,44.0,38.67,-114.21,6.0,2.0,0
55,32.0,36.28,-105.44,14.0,2.0,0
56,11.0,19.89,-155.67,15.0,1.0,0
57,49.0,38.95,-80.48,19.0,2.0,0
58,16.0,39.45,-97.81,26.0,2.0,0
59,5.0,40.36,-103.68,17.0,2.0,0
60,44.0,39.08,-109.76,6.0,2.0,0
61,8.0,38.66,-75.44,11.0,2.0,0
62,17.0,36.99,-86.54,19.0,2.0,0
63,32.0,34.59,-107.99,14.0,2.0,0
64,49.0,39.35,-78.96,19.0,2.0,0
65,16.0,38.36,-99.12,26.0,2.0,0
66,0.0,64.89,-146.32,28.0,0.0,0
67,32.0,42.34,-74.11,12.0,2.0,0
68,11.0,21.24,-157.45,15.0,1.0,0
69,44.0,38.55,-113.17,6.0,2.0,0
