,state_code,lat,lon,bird,lat_zone,real_identifier
0,44.0,39.43,-111.13,6.0,2.0,0
1,0.0,67.09,-146.93,28.0,0.0,0
2,32.0,43.15,-75.98,12.0,2.0,0
3,8.0,38.92,-75.37,11.0,2.0,0
4,17.0,37.41,-84.08,19.0,2.0,0
5,0.0,68.32,-142.44,28.0,0.0,0
6,5.0,37.92,-104.12,17.0,2.0,0
7,32.0,34.87,-106.79,14.0,2.0,0
8,11.0,19.88,-155.54,15.0,1.0,0
9,49.0,38.97,-80.86,19.0,2.0,0
10,32.0,42.83,-74.32,12.0,2.0,0
11,8.0,39.35,-75.22,11.0,2.0,0
12,44.0,38.63,-110.41,6.0,2.0,0
13,0.0,66.14,-148.78,28.0,0.0,0
14,17.0,37.88,-83.53,19.0,2.0,0
15,32.0,35.18,-106.41,14.0,2.0,0
16,49.0,38.39,-81.34,19.0,2.0,0
17,0.0,67.64,-149.54,28.0,0.0,0
18,8.0,38.86,-75.47,11.0,2.0,0
19,32.0,33.78,-107.19,14.0,2.0,0
20,44.0,39.78,-110.89,6.0,2.0,0
21,0.0,65.91,-147.25,28.0,0.0,0
22,5.0,38.32,-103.47,17.0,2.0,0
23,49.0,38.13,-80.32,19.0,2.0,0
24,32.0,43.34,-74.09,12.0,2.0,0
25,17.0,37.29,-85.61,19.0,2.0,0
26,8.0,39.55,-75.81,11.0,2.0,0
27,0.0,68.11,-141.86,28.0,0.0,0
28,32.0,42.46,-73.84,12.0,2.0,0
29,11.0,19.93,-155.68,15.0,1.0,0
30,44.0,38.47,-110.98,6.0,2.0,0
31,0.0,67.23,-148.14,28.0,0.0,0
32,49.0,39.14,-79.53,19.0,2.0,0
33,32.0,34.43,-106.25,14.0,2.0,0
34,8.0,39.09,-75.61,11.0,2.0,0
35,17.0,37.72,-84.84,19.0,2.0,0
36,5.0,38.07,-107.85,17.0,2.0,0
37,44.0,39.21,-111.36,6.0,2.0,0
38,0.0,66.45,-149.92,28.0,0.0,0
39,32.0,35.49,-107.73,14.0,2.0,0
40,49.0,38.68,-81.04,19.0,2.0,0
41,16.0,39.12,-99.43,26.0,2.0,0
42,32.0,43.28,-76.19,12.0,2.0,0
43,49.0,38.75,-80.14,19.0,2.0,0
44,5.0,40.12,-104.89,17.0,2.0,0
45,8.0,39.15,-75.82,11.0,2.0,0
46,11.0,19.89,-155.57,15.0,1.0,0
47,49.0,37.89,-81.34,19.0,2.0,0
48,32.0,43.45,-74.09,12.0,2.0,0
49,8.0,39.34,-75.56,11.0,2.0,0
50,32.0,42.98,-77.11,12.0,2.0,0
51,17.0,36.78,-82.89,19.0,2.0,0
52,16.0,38.76,-97.34,26.0,2.0,0
53,32.0,42.84,-77.37,12.0,2.0,0
54,32.0,34.69,-108.92,14.0,2.0,0
55,16.0,38.54,-96.31,26.0,2.0,0
56,49.0,38.25,-81.73,19.0,2.0,0
57,49.0,39.12,-79.38,19.0,2.0,0
58,11.0,20.65,-156.34,15.0,1.0,0
59,17.0,37.34,-86.52,19.0,2.0,0
60,32.0,34.79,-106.15,14.0,2.0,0
61,32.0,34.64,-106.67,14.0,2.0,0
62,5.0,38.85,-103.54,17.0,2.0,0
63,44.0,37.34,-111.65,6.0,2.0,0
64,11.0,19.84,-155.89,15.0,1.0,0
65,8.0,39.61,-75.78,11.0,2.0,0
66,8.0,38.98,-75.51,11.0,2.0,0
67,32.0,43.22,-75.14,12.0,2.0,0
68,32.0,43.24,-74.59,12.0,2.0,0
69,32.0,43.28,-76.84,12.0,2.0,0
70,11.0,19.63,-155.91,15.0,1.0,0
71,44.0,37.91,-113.01,6.0,2.0,0
72,11.0,20.76,-156.78,15.0,1.0,0
73,11.0,19.34,-155.85,15.0,1.0,0
74,17.0,37.65,-84.32,19.0,2.0,0
75,44.0,37.16,-110.38,6.0,2.0,0
76,5.0,39.21,-105.37,17.0,2.0,0
77,8.0,38.79,-75.26,11.0,2.0,0
78,0.0,59.78,-161.54,28.0,2.0,0
79,32.0,44.14,-75.49,12.0,2.0,0
80,16.0,37.17,-101.87,26.0,2.0,0
81,17.0,36.84,-83.65,19.0,2.0,0
82,17.0,37.64,-84.74,19.0,2.0,0
83,32.0,34.63,-106.12,14.0,2.0,0
84,44.0,37.31,-113.33,6.0,2.0,0
85,11.0,19.92,-155.94,15.0,1.0,0
86,16.0,39.15,-97.31,26.0,2.0,0
87,8.0,39.18,-75.51,11.0,2.0,0
88,32.0,34.41,-107.36,14.0,2.0,0
89,49.0,38.76,-80.21,19.0,2.0,0
90,0.0,66.53,-152.09,28.0,0.0,0
91,32.0,35.08,-75.57,12.0,2.0,0
92,17.0,36.89,-89.01,19.0,2.0,0
93,11.0,20.13,-156.38,15.0,1.0,0
94,16.0,38.96,-95.7,26.0,2.0,0
95,32.0,34.31,-108.16,14.0,2.0,0
96,44.0,37.61,-113.19,6.0,2.0,0
97,17.0,37.26,-83.54,19.0,2.0,0
98,0.0,67.76,-159.28,28.0,0.0,0
99,32.0,35.12,-75.34,12.0,2.0,0
100,11.0,20.85,-157.23,15.0,1.0,0
101,16.0,38.72,-99.14,26.0,2.0,0
102,32.0,34.87,-104.92,14.0,2.0,0
103,49.0,39.21,-79.64,19.0,2.0,0
104,17.0,37.53,-84.39,19.0,2.0,0
105,11.0,19.41,-155.74,15.0,1.0,0
106,32.0,33.68,-106.43,14.0,2.0,0
107,8.0,38.63,-75.5,11.0,2.0,0
108,16.0,39.81,-96.02,26.0,2.0,0
109,32.0,34.05,-107.84,14.0,2.0,0
110,44.0,38.45,-110.0,6.0,2.0,0
111,0.0,66.93,-158.51,28.0,0.0,0
112,32.0,34.96,-103.67,14.0,2.0,0
113,17.0,37.78,-89.25,19.0,2.0,0
114,49.0,38.82,-81.3,19.0,2.0,0
115,8.0,39.26,-75.38,11.0,2.0,0
116,32.0,33.76,-104.13,14.0,2.0,0
117,11.0,19.76,-156.0,15.0,1.0,0
118,16.0,39.05,-98.49,26.0,2.0,0
119,32.0,34.49,-106.97,14.0,2.0,0
120,44.0,37.44,-112.76,6.0,2.0,0
121,17.0,36.91,-83.88,19.0,2.0,0
122,0.0,67.86,-151.14,28.0,0.0,0
123,11.0,21.14,-158.33,15.0,1.0,0
124,32.0,35.19,-75.43,12.0,2.0,0
125,16.0,38.45,-95.96,26.0,2.0,0
126,32.0,34.13,-107.05,14.0,2.0,0
127,49.0,39.39,-80.46,19.0,2.0,0
128,17.0,37.89,-85.67,19.0,2.0,0
129,0.0,62.11,-165.89,28.0,0.0,0
130,44.0,41.58,-112.45,6.0,2.0,0
131,32.0,34.12,-106.23,14.0,2.0,0
132,49.0,38.01,-81.78,19.0,2.0,0
133,5.0,37.64,-106.82,17.0,2.0,0
134,16.0,39.12,-97.67,26.0,2.0,0
135,32.0,43.76,-74.12,12.0,2.0,0
136,44.0,40.78,-109.67,6.0,2.0,0
137,8.0,38.34,-75.11,11.0,2.0,0
138,0.0,64.76,-166.01,28.0,0.0,0
139,17.0,38.56,-84.99,19.0,2.0,0
140,32.0,41.45,-72.67,12.0,2.0,0
141,44.0,41.12,-111.76,6.0,2.0,0
142,11.0,20.45,-156.12,15.0,1.0,0
143,49.0,37.98,-80.76,19.0,2.0,0
144,8.0,38.87,-75.56,11.0,2.0,0
145,32.0,44.67,-74.89,12.0,2.0,0
146,16.0,37.67,-99.87,26.0,2.0,0
147,5.0,39.87,-107.45,17.0,2.0,0
148,0.0,60.45,-163.67,28.0,0.0,0
149,11.0,19.87,-155.45,15.0,1.0,0
150,44.0,40.12,-111.67,6.0,2.0,0
151,32.0,42.67,-76.45,12.0,2.0,0
152,17.0,37.67,-83.45,19.0,2.0,0
153,49.0,39.23,-79.78,19.0,2.0,0
154,5.0,37.98,-102.34,17.0,2.0,0
155,16.0,38.12,-100.23,26.0,2.0,0
156,32.0,41.67,-73.45,12.0,2.0,0
157,8.0,38.45,-75.67,11.0,2.0,0
158,11.0,21.12,-157.45,15.0,1.0,0
159,44.0,41.23,-111.98,6.0,2.0,0
160,17.0,38.34,-85.12,19.0,2.0,0
161,0.0,61.45,-164.56,28.0,0.0,0
162,32.0,43.67,-73.76,12.0,2.0,0
163,49.0,37.89,-81.45,19.0,2.0,0
164,5.0,38.12,-107.34,17.0,2.0,0
165,16.0,39.01,-97.89,26.0,2.0,0
166,8.0,38.76,-75.34,11.0,2.0,0
167,11.0,20.12,-156.67,15.0,1.0,0
168,32.0,44.45,-74.12,12.0,2.0,0
169,44.0,40.87,-111.56,6.0,2.0,0
170,0.0,65.45,-165.98,28.0,0.0,0
171,17.0,37.82,-83.67,19.0,2.0,0
172,5.0,37.23,-102.56,17.0,2.0,0
173,16.0,38.76,-100.45,26.0,2.0,0
174,17.0,38.3,-83.1,19.0,2.0,0
175,44.0,40.0,-112.0,6.0,2.0,0
176,0.0,62.0,-158.0,28.0,0.0,0
177,32.0,43.0,-74.8,12.0,2.0,0
178,5.0,39.8,-108.5,17.0,2.0,0
179,11.0,20.0,-155.5,15.0,1.0,0
180,8.0,39.0,-75.5,11.0,2.0,0
181,16.0,37.5,-97.2,26.0,2.0,0
182,32.0,42.5,-76.2,12.0,2.0,0
183,17.0,37.4,-84.2,19.0,2.0,0
184,44.0,39.5,-110.0,6.0,2.0,0
185,11.0,19.7,-155.4,15.0,1.0,0
186,8.0,39.2,-75.5,11.0,2.0,0
187,32.0,33.0,-105.0,14.0,2.0,0
188,17.0,38.0,-83.0,19.0,2.0,0
189,5.0,39.5,-109.5,17.0,2.0,0
190,44.0,40.5,-112.0,6.0,2.0,0
191,16.0,37.8,-96.8,26.0,2.0,0
192,11.0,19.65,-155.48,15.0,1.0,0
193,0.0,64.8,-142.5,28.0,0.0,0
194,32.0,35.5,-104.0,14.0,2.0,0
195,17.0,38.6,-82.8,19.0,2.0,0
196,44.0,39.8,-113.0,6.0,2.0,0
197,8.0,39.8,-75.9,11.0,2.0,0
198,11.0,21.2,-157.5,15.0,1.0,0
199,5.0,39.0,-108.0,17.0,2.0,0
200,16.0,37.2,-97.0,26.0,2.0,0
201,32.0,44.0,-75.5,12.0,2.0,0
202,44.0,40.0,-111.5,6.0,2.0,0
203,17.0,37.9,-83.5,19.0,2.0,0
204,8.0,39.0,-75.8,11.0,2.0,0
205,0.0,65.5,-156.0,28.0,0.0,0
206,32.0,35.0,-104.5,14.0,2.0,0
207,11.0,19.5,-155.5,15.0,1.0,0
208,44.0,39.5,-112.0,6.0,2.0,0
209,16.0,37.5,-97.5,26.0,2.0,0
210,5.0,40.5,-102.5,17.0,2.0,0
211,17.0,38.0,-83.0,19.0,2.0,0
212,8.0,38.5,-75.5,11.0,2.0,0
213,32.0,42.0,-76.0,12.0,2.0,0
214,44.0,40.0,-112.5,6.0,2.0,0
215,11.0,19.7,-155.3,15.0,1.0,0
216,16.0,37.0,-96.5,26.0,2.0,0
217,17.0,38.5,-82.5,19.0,2.0,0
