checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
1,34.24358663629684,1,9,565.6116252690363,3,1,2.0,0,2,2.0,0,26.91287431264638,1,1,3.0,1,1.0,0,1,0
1,24.877766303701897,3,9,3734.1818170259207,1,3,4.0,3,2,3.0,0,23.862447898248167,1,1,1.0,1,1.0,0,1,1
1,15.211584820811172,1,8,689.5118025531968,1,2,4.0,2,2,4.0,0,33.67158887708458,1,2,1.0,1,1.0,0,1,1
1,8.589587479806651,4,6,750.8605467929398,1,2,4.0,0,2,2.0,1,27.754131343561667,1,0,1.0,3,1.0,0,1,1
1,7.230033488632317,1,3,6213.303845250852,1,1,4.0,3,2,2.0,0,22.30742133206117,1,1,1.0,3,2.0,0,1,1
1,11.066666628391944,1,2,5385.197560993712,4,0,2.0,0,2,4.0,0,39.38017779232831,1,2,1.0,0,1.0,0,1,0
1,23.196019620376433,2,9,6019.227158175362,1,3,2.0,0,2,4.0,3,47.60626526617116,1,1,1.0,1,1.0,0,1,1
1,23.92146467563007,3,4,3230.9298137258393,1,0,4.0,3,2,4.0,1,34.55932853318807,1,1,1.0,1,2.0,1,1,1
2,12.791739874809227,2,6,7256.684011495718,1,4,4.0,3,1,4.0,1,31.831971074891662,1,1,1.0,1,1.0,1,1,0
0,12.589382983006576,1,3,1367.7653197373652,2,1,2.0,3,2,2.0,2,27.040752547421615,2,1,2.0,0,2.0,1,0,1
1,24.143485529758795,1,6,2303.454476431041,1,0,4.0,1,2,4.0,0,23.09734911247256,1,1,2.0,1,1.0,0,1,0
1,12.01656779921523,3,6,3524.7809593957713,1,2,1.0,3,2,4.0,1,20.067066324013965,1,2,2.0,0,1.0,0,1,0
3,23.233780875589744,3,6,1140.0908745069996,1,2,4.0,0,2,3.0,1,44.51757299505404,1,1,1.0,0,1.0,1,1,0
3,51.024375207290575,3,6,993.7211761704505,1,1,3.0,3,2,3.0,3,49.853820703951726,1,1,2.0,1,1.0,1,1,1
1,11.620304680248676,1,8,5069.679858122942,1,3,1.0,3,2,3.0,0,38.82754554030534,1,1,1.0,0,2.0,1,1,1
1,34.72686648764152,0,9,1624.646077015372,1,0,4.0,1,2,1.0,3,23.594222732403583,0,1,1.0,1,1.0,0,1,1
1,38.67350007705732,1,6,1156.03108882982,2,4,2.0,3,2,4.0,0,43.5673521929354,1,1,1.0,1,1.0,0,1,1
3,35.74020525620529,1,4,4478.817496989053,1,0,4.0,0,2,4.0,2,23.79784618721716,0,0,2.0,3,1.0,0,1,1
1,8.215973602998623,1,6,1239.4807845106398,1,0,4.0,0,2,3.0,3,28.43512151275958,0,1,1.0,0,1.0,1,1,1
2,8.986750285872702,1,4,1386.6589545830989,3,1,4.0,0,2,1.0,0,33.18464591286949,1,0,1.0,1,2.0,1,1,1
3,15.559438764303783,3,6,3625.8132237327427,4,3,4.0,1,2,2.0,0,46.00879063341755,1,1,1.0,0,1.0,1,1,1
1,5.245135247552936,1,6,5439.494202043172,3,0,4.0,2,2,4.0,3,25.223125749185364,1,1,1.0,1,2.0,0,1,1
3,15.446308840637604,3,0,2732.3404582616913,1,2,2.0,3,2,4.0,0,23.452928938674727,1,1,1.0,1,1.0,1,1,1
2,35.314213854022995,3,4,6315.526013908728,3,2,4.0,3,2,4.0,3,41.21825578164647,1,1,1.0,1,1.0,0,1,1
1,23.929402333798922,3,6,1191.0860928920974,1,0,2.0,0,2,4.0,0,30.705235423002556,0,1,1.0,1,1.0,0,1,1
0,24.764963806893263,1,4,666.4754906041884,1,0,3.0,3,1,2.0,0,27.243620616015047,1,2,1.0,1,1.0,0,1,1
0,31.034500018947742,3,6,1458.9326268605796,2,2,1.0,3,2,2.0,3,25.61042520100657,1,1,1.0,1,1.0,0,1,0
1,24.021809548281194,3,6,1264.9147008480222,4,3,4.0,0,2,2.0,0,27.905342543480376,1,1,2.0,1,1.0,0,1,1
3,49.081355922468966,1,4,691.3718842612785,1,2,1.0,0,2,3.0,0,31.49821602390903,1,1,1.0,1,1.0,1,1,1
1,34.26297305701164,1,9,1388.1133547661966,1,0,3.0,0,2,4.0,2,26.400355196027913,1,0,2.0,1,1.0,0,1,1
3,11.988394639836864,3,6,1260.9884191550877,1,1,4.0,0,2,3.0,3,24.330215896373662,1,2,2.0,3,1.0,0,1,0
3,13.0689043928665,1,6,1603.2048964720266,1,2,4.0,0,2,2.0,3,28.643262087775728,1,2,1.0,3,1.0,1,1,1
1,38.24943926618257,1,4,4757.567198390656,1,2,4.0,0,2,2.0,3,26.10907416883793,0,1,1.0,3,1.0,1,1,1
2,26.133188009298678,0,1,884.0464933400986,4,2,2.0,0,2,2.0,0,24.338746812583423,1,1,2.0,0,1.0,1,1,0
0,24.60402614473322,3,3,9337.182586923736,1,0,1.0,3,2,3.0,1,29.830565822611995,1,2,2.0,3,2.0,1,1,1
1,10.25950950447095,3,4,6891.138593157672,1,2,2.0,3,2,2.0,0,33.27937984085131,1,1,1.0,1,1.0,0,1,1
2,14.65769549601681,1,0,7399.557345680953,1,2,4.0,3,2,2.0,2,29.88882684819237,1,1,1.0,0,1.0,1,1,1
1,15.162653617707484,3,4,664.1648215594905,4,2,4.0,2,2,2.0,1,23.463571561533158,1,0,1.0,1,1.0,1,1,1
0,7.544153158524111,3,8,704.6919772082364,3,1,4.0,3,2,2.0,1,44.905036362043184,1,1,1.0,0,1.0,0,1,0
0,33.97145012840253,3,6,1525.9197639035035,1,2,4.0,0,1,1.0,3,25.903928927308304,1,1,2.0,3,1.0,0,1,1
3,16.003874848910414,3,7,5058.38452839029,4,1,1.0,3,2,2.0,0,44.56104259884404,1,1,3.0,1,1.0,0,1,1
1,13.381572121327181,1,6,6302.556010847458,3,0,2.0,3,2,2.0,1,24.151894715536304,1,2,2.0,1,2.0,1,1,0
1,24.094145277370096,1,3,5455.022021499839,1,2,1.0,2,0,4.0,0,28.1814824954952,1,1,1.0,1,1.0,1,1,1
3,17.08652737515693,3,4,1356.0889624871188,2,1,3.0,3,2,4.0,3,47.294632269395734,1,1,1.0,3,1.0,0,1,0
3,23.24202705414049,0,6,2802.0933366983295,1,2,2.0,0,2,4.0,1,23.802115395734784,1,2,1.0,3,2.0,1,0,1
1,37.81835708761009,1,3,1035.495900662128,1,0,3.0,3,2,4.0,3,30.881073535036855,1,1,1.0,1,1.0,1,1,0
2,38.572594798074746,3,9,7265.832912317493,1,2,1.0,0,2,4.0,2,30.467402539370894,1,2,1.0,1,1.0,0,1,0
1,24.542181395849205,4,3,2481.8120507374792,4,1,4.0,0,2,2.0,3,28.32181290114983,1,1,1.0,3,1.0,0,1,0
3,41.47538983249996,3,0,6044.91278584955,1,3,4.0,3,2,2.0,0,25.357229543917676,1,2,1.0,1,1.0,1,1,1
2,41.75796159802829,0,4,2595.0585345149316,1,0,4.0,3,2,2.0,0,51.102745260979454,0,1,1.0,0,2.0,0,1,1
2,7.493554373553578,3,4,1748.3057887040495,3,0,4.0,0,2,3.0,2,47.730715173269,1,1,1.0,3,2.0,1,1,1
1,13.611780128081156,3,3,1265.1631905544798,4,1,4.0,3,2,1.0,3,28.553528489169302,1,1,1.0,0,2.0,0,1,1
2,7.0032936544686,3,6,887.7445947466441,3,2,4.0,0,2,2.0,3,41.580712896448524,1,0,2.0,1,1.0,1,1,0
3,24.46769900301357,2,9,3852.7552248663114,1,2,2.0,3,2,1.0,0,29.17733742837389,1,1,1.0,1,1.0,0,1,1
2,20.40018266577112,3,9,6054.474783975504,2,0,4.0,0,2,1.0,0,38.57429853803275,1,1,2.0,0,1.0,1,1,1
3,13.41363837423242,1,4,2751.38632550465,1,2,4.0,3,2,3.0,1,30.362303545263973,2,1,1.0,0,1.0,1,1,1
0,10.690859458585317,3,2,1294.1126966864306,0,3,4.0,3,2,4.0,1,33.19268535755799,0,0,1.0,1,2.0,0,1,0
3,10.418308701502186,1,9,1812.3470259586813,3,0,2.0,3,2,4.0,3,33.74831271029886,1,0,1.0,1,1.0,0,1,0
2,13.58962532638651,1,6,1975.6683374281197,4,0,2.0,0,2,2.0,1,58.21727591477061,1,2,1.0,3,2.0,1,1,1
3,11.40896971385323,1,4,4597.339603864227,1,1,3.0,3,2,4.0,0,21.04291690451094,1,1,1.0,3,1.0,0,1,1
2,44.41977854081073,3,4,1375.1057425220506,1,3,4.0,3,2,4.0,3,26.225182951896578,1,1,2.0,1,1.0,0,1,0
2,10.833057337549391,3,6,1149.5401157010751,1,1,1.0,0,2,4.0,3,19.58907125156811,2,1,2.0,3,1.0,1,1,1
3,30.603857366300137,3,6,3624.439362919332,1,2,3.0,1,2,3.0,1,59.794011580289364,1,1,1.0,1,1.0,1,1,1
1,19.60721719721696,3,6,5332.222975290685,1,2,4.0,2,1,2.0,0,32.665809889314595,0,2,1.0,3,1.0,0,0,1
1,25.698946971286375,3,4,3266.1866865943816,1,2,1.0,3,2,4.0,3,27.911513182982524,1,1,1.0,1,1.0,1,1,1
0,10.3495973043935,3,4,8267.949501492916,1,2,2.0,3,2,4.0,0,36.909792771210206,2,1,1.0,1,1.0,1,1,0
3,6.940874461529297,0,1,2529.6104797413004,1,3,4.0,3,2,4.0,0,47.62570527877568,0,1,1.0,1,1.0,0,1,1
1,13.501590482328737,1,9,1953.9749405376144,2,0,4.0,0,2,4.0,1,48.69111483344583,1,0,1.0,3,1.0,0,0,1
2,23.157108567405004,4,2,7846.583593422462,1,4,2.0,3,2,2.0,2,39.6258099560561,1,1,2.0,1,2.0,0,1,0
0,10.82388952545595,3,4,2658.2202643468013,4,2,4.0,3,2,2.0,3,33.0291603876027,0,1,2.0,3,1.0,1,1,0
2,24.749574592172024,1,3,3908.435155930679,1,1,1.0,3,2,4.0,3,21.98447320079047,1,0,1.0,3,2.0,1,1,0
0,12.918723309057976,3,3,6800.893704022852,1,3,3.0,3,2,4.0,1,22.920393291416516,1,1,2.0,3,2.0,1,1,0
2,14.389860922678405,3,1,1025.6868631429784,1,3,1.0,3,2,2.0,0,29.21255610440074,1,1,1.0,1,1.0,0,1,1
1,46.02875787849792,1,4,3392.5350731772105,1,0,3.0,1,2,3.0,3,23.02777236930809,1,1,1.0,1,1.0,0,1,1
2,22.447078021572683,2,3,5504.0772948990725,2,0,2.0,0,2,2.0,0,41.11726667215963,1,1,2.0,1,2.0,1,1,1
3,13.478426177152073,3,9,1307.2131489254884,1,2,4.0,2,2,2.0,0,24.644889084795693,1,0,1.0,1,1.0,1,1,1
2,35.87103996055603,2,3,5325.2540564531055,1,2,3.0,3,2,3.0,1,34.07127033441327,1,2,2.0,0,1.0,0,1,0
3,9.159310502372156,3,3,3993.5677296857507,4,1,4.0,2,2,4.0,0,39.91178544037611,1,2,1.0,3,1.0,0,1,1
0,19.72843705555902,1,7,2790.152106288329,1,4,3.0,0,2,1.0,2,26.13505359506742,2,1,1.0,1,1.0,0,1,1
1,22.755764887035845,3,6,1214.408661134121,1,0,4.0,3,2,2.0,2,24.532660111889093,1,0,1.0,3,1.0,0,1,0
2,24.29239752372608,3,3,3855.0393101665686,1,0,2.0,0,2,4.0,0,25.545493361565956,1,1,2.0,1,1.0,1,1,0
2,15.941238908923255,1,2,978.325501729877,1,1,1.0,2,2,4.0,0,39.46894038921518,1,1,1.0,3,1.0,1,1,1
3,24.681198307663703,3,2,833.0137661022005,1,3,2.0,3,2,2.0,3,36.47387429699643,1,2,1.0,0,1.0,0,1,1
3,44.32875910131546,1,9,5999.036403673166,1,3,1.0,3,2,1.0,0,25.57279349352044,1,1,1.0,1,1.0,0,1,0
1,20.66858907183073,3,3,2461.4510335199734,4,1,1.0,3,2,4.0,0,25.94890060527368,1,1,1.0,3,1.0,0,1,0
3,14.594281970933878,1,6,1514.0894034944497,2,3,3.0,0,2,2.0,3,24.46156255355416,1,1,1.0,1,1.0,0,1,1
