sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,1,2,38,2,191385,0,40,31,9,0,9,13
1,4,0,0,4,38,2,214542,0,40,27,6,1,11,9
1,4,0,0,2,38,2,185127,0,40,36,2,0,11,9
1,4,0,0,2,38,2,167725,0,40,49,2,0,11,9
1,4,0,1,2,38,2,192337,0,40,41,9,0,9,13
1,4,0,0,4,38,2,188540,0,40,26,2,3,15,10
0,4,0,0,4,38,2,178370,0,20,19,0,3,15,10
0,4,0,0,0,38,2,167868,0,40,39,0,4,11,9
1,4,0,0,2,38,2,190895,0,40,37,2,0,11,9
1,4,0,0,2,38,2,113364,0,40,37,2,0,11,9
1,4,0,0,4,38,2,188950,0,40,23,2,3,11,9
1,4,0,1,2,38,2,185407,0,50,33,9,0,9,13
1,4,0,0,2,38,2,160785,0,40,28,2,0,15,10
1,4,0,0,2,38,2,199303,0,40,38,2,0,11,9
0,4,0,0,0,38,2,101509,0,40,30,0,4,15,10
1,4,0,0,2,38,2,197038,0,40,37,6,0,11,9
1,4,0,0,4,38,2,199753,0,40,22,5,3,15,10
1,4,0,1,2,38,2,187322,0,40,52,2,0,15,10
1,4,0,0,4,38,2,111483,0,40,33,2,1,11,9
1,4,0,0,2,38,2,109952,0,40,31,6,0,11,9
1,4,0,1,2,38,2,149726,0,40,48,9,0,12,14
1,4,0,0,4,38,2,194901,0,40,25,6,3,11,9
1,4,0,0,4,38,2,174789,0,40,25,0,3,9,13
0,4,0,0,2,38,2,183523,0,40,27,3,5,9,13
1,4,0,0,4,38,2,182227,0,40,34,11,3,15,10
1,4,0,0,2,38,2,184378,0,40,55,2,0,11,9
0,4,0,0,4,38,2,173613,0,20,20,11,3,15,10
1,4,0,1,2,38,2,155489,0,40,35,3,0,9,13
1,4,0,1,2,38,2,189759,0,40,34,9,0,9,13
1,4,0,0,4,38,2,188540,0,40,30,2,1,15,10
1,4,0,1,2,38,2,191529,0,40,53,3,0,9,13
1,4,0,1,2,38,2,124963,0,40,48,3,0,9,13
1,4,0,0,4,38,2,203408,0,40,21,6,3,11,9
0,4,0,0,0,38,2,187728,0,40,43,0,4,15,10
1,4,0,0,2,38,2,202027,0,40,39,2,0,11,9
0,4,0,0,4,38,2,182752,0,40,23,9,1,9,13
0,4,0,0,0,38,2,108574,0,40,37,0,4,11,9
1,4,0,0,2,38,2,101509,0,40,28,2,0,11,9
1,4,0,0,4,38,2,112847,0,40,25,3,1,9,13
1,4,0,1,2,38,2,188246,0,40,39,2,0,11,9
1,4,0,0,4,38,2,200089,0,40,21,11,3,15,10
1,4,0,1,2,38,2,204984,0,40,34,11,0,9,13
0,4,0,0,4,38,2,185942,0,40,28,11,1,9,13
1,4,0,1,2,38,2,201127,0,40,32,11,0,9,13
0,4,0,0,0,38,2,162312,0,40,32,3,4,15,10
0,4,0,0,4,38,2,180052,0,35,23,11,3,9,13
1,4,0,0,4,38,2,199995,0,20,17,7,3,0,6
1,4,0,0,2,38,2,175925,0,40,55,6,0,11,9
1,4,0,0,4,38,2,201965,0,40,22,7,3,11,9
1,4,0,0,2,38,2,187830,0,40,39,2,0,11,9
1,4,0,0,2,38,2,162187,0,40,37,2,0,11,9
1,4,0,0,2,38,2,173495,0,50,46,11,0,11,9
1,4,0,0,2,38,2,176972,0,40,46,2,0,11,9
1,4,0,0,2,38,2,187560,0,40,42,2,0,11,9
1,4,0,0,4,38,2,203027,0,40,22,2,3,15,10
1,4,0,0,2,38,2,195897,0,40,42,2,0,11,9
1,4,0,0,4,38,2,174201,0,40,22,6,3,11,9
1,4,0,0,4,38,2,201865,0,40,30,2,1,15,10
1,4,0,0,2,38,2,190290,0,40,30,6,0,11,9
1,4,0,0,2,38,2,169496,0,40,34,11,0,15,10
0,4,0,0,0,38,2,187089,0,40,33,7,4,11,9
1,4,0,0,2,38,2,116666,0,50,33,11,0,15,10
1,4,0,0,4,38,2,183523,0,40,29,2,1,11,9
1,4,0,1,2,38,2,186035,0,40,39,2,0,11,9
1,4,0,0,2,38,2,195897,0,40,35,2,0,11,9
1,4,0,0,2,38,2,182227,0,40,32,11,0,11,9
0,4,0,0,0,38,2,169583,0,40,33,11,4,15,10
0,4,0,0,0,38,2,202872,0,40,37,0,4,15,10
1,4,0,0,2,38,2,117381,0,40,53,2,0,11,9
1,4,0,1,2,38,2,191161,0,50,45,3,0,9,13
1,4,0,0,4,38,2,191385,0,40,25,0,1,15,10
1,4,0,0,2,38,2,169496,0,40,45,2,0,11,9
0,4,0,0,4,38,2,197732,0,40,24,0,1,15,10
1,4,0,0,2,38,2,188246,0,40,44,2,0,11,9
1,4,0,0,2,38,2,178780,0,40,48,2,0,11,9
0,4,0,0,4,38,2,108574,0,40,24,3,1,9,13
1,4,0,0,4,38,2,181820,0,40,21,5,3,11,9
1,4,0,1,2,38,2,193815,0,40,31,9,0,9,13
1,4,0,0,4,38,2,170800,0,40,28,2,3,11,9
1,4,0,0,4,38,2,208785,0,40,26,3,3,15,10
0,4,0,0,4,38,2,175888,0,40,21,0,3,15,10
1,4,0,1,2,38,2,115023,0,50,41,3,0,15,10
0,4,0,0,2,38,2,163894,0,40,48,0,5,11,9
1,4,0,0,4,38,2,169496,0,40,30,9,1,9,13
1,4,0,1,2,38,2,182460,0,40,55,2,0,9,13
1,4,0,1,2,38,2,182926,0,40,44,9,0,9,13
1,4,0,0,4,38,2,200190,0,20,20,7,3,15,10
1,4,0,0,4,38,2,174789,0,40,20,11,3,15,10
0,4,0,0,4,38,2,186820,0,20,17,11,3,1,7
1,4,0,0,4,38,2,167725,0,40,25,2,3,11,9
1,4,0,0,2,38,2,176711,0,40,37,2,0,11,9
0,4,0,0,4,38,2,184378,0,40,21,0,3,11,9
1,4,0,0,4,38,2,112403,0,40,33,2,1,11,9
1,4,0,0,4,38,2,216129,0,40,28,2,1,11,9
0,4,0,0,4,38,2,193820,0,40,28,0,1,11,9
1,4,0,0,4,38,2,194901,0,40,32,5,1,11,9
1,4,0,0,2,38,2,160402,0,40,45,6,0,11,9
1,4,0,0,2,38,2,125461,0,40,37,2,0,11,9
1,4,0,0,2,38,2,180599,0,40,48,2,0,11,9
