Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.04,62,6,2,0,1,2,5,2,1,0,0,0
9,2,15.638,0,1,0.019,613.361,28,1,0,4,1,7,2,3,1,0,0
0,0,0,0,0,0.042,450.5,10,2,0,1,2,5,2,3,0,0.017,0
47,4,0,1,0,0.032,866.417,14,1,0,2,1,7,2,1,0,0.012,0
0,0,0,0,0,0.033,259,3,2,0,3,10,6,2,3,0,0,0
0,0,0,0,0,0.008,221,8,1,0,3,1,5,2,1,1,0,0
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
37,2,0,0,0,0.012,208.5,15,2,0,2,2,5,0,3,1,0,0
60.25,3,0,0,0,0.013,131.583,8,3,0,2,2,7,0,1,0,0.02,0
0,0,0,0,0,0.018,1297.464,31,2,0,2,1,7,2,1,1,0,0
0,0,0,0,0,0,477.717,17,2,0,2,2,9,0,6,1,0,0
0,0,0,0,0,0.08,42,5,2,0,13,2,6,2,2,0,0.04,0
0,0,0,0,0,0.2,0,1,1,0,3,1,7,2,5,0,0.2,0
8,1,0,0,0,0.015,709.333,34,2,0,1,2,7,2,1,0,0,0
0,0,0,0,0,0.007,310.167,15,1,0,4,1,2,2,4,0,0,0
254.5,9,1.726,0,0,0.028,712.271,26,2,0,3,5,9,2,2,0,0.006,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,1,0,0.2,0
157.5,5,0,3,0,0.021,599.5,9,1,0,2,1,7,0,1,0,0,433.5
0,0,0,0,0,0.2,0,1,1,0,3,1,7,2,3,0,0.2,0
0,0,0,0,0,0.084,1289,5,3,0,13,2,7,2,1,0,0.067,0
0,0,0,0,0,0.15,53.5,2,3,0,20,3,1,2,5,0,0.05,0
10,1,0,2,0,0.011,367.376,22,1,0,6,1,6,2,4,1,0,34
0,0,0,0,0,0.1,39,2,3,0,3,2,5,2,1,0,0,0
0,0,0,1,0,0.027,503.5,20,3,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.033,2612,7,8,0,20,13,1,1,9,0,0,0
0,0,0,0,0,0.012,491.667,19,1,0,6,1,5,2,1,1,0.011,0
0,0,0,0,0,0.011,545.5,18,2,0,3,2,7,2,1,0,0,0
46.4,2,0,0,0,0.08,349,8,4,0,1,1,0,2,1,0,0.02,0
13,2,0,0,0,0.05,200,3,2,0,8,2,1,0,1,0,0,0
105,3,0,0,0,0.006,999,35,3,0,4,2,6,0,3,0,0,0
0,0,0,0,0,0.1,185,4,2,0,20,2,7,2,1,0,0.05,0
0,0,0,0,0,0.02,39.5,6,2,0,3,2,2,2,1,0,0,0
0,0,0,0,0,0.028,308.864,24,2,0,2,6,5,2,2,0,0,0
0,0,0,0,0,0.05,232.5,8,4,0,2,2,7,0,1,0,0,0
0,0,10.957,0,1,0.037,297.3,23,2,0,1,2,9,2,3,0,0.014,0
0,0,0,0,0,0.002,738.886,29,3,0,2,2,1,2,6,1,0,0
0,0,0,0,0,0.008,420,27,2,0,1,2,6,2,9,1,0,0
0,0,0,0,0,0.078,338.233,26,2,0,2,2,6,2,2,1,0.025,0
0,0,0,0,0,0.067,55,3,2,0,10,2,5,2,1,0,0,0
0,0,0,0,0,0.067,34,3,2,0,1,2,6,2,3,0,0,0
0,0,0,0,0,0.067,162,12,1,0,3,1,2,2,1,0,0.05,0
0,0,0,0,0,0.085,737.167,13,3,0,13,2,7,2,3,0,0.038,0
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,2,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,7,0,0,0
72.9,4,18.586,1,0,0.009,3139.581,114,2,0,2,2,7,2,4,1,0.003,92.5
0,0,0,0,0,0.2,0,1,3,0,3,2,5,2,8,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0.6,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.02,717.467,30,2,0,3,5,3,2,1,0,0.007,0
115.8,5,0,0,0,0.02,1516.73,60,2,0,3,2,0,2,4,1,0.008,0
390,2,0,0,0,0.05,1169.1,10,3,0,2,9,5,2,9,0,0.02,0
32.2,1,0,0,1,0.027,2057.581,34,1,0,2,1,8,2,3,1,0.013,0
190.566,10,4.768,2,0,0.014,2712.733,100,2,0,2,2,5,2,1,0,0.002,81
101.5,6,0,0,0,0.022,1752.333,22,1,0,8,1,7,2,6,1,0.008,0
0,0,0,0,0,0.017,427.817,27,2,0,1,2,7,2,1,0,0,0
239.929,17,2.58,2,0,0.025,1929.186,49,3,0,13,2,1,2,1,0,0.017,60.5
6,1,0,0,0,0.022,33,7,2,0,2,2,6,2,5,1,0,0
0,0,0,0,0,0.072,850,14,2,0,1,2,6,2,1,0,0.29,0
0,0,0,0,0,0.027,391.25,19,1,0,1,2,7,2,1,1,0.008,0
91.5,3,0,0,0,0.013,2387.022,68,2,0,10,2,7,2,1,0,0.004,0
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
95,2,68.2,0,0,0.021,1031.083,20,2,0,10,2,1,2,1,0,0,0
0,0,0,0,0,0.038,427.3,13,2,0,1,5,9,2,1,0,0,0
114.125,3,29.884,1,1,0.015,1602.94,64,3,0,3,2,7,2,1,1,0.004,13
0,0,0,0,0,0.1,0,1,2,0,3,2,7,2,1,0,0,0
0,0,0,0,0,0.033,163,6,2,0,1,4,5,2,1,0,0,0
0,0,0,0,0,0.021,1238.75,35,2,0.4,14,2,6,2,3,0,0.008,0
0,0,0,3,0,0.013,614.08,17,3,0,4,2,6,2,3,0,0.006,60
0,0,0,0,0,0.009,3025.333,48,1,0,20,1,0,2,1,0,0.004,0
0,0,0,0,0,0.019,2354.958,56,2,0,2,2,7,0,3,1,0,0
31.1,3,0,0,0,0.005,349.629,24,2,0,3,2,4,2,1,0,0,0
0,0,0,0,0,0.032,224.833,12,2,0.4,5,4,6,2,1,0,0.007,0
190,2,0,0,0,0.05,11,1,8,0,20,13,1,1,9,0,0,0
0,0,0,0,0,0.1,7,2,1,0,1,1,1,2,3,0,0,0
0,0,0,0,0,0.04,1237,29,3,0,13,2,7,2,1,0,0.033,0
1347.75,4,0,0,0,0.09,3410.875,22,2,0,2,2,5,2,1,0,0.02,0
83,5,0,0,0,0.022,2517.217,69,2,0,2,2,7,2,9,0,0.0,0
551.794,9,0,4,0,0.007,5579.316,94,2,0,2,2,4,0,5,0,0,124.2
0,0,0,0,1,0.083,71.167,3,3,0,3,2,7,2,1,0,0.067,0
0,0,0,0,0,0.025,113.667,8,2,0,13,2,7,2,4,0,0,0
0,0,0,0,0,0.009,3025.333,48,1,0,20,1,0,2,1,0,0.004,0
0,0,0,0,0,0.019,2354.958,56,2,0,2,2,7,0,3,1,0,0
78,2,0,0,0,0.001,424,24,1,0,10,1,5,0,3,0,0,0
178,1,0,0,0,0.017,110,3,3,0.2,4,2,6,2,3,0,0,0
0,0,0,0,0,0.033,499.5,7,2,0.8,5,4,6,0,1,0,0,0
78,1,0,0,0,0.027,225.167,11,1,0,2,1,7,2,4,0,0.02,0
0,0,0,0,0,0.1,34.2,2,2,0,2,2,9,2,1,0,0,0
140.8,5,0,1,0,0.012,465.643,13,3,0,2,2,8,2,2,1,0,53.6
0,0,0,0,0,0.02,256.5,12,2,0,1,2,5,2,1,1,0,0
0,0,0,0,0,0.2,0,1,2,0,3,5,6,2,1,0,0.2,0
0,0,0,0,0,0.025,96.5,5,2,0,1,2,5,2,3,0,0,0
27.2,2,0,0,0,0.029,266.6,10,2,0,1,2,1,2,6,0,0,0
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
36,2,0,0,0,0.013,142,13,3,0,7,2,1,2,3,0,0,0
0,0,0,0,0,0.02,95.5,5,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.057,126,7,2,0,10,2,7,2,2,0,0.029,0
0,0,0,0,0,0.01,263.333,11,1,0,2,1,5,0,1,0,0,0
0,0,0,1,0,0.038,269.6,9,2,0,3,1,3,2,4,1,0.012,0
