Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
48.5,2,0,0,0,0.027,204.5,10,2,0,9,2,1,2,1,0,0,0
0,0,0,0,0,0.1,34.2,2,2,0,2,2,9,2,1,0,0,0
140.8,5,14.624,4,0,0.024,1740.053,61,2,0,2,2,7,2,2,1,0.007,254.75
254.253,16,4.084,3,1,0.017,6606.727,221,4,0,1,1,8,2,4,0,0.006,223.15
0,0,0,0,0,0.03,82.5,10,2,0,11,2,7,2,9,0,0,0
0,0,35.49,0,1,0.04,546,6,2,0,1,2,5,2,3,0,0,0
573.5,6,0,1,0,0.021,1946.943,33,3,0,2,2,5,2,3,0,0.006,0
0,0,0,0,0,0.2,0,1,2,0,3,5,5,2,1,0,0.2,0
82,4,0,0,0,0.041,1040.167,32,2,0,3,2,6,2,1,1,0.012,0
345,5,0,0,0,0.027,229.5,7,3,0,2,2,1,2,6,0,0.03,0
75.867,4,11.349,0,0,0.025,1822.867,72,2,0,1,2,3,2,6,1,0.007,0
66.9,5,42.936,0,1,0.025,86.633,12,4,0,7,1,8,2,2,0,0,0
0,0,0,0,0,0.044,68.25,6,2,0,2,2,1,2,3,1,0.033,0
0,0,0,0,0,0.038,427.3,13,2,0,1,5,9,2,1,0,0,0
114.125,3,29.884,1,0,0.029,1602.94,64,3,0,3,2,7,2,1,1,0.013,13
0,0,0,0,0,0.1,0,1,2,0,3,6,7,2,1,0,0,0
0,0,0,0,0,0.033,163,6,2,0,1,4,1,2,6,0,0,0
0,0,0,0,0,0.029,81.5,8,2,0,1,2,5,2,6,0,0,0
0,0,4.667,1,0,0.018,1557.750,40,2,0,2,2,6,2,1,0,0,14
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
95,2,68.2,0,0,0.021,1031.083,20,2,0,10,2,1,2,1,0,0,0
