Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
95,2,68.2,0,0,0.021,1031.083,20,2,0,10,2,1,2,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,7,2,3,0,0.2,0
0,0,0,0,0,0.084,1289,5,3,0,13,2,7,2,1,0,0.067,0
0,0,0,0,0,0.15,53.5,2,3,0,20,3,1,2,5,0,0.05,0
10,1,0,2,0,0.011,367.376,22,1,0,6,1,6,2,4,1,0,34
0,0,0,0,0,0.1,46,2,2,0,1,2,5,2,2,0,0,0
0,0,0,0,0,0.067,116.5,3,3,0,10,2,7,2,6,0,0,0
0,0,0,0,0,0.004,472.433,13,2,0,2,2,3,2,3,0,0,0
324.3,9,0,4,0,0.003,2816.439,71,2,0,8,2,5,0,1,1,0,205
0,0,0,0,0,0.056,325.167,5,1,0,3,1,7,2,3,0,0,0
97.833,5,81.334,0,1,0.006,489,15,8,0,20,13,1,1,9,0,0,0
0,0,0,0,0,0.2,0,1,2,0,13,2,7,2,3,0,0.2,0
0,0,0,0,0,0.05,39,4,2,0,3,2,6,2,8,0,0,0
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
47.5,2,0,0,0,0.008,954.518,26,2,0,10,2,7,2,1,0,0,0
0,0,0,0,0,0.04,606.786,34,1,0.4,3,1,6,2,1,0,0.018,0
0,0,0,0,0,0.02,2493.833,55,2,0,6,2,7,2,3,0,0.01,0
21,2,0,0,0,0.022,319,12,2,0,2,2,6,2,5,1,0,0
13,2,0,0,0,0.002,459.833,24,2,0,2,2,5,0,8,1,0,0
193.375,8,3.744,1,0,0.008,2879.888,103,2,0.4,3,2,4,2,1,0,0.003,57.5
98.75,3,0,0,0,0.007,1441.552,77,4,0,2,1,5,2,1,0,0.004,0
0,0,0,0,0,0.1,44,2,2,0,6,2,6,2,3,0,0,0
