Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
36,2,0,0,0,0.013,142,13,3,0,7,2,1,2,3,0,0,0
0,0,0,0,0,0.02,95.5,5,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.057,126,7,2,0,10,2,7,2,2,0,0.029,0
0,0,0,1,0,0.038,466.376,25,3,0,2,2,1,2,1,1,0.02,18.75
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
37,2,0,0,0,0.012,208.5,15,2,0,2,2,5,0,3,1,0,0
60.25,3,0,0,0,0.013,131.583,8,3,0,2,2,7,0,1,0,0.02,0
0,0,0,0,0,0.018,1297.464,31,2,0,2,1,7,2,1,1,0,0
0,0,0,0,0,0,477.717,17,2,0,2,2,9,0,6,1,0,0
0,0,0,0,0,0.08,42,5,2,0,13,2,6,2,2,0,0.04,0
0,0,0,0,0,0.1,44,2,2,0,6,2,6,2,3,0,0,0
0,0,0,0,0,0.01,835.238,31,2,0,10,2,1,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,3,2,5,2,3,0,0.2,0
76,4,0,0,0,0.024,5106.263,186,2,0,2,2,7,2,3,1,0.004,0
648,3,6.938,4,0,0.022,1300.729,31,2,0,2,2,5,2,1,0,0.001,168.833
0,0,0,0,0,0.1,49,2,2,0,3,2,5,2,1,1,0,0
0,0,0,0,0,0.012,288.5,5,2,0,2,2,5,2,1,1,0,0
0,0,0,0,0,0.08,53,5,2,0,2,5,5,2,2,1,0.04,0
0,0,0,0,0,0.15,65.4,8,1,0,3,1,0,2,1,0,0.05,0
0,0,0,0,0,0.02,862.792,14,1,0,10,1,7,2,1,0,0.014,0
0,0,0,1,1,0.008,902.083,25,3,0,2,3,1,0,3,0,0,16
193.4,4,0,0,0,0.029,364.7,3,2,0,4,2,8,2,4,0,0,0
0,0,0,0,0,0.04,62,6,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.078,591.25,17,3,0,4,3,6,2,8,1,0.041,0
0,0,0,0,0,0.02,248.667,10,2,0,13,2,7,2,3,0,0,0
31.1,3,0,0,0,0.008,249.222,7,2,0,2,2,9,0,5,1,0,0
0,0,0,0,0,0.1,40,2,1,0,2,1,7,2,1,1,0,0
40.1,5,0,0,0,0.011,668.867,10,2,0,2,2,9,2,1,0,0,0
0,0,0,0,0,0.02,717.467,30,2,0,3,5,3,2,1,0,0.007,0
115.8,5,0,0,0,0.02,1516.73,60,2,0,3,2,0,2,4,1,0.008,0
390,2,0,0,0,0.05,1169.1,10,3,0,2,9,5,2,9,0,0.02,0
32.5,1,0,0,0,0.021,1433.433,51,2,0,7,2,7,2,3,1,0.005,0
97.833,5,53.218,2,0,0.007,3406.692,69,3,0,2,2,5,2,1,0,0.004,21
36.5,4,0,0,0,0.05,204.6,8,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.021,267.25,14,3,0,11,2,7,0,1,1,0,0
0,0,0,0,0,0.08,68.4,5,2,0,4,2,8,2,1,0,0,0
0,0,0,0,0,0.017,2762.807,50,2,0,2,2,7,2,3,0,0,0
29,3,0,2,0,0.01,506.264,14,3,0,3,2,0,2,3,0,0,43.5
0,0,0,0,0,0.2,0,1,1,0,1,1,4,2,2,0,0.2,0
0,0,0,0,0,0.3,5,2,2,0,3,2,5,2,1,0,0.2,0
0,0,0,0,0,0.016,903.163,22,3,0,8,2,7,2,6,1,0.009,0
27.2,1,33.618,0,0,0.008,1596.413,91,2,0,1,2,9,2,2,0,0.001,0
0,0,0,0,0,0.067,121.5,12,2,0,2,4,6,2,1,1,0.025,0
