Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.056,1838.15,27,3,0,3,2,4,2,2,0,0.053,0
431,4,0,0,0,0.025,619,6,1,0,11,8,6,2,2,0,0,0
8,2,0,2,0,0.02,1286.05,13,2,0,2,2,0,2,3,0,0.012,90.2
0,0,0,0,0,0.2,0,5,3,0.6,13,2,6,2,8,0,0.2,0
0,0,0,0,0,0.04,212,6,3,0,1,2,5,2,3,0,0.027,0
91.5,5,0,0,0,0.027,187.917,14,1,0,3,1,1,2,3,0,0,0
0,0,0,0,0,0.1,44,6,2,0,1,2,5,2,3,0,0.067,0
140.75,5,0,0,0,0.015,1966.084,66,2,0,2,2,7,2,1,1,0.009,0
0,0,0,0,0,0.007,894.625,15,4,0,2,1,7,0,1,1,0,0
33.2,2,0,0,0,0.027,43.4,4,1,0,2,1,0,0,3,0,0,0
156.5,3,70.95,1,1,0.006,1582.075,27,1,0,8,1,7,0,1,0,0,20
0,0,0,0,0,0.012,285.3,11,2,0,3,2,3,2,4,1,0,0
0,0,0,0,0,0.1,34.2,2,2,0,2,2,9,2,1,0,0,0
140.8,5,0,1,0,0.012,978.5,32,2,0,2,2,9,2,2,1,0,51.2
0,0,0,0,0,0.02,473.5,10,4,0,1,2,7,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,3,5,6,2,1,0,0.2,0
0,0,0,0,0,0.015,649.5,16,4,0,1,2,6,2,3,1,0,0
33.5,3,0,0,0,0.023,428.25,20,2,0,2,2,1,0,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
72,4,0,0,0,0.013,142,13,3,0,3,2,5,2,3,0,0,0
0,0,0,0,0,0.02,95.5,5,3,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.057,126,7,2,0,2,4,7,2,1,0,0.029,0
0,0,57.729,0,1,0.007,1070.462,27,2,0,2,2,5,2,3,0,0,0
0,0,0,0,0,0.2,0,1,3,0,3,2,5,2,2,0,0.2,0
0,0,0,0,0,0.055,2213.367,46,3,1,13,2,6,2,3,1,0.035,0
0,0,0,0,0,0.062,201,8,2,0,1,4,5,2,2,0,0,0
0,0,0,0,0,0.075,59,8,2,0.8,13,2,6,2,6,0,0,0
101.643,3,81.758,0,0,0.005,3978.626,137,2,0,1,10,1,2,3,0,0.001,0
0,0,0,0,0,0.055,960,25,2,0.4,11,2,6,2,1,0,0.016,0
0,0,0,0,0,0.022,381.214,16,3,0,2,2,7,2,1,0,0.012,0
0,0,0,0,0,0.04,672.5,5,2,0,1,2,5,2,1,0,0,0
42,1,0,0,0,0.015,1057,10,3,0,15,2,6,0,8,1,0.022,0
0,0,0,0,0,0.04,249,5,2,0,6,2,6,2,1,0,0,0
0,0,0,0,0,0.027,261.75,9,2,0,1,6,2,2,1,0,0,0
0,0,0,0,0,0.033,54,2,1,0,10,1,7,2,5,1,0,0
0,0,0,0,0,0.1,12,1,1,0,1,1,6,2,4,1,0,0
0,0,0,0,0,0.017,1762.25,24,2,0,2,2,7,0,9,1,0.008,0
23.2,3,0,0,0,0.021,809.433,24,3,0,3,2,0,2,1,1,0.013,0
0,0,0,0,0,0.002,804.043,31,3,0,1,2,7,2,6,0,0,0
0,0,0,0,0,0.03,499.667,20,2,0.6,4,2,6,2,1,0,0.01,0
0,0,0,0,0,0.067,89.333,6,2,0,3,4,5,2,1,0,0,0
313.033,13,3.348,0,0,0.015,3700.496,135,2,0,4,2,6,2,1,0,0.005,0
0,0,0,0,0,0.04,672.5,5,2,0,1,2,5,2,1,0,0,0
182.375,11,81.817,3,1,0.018,4053.675,96,2,0,1,2,7,2,4,1,0.004,499.625
46,2,10.31,0,1,0.035,874,11,2,0,4,2,6,2,3,0,0.019,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,1,1,0.2,0
0,0,0,0,0,0.05,39,4,2,0,1,4,5,2,3,0,0,0
21,3,0,0,0,0.011,245,13,1,0,2,1,7,0,4,0,0,0
0,0,0,0,0,0.04,164,5,3,0,1,2,5,2,1,0,0.04,0
0,0,0,0,0,0.057,370.833,7,2,0,3,2,5,2,2,0,0.029,0
29.2,2,0,0,0,0.006,706.233,29,1,0,2,1,3,2,8,0,0,0
0,0,0,0,0,0.1,47,2,2,0,1,2,6,2,1,1,0,0
23.5,8,0,0,0,0.009,489.25,17,2,0,4,2,6,2,4,0,0,0
84.12,6,40.685,0,0,0.027,1220.83,27,1,0,2,1,1,2,1,1,0.003,0
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
