Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.2,0,1,2,0,3,5,5,2,1,0,0.2,0
72,4,0,0,0,0.013,425.069,21,2,0,2,2,6,2,2,1,0,0
0,0,0,0,0,0.02,95.5,5,2,0,2,2,5,2,3,0,0,0
0,0,0,0,0,0.057,1266.75,24,2,0,1,2,5,2,1,0,0.029,0
0,0,0,0,0,0.1,102,7,1,0,3,1,6,2,3,0,0.067,0
0,0,0,0,0,0.2,0,1,1,0,3,1,7,2,5,0,0.2,0
0,0,0,0,0,0.084,1289,5,3,0,13,2,7,2,1,0,0.067,0
0,0,0,0,0,0.15,53.5,2,3,0,20,3,1,2,1,0,0.05,0
10,1,0,2,0,0.011,367.376,22,1,0,6,1,6,2,1,0,0,38.2
0,0,0,0,0,0.067,116.333,11,2,0,4,2,6,2,1,1,0.033,0
14,1,16.126,0,1,0.011,3695.431,93,2,0,3,2,7,2,1,0,0,0
0,0,0,0,0,0.1,185,4,2,0,20,2,7,2,1,0,0.05,0
0,0,0,0,0,0.02,39.5,6,2,0,3,2,2,2,1,0,0,0
0,0,0,0,0,0.028,308.864,24,2,0,2,6,5,2,2,0,0,0
0,0,0,0,0,0.05,232.5,8,4,0,2,2,7,0,1,0,0,0
0,0,10.957,0,1,0.037,297.3,23,2,0,1,2,9,2,3,0,0.014,0
0,0,0,0,0,0.002,738.886,29,3,0,2,2,1,2,6,1,0,0
0,0,0,0,0,0.012,4164.937,130,3,0,13,2,6,2,6,0,0.006,0
0,0,56.359,2,1,0.013,1232.733,23,4,0,19,2,6,2,1,1,0,109
0,0,0,0,0,0.023,1184.27,44,1,0,2,2,7,2,1,0,0.005,0
146,2,0,2,0,0.04,0,1,1,0,2,1,1,2,1,0,0,52.25
0,0,0,0,0,0.067,36,3,2,0,11,7,6,2,3,1,0,0
0,0,0,0,0,0.054,129.5,13,2,0,1,2,7,2,3,0,0.015,0
0,0,0,0,0,0.053,135.75,5,2,0,2,2,1,0,3,0,0.04,0
0,0,0,0,0,0.024,1200.354,62,2,0,1,2,7,2,4,0,0.003,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,1,0,0.2,0
0,0,0,0,0,0.05,57,2,2,0,3,2,5,2,2,0,0,0
199.5,5,0,0,0,0.023,1455.083,27,2,0,2,2,7,2,1,0,0,0
199.5,5,0,0,0,0.02,3506.583,44,2,0,1,4,7,2,1,0,0,0
0,0,0,0,0,0.1,34.2,2,2,0,2,2,9,2,1,0,0,0
210.5,10,1.298,1,1,0.022,4884.463,102,2,0,2,2,7,2,1,0,0,40.1
0,0,0,0,0,0.025,85.5,4,2,0,11,2,7,2,3,0,0,0
0,0,0,0,0,0.014,887.250,14,1,0,2,2,5,2,3,0,0,0
32.2,2,0,0,0,0.027,388.237,22,3,0,2,2,8,2,1,0,0.018,0
0,0,0,0,0,0.2,0,1,1,0,3,1,7,2,5,0,0.2,0
0,0,0,0,0,0.084,1289,5,3,0,13,2,7,2,1,0,0.067,0
0,0,0,0,0,0.15,53.5,2,3,0,20,3,1,2,1,0,0.05,0
10,1,0,2,0,0.011,367.376,22,1,0,6,1,6,2,1,0,0,38.2
0,0,0,0,0,0.067,116.333,11,2,0,4,2,6,2,1,1,0.033,0
13,2,0,1,0,0.01,382.832,25,2,0,8,4,7,2,1,0,0,10.5
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
47.5,2,0,0,0,0.008,954.506,29,2,0,7,2,7,0,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
