Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
47.5,2,0,0,0,0.008,954.518,29,2,0,10,2,7,2,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,7,2,3,0,0.2,0
0,0,0,0,0,0.084,1289,5,3,0,13,2,7,2,1,0,0.067,0
0,0,0,0,0,0.15,53.5,2,3,0,20,3,1,2,5,0,0.05,0
10,1,0,2,0,0.011,367.376,22,1,0,6,1,6,2,4,1,0,34
0,0,4.856,0,1,0.034,517.4,13,2,0,20,2,7,2,1,1,0,0
114.8,1,0,0,0,0.018,951.433,10,3,0,1,2,9,2,6,0,0,0
0,0,0,0,0,0.04,62,6,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.078,591.25,17,3,0,4,3,6,2,8,1,0.041,0
31.1,3,0,0,0,0.006,453.708,11,2,0,2,2,7,0,4,1,0,0
0,0,0,0,0,0.05,35,2,2,0,1,2,5,2,1,1,0,0
0,0,0,0,0,0.033,139,5,2,0,2,4,5,2,3,0,0,0
26.667,4,0,2,0,0.023,2687.417,26,2,0,2,2,7,2,1,0,0,53.5
0,0,0,0,0,0.2,0,1,1,0.2,3,1,6,2,4,0,0.2,0
37,2,0,0,0,0.012,208.5,15,2,0,2,2,5,0,3,1,0,0
60.25,3,0,0,0,0.013,131.583,8,3,0,2,2,7,0,1,0,0.02,0
0,0,0,0,0,0.018,1297.464,31,2,0,2,1,7,2,1,1,0,0
0,0,0,0,0,0,477.717,17,2,0,2,2,9,0,6,1,0,0
223.333,8,20.12,1,0,0.017,1883.083,41,1,0,2,1,1,2,4,0,0,23
0,0,0,0,0,0.2,0,1,1,0.6,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,3,5,2,1,1,0.2,0
0,0,0,0,0,0.011,1156.417,37,1,0,2,1,7,2,9,1,0,0
73.9,7,0,0,0,0.011,3441.807,58,2,0,2,2,8,2,1,0,0,0
47.5,2,23.51,0,0,0.024,735.583,30,2,0,1,2,1,2,2,0,0.007,0
47.5,2,0,0,0,0.008,324.5,15,2,0.8,6,2,6,2,1,0,0,0
0,0,0,0,0,0.017,427.817,27,2,0,1,2,7,2,1,0,0,0
