RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,87,201,8,66,13,1,0,87,57,6,2,12,1,45,0,4,2,71,21,8,1,2,55
1,69,235,10,138,12,5,2,89,-6,6,5,12,1,53,0,1,0,57,-7,4,1,1,80
0,71,199,1,56,20,11,1,95,8,0,7,19,2,30,0,6,3,75,50,7,4,1,93
0,78,211,16,62,19,1,0,93,64,6,4,21,0,25,-6,3,2,54,-7,3,2,-7,95
0,79,174,1,84,19,4,2,35,26,6,2,18,1,44,-6,1,0,20,72,5,4,0,64
0,61,227,9,59,14,1,0,88,2,0,2,13,1,50,4,2,1,98,16,3,3,0,91
0,38,147,1,65,21,1,0,93,1,2,4,22,1,64,0,1,0,29,84,8,1,0,73
1,55,288,1,97,23,7,2,95,11,6,5,26,7,54,-7,2,1,59,77,12,4,2,77
1,65,367,7,44,7,0,0,93,-7,0,5,6,0,26,0,0,0,4,-8,0,0,-8,80
0,64,167,1,73,20,3,2,82,10,4,5,22,4,53,-6,3,2,99,66,15,1,4,89
0,74,271,4,83,19,3,1,79,71,6,3,19,2,64,0,3,2,54,77,1,5,-7,41
0,73,172,0,72,13,1,0,83,4,4,5,12,2,41,0,1,0,81,45,22,4,6,89
0,59,180,1,145,8,1,0,68,-7,5,2,8,2,6,0,4,2,94,-8,3,0,0,49
0,70,366,10,90,15,1,0,62,23,6,3,17,1,20,2,1,0,57,50,7,2,1,66
0,66,-6,2,95,25,1,0,69,49,6,5,24,1,81,3,2,1,63,29,7,3,1,59
0,62,18,0,145,14,0,0,93,-7,0,5,15,1,34,-7,1,0,78,-8,18,1,11,95
0,63,-9,3,60,11,4,2,94,9,6,3,14,1,19,3,0,0,49,52,6,3,0,74
0,54,250,6,50,5,0,0,90,27,0,5,8,0,32,0,0,0,103,-9,4,1,0,80
0,66,259,5,-9,1,0,0,24,25,5,2,3,1,43,0,1,0,45,-8,4,1,0,71
0,55,297,12,42,20,0,0,85,1,4,2,21,0,54,0,1,0,61,75,8,4,1,81
1,55,416,2,49,29,1,0,82,6,3,5,29,4,45,0,5,4,64,-8,12,0,2,83
1,68,271,3,44,8,2,1,88,32,6,3,7,5,27,0,5,3,61,84,4,3,-7,80
0,60,174,0,97,18,1,0,83,11,4,5,19,1,29,4,1,0,100,101,7,4,3,51
0,85,263,9,76,17,2,0,78,38,6,2,19,1,28,0,2,1,97,32,4,2,2,56
0,54,49,5,85,11,0,0,65,0,1,3,10,0,35,0,1,0,64,83,4,1,0,99
0,64,211,6,105,9,1,0,93,21,6,2,13,3,32,0,3,2,73,-7,13,2,6,71
0,75,81,1,53,10,1,0,94,7,4,2,10,3,21,3,5,4,25,85,3,2,-7,91
1,58,402,3,64,13,5,2,70,1,4,5,12,4,34,-6,2,0,79,100,4,1,0,83
1,61,165,0,84,5,0,0,71,39,6,3,6,2,54,0,0,0,39,42,5,2,0,54
0,69,154,0,63,20,0,0,53,42,6,2,19,0,20,2,1,0,54,-8,3,1,0,90
0,76,134,12,-7,15,2,1,86,32,6,4,14,0,35,0,4,3,32,-7,5,2,-7,86
0,64,244,2,63,16,0,0,95,-8,6,5,15,2,8,2,0,0,67,90,10,1,2,92
0,60,173,10,123,28,2,1,97,2,4,3,29,1,15,0,2,1,41,-7,12,2,0,82
0,66,165,2,56,0,1,0,74,-7,0,2,-1,1,45,0,0,0,28,34,6,5,1,68
1,55,-9,7,58,4,0,0,70,2,4,5,4,0,16,2,0,0,71,27,8,1,2,56
0,78,213,6,197,16,3,2,88,38,6,3,17,3,51,0,2,1,94,33,13,2,7,92
0,55,203,7,85,17,3,2,88,15,6,5,21,1,17,2,3,2,55,80,8,4,1,88
0,83,230,4,74,15,1,0,80,15,6,5,18,2,60,-6,1,0,70,101,3,3,0,93
0,62,366,10,25,3,0,0,79,3,4,2,3,0,36,1,7,4,46,66,7,2,0,85
0,63,217,22,97,17,5,3,70,7,0,2,9,0,49,0,1,0,57,96,5,0,0,99
0,54,132,1,84,2,0,0,86,-7,0,2,5,1,53,0,0,0,50,-8,8,1,0,71
1,60,156,2,120,14,1,0,90,42,6,2,14,0,39,0,6,5,45,55,14,3,7,89
1,66,216,3,43,6,0,0,72,9,3,4,7,1,56,0,4,3,11,68,2,6,-8,49
0,78,-5,5,34,11,1,0,59,31,6,2,4,2,17,0,3,2,81,79,17,3,4,82
0,60,217,1,92,32,1,0,67,3,3,5,11,4,60,0,6,5,45,79,5,2,1,100
0,59,229,4,51,16,1,0,86,8,0,2,15,2,15,0,2,1,87,-7,17,2,8,92
0,74,98,7,41,7,0,0,82,12,5,2,6,1,51,0,3,2,85,89,3,2,0,79
1,63,35,7,49,6,1,0,69,67,6,2,5,0,17,-7,0,0,41,-8,4,0,-8,62
0,64,129,2,99,9,0,0,73,12,6,2,7,4,27,-7,0,0,85,-8,4,0,0,83
0,51,128,1,68,7,0,0,84,7,2,3,6,2,21,0,0,0,86,31,5,2,0,63
1,68,196,3,-8,12,4,3,86,16,0,3,11,2,76,4,2,1,0,63,7,5,-7,100
0,56,160,1,69,17,0,0,90,21,6,5,16,3,41,0,2,1,82,-8,6,0,1,54
0,59,456,16,87,2,0,0,93,2,4,3,2,0,41,0,2,1,54,92,8,1,0,64
0,78,37,1,75,1,0,0,63,0,4,4,2,4,28,0,5,4,91,34,5,1,0,38
0,79,121,1,85,29,1,0,98,76,6,3,32,6,55,0,4,3,82,-7,23,1,8,90
0,71,109,3,60,21,1,0,92,9,1,3,24,3,63,0,3,2,25,91,4,3,-7,79
0,54,212,4,108,19,5,2,84,7,4,5,19,4,19,-6,6,4,57,98,4,2,1,80
0,80,114,2,76,18,1,0,76,11,6,2,18,0,31,1,3,2,90,-8,5,0,1,55
0,72,178,5,94,13,3,0,86,78,0,2,14,2,58,-6,1,0,62,60,1,3,-7,84
0,58,92,1,143,15,0,0,90,36,5,4,14,0,26,0,1,0,59,49,11,2,4,55
0,63,70,6,65,9,3,1,73,11,6,2,7,0,57,0,2,0,49,81,11,3,0,92
0,-9,35,3,109,18,0,0,84,-7,0,2,18,0,47,0,3,2,6,-8,2,0,-9,54
0,78,219,7,-8,17,3,1,82,12,6,4,4,2,22,4,5,4,50,88,8,2,0,94
1,86,62,4,-9,31,0,0,92,-7,5,3,31,0,18,2,3,2,89,73,8,1,2,72
0,53,82,1,75,22,1,0,94,6,1,3,23,1,71,0,1,0,66,-9,8,2,0,70
1,56,145,0,57,6,0,0,88,54,6,4,11,1,36,0,0,0,65,56,4,1,1,73
0,74,297,8,57,25,2,1,92,3,0,2,30,1,31,2,2,1,72,-8,6,2,2,82
0,59,14,14,48,17,1,0,94,10,5,4,16,0,20,0,9,7,58,39,6,1,0,77
0,61,286,1,57,6,0,0,79,0,4,4,9,1,54,0,0,0,60,60,4,2,0,89
0,72,32,6,92,7,4,2,75,2,1,3,9,3,23,0,2,1,74,67,8,2,2,69
0,69,411,5,77,13,0,0,97,13,6,5,12,2,52,0,3,2,67,92,5,1,0,99
0,60,193,3,107,7,2,0,85,3,4,2,7,6,38,2,3,2,84,-7,4,1,2,67
1,64,368,22,93,18,1,0,85,11,6,5,18,0,61,-7,0,0,59,82,1,6,-8,69
1,56,200,6,107,18,2,1,92,3,1,3,18,1,49,0,3,2,54,36,6,4,2,45
0,72,267,14,73,13,1,0,93,62,6,3,12,0,18,0,3,2,94,78,7,2,1,82
0,78,0,9,77,12,1,0,77,20,6,3,14,1,53,0,2,1,36,90,3,3,0,69
1,69,137,13,134,29,1,0,84,4,4,4,29,0,38,-6,1,0,116,80,2,2,-7,77
1,72,51,1,84,9,1,0,95,13,5,5,19,4,18,-7,2,1,22,81,2,1,0,99
0,73,126,3,17,9,0,0,88,26,6,4,11,1,22,0,2,1,73,65,8,1,2,65
1,68,59,4,77,28,2,0,97,2,4,3,29,1,64,0,2,0,75,83,2,4,-7,100
0,58,143,6,64,8,1,0,62,29,6,4,7,2,51,-6,3,2,65,94,9,7,4,85
0,73,156,9,171,18,0,0,71,9,4,4,17,0,84,0,1,0,14,91,7,0,-8,80
0,56,-9,6,-9,16,0,0,89,4,4,5,15,4,55,1,6,4,55,-8,3,0,0,32
0,54,232,2,85,27,2,0,71,3,3,5,28,1,30,0,2,1,89,100,7,1,1,79
0,71,199,8,95,29,1,0,83,23,6,4,29,3,69,3,4,3,63,-7,14,1,5,81
