fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
18.816,15.719,2.0,0.533,0.276,-23.936,-8.902,-13.744,26.478,175.973,0
12.977,11.0,2.102,0.744,0.428,15.528,-5.943,-9.827,43.879,166.837,0
76.0,32.525,3.852,0.105,0.05,-104.037,73.868,-17.867,1.973,257.818,0
90.941,24.843,3.18,0.223,0.12,-57.89,-82.722,-11.0,36.743,184.543,1
40.083,18.014,2.919,0.265,0.151,-14.356,-31.0,-8.944,13.902,160.871,0
101.711,62.376,4.081,0.09,0.058,-75.766,94.053,36.0,1.737,286.081,0
25.863,16.772,2.542,0.0,0.238,-15.869,-16.935,9.852,19.828,175.414,0
26.0,14.98,2.547,0.394,0.214,22.916,17.852,-12.232,9.851,182.837,0
26.732,10.977,2.453,0.509,0.273,-14.811,-22.711,-9.966,4.872,155.852,0
21.079,12.726,2.724,0.553,0.29,12.522,7.543,-11.099,24.922,191.721,0
31.872,16.539,2.541,0.427,0.269,-13.868,-13.094,-8.547,8.934,182.0,0
17.0,10.051,2.372,0.719,0.438,2.933,12.646,5.958,49.851,155.854,0
34.611,16.738,2.976,0.265,0.165,-3.86,-17.067,-11.202,16.894,209.0,0
41.099,20.846,2.824,0.263,0.143,-22.235,-20.639,18.924,3.958,217.0,0
56.541,24.0,3.061,0.204,0.114,-65.882,32.622,-10.99,4.921,272.914,0
39.964,20.938,2.876,0.292,0.157,-20.824,-20.929,13.547,4.077,208.876,0
25.715,13.941,2.498,0.434,0.238,-42.859,-12.547,-7.834,27.965,156.0,0
42.86,15.726,2.622,0.368,0.206,-10.0,-22.856,12.462,0.57,140.038,0
32.342,16.931,2.966,0.361,0.184,32.192,25.527,-13.0,78.837,155.844,1
19.858,10.851,2.755,0.523,0.292,-4.858,-14.0,-9.943,65.972,245.842,1
24.711,15.846,2.638,0.374,0.0,-11.854,18.219,-12.052,16.947,202.079,0
75.0,22.569,3.074,0.227,0.115,-85.766,78.837,-17.087,6.843,292.092,0
33.919,20.14,3.068,0.27,0.0,-6.824,-25.851,8.678,4.841,189.879,0
35.386,19.822,2.822,0.262,0.0,44.934,14.092,-15.06,3.971,220.413,0
21.826,12.726,2.0,0.573,0.301,-13.737,-18.826,-9.99,5.443,180.919,0
227.0,77.078,4.136,0.072,0.056,-83.566,-223.066,-27.766,84.633,286.944,1
38.741,19.0,2.761,0.265,0.134,-23.723,-14.621,-8.521,24.817,201.039,0
12.873,11.817,2.088,0.773,0.378,15.936,-7.613,-10.067,76.932,105.0,0
61.936,22.282,2.958,0.254,0.13,-49.0,54.96,-14.965,3.967,230.053,0
20.11,7.128,2.141,0.764,0.0,-14.933,7.057,-4.037,5.634,201.622,0
26.743,9.934,2.566,0.438,0.237,-18.122,-13.071,-10.736,17.637,155.0,0
17.844,10.859,2.265,0.582,0.317,-0.092,4.895,-7.928,82.093,162.876,0
21.157,7.324,2.122,0.769,0.431,1.718,-11.099,7.939,26.975,238.062,1
28.892,15.845,2.86,0.337,0.19,-14.0,-20.926,-5.764,2.811,136.667,0
43.906,15.072,2.924,0.27,0.142,-10.567,32.823,13.197,13.924,192.611,0
20.711,11.979,2.431,0.449,0.245,-22.0,-13.108,-6.865,7.843,155.869,0
13.081,10.44,2.16,0.705,0.378,-18.938,-11.958,-7.867,43.0,192.053,1
28.937,15.0,2.56,0.434,0.233,-6.719,-16.986,-11.977,13.16,193.835,0
61.851,25.0,3.203,0.179,0.094,-62.874,-23.826,-21.89,0.979,281.011,0
31.826,15.265,2.624,0.376,0.193,-2.926,-14.892,-3.902,15.921,145.624,0
38.823,21.811,2.906,0.279,0.162,36.054,-19.934,11.898,6.924,175.816,0
18.869,10.973,2.541,0.0,0.312,-2.051,5.852,9.098,33.878,105.671,1
40.837,20.827,3.036,0.221,0.12,-18.115,24.962,20.9,2.908,175.134,0
39.531,20.0,2.878,0.274,0.142,3.851,-26.054,-10.942,5.072,144.346,0
30.835,19.664,2.764,0.312,0.165,-15.726,-22.0,-11.503,34.624,147.093,0
76.933,38.061,3.094,0.195,0.112,-15.0,65.715,-25.764,4.961,257.873,0
22.079,12.872,2.453,0.445,0.238,17.0,-16.903,-7.611,17.734,196.746,0
35.764,14.764,2.528,0.367,0.202,-11.947,-22.05,-10.859,4.853,181.0,0
