fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
24.0,11.918,2.55,0.431,0.253,14.972,-16.742,-11.977,36.05,194.824,0
41.094,17.971,2.724,0.31,0.174,-16.742,-12.878,-11.7,8.937,214.619,0
32.841,11.977,2.876,0.423,0.215,-10.531,-21.058,-5.744,30.929,185.939,1
42.07,19.964,2.958,0.24,0.139,-2.881,-29.764,-14.664,3.819,173.65,0
31.927,13.854,2.608,0.488,0.29,-7.0,-17.823,-8.816,73.929,179.667,1
34.0,17.087,2.943,0.297,0.166,-22.928,-16.683,-12.965,8.892,151.939,0
42.976,18.0,3.053,0.284,0.166,36.972,-25.946,5.068,5.215,173.96,0
20.0,10.309,2.5,0.541,0.303,-15.844,-13.099,-5.764,14.846,200.222,0
90.941,24.843,3.18,0.223,0.12,-57.89,-82.722,-11.0,36.743,184.543,1
21.826,12.726,2.0,0.573,0.301,-13.737,-18.826,-9.99,5.443,180.919,0
123.0,58.404,3.856,0.073,0.039,-45.935,-92.864,-38.914,1.846,329.398,1
16.976,10.918,2.214,0.61,0.316,-0.824,-8.038,-7.946,14.573,182.731,0
12.927,11.567,2.265,0.717,0.388,-14.941,5.838,-11.66,25.743,172.0,0
33.835,14.914,2.818,0.296,0.157,21.863,26.446,-8.534,15.819,229.817,0
18.864,11.056,2.16,0.601,0.355,-1.578,9.0,-8.742,31.053,150.971,0
70.906,31.856,3.6,0.172,0.086,61.719,69.906,-18.826,1.879,233.879,0
88.541,29.539,3.297,0.289,0.151,-37.748,-47.632,17.664,18.005,323.717,0
42.941,22.912,2.976,0.262,0.151,-24.744,-11.965,-12.972,12.16,199.0,0
33.0,14.935,2.902,0.354,0.185,-5.664,-21.632,-6.942,5.972,177.735,0
18.0,11.819,2.099,0.511,0.265,16.0,12.867,-10.067,19.903,124.878,0
21.923,6.0,2.224,0.749,0.475,-8.705,-7.928,-9.924,28.921,166.832,0
26.989,14.0,2.547,0.434,0.246,-17.0,-17.826,-10.734,0.064,160.974,0
20.941,7.412,2.141,0.717,0.394,14.935,-10.741,6.839,82.76,194.078,0
25.843,16.868,2.567,0.36,0.183,0.955,-15.826,15.914,16.878,168.0,0
26.586,12.977,2.513,0.569,0.283,2.966,-11.037,-10.934,45.0,194.873,1
20.22,6.941,2.426,0.844,0.479,20.868,12.065,-5.928,8.894,140.932,0
21.157,7.324,2.122,0.769,0.431,1.718,-11.099,7.939,26.975,238.062,1
79.087,29.0,3.009,0.137,0.081,-24.715,-28.822,-17.716,12.621,223.539,0
19.858,10.851,2.755,0.523,0.292,-4.858,-14.0,-9.943,65.972,245.842,1
20.062,11.664,2.237,0.722,0.378,-0.982,10.095,-9.058,17.092,177.0,0
50.892,25.061,3.0,0.141,0.074,-4.66,-12.724,12.898,23.861,157.587,0
33.974,14.836,2.857,0.39,0.206,5.056,27.827,-10.813,7.917,198.0,0
20.636,11.19,2.604,0.528,0.0,17.818,11.851,-7.264,12.723,157.409,0
24.711,15.846,2.638,0.374,0.0,-11.854,18.219,-12.052,16.947,202.079,0
34.938,19.932,2.793,0.298,0.157,6.837,23.826,-14.334,0.812,162.971,0
44.914,17.976,2.832,0.303,0.149,-10.0,-17.612,8.926,6.839,175.858,0
12.0,11.937,2.284,0.628,0.342,15.0,-4.931,-6.918,37.814,196.858,0
52.851,15.076,2.914,0.297,0.157,-2.933,-26.8,-11.058,16.847,199.741,0
