state_code,bird,lon,lat,lat_zone
46,16,-72.94,44.46,2
29,26,-101.05,41.52,2
18,3,-91.66,29.89,1
16,26,-101.94,39,2
41,24,-102.1,43.87,2
38,19,-76.49,41.35,2
44,6,-112.41,38.02,2
39,23,-71.62,41.62,2
4,7,-118.02,34.96,2
8,11,-75.7,38.56,2
37,26,-119.45,44.91,2
19,2,-71.98,42.46,2
4,7,-121.01,38.64,2
6,0,-73.25,41.76,2
9,20,-81.9,28.49,1
23,10,-94.88,44.96,2
36,25,-96.35,34.28,2
8,11,-75.71,39.74,2
29,26,-101.27,41.22,2
37,26,-122.16,43.35,2
21,9,-70.35,44.73,2
32,14,-107.71,35.14,2
46,16,-72.99,43.72,2
18,3,-93.46,29.9,1
26,26,-107.67,47.42,2
36,25,-96.41,35.98,2
46,16,-72.38,44.09,2
22,0,-86.59,46.01,2
45,19,-78.25,38.58,2
46,16,-72.7,44.64,2
0,28,-159.99,66.8,0
30,22,-71.22,44.76,2
11,15,-155.7,20.04,1
19,2,-71.21,42.69,2
11,15,-155.18,19.28,1
25,20,-89.52,34.96,2
39,23,-71.56,41.42,2
33,18,-114.91,36.1,2
47,27,-120.84,47.33,2
37,26,-118.23,44.94,2
18,3,-92.61,29.78,1
38,19,-79.49,41.32,2
1,29,-86.07,32.77,2
46,16,-73.08,43.57,2
23,10,-92.43,47.6,2
14,19,-90.84,40.99,2
10,4,-82.42,31.96,2
50,26,-108.82,44.38,2
49,19,-80.42,39.62,2
38,19,-78.51,39.96,2
16,26,-97.45,39.23,2
45,19,-78.58,38.6,2
6,0,-72.73,41.43,2
14,19,-89.56,41.24,2
22,0,-86.87,46.26,2
23,10,-92.54,44.58,2
9,20,-82.05,27.5,1
16,26,-100.08,39.9,2
7,21,-77.06,38.9,2
36,25,-99.45,35.86,2
4,7,-122.66,39.88,2
7,21,-77.04,38.96,2
27,19,-81.45,35.18,2
0,28,-157.16,67.84,0
22,0,-84.23,45.11,2
12,13,-94.36,40.73,2
47,27,-121.95,48.07,2
38,19,-76.26,41.24,2
46,16,-72.71,44.57,2
37,26,-117.57,45.57,2
12,13,-94.11,40.73,2
33,18,-117.51,38.6,2
4,7,-119.2,34.15,2
50,26,-106.69,43.37,2
4,7,-118.58,35.2,2
30,22,-71.21,44.35,2
8,11,-75.63,38.8,2
7,21,-77.03,38.98,2
1,29,-86.48,33.24,2
33,18,-117.03,39.05,2
43,20,-96.65,32.57,2
47,27,-119.04,47.3,2
37,26,-119.89,42.04,2
45,19,-79.21,37.4,2
11,15,-155.43,19.78,1
22,0,-85.37,43.65,2
49,19,-80.32,37.61,2
50,26,-109.22,41.37,2
30,22,-71.35,44.02,2
2,20,-93.66,34.2,2
50,26,-104.31,43.77,2
14,19,-90.19,39.36,2
31,13,-74.63,40.35,2
0,28,-150.14,68.86,0
8,11,-75.65,38.94,2
19,2,-70.13,42.06,2
23,10,-95.83,47.48,2
19,2,-71.74,42.3,2
17,19,-84.77,38.34,2
18,3,-92.74,32.3,2
27,19,-80.68,35.21,2
37,26,-120.9,42.24,2
47,27,-119.71,48.26,2
29,26,-99.18,42.99,2
33,18,-117.96,38.74,2
22,0,-86.59,46.42,2
27,19,-78.19,35.72,2
19,2,-72.35,42.52,2
3,5,-110.38,36.87,2
27,19,-78.03,35.25,2
32,14,-106.14,36.83,2
31,13,-74.57,40.96,2
8,11,-75.56,39.03,2
2,20,-92.59,35.46,2
25,20,-88.82,31.05,2
12,13,-91.72,41.98,2
42,20,-85.64,36.5,2
31,13,-74.39,40.22,2
19,2,-71.4,42.02,2
7,21,-77.02,38.95,2
42,20,-87.58,35.53,2
6,0,-73.47,41.6,2
7,21,-77.04,38.98,2
31,13,-74.3,40.72,2
29,26,-99.79,42.17,2
50,26,-105.64,44.65,2
6,0,-72.09,41.34,2
25,20,-90.49,32.54,2
23,10,-95.73,48.57,2
34,12,-75.27,43.19,2
29,26,-103.46,42.53,2
47,27,-119.71,46.42,2
19,2,-72.07,42.16,2
2,20,-93.13,34.06,2
34,12,-73.85,44.57,2
14,19,-89.55,39.77,2
14,19,-88.91,39.13,2
47,27,-117.56,47.4,2
15,19,-85.29,39.85,2
14,19,-90.03,40.87,2
12,13,-94.96,41.86,2
8,11,-75.64,38.55,2
33,18,-117.9,38.22,2
43,20,-98.52,30.05,2
21,9,-70.29,43.87,2
16,26,-98.88,38.06,2
34,12,-75.76,44.16,2
7,21,-77.04,38.98,2
27,19,-81.94,35.57,2
4,7,-122.45,40.6,2
22,0,-83.84,41.78,2
10,4,-83.44,32.44,2
28,26,-101.55,48.8,2
38,19,-78.89,40.58,2
23,10,-93.11,47.22,2
9,20,-85.53,30.04,2
25,20,-89.48,30.6,2
11,15,-155.61,19.55,1
12,13,-93.03,41.24,2
5,17,-106.16,38.66,2
29,26,-101.16,40.88,2
9,20,-81.94,30.26,2
21,9,-69.31,44.41,2
4,7,-119.91,37.7,2
39,23,-71.68,41.38,2
41,24,-101.19,45.82,2
41,24,-103.58,43.64,2
33,18,-117.95,41.37,2
9,20,-81.12,27.47,1
9,20,-85.73,30.36,2
46,16,-72.98,44.73,2
18,3,-93.15,31.23,2
18,3,-93.42,30.47,2
19,2,-71.74,42.3,2
4,7,-118.26,34.42,2
38,19,-78.09,40.12,2
23,10,-93.18,45.15,2
4,7,-122.92,41.41,2
38,19,-77.91,40.78,2
3,5,-109.49,32.64,2
46,16,-72.7,44.94,2
29,26,-99.59,41.58,2
38,19,-75.15,40.34,2
50,26,-109.24,44.46,2
6,0,-72.09,41.47,2
33,18,-117.95,41.51,2
14,19,-89.88,40.32,2
12,13,-91.97,42.14,2
38,19,-77.03,41.73,2
25,20,-89.59,32.05,2
11,15,-155.86,19.49,1
8,11,-75.71,39.52,2
22,0,-84.98,43.99,2
19,2,-72.91,42.53,2
0,28,-150.65,65.95,0
17,19,-84.46,38.49,2
44,6,-111.81,41.61,2
10,4,-84.1,30.99,2
3,5,-113.71,33.98,2
11,15,-155.72,19.26,1
28,26,-98.02,46.84,2
39,23,-71.5,41.45,2
10,4,-83.44,34.86,2
7,21,-77.02,38.88,2
47,27,-118.28,46.83,2
21,9,-68.2,44.96,2
4,7,-121.86,40.8,2
39,23,-71.77,41.52,2
