state_code,bird,lon,lat,lat_zone
31,13,-74.61,39.31,2
32,14,-106.14,34.96,2
32,14,-103.99,36.77,2
47,27,-120.25,48.06,2
32,14,-103.55,34.29,2
46,16,-72.96,43.78,2
27,19,-79.19,35.26,2
49,19,-79.15,38.83,2
44,6,-111.66,39.46,2
43,20,-98.84,31.92,2
33,18,-114.42,38.74,2
0,28,-164.3,64.6,0
37,26,-123.37,43.73,2
39,23,-71.6,41.66,2
36,25,-95.68,36.84,2
25,20,-89.87,33.01,2
3,5,-109.16,35.12,2
23,10,-93.26,45.75,2
25,20,-89.2,30.56,2
43,20,-100.74,35.08,2
37,26,-121.65,43.73,2
43,20,-102.41,35.5,2
6,0,-72.73,41.95,2
25,20,-90.36,34.19,2
16,26,-100.56,39.41,2
36,25,-99.41,36.71,2
28,26,-98.43,47.43,2
18,3,-91.37,30.5,2
31,13,-74.63,41.18,2
34,12,-74.79,41.81,2
27,19,-79.19,35.26,2
21,9,-69.71,44.85,2
26,26,-112.82,45.74,2
42,20,-86.42,36.5,2
22,0,-83.84,41.78,2
26,26,-111.15,45.6,2
1,29,-87.13,33.41,2
0,28,-152.19,66.21,0
45,19,-79.66,37.38,2
46,16,-72.46,43.26,2
12,13,-93.03,41.24,2
31,13,-74.39,41.18,2
29,26,-103.94,42.72,2
49,19,-81.95,37.76,2
18,3,-93.15,31.03,2
17,19,-84.11,36.82,2
16,26,-99.85,38.07,2
21,9,-70.75,45.27,2
15,19,-85.15,41.37,2
4,7,-116.78,32.85,2
15,19,-85.29,40.27,2
27,19,-77.71,34.85,2
17,19,-84.58,38.72,2
50,26,-105.64,43.48,2
7,21,-77.04,38.9,2
10,4,-83.75,34.83,2
37,26,-118.78,42.17,2
6,0,-72.64,41.37,2
29,26,-98.78,40.91,2
47,27,-119.71,48.26,2
14,19,-88.91,40.64,2
3,5,-109.36,36.36,2
47,27,-122.89,47.85,2
39,23,-71.72,41.5,2
39,23,-71.5,41.58,2
33,18,-116.98,36.98,2
1,29,-85.26,31.5,2
28,26,-97.57,47.7,2
46,16,-73.34,43.77,2
34,12,-75.75,43.05,2
5,17,-105.73,38.12,2
27,19,-76.67,35.75,2
17,19,-84.58,37.96,2
18,3,-92.29,30.31,2
7,21,-76.98,38.93,2
26,26,-112.41,45.56,2
38,19,-77.91,40.64,2
42,20,-89.2,36.1,2
4,7,-122.59,40.18,2
33,18,-117.46,40.96,2
37,26,-118.05,43.28,2
8,11,-75.44,38.63,2
11,15,-155.27,19.87,1
44,6,-109.51,37.81,2
50,26,-109.73,43.91,2
7,21,-77.05,38.93,2
4,7,-121.01,38.64,2
33,18,-115.66,36.47,2
50,26,-108.59,44.11,2
14,19,-90.04,40.84,2
23,10,-93.53,44.82,2
30,22,-71.56,44.38,2
26,26,-111.69,45.49,2
17,19,-83.45,37.71,2
7,21,-76.94,38.88,2
41,24,-102.34,43.03,2
19,2,-71.35,42.58,2
31,13,-74.16,40.2,2
4,7,-117.47,34.09,2
38,19,-79.3,40.08,2
32,14,-104.93,34.03,2
41,24,-97.51,44.82,2
17,19,-85.1,38.71,2
4,7,-120.22,37.21,2
8,11,-75.55,39.31,2
39,23,-71.68,41.38,2
8,11,-75.65,38.81,2
21,9,-70.01,46.07,2
5,17,-102.87,37.5,2
6,0,-72.18,41.68,2
5,17,-105.54,37.95,2
16,26,-97.91,37.24,2
41,24,-100.55,44.36,2
28,26,-101.17,46.4,2
22,0,-84.25,46.3,2
14,19,-88.37,40.07,2
14,19,-89.3,38.28,2
41,24,-103.63,44.85,2
44,6,-111.97,40.68,2
2,20,-93.37,34.22,2
8,11,-75.63,39.06,2
14,19,-88.25,39.21,2
10,4,-83.77,34.66,2
18,3,-93.01,31.88,2
44,6,-110.41,40.1,2
5,17,-105.41,40.13,2
39,23,-71.54,41.87,2
36,25,-95.22,36.68,2
37,26,-120.02,45.02,2
36,25,-98.3,36.73,2
50,26,-109.99,42.2,2
5,17,-106.16,38.66,2
44,6,-112.83,39.9,2
9,20,-85.27,30.92,2
45,19,-78.25,36.66,2
4,7,-120.22,40.47,2
32,14,-107.03,32.23,2
28,26,-97.95,48.22,2
0,28,-153.37,57.32,2
11,15,-155.78,19.23,1
23,10,-95.44,48.64,2
18,3,-91.2,29.7,1
0,28,-154.59,69.62,0
8,11,-75.58,39.43,2
30,22,-71.65,43.24,2
38,19,-77.78,40.44,2
16,26,-97.56,39.71,2
5,17,-104.16,37.72,2
10,4,-83.56,33.19,2
17,19,-87.66,37.1,2
45,19,-77.32,38.97,2
19,2,-71.35,42.58,2
47,27,-119.6,46.71,2
17,19,-86.45,37.87,2
10,4,-82.92,33.63,2
31,13,-74.18,40.76,2
12,13,-94.37,41.97,2
5,17,-102.75,40.53,2
45,19,-77.15,38.65,2
22,0,-85.08,42.86,2
31,13,-74.66,40.22,2
43,20,-102.42,35.62,2
38,19,-78.51,41.11,2
21,9,-69.48,45.92,2
46,16,-72.79,43.53,2
7,21,-77.02,38.91,2
16,26,-101.23,39.45,2
27,19,-79.36,36.04,2
14,19,-89.8,38.3,2
18,3,-91.5,32.45,2
17,19,-83.1,37.25,2
31,13,-74.72,39.25,2
42,20,-85.56,35.25,2
2,20,-93.03,35.87,2
15,19,-85.86,40.48,2
28,26,-98.69,47.87,2
49,19,-80.58,39.6,2
17,19,-85.58,37.04,2
18,3,-91.35,32.67,2
32,14,-107.86,32.67,2
30,22,-71.77,43.62,2
28,26,-99.56,48.74,2
18,3,-93.96,32.32,2
28,26,-97.72,48.88,2
7,21,-76.98,38.92,2
19,2,-70.91,42.45,2
14,19,-89.56,37.73,2
9,20,-80.87,27.44,1
18,3,-90.25,29.85,1
7,21,-76.99,38.92,2
3,5,-111.54,36.76,2
