state_code,bird,lon,lat,lat_zone
19,2,-71.21,42.05,2
26,26,-110.69,48.46,2
10,4,-84.87,31.91,2
25,20,-89.95,32.95,2
32,14,-103.78,35.72,2
5,17,-108.24,40.59,2
49,19,-80.39,39.5,2
49,19,-80.44,39.7,2
17,19,-83.65,37.88,2
8,11,-75.66,39.59,2
44,6,-110.26,38.91,2
21,9,-69.49,45.13,2
3,5,-110.52,34.45,2
10,4,-84.58,31.83,2
15,19,-86.55,38.79,2
42,20,-86.82,35.89,2
49,19,-81.56,37.66,2
4,7,-119.69,37.36,2
17,19,-86.64,36.75,2
43,20,-102.73,35.08,2
22,0,-83.22,42.94,2
11,15,-155.35,19.4,1
26,26,-108.28,45.8,2
2,20,-93.43,34.41,2
29,26,-100.86,40.54,2
8,11,-75.12,38.78,2
50,26,-106.2,43.49,2
18,3,-93.01,30.55,2
46,16,-73.15,44.78,2
28,26,-98.39,46.7,2
39,23,-71.56,41.66,2
28,26,-103.62,46.28,2
19,2,-72.74,42.64,2
22,0,-84.23,45.6,2
7,21,-76.94,38.87,2
18,3,-93.46,33,2
21,9,-69.13,45.2,2
31,13,-74.57,40,2
0,28,-164.41,61.2,0
25,20,-89.32,31.24,2
22,0,-85.78,42.96,2
7,21,-77.04,38.98,2
3,5,-111.12,32.66,2
39,23,-71.62,41.65,2
1,29,-87.11,32.31,2
30,22,-71.53,44.64,2
41,24,-98.93,43.01,2
4,7,-122.45,41.92,2
7,21,-76.99,38.94,2
12,13,-94.34,42.11,2
1,29,-87.95,34.42,2
4,7,-120.88,35.94,2
10,4,-84.06,31.28,2
47,27,-117.3,48.2,2
15,19,-86.64,38.52,2
10,4,-84.3,32.36,2
10,4,-82.66,31.81,2
44,6,-111.47,41.88,2
46,16,-72.75,43.28,2
7,21,-77.04,38.98,2
42,20,-88.52,35.62,2
19,2,-72.82,42.17,2
28,26,-101.84,48.4,2
46,16,-72.76,43.38,2
19,2,-72.09,42.1,2
4,7,-117.98,34.38,2
2,20,-92.82,35.18,2
32,14,-103.99,36.77,2
44,6,-111.91,39.18,2
25,20,-89.2,30.56,2
4,7,-121.01,41.97,2
2,20,-91.37,35.34,2
47,27,-118.34,48.34,2
1,29,-86.47,31.47,2
26,26,-108.06,46.57,2
45,19,-77.82,38.02,2
37,26,-119.45,45.22,2
26,26,-104.56,48.51,2
22,0,-85.97,41.88,2
22,0,-85.63,43.26,2
38,19,-79.02,41.35,2
6,0,-73.15,41.17,2
15,19,-87.2,39.09,2
0,28,-155.5,67.38,0
36,25,-96.59,36.71,2
41,24,-100.55,44.36,2
34,12,-74.36,44.4,2
14,19,-88.91,41.63,2
50,26,-109.61,44.91,2
41,24,-100.51,43.89,2
6,0,-73.07,41.73,2
6,0,-72.15,41.54,2
30,22,-71.32,44.13,2
46,16,-72.79,43.5,2
50,26,-108.95,43.92,2
36,25,-97.67,36.4,2
49,19,-80.62,37.59,2
1,29,-87.75,30.36,2
14,19,-90.31,40.08,2
18,3,-93.18,31.93,2
15,19,-87.36,41.55,2
