state_code,bird,lon,lat,lat_zone
27,19,-77.07,35.5,2
36,25,-99.43,35.26,2
30,22,-71.21,43.03,2
18,3,-90.8,30.8,2
1,29,-85.67,32.46,2
41,24,-98.06,44.78,2
5,17,-104.92,38.29,2
37,26,-121.6,42.2,2
1,29,-85.54,32.5,2
45,19,-80.29,37.5,2
45,19,-77.86,36.62,2
41,24,-97.51,42.9,2
18,3,-92.26,32.27,2
21,9,-69.13,44.55,2
19,2,-71.81,42.19,2
39,23,-71.4,41.68,2
11,15,-155.36,19.38,1
29,26,-98.13,40.02,2
3,5,-112.67,36.86,2
49,19,-81.49,39.22,2
43,20,-100.61,29.28,1
9,20,-81.58,28.04,1
49,19,-80.6,38.67,2
43,20,-101.74,33.13,2
47,27,-119.62,48.52,2
23,10,-93.11,48.18,2
11,15,-155.26,19.77,1
41,24,-97.4,43.74,2
16,26,-98.95,39.4,2
29,26,-101.81,40.2,2
44,6,-110.41,40.1,2
16,26,-98.23,38.58,2
28,26,-99.68,47.89,2
31,13,-74.55,40.97,2
14,19,-89.38,41.76,2
4,7,-117.43,34.57,2
6,0,-72.83,41.93,2
15,19,-86.14,38.13,2
46,16,-73.11,43.23,2
23,10,-95.25,48.95,2
9,20,-80.3,26.84,1
6,0,-73.32,41.69,2
1,29,-86.47,33.72,2
23,10,-95.44,44.03,2
12,13,-91.26,42.36,2
33,18,-118.59,38.12,2
49,19,-80.82,39.21,2
25,20,-89.07,30.63,2
15,19,-85.49,40.82,2
11,15,-155.58,19.78,1
9,20,-82.18,28.26,1
31,13,-74.78,39.2,2
31,13,-74.78,39.2,2
16,26,-100.75,38.81,2
22,0,-84.56,43.97,2
11,15,-155.78,19.3,1
46,16,-72.62,43.46,2
41,24,-99.64,43.53,2
5,17,-102.95,38.63,2
50,26,-110.56,44.14,2
16,26,-100.17,39.18,2
49,19,-81.89,37.36,2
39,23,-71.64,41.64,2
3,5,-110.62,35.13,2
15,19,-85.62,39.29,2
0,28,-158.53,69.46,0
3,5,-113.93,33.69,2
9,20,-81.58,26.36,1
43,20,-100.78,35.68,2
18,3,-90.59,30.11,2
47,27,-121.98,46.04,2
45,19,-79.13,38.09,2
26,26,-108.77,48.9,2
22,0,-86.12,43.17,2
16,26,-96.53,38.97,2
0,28,-147.53,61.72,0
28,26,-98.14,48.05,2
39,23,-71.62,41.62,2
19,2,-71.21,42.69,2
31,13,-74.3,40.88,2
26,26,-107.58,46.8,2
4,7,-117.36,33.62,2
47,27,-122.86,46.99,2
30,22,-71.26,43.44,2
3,5,-113.07,35.33,2
33,18,-117.13,38.71,2
0,28,-149.84,70.21,0
7,21,-77.05,38.97,2
32,14,-106.49,32.75,2
5,17,-106.24,37.64,2
36,25,-95.15,34.96,2
19,2,-71.92,42.48,2
36,25,-98.8,35.15,2
25,20,-89.52,32.87,2
9,20,-81.42,29.18,1
11,15,-155.26,19.92,1
0,28,-154.76,67.35,0
33,18,-118.84,38.74,2
29,26,-103.94,42.72,2
36,25,-96.27,33.87,2
28,26,-102.77,47.81,2
8,11,-75.55,38.52,2
50,26,-105.84,41.99,2
30,22,-71.24,44.59,2
12,13,-93.65,40.58,2
34,12,-74.57,44.88,2
2,20,-93.32,35.01,2
28,26,-103.19,48.43,2
12,13,-94.36,42.66,2
27,19,-78.06,34.39,2
37,26,-119.6,44.4,2
11,15,-155.62,19.03,1
30,22,-71.29,44.02,2
36,25,-98.88,36.11,2
17,19,-83.61,36.93,2
43,20,-99.98,33.69,2
37,26,-123.38,44.28,2
29,26,-101.39,40.14,2
12,13,-92.31,42.6,2
44,6,-113.52,39.46,2
2,20,-91.76,35.25,2
18,3,-93.11,32.9,2
1,29,-87.67,33.05,2
2,20,-92.82,35.18,2
50,26,-106.69,43.37,2
44,6,-113.11,37.69,2
43,20,-97.55,27.09,1
6,0,-72.66,41.8,2
34,12,-73.6,40.64,2
21,9,-70.29,45.3,2
19,2,-72.46,42.14,2
7,21,-77.03,38.9,2
50,26,-104.24,41.34,2
4,7,-116.21,35.13,2
18,3,-93.11,32.31,2
0,28,-141.94,63.03,0
26,26,-111.68,46.65,2
26,26,-105.38,45.01,2
42,20,-88.76,35.6,2
45,19,-77.82,38.02,2
25,20,-90.85,33.64,2
4,7,-121.63,39,2
18,3,-93.07,30.48,2
32,14,-103.25,32.91,2
36,25,-96.24,33.81,2
12,13,-91.88,41.4,2
16,26,-96.2,39.99,2
28,26,-98.43,48.42,2
