target,Dcl,Ao,Iy,Aa,Sh
0,1.285,1.369,0.495,0.166,-0.172
0,0.343,0.265,-0.728,0.055,1.399
0,0.315,0.273,1.191,0.082,1.264
0,0.779,2.904,-0.251,0.805,0.162
1,1.141,0.802,1.761,0.179,-0.633
0,0.524,1.312,0.394,1.313,-0.395
0,0.828,2.925,0.43,0.819,0.394
0,0.153,0.289,0.156,2.431,-0.065
0,-0.414,2.89,-0.188,0.647,-0.125
1,0.68,0.561,1.747,0.252,1.273
0,0.372,1.829,-0.118,1.797,-0.082
1,0.746,0.847,1.666,0.305,-0.783
0,-0.347,1.954,-0.118,1.274,-0.06
0,0.443,0.312,-0.608,0.069,0
0,-0.481,3.015,-0.204,0.762,-0.133
0,-0.427,2.829,-0.179,0.362,-0.125
0,0.45,0.333,1.191,0.106,1.314
0,0.415,0.309,1.208,0.106,1.312
0,2.018,1.509,0.896,0.394,-0.347
0,1.796,1.131,-0.547,0.226,-0.243
0,1.435,0.749,2.152,0.14,0
0,0.345,1.476,0.245,1.962,-0.07
0,-0.134,0.521,0.128,2.607,-0.06
0,0.828,2.717,-0.332,0.455,0.177
1,1.256,0.813,1.792,0.317,-0.783
0,0.438,0.328,-0.087,2.903,0.077
0,0.415,0.295,1.396,0.128,1.626
0,0.468,0.332,1.854,0.104,0
0,-0.143,0.729,0.128,2.203,-0.06
0,0.43,0.399,1.043,0.264,0
0,0.152,0.45,0.153,2.811,-0.149
0,-0.43,1.921,1.377,0.857,-0.289
0,2.304,1.248,-0.652,0.219,-0.297
0,-0.11,0.607,0.086,2.195,-0.051
0,1.666,1.064,0.573,0.377,-0.241
0,0.513,1.607,0.329,1.203,-0.144
0,-0.111,0.65,0.086,2.019,-0.053
0,-0.421,2.988,-0.177,0.936,-0.124
0,-0.424,2.92,-0.174,1.155,-0.115
0,-0.112,0.419,0.11,2.061,-0.061
0,1.781,1.066,-0.568,0.279,0
0,-0.51,3.03,0.309,0.729,-0.273
1,0.758,0.825,1.688,0.325,0
1,1.617,0.618,0.776,0.518,0.87
0,0.443,0.295,-0.614,0.075,0
0,1.796,1.122,-0.545,0.183,-0.228
0,-0.415,2.31,-0.193,0.902,-0.129
0,1.134,1.694,-0.285,1.627,-0.144
0,0.443,0.295,1.456,0.115,1.781
0,1.786,0.602,1.037,0.279,0.47
0,-0.51,2.517,0.221,0.322,-0.097
0,-0.346,1.973,0.171,0.51,-0.079
0,0.43,1.153,0.32,1.875,-0.136
0,2.31,1.052,-0.661,0.146,-0.419
