target,Dcl,Ao,Iy,Aa,Sh
0,1.029,2.079,0.505,0.279,-0.246
0,-0.1,0.672,0.08,2.018,0.06
0,0.468,0.309,-0.782,0.063,1.141
0,0.188,-0.235,0.114,2.718,0.093
0,-0.485,2.637,-0.183,0.666,-0.11
0,1.166,2.556,0.483,0.557,-0.194
0,0.945,1.387,-0.286,0.363,0.286
0,0.852,2.885,0.32,0.555,-0.138
0,-0.107,0.651,0.128,2.328,-0.051
0,0.438,0.295,1.832,0.128,-0.704
1,1.336,0.671,1.509,0.11,0
1,1.504,0.65,1.203,0.239,1.106
0,1.78,0.543,0.782,0.378,-0.36
0,0.327,0.794,-0.085,2.509,-0.052
0,1.683,1.104,0.689,0.415,-0.307
0,0.188,0.89,0.151,1.087,0.112
0,1.02,2.043,0.553,1.308,-0.168
0,0.641,2.424,0.363,0.56,0
0,-0.111,0.729,0.11,2.125,-0.052
0,-0.149,0.997,-0.08,2.202,-0.045
0,0.158,0.27,0.207,2.845,-0.063
0,1.354,0.556,1.762,-0.076,-0.623
1,0.758,0.602,1.537,-0.205,-0.92
0,-0.104,-0.265,-0.069,3.517,-0.048
0,0.403,0.279,1.005,2.168,-0.275
0,1.018,2.811,0.434,0.656,-0.19
0,0.513,1.529,0.342,1.606,0.257
0,1.166,0.359,1.964,0.094,-0.786
0,-0.457,2.457,-0.177,0.924,-0.121
0,1.02,0.476,2.131,0.104,-0.833
0,0.198,0.769,0.148,1.794,-0.079
0,2.071,1.203,-0.652,0.184,0
0,0.795,1.579,0.305,0.221,0.12
0,1.02,0.508,1.929,0.141,-0.705
1,1.895,0.655,1.584,0.564,0.782
0,1.024,2.258,0.598,1.299,0.388
0,0.158,0.282,0.159,2.409,-0.063
1,1.521,1.101,1.782,0.324,-0.567
0,0.327,0.591,-0.091,2.64,-0.051
0,0.661,0.502,2.078,0.134,-0.671
1,1.516,1.041,0.736,0.327,-0.509
0,0.524,0.406,0.944,0.218,1.677
1,0.671,0.673,1.798,0.219,-0.894
0,-0.111,0.357,-0.07,3.022,-0.047
1,0.624,0.625,1.262,0.235,0
0,-0.107,0.651,0.131,2.302,-0.052
0,1.964,1.058,-0.564,0.159,0
0,-0.111,0.267,0.084,2.925,0.092
0,0.172,0.657,0.154,1.961,-0.061
0,-0.485,2.78,0.22,0.341,0.164
1,1.461,0.682,1.78,0.362,-0.682
0,-0.281,1.809,-0.147,0.593,0.116
0,1.89,0.816,-0.585,0.364,0.32
0,1.354,0.558,1.762,0.134,0
1,0.772,0.753,1.579,0.323,0
0,-0.51,2.932,-0.199,0.773,-0.133
0,1.035,1.763,0.448,0.334,-0.161
0,0.179,0.81,0.153,1.869,-0.257
0,-0.107,0.639,0.14,2.389,0.089
0,0.433,0.395,1.378,0.236,2.046
0,-0.355,2.175,-0.176,0.598,-0.102
1,1.009,0.749,1.763,0.21,0
1,0.831,0.827,0.635,0.515,0.487
0,-0.414,2.024,-0.187,0.81,-0.137
1,1.705,0.585,0.906,0.567,0.407
0,0.488,0.388,-0.53,0.189,0
0,-0.43,2.72,-0.177,0.764,-0.125
0,0.153,0.482,0.091,2.526,-0.053
0,0.166,0.282,0.166,2.441,-0.062
0,0.166,0.327,0.166,2.471,-0.082
0,0.828,0.686,1.285,0.259,0
1,0.745,0.521,1.714,0.245,-0.764
0,0.828,2.717,-0.26,0.864,-0.138
0,0.415,0.336,1.258,0.099,1.184
1,1.936,0.618,1.521,0.618,0.678
1,0.892,1.042,0.686,0.201,0
0,-0.467,2.555,0.22,0.312,-0.132
0,0.661,0.556,2.131,0.236,-0.770
1,1.665,0.661,1.132,0.583,0.682
0,0.342,1.156,0.199,2.321,-0.135
0,-0.281,1.826,-0.144,0.598,-0.092
1,1.947,0.813,1.518,0.503,1.578
1,1.81,0.966,-0.499,0.601,-0.389
0,0.587,2.238,0.226,1.797,-0.131
1,0.736,0.515,1.665,0.237,-0.786
1,1.935,0.454,1.504,0.534,1.504
1,1.079,0.965,1.617,0.318,-0.77
0,1.935,1.042,-0.555,0.169,-0.246
0,0.415,1.234,0.26,2.071,-0.106
1,0.729,0.519,1.332,0.123,0
0,2.328,1.066,-0.794,0.278,0
0,0.95,1.347,-0.301,0.674,0.202
0,1.435,1.435,0.689,0.155,0
0,0.476,1.599,0.252,1.503,0.431
0,1.666,0.618,0.866,0.289,0.406
0,-0.387,2.75,0.243,0.383,-0.132
0,0.342,0.911,0.236,1.809,0.15
0,0.947,2.773,0.402,0.539,-0.161
0,0.443,0.358,1.482,0.114,0.999
1,1.981,0.567,1.369,0.438,1.386
0,1.168,1.911,0.454,0.584,0.217
0,0.387,0.333,1.007,0.136,1.592
0,1.683,0.602,1.044,0.147,0
0,0.467,1.528,0.245,1.6,0.464
0,2.019,1.531,0.789,0.279,-0.397
0,-0.129,0.639,-0.089,3.772,-0.057
0,-0.387,1.858,-0.143,0.352,-0.089
0,0.95,0.478,1.904,0.223,-0.622
0,0.648,0.544,1.2,0.245,0.624
0,0.797,1.917,0.271,0.64,0.161
0,0.179,0.578,0.153,1.554,0.075
0,0.513,1.811,0.275,1.064,-0.145
0,-0.149,0.729,0.084,2.404,0.066
0,-0.351,1.975,-0.165,1.116,0.148
0,1.966,1.122,-0.524,0.269,0
0,0.309,0.965,0.099,1.404,0.075
0,0.45,0.356,1.019,0.211,1.391
0,0.64,1.845,0.345,0.278,0.189
0,1.004,0.508,2.221,0.125,-0.777
0,1.166,2.215,0.572,1.105,-0.161
0,0.828,1.248,0.333,1.116,-0.19
0,-0.143,0.729,0.133,1.93,-0.2
0,-0.347,1.855,0.189,1.2,-0.122
0,-0.1,0.729,0.14,1.314,-0.18
1,1.928,1.149,1.314,0.61,0.776
0,-0.122,0.468,0.101,3.041,0.066
1,1.007,0.671,2.239,0.158,-0.877
0,0.152,0.283,0.166,2.42,-0.062
0,-0.134,0.925,0.118,1.858,0.11
0,1.825,1.019,-0.517,0.239,0
0,-0.409,2.639,-0.188,1.098,-0.118
0,0.468,0.333,-0.605,0.159,1.537
0,2.468,1.078,-0.73,0.258,-0.38
0,0.65,0.544,-0.174,3.221,-0.076
0,-0.428,2.89,-0.184,0.764,-0.122
0,0.443,0.295,1.839,0.115,1.362
1,0.881,0.705,0.0,0.338,0.106
0,0.509,1.312,0.332,1.312,-0.238
0,-0.427,2.66,-0.174,0.908,-0.12
0,0.195,-0.236,-0.077,3.067,0.072
0,-0.476,2.131,-0.179,0.676,-0.11
0,1.504,1.229,0.57,0.412,-0.432
0,0.47,1.555,0.285,1.494,-0.174
0,1.066,2.042,0.576,0.324,0
0,0.415,0.796,0.391,2.718,-0.136
0,0.327,1.26,0.236,1.555,-0.122
0,0.915,2.639,0.427,0.642,-0.19
0,1.555,1.203,-0.469,0.187,-0.198
0,-0.601,3.056,0.543,1.046,-0.211
0,0.795,2.921,-0.251,1.139,0.183
0,-0.43,2.552,0.255,1.141,-0.162
0,0.468,0.333,-0.523,0.16,0
0,1.895,1.333,-0.562,0.2,0
0,1.064,2.688,-0.52,0.372,1.016
0,1.78,0.899,1.043,0.195,0
0,0.468,1.312,0.323,1.312,-0.394
0,1.018,1.087,0.508,0.179,0
0,0.513,0.364,-0.548,0.109,0
0,-0.47,2.82,-0.209,0.764,0.207
0,0.181,-0.276,0.114,3.057,-0.094
0,0.168,0.54,0.153,1.254,0.12
1,0.866,0.434,1.792,0.212,1.292
1,0.831,1.016,1.416,0.15,-0.671
1,0.887,0.519,0.972,0.236,1.262
0,1.313,1.503,-0.468,0.357,0
0,-0.107,0.557,0.144,2.032,-0.062
0,0.64,2.198,0.343,0.383,0
0,0.158,-0.301,0.094,3.236,0.072
0,0.153,0.729,0.084,1.5,0.109
1,0.9,1.2,0.714,0.24,1.208
0,-0.355,2.259,-0.176,0.684,-0.102
0,-0.151,0.729,-0.085,3.607,0.072
0,-0.143,-0.327,0.107,3.056,0.077
0,0.643,1.954,1.496,1.149,-0.447
0,1.353,1.503,-0.469,0.309,-0.268
0,1.044,2.168,0.56,0.279,0
0,0.153,-0.304,-0.081,3.606,-0.064
