target,Dcl,Ao,Iy,Aa,Sh
0,-0.363,1.825,-0.137,0.678,-0.079
0,0.46,0.376,1.564,0.147,1.116
0,0.37,1.464,0.219,1.875,0.151
0,0.195,0.94,0.137,2.03,0.106
0,1.044,1.665,0.448,0.228,-0.202
0,1.354,1.722,0.4,0.35,-0.177
0,0.509,1.697,0.226,1.131,-0.104
0,1.166,2.188,0.504,0.969,0.39
0,0.915,2.696,-0.275,0.833,-0.155
0,-0.414,2.92,-0.187,0.884,-0.125
0,1.179,1.796,0.347,0.567,-0.152
0,0.515,1.809,0.285,1.494,-0.174
0,0.512,0.297,1.854,0.121,1.836
1,1.347,1.718,0.667,0.854,0.715
0,0.158,0.314,0.156,2.925,-0.063
0,0.172,-0.291,0.128,3.435,-0.072
1,1.601,0.635,2.004,0.65,-0.721
0,0.509,0.364,-0.847,0.118,2.099
0,0.174,0.77,0.139,1.79,0.071
0,-0.264,1.531,0.137,1.97,-0.079
0,-0.43,2.574,-0.189,0.665,-0.162
0,-0.468,2.521,-0.203,0.399,-0.163
0,0.356,0.245,0.484,0.076,0
1,1.531,0.7,1.421,0.636,1.496
0,-0.415,2.081,-0.147,0.621,0.11
0,0.443,0.309,1.609,0.118,1.164
0,0.443,0.309,1.609,0.118,1.164
0,0.43,0.354,1.825,0.128,1.456
0,-0.43,2.574,-0.189,0.665,-0.162
0,0.158,-0.237,0.108,2.526,-0.071
0,1.347,0.915,2.119,0.15,-0.6
0,-0.387,2.257,-0.163,0.922,-0.12
0,2.328,0.852,-0.58,1.392,-0.228
0,0.468,1.248,0.326,2.203,-0.276
1,0.911,0.557,0.943,0.114,0
0,0.134,0.478,0.134,2.51,0.116
0,1.935,1.008,-0.469,0.25,0
1,1.666,0.725,1.167,0.409,0.985
0,0.64,1.876,0.32,0.524,0
0,0.195,0.81,0.153,1.02,0.22
0,2.274,1.155,-0.794,0.146,-0.557
0,0.587,2.209,1.599,0.854,-0.433
1,1.464,0.807,0.933,0.551,0.567
0,-0.121,0.651,0.089,2.639,-0.052
0,0.68,1.835,0.401,0.362,-0.177
0,-0.413,2.526,0.233,1.126,0.163
0,-0.413,2.525,0.243,1.119,0.163
0,0.443,0.335,1.809,0.112,1.505
0,1.168,1.665,0.448,0.55,-0.189
0,1.464,0.624,1.978,0.159,-0.623
0,-0.143,0.707,-0.085,2.963,-0.075
0,0.64,0.497,1.254,0.185,0
0,-0.391,2.327,0.233,0.902,-0.135
0,0.309,0.933,0.47,2.585,-0.234
0,1.504,1.204,-0.48,0.216,0
0,-0.387,1.719,-0.145,1.383,0.109
0,0.176,-0.291,0.14,3.467,-0.063
0,-0.347,2.26,0.233,1.056,-0.135
0,0.643,1.315,0.324,0.216,0.161
0,-0.147,0.825,0.075,1.18,0.061
0,-0.281,1.826,-0.138,0.721,-0.097
0,0.158,0.278,0.099,2.459,0.072
0,0.159,-0.275,0.075,3.168,-0.072
0,0.915,2.885,-0.322,0.675,-0.164
1,1.191,0.671,1.553,0.325,0
1,1.957,0.454,1.525,0.338,0.782
0,-0.111,0.362,-0.067,3.044,-0.045
0,1.056,1.935,0.48,0.36,0
0,-0.413,2.556,-0.188,1.001,-0.122
0,0.179,0.295,0.153,2.32,-0.065
0,1.387,0.966,1.504,0.14,-0.605
0,2.311,1.246,-0.46,1.177,-0.179
0,1.935,1.203,-0.593,0.15,0
1,1.192,2.493,0.74,0.563,-0.242
0,1.314,1.272,0.749,0.147,-0.247
0,0.449,1.347,0.183,1.2,-0.181
1,0.845,0.717,0.887,0.182,0
1,1.665,0.602,1.666,1.116,0.719
0,1.135,0.434,2.108,0.095,0
0,-0.111,0.37,-0.06,2.911,-0.039
0,1.134,1.781,0.405,0.567,0.487
1,1.794,0.502,0.779,1.004,-0.247
1,0.808,1.056,1.125,0.318,0
0,1.866,1.116,-0.447,0.27,0.243
1,1.718,0.675,1.117,0.421,0.944
1,1.981,0.853,-0.621,0.4,-0.404
1,1.871,0.617,1.283,0.567,-0.714
1,1.688,0.811,1.584,0.289,-0.601
0,-0.115,0.435,-0.066,2.973,-0.045
0,-0.381,2.606,0.222,1.126,0.163
0,-0.356,2.24,0.249,0.674,-0.246
0,0.279,0.356,0.154,2.607,-0.063
0,1.313,0.533,1.399,0.119,0
0,0.45,1.657,0.183,0.81,-0.131
1,1.043,1.509,1.236,0.305,-0.44
1,1.717,0.593,1.131,0.473,-0.683
1,0.749,0.458,1.795,0.324,0
1,0.73,0.394,1.773,0.252,1.339
0,0.188,0.47,0.116,2.522,0.063
0,-0.414,2.99,0.243,1.051,-0.144
0,-0.47,2.587,-0.19,1.155,-0.143
0,-0.415,2.278,0.394,1.666,0.719
1,0.845,0.705,0.826,0.144,0
0,-0.414,2.639,-0.174,0.776,0
1,1.022,0.807,1.369,0.318,-0.757
1,1.435,1.092,1.386,0.313,-0.752
0,0.149,0.482,0.149,2.509,-0.149
0,-0.42,2.75,-0.191,1.039,0.187
0,0.152,-0.27,0.081,2.832,-0.106
0,-0.415,1.783,0.395,0.816,-0.395
0,2.29,1.203,-0.584,0.398,0
0,0.67,0.562,0.5,0.198,0
0,0.829,2.302,0.369,0.592,-0.189
0,2.31,1.116,-0.772,0.228,-0.389
0,-0.11,0.65,0.107,2.051,0.104
0,0.779,0.969,-0.204,2.585,-0.104
0,-0.111,0.651,0.115,2.092,0.104
0,0.327,1.234,0.227,1.314,-0.101
0,1.384,1.268,-0.373,0.259,-0.173
0,0.779,0.965,0.796,0.225,0
0,0.825,2.578,0.416,0.402,0
0,0.158,0.283,0.156,2.409,-0.06
0,1.335,0.496,1.11,0.134,0
0,2.718,1.079,-0.703,0.337,-0.348
0,0.449,0.345,2.067,0.118,-0.799
0,0.159,-0.241,0.081,2.816,-0.057
0,0.387,0.306,1.254,0.143,1.153
0,1.866,1.932,-0.418,0.483,-0.266
0,-0.122,0.657,0.075,2.019,-0.046
0,0.174,0.282,0.149,2.403,-0.065
0,-0.281,1.797,-0.144,0.34,-0.08
0,-0.413,2.681,-0.188,0.89,-0.136
0,0.356,1.273,0.407,2.141,-0.29
0,1.018,1.782,-0.348,0.496,0.201
0,-0.421,2.761,-0.239,0.764,-0.126
0,1.964,1.163,-0.64,0.243,0.396
0,0.327,0.593,0.236,1.975,-0.104
0,0.643,0.434,1.692,0.109,-0.618
0,0.324,0.496,0.324,3.34,-0.095
0,-0.111,0.377,0.073,2.762,-0.046
1,1.363,0.582,1.195,0.671,1.599
0,-0.477,2.253,-0.195,0.776,-0.115
0,1.683,1.333,-0.545,0.228,0
0,0.32,0.374,0.196,2.555,-0.075
0,0.524,1.786,0.291,0.302,-0.122
0,1.464,0.617,1.936,0.147,-0.623
0,0.179,0.482,0.153,2.314,-0.063
0,1.435,1.973,-0.351,0.646,-0.154
0,0.342,0.274,0.534,0.076,0
0,1.037,1.928,0.553,0.195,0
0,0.15,-0.274,0.11,3.472,-0.06
0,0.795,0.483,1.839,0.145,0
1,1.436,0.881,0.868,0.567,1.386
1,1.718,0.65,0.626,0.556,0.626
1,1.769,0.753,1.116,0.191,-0.667
0,0.502,1.555,0.332,1.313,-0.18
0,0.643,2.424,0.32,0.341,0.187
1,1.522,0.772,0.816,0.316,0
0,-0.128,0.782,0.091,2.203,0.072
0,-0.45,2.921,-0.192,0.405,-0.158
0,0.978,1.761,1.564,0.286,-0.531
0,1.895,0.484,1.191,0.326,-0.41
0,0.45,1.296,0.301,2.141,-0.127
0,2.313,1.215,1.007,0.289,-0.376
0,0.179,0.82,0.133,1.041,-0.159
0,0.438,0.339,1.182,0.128,1.214
1,1.531,0.82,1.521,0.586,1.517
0,0.43,0.368,1.509,0.111,0.996
0,0.387,0.387,1.509,0.122,1.092
0,1.935,1.072,-0.574,0.272,0
0,-0.443,2.253,0.288,1.383,-0.166
0,0.468,0.333,-0.605,0.161,0
0,-0.281,1.168,-0.114,1.098,-0.073
0,1.018,2.781,0.482,0.572,-0.194
0,1.035,0.455,2.302,0.097,0
0,0.452,0.326,1.578,0.134,0
0,0.415,0.356,1.528,0.127,1.39
0,1.058,1.285,0.448,0.231,0
0,1.2,1.557,0.666,0.27,-0.34
0,-0.436,2.044,-0.168,0.901,-0.12
0,1.92,0.816,-0.548,0.27,0
0,-0.281,1.807,-0.142,0.648,-0.099
1,1.667,0.82,0.667,0.407,0.629
0,0.502,0.341,1.402,0.145,0
0,0.459,0.368,-0.537,0.147,0
1,1.516,0.593,1.934,0.402,-0.578
0,-0.143,0.602,0.109,1.96,0.073
1,0.8,0.397,1.2,0.234,0.624
1,1.703,1.126,1.008,0.295,0
0,0.643,0.477,1.191,0.242,0.626
0,1.314,1.292,0.504,0.211,-0.206
0,1.811,1.443,-0.627,0.218,-0.297
0,0.45,1.656,0.236,1.139,0.19
1,0.548,0.458,1.374,0.182,0.849
0,0.468,0.332,-0.794,0.154,1.786
0,1.114,2.052,0.588,0.344,-0.27
0,0.513,0.433,1.792,0.111,-0.736
0,-0.321,1.79,-0.135,1.258,-0.079
1,1.122,0.496,1.116,0.181,-0.451
1,1.781,0.615,0.776,0.597,0.433
0,0.438,1.591,0.438,1.59,0.966
0,-0.48,2.555,-0.202,0.555,-0.136
0,0.443,0.309,1.7,0.124,1.145
0,-0.13,0.729,0.11,1.071,0.097
0,1.935,0.859,1.371,0.284,0.705
0,-0.414,1.998,0.422,0.874,-0.2
1,1.516,0.813,0.621,0.503,0.714
0,1.168,2.042,0.45,0.296,-0.17
0,0.179,-0.273,0.114,3.061,-0.104
0,0.443,1.435,0.277,1.435,-0.138
0,-0.356,2.273,0.246,0.308,-0.125
1,0.947,0.671,2.275,0.324,-0.836
0,-0.43,2.673,0.272,0.326,0.164
0,0.737,2.718,0.487,0.642,0.942
0,0.149,-0.312,0.149,3.025,-0.143
0,1.895,1.123,-0.563,0.648,0.378
0,0.467,0.326,1.807,0.134,1.638
0,-0.48,2.902,-0.243,0.736,-0.129
0,-0.43,2.763,0.268,0.789,-0.129
0,-0.143,0.557,-0.079,3.131,-0.047
0,-0.347,2.314,-0.151,1.192,-0.106
0,-0.427,2.637,-0.174,0.281,-0.101
0,0.444,0.293,-0.608,0.059,0
1,1.173,2.573,0.713,1.105,-0.206
0,-0.481,3.001,0.246,0.629,0.294
0,-0.436,1.965,0.231,0.557,0.161
0,0.43,0.334,1.498,0.108,1.314
0,1.185,2.431,-0.44,0.469,-0.19
1,1.504,0.673,1.579,0.596,-0.531
0,-0.107,0.356,0.102,2.511,0.065
0,-0.363,2.311,0.222,1.797,0.161
0,0.44,0.368,-0.084,2.459,0.062
0,1.285,0.594,1.928,0.119,-0.704
1,0.895,0.809,1.126,0.337,1.087
0,0.315,0.965,0.269,1.979,0.229
