Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,4,60.5,0.0,0.05,0.0,0.6,6,1,1,1,3,2,0,0
0,0.0,0,0.0,3,39.0,0.0,0.05,0.0,0.0,7,1,8,6,10,2,0,0
0,0.0,0,0.0,35,1759.833,0.0,0.007,0.0,0.0,5,3,2,3,2,2,1,0
0,0.0,0,0.0,7,127.0,0.0,0.025,0.0,0.0,7,2,2,3,3,2,0,0
0,0.0,0,0.0,17,689.0,0.0,0.05,0.0,0.0,2,2,2,1,3,2,0,0
0,0.0,0,0.0,4,30.0,0.0,0.05,0.0,0.0,6,2,2,1,11,2,1,0
0,0.0,0,0.0,15,598.667,0.0,0.008,0.0,0.0,1,2,2,4,3,2,0,0
0,0.0,0,0.0,3,65.4,0.0,0.033,0.0,0.0,6,2,2,3,2,2,0,0
0,0.0,0,0.0,2,55.0,0.0,0.1,0.0,0.0,7,2,2,4,1,2,0,0
0,0.0,0,0.0,13,616.333,0.0,0.006,0.0,0.0,7,1,1,1,3,2,0,0
0,0.0,0,0.0,23,727.0,0.012,0.033,0.0,0.0,5,2,5,1,20,2,0,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,5,2,2,3,1,2,0,0
0,0.0,0,0.0,8,171.0,0.0,0.047,0.0,0.6,1,2,2,6,1,2,0,0
0,0.0,0,0.0,36,478.083,0.0,0.005,0.0,0.0,6,3,2,3,4,2,0,0
0,0.0,0,0.0,12,463.0,0.0,0.02,0.0,0.0,7,2,2,1,2,2,0,0
0,0.0,0,0.0,7,828.0,0.0,0.014,0.0,0.0,5,2,2,1,3,2,0,0
1,31.0,0,0.0,2,13.0,0.0,0.1,0.0,0.0,6,1,1,1,3,2,0,0
0,0.0,0,0.0,20,1698.5,0.0,0.014,0.0,0.0,1,1,1,1,3,2,0,0
0,0.0,0,0.0,23,583.667,0.0,0.0,0.0,0.0,5,2,2,1,2,2,0,0
0,0.0,0,0.0,2,27.0,0.0,0.05,0.0,0.0,7,3,2,2,3,2,0,0
5,105.0,0,0.0,6,39.0,0.0,0.012,0.0,0.0,5,3,2,4,2,2,0,0
0,0.0,0,0.0,6,16.0,0.0,0.06,0.0,0.0,2,2,2,3,3,2,0,0
0,0.0,0,0.0,7,142.5,0.0,0.05,0.0,0.0,6,2,6,1,20,2,0,0
0,0.0,0,0.0,1,28.2,0.067,0.1,0.0,0.0,6,2,2,1,3,2,0,0
0,0.0,0,0.0,28,584.0,0.0,0.047,0.0,0.0,6,3,2,1,2,2,0,0
0,0.0,0,0.0,24,878.817,0.008,0.039,0.0,0.0,5,2,2,1,4,2,0,0
0,0.0,0,0.0,6,967.0,0.011,0.043,0.0,0.0,7,1,1,1,3,2,1,0
0,0.0,0,0.0,23,1466.867,0.0,0.0,0.0,0.0,7,2,2,4,10,2,0,0
0,0.0,0,0.0,6,143.0,0.0,0.04,0.0,0.0,5,3,2,7,2,2,0,0
0,0.0,0,0.0,11,587.0,0.0,0.021,20.521,0.0,6,2,2,1,13,2,0,1
0,0.0,0,0.0,22,1027.0,0.0,0.02,0.0,0.0,7,2,2,1,1,2,0,0
4,91.0,0,0.0,27,584.333,0.0,0.012,0.0,0.0,6,1,1,1,3,0,1,0
0,0.0,0,0.0,4,46.0,0.0,0.022,0.0,0.0,1,3,2,3,2,2,0,0
0,0.0,0,0.0,20,735.333,0.017,0.016,0.0,0.4,6,1,4,4,2,2,1,0
0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.4,6,4,1,1,13,2,1,0
0,0.0,0,0.0,6,86.0,0.0,0.05,0.0,0.0,6,2,2,3,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,1,1,2,0,0
0,0.0,0,0.0,2,28.0,0.0,0.1,0.0,0.0,6,2,2,1,3,2,0,0
0,0.0,0,0.0,3,44.0,0.0,0.05,0.0,0.0,6,2,2,1,3,2,0,0
0,0.0,0,0.0,3,362.667,0.0,0.1,0.0,0.0,7,2,5,1,13,2,0,0
0,0.0,0,0.0,3,0.0,0.0,0.1,0.0,0.0,6,2,2,3,4,2,0,0
0,0.0,0,0.0,13,488.5,0.0,0.015,0.0,0.0,5,3,2,1,4,2,0,0
0,0.0,0,0.0,2,14.0,0.0,0.044,0.0,0.0,7,2,2,6,3,2,0,0
5,98.167,4,11.0,14,749.067,0.017,0.023,0.0,0.0,7,1,1,3,2,2,0,0
0,0.0,0,0.0,12,649.833,0.0,0.017,0.0,0.0,5,1,1,3,2,2,0,0
0,0.0,0,0.0,3,28.0,0.0,0.1,0.0,0.0,1,1,1,1,4,2,0,0
9,132.25,0,0.0,95,2614.942,0.002,0.0,0.0,0.0,6,3,2,1,1,2,0,0
0,0.0,0,0.0,22,1173.0,0.008,0.0,0.0,0.6,6,2,2,2,3,2,0,0
0,0.0,0,0.0,7,73.0,0.067,0.1,0.0,0.0,6,2,2,1,13,2,0,0
1,50.0,0,0.0,40,1486.876,0.0,0.007,0.0,0.0,6,1,1,2,2,0,0,0
0,0.0,0,0.0,6,9.0,0.0,0.033,0.0,0.0,5,2,2,1,13,2,0,0
1,7.0,0,0.0,27,1712.25,0.0,0.012,0.0,0.0,0,2,2,1,3,2,0,0
