,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
0,119.0,219.0,25.0,5.0,31.0,8.0,23.2349,14.4649,101.0,1.0,4.0,9.0,5.0,2918.5,12.0,12.0,501.0,98.0,16.0,80.0,855.7761,0.42,-1.0,-1.0,0
1,67.0,351.0,41.0,3.0,23.0,1.0,49.0584,-114.6783,118.0,0.0,3.0,8.0,9.0,2450.0,10.0,13.0,201.0,49.0,14.0,25.0,838.1824,-1.0,-1.0,-1.0,0
2,288.0,276.0,32.0,5.0,44.0,6.0,-10.1667,-73.75,142.0,1.0,5.0,11.0,3.0,3135.0,14.0,12.0,150.0,75.0,18.0,120.0,848.7692,0.39,-1.0,-1.0,0
3,44.0,163.0,19.0,2.0,51.0,5.0,5.9977,107.0342,175.0,0.0,4.0,6.0,6.0,1980.0,16.0,13.0,210.0,42.0,12.0,10.0,819.5064,-1.0,-1.0,-1.0,0
4,99.0,302.0,29.0,4.0,36.0,7.0,26.2349,17.4649,91.0,1.0,5.0,10.0,8.0,2695.0,11.0,12.0,180.0,63.0,15.0,40.0,863.7761,0.45,-1.0,-1.0,0
5,258.0,391.0,45.0,6.0,42.0,2.0,43.3344,-106.6783,59.0,1.0,3.0,7.0,4.0,2350.0,9.0,13.0,240.0,90.0,19.0,60.0,829.1824,-1.0,-1.0,-1.0,0
6,13.0,187.0,47.0,1.0,62.0,3.0,57.0479,1.4208,24.0,0.0,5.0,3.0,5.0,2478.5,13.0,12.0,192.3,108.1,21.0,220.0,832.6744,0.52,-1.0,0.84,0
7,220.0,393.0,49.0,6.0,40.0,1.0,31.2546,-96.5906,63.0,1.0,2.0,4.0,2.0,3546.1,15.0,12.0,97.0,25.0,13.0,0.6,781.1172,-1.0,-1.0,0.4,0
8,207.0,112.0,20.0,2.0,60.0,5.0,6.9977,107.0342,166.0,0.0,5.0,6.0,3.0,880.0,17.0,12.0,1740.0,54.4,24.0,190.0,807.1831,0.65,-1.0,-1.0,0
9,62.0,222.0,26.0,5.0,33.0,8.0,24.2349,15.4649,103.0,1.0,4.0,9.0,6.0,3018.5,12.0,13.0,511.0,96.0,17.0,90.0,865.7761,0.44,-1.0,-1.0,0
10,219.0,191.0,15.0,4.0,69.0,1.0,39.4213,-74.5215,96.0,1.0,5.0,9.0,5.0,1821.5,10.0,8.0,81.9,30.6,18.5,420.0,847.2132,0.41,-1.0,-1.0,0
11,297.0,249.0,11.0,3.0,61.0,2.0,45.2342,-64.2341,118.0,1.0,5.0,7.0,3.0,2010.0,13.0,10.0,49.5,22.5,12.0,1200.0,833.9014,0.38,-1.0,-1.0,0
12,176.0,136.0,20.0,1.0,56.0,5.0,51.5325,-0.1247,92.0,1.0,5.0,11.0,6.0,2750.0,8.0,9.0,93.0,41.4,15.0,900.0,859.8765,0.29,-1.0,0.81,0
13,261.0,221.0,14.0,5.0,72.0,4.0,28.3919,49.8313,109.0,0.0,5.0,6.0,8.0,2400.0,11.0,7.0,63.0,28.8,20.0,350.0,851.3947,0.46,-1.0,-1.0,0
14,315.0,278.0,16.0,4.0,65.0,6.0,42.2134,-71.2134,101.0,1.0,5.0,10.0,4.0,2900.0,9.0,8.0,75.0,34.5,16.0,500.0,843.6789,0.32,-1.0,-1.0,0
15,228.0,198.0,19.0,2.0,59.0,3.0,36.4213,-75.5215,85.0,1.0,5.0,8.0,5.0,2100.0,12.0,10.0,57.0,25.8,14.0,1100.0,837.2132,0.39,-1.0,-1.0,0
16,293.0,251.0,12.0,3.0,62.0,2.0,46.2342,-63.2341,115.0,1.0,5.0,7.0,3.0,2000.0,13.0,10.0,51.0,23.4,13.0,1300.0,835.9014,0.36,-1.0,-1.0,0
17,171.0,133.0,22.0,1.0,55.0,5.0,52.5325,-1.1247,89.0,1.0,5.0,11.0,6.0,2700.0,8.0,9.0,95.0,42.9,17.0,1000.0,861.8765,0.28,-1.0,0.82,0
18,255.0,215.0,13.0,5.0,70.0,4.0,29.3919,50.8313,106.0,0.0,5.0,6.0,8.0,2300.0,11.0,7.0,65.0,29.4,21.0,400.0,853.3947,0.45,-1.0,-1.0,0
19,309.0,272.0,17.0,4.0,64.0,6.0,43.2134,-70.2134,100.0,1.0,5.0,10.0,4.0,2800.0,9.0,8.0,77.0,35.1,18.0,550.0,845.6789,0.31,-1.0,-1.0,0
20,214.0,292.0,45.0,5.0,68.0,1.0,44.3133,94.235,141.0,1.0,3.0,9.0,7.0,2018.8,10.0,14.0,549.9,221.1,22.0,800.0,848.3519,-1.0,-1.0,0.72,0
21,340.0,317.0,51.0,7.0,25.0,6.0,27.4183,-81.5147,118.0,1.0,4.0,8.0,9.0,3567.4,8.0,13.0,31.2,10.8,19.0,190.0,902.3927,-1.0,-1.0,0.69,0
22,183.0,281.0,39.0,4.0,85.0,3.0,59.75,77.6333,176.0,1.0,2.0,4.0,6.0,2295.6,11.0,12.0,116.4,58.2,29.0,420.0,-1.0,-1.0,-1.0,0.76,0
23,245.0,306.0,42.0,5.0,63.0,8.0,40.8817,96.695,135.0,1.0,5.0,7.0,1.0,1949.2,9.0,10.0,461.1,230.5,24.0,950.0,859.3014,0.25,-1.0,-1.0,0
24,134.0,295.0,49.0,6.0,51.0,7.0,34.1497,-118.2433,113.0,2.0,5.0,3.0,8.0,528.4,10.0,16.0,251.7,125.8,32.0,2600.0,942.4938,0.13,-1.0,-1.0,0
25,361.0,270.0,35.0,3.0,88.0,0.0,67.2883,76.8833,181.0,1.0,2.0,1.0,4.0,1059.4,8.0,11.0,219.6,109.8,28.0,360.0,-1.0,-1.0,-1.0,0.71,0
26,97.0,87.0,47.0,6.0,114.0,9.0,48.9033,-112.2667,98.0,1.0,5.0,5.0,3.0,633.6,8.0,11.0,14.7,5.2,-1.0,120.0,834.8083,0.31,-1.0,-1.0,0
27,272.0,276.0,9.0,6.0,116.0,9.0,65.275,-126.8517,62.0,1.0,5.0,1.0,11.0,346.8,10.0,2.0,129.3,73.8,-1.0,5.0,834.8083,0.42,-1.0,-1.0,0
28,186.0,282.0,40.0,4.0,86.0,3.0,60.05,77.7,177.0,1.0,2.0,3.0,7.0,2303.4,12.0,12.0,118.2,59.1,27.0,450.0,-1.0,-1.0,-1.0,0.77,0
29,246.0,307.0,43.0,5.0,64.0,8.0,41.005,96.755,136.0,1.0,5.0,6.0,2.0,1953.6,10.0,10.0,463.5,231.7,23.0,960.0,859.3014,0.26,-1.0,-1.0,0
