,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
0,119.0,219.0,25.0,5.0,51.0,8.0,21.9873,-104.2364,93.0,1.0,4.0,9.0,5.0,1485.2,13.0,12.0,504.0,79.2,16.0,120.0,853.4199,0.41,-1.0,-1.0,0
1,67.0,298.0,32.0,3.0,24.0,1.0,49.0139,-123.2333,118.0,1.0,3.0,8.0,9.0,2018.5,10.0,11.0,480.0,43.8,14.0,80.0,789.0117,-1.0,-1.0,-1.0,0
2,258.0,137.0,19.0,5.0,46.0,6.0,35.7469,-120.4917,85.0,0.0,5.0,7.0,3.0,1149.1,14.0,13.0,720.0,106.8,18.0,220.0,816.3301,0.55,-1.0,-1.0,0
3,96.0,262.0,40.0,2.0,33.0,5.0,42.0683,-71.355,146.0,1.0,2.0,11.0,6.0,2467.8,16.0,11.0,540.0,65.4,12.0,60.0,837.8496,-1.0,-1.0,0.42,0
4,143.0,176.0,22.0,4.0,50.0,7.0,26.3028,-100.9833,101.0,0.0,5.0,3.0,1.0,1934.4,12.0,12.0,960.0,129.6,20.0,280.0,794.9565,0.58,-1.0,-1.0,0
5,52.0,249.0,29.0,3.0,42.0,2.0,45.5167,-122.75,132.0,1.0,4.0,10.0,8.0,1831.1,11.0,11.0,600.0,78.0,15.0,100.0,857.3304,-1.0,-1.0,-1.0,0
6,188.0,94.0,15.0,5.0,55.0,9.0,38.95,-104.6167,79.0,0.0,5.0,6.0,4.0,1411.9,15.0,13.0,840.0,109.2,19.0,240.0,805.2632,0.51,-1.0,-1.0,0
7,221.0,359.0,47.0,6.0,38.0,3.0,31.0333,-93.95,58.0,1.0,2.0,2.0,2.0,3151.4,18.0,11.0,108.0,25.2,11.0,0.6,774.5908,-1.0,-1.0,0.39,0
8,163.0,123.0,17.0,2.0,60.0,4.0,5.9833,106.0667,169.0,0.0,5.0,5.0,4.0,826.0,19.0,11.0,1800.0,58.8,23.0,190.0,802.3953,0.63,-1.0,-1.0,0
9,107.0,206.0,36.0,4.0,108.0,0.0,-11.9667,-72.4833,139.0,1.0,3.0,12.0,10.0,1882.0,7.0,11.0,75.6,64.8,13.0,1100.0,730.4155,-1.0,-1.0,-1.0,0
10,151.0,281.0,11.0,5.0,61.0,2.0,39.4111,93.6454,104.0,1.0,5.0,9.0,5.0,1848.0,10.0,8.0,201.6,30.6,18.0,420.0,851.2334,0.41,-1.0,0.68,0
11,219.0,191.0,25.0,4.0,49.0,1.0,28.695,77.1883,146.0,1.0,5.0,11.0,3.0,2362.0,13.0,10.0,129.6,43.8,15.0,310.0,808.0244,0.29,-1.0,0.82,0
12,162.0,258.0,14.0,3.0,55.0,5.0,44.9114,69.1789,118.0,1.0,5.0,7.0,6.0,2016.0,8.0,9.0,108.0,50.4,22.0,220.0,836.8164,0.38,-1.0,0.75,0
13,283.0,175.0,20.0,1.0,26.0,8.0,51.1111,10.4444,92.0,1.0,5.0,10.0,4.0,2511.0,11.0,7.0,187.2,34.2,12.0,380.0,819.0596,0.33,-1.0,0.81,0
14,148.0,299.0,10.0,6.0,58.0,6.0,41.25,87.5,125.0,1.0,5.0,8.0,7.0,2088.0,9.0,10.0,96.0,48.0,20.0,260.0,828.1299,0.42,-1.0,0.69,0
15,199.0,269.0,16.0,5.0,51.0,4.0,35.5556,97.2222,109.0,1.0,5.0,9.0,5.0,1944.0,12.0,8.0,144.0,30.0,16.0,400.0,848.3878,0.39,-1.0,0.72,0
16,277.0,189.0,22.0,2.0,28.0,7.0,49.1667,58.3333,85.0,1.0,5.0,11.0,3.0,2400.0,10.0,9.0,160.8,36.0,14.0,300.0,813.0556,0.31,-1.0,0.84,0
17,172.0,265.0,13.0,4.0,54.0,3.0,46.3889,71.1111,115.0,1.0,5.0,7.0,6.0,2064.0,8.0,10.0,120.0,51.0,24.0,280.0,840.5167,0.37,-1.0,0.76,0
18,258.0,203.0,19.0,1.0,27.0,9.0,52.7778,12.2222,97.0,1.0,5.0,10.0,4.0,2480.0,11.0,7.0,192.0,35.4,13.0,360.0,822.0345,0.34,-1.0,0.79,0
