duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
18,26,6,3,1,1,3,0,0,1,1,2,1,0,2,3,1,1,2,1,1453
30,22,3,1,1,1,4,0,1,2,2,1,1,1,3,3,1,1,2,4,3835
12,33,4,0,1,2,2,0,0,2,1,2,3,0,3,1,1,1,0,2,743
36,24,3,0,1,1,2,1,1,1,1,1,1,0,3,3,1,1,2,1,9624
60,36,0,2,1,2,4,1,1,3,1,4,0,1,3,1,1,4,2,4,7297
12,38,8,3,1,1,4,0,1,2,1,0,3,0,3,3,1,1,2,3,1155
12,23,7,3,1,1,2,0,1,1,1,4,1,1,3,3,1,2,2,3,3368
24,27,3,1,1,2,2,0,1,1,1,1,1,1,3,2,1,4,2,3,2444
36,45,4,0,1,2,4,1,1,3,1,2,1,1,3,1,1,2,2,2,8078
18,31,3,0,1,1,2,0,1,2,1,1,1,1,0,3,1,4,2,4,3502
24,37,4,0,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,4,3874
18,24,6,3,1,1,2,0,1,1,1,2,1,0,0,2,1,1,2,4,99
15,40,2,0,1,1,4,1,1,0,2,0,0,1,3,3,1,1,2,4,1275
48,25,0,0,1,1,2,1,1,2,1,2,1,0,3,4,1,1,2,4,3619
24,60,4,0,1,2,4,0,1,1,1,0,3,0,3,1,1,1,2,4,1736
15,59,4,2,1,1,4,1,0,3,1,0,3,1,1,3,1,4,2,1,5326
9,32,2,1,1,1,3,0,1,2,0,0,1,1,3,2,1,1,2,4,662
9,33,6,0,1,2,2,0,1,3,1,2,1,1,3,1,1,3,2,2,1141
15,36,4,0,1,1,3,1,1,2,1,1,3,1,3,3,1,1,2,4,1763
22,40,6,3,1,1,4,0,1,1,1,2,1,1,0,3,1,1,2,2,4267
36,26,6,0,1,2,2,1,1,3,1,2,0,0,3,2,1,1,2,4,4462
12,57,3,2,1,3,4,0,0,1,0,2,1,1,3,2,2,1,2,1,3239
9,50,2,1,1,1,3,0,1,2,1,0,1,1,3,1,1,4,2,4,1823
18,31,6,0,1,2,2,1,1,3,1,3,0,1,1,1,1,1,2,3,4282
48,34,0,3,1,2,4,0,1,3,1,3,1,1,3,1,1,4,2,4,7174
24,37,4,0,1,1,2,1,1,1,1,1,3,1,0,3,1,2,2,4,3874
