duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
12,23,6,3,1,1,1,0,1,2,1,2,3,1,0,1,1,1,2,1,3573
9,32,4,0,1,2,4,0,1,3,1,0,0,1,3,1,2,3,2,2,1632
15,35,2,0,1,2,4,1,1,3,1,0,1,1,3,1,1,3,2,4,3240
15,33,3,0,1,1,3,0,1,3,1,1,1,1,0,3,1,3,2,4,2573
10,64,9,0,1,1,4,0,1,3,0,2,1,1,3,3,1,1,0,1,2774
6,31,4,0,1,2,2,0,0,2,1,0,0,1,3,2,2,0,2,1,1445
24,20,2,2,1,1,4,1,1,2,2,0,1,0,3,2,1,1,2,4,1855
24,46,0,13,1,1,4,1,1,3,1,0,1,1,3,2,1,4,2,4,1745
18,34,0,3,1,1,2,0,1,3,1,2,1,1,0,4,1,1,2,2,2704
11,25,6,3,1,1,3,0,1,2,1,1,1,1,0,2,1,3,2,4,1292
18,26,6,3,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,3,1453
30,22,3,1,1,1,1,0,1,2,2,2,1,0,0,3,1,1,2,2,3832
12,33,6,1,1,1,3,0,0,3,1,4,3,0,3,3,2,4,2,4,662
36,24,9,0,1,2,4,1,1,1,1,3,1,1,3,1,1,4,2,2,9626
60,36,0,2,1,1,4,0,1,1,2,0,1,0,3,3,1,1,2,4,7297
12,20,6,3,1,1,2,1,1,1,2,2,0,1,3,3,2,1,2,2,1107
12,27,4,2,1,1,3,0,1,2,1,1,1,0,3,0,1,1,2,2,1212
48,46,0,0,1,2,2,1,1,3,1,2,1,1,3,1,1,4,2,1,7989
24,28,4,0,1,1,4,0,1,1,2,3,1,1,3,3,1,1,2,2,3114
18,31,3,0,1,1,2,0,2,1,1,3,1,1,3,1,1,2,2,4,1955
12,25,6,3,1,1,3,0,0,1,1,2,1,0,2,3,1,1,2,4,1495
48,50,4,2,1,1,2,1,1,1,0,3,0,0,3,3,2,4,2,4,7438
10,38,6,1,1,1,3,1,1,3,1,3,1,1,3,3,1,1,2,4,866
12,37,3,0,1,3,4,0,1,1,1,2,3,1,3,1,1,1,2,4,1806
24,37,3,2,1,1,4,1,1,2,0,2,1,0,3,3,1,1,0,4,3960
12,61,6,3,1,1,4,0,1,3,1,3,3,1,1,3,1,0,2,2,3057
24,24,4,3,1,1,2,0,2,1,1,2,0,0,0,3,1,4,2,4,1255
24,28,0,0,1,1,4,0,1,1,1,2,0,0,3,3,1,1,2,4,1253
30,44,9,0,1,2,3,1,1,3,1,0,1,1,3,1,1,1,2,3,2822
18,28,6,3,1,1,2,0,0,0,1,2,1,0,3,3,1,0,0,4,1975
12,23,6,3,1,1,1,0,1,2,1,2,3,1,0,1,1,1,2,1,3573
36,33,6,0,1,1,3,1,1,2,1,3,1,1,3,1,1,0,2,2,7986
12,32,6,3,1,1,2,1,1,3,1,2,3,1,0,3,1,1,2,3,2650
24,25,0,3,1,1,2,1,1,1,1,2,1,0,0,3,1,1,1,4,4779
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1207
24,39,5,0,1,2,3,1,1,2,1,2,0,0,3,1,2,1,2,4,11960
12,49,4,3,1,1,2,0,1,3,1,2,3,1,1,3,1,1,2,4,639
10,31,9,3,1,1,4,0,1,3,2,1,1,1,0,3,1,4,2,1,2062
6,30,6,0,1,1,3,1,1,2,2,1,0,1,2,3,1,1,2,4,2065
9,36,4,3,1,2,2,0,1,1,2,2,1,1,3,1,2,1,2,2,2795
6,62,1,3,1,1,4,0,1,3,1,2,1,1,1,3,1,3,2,1,1338
18,23,7,3,1,1,4,0,1,3,1,1,1,0,0,3,1,1,2,4,1943
9,26,2,3,1,1,3,0,1,3,1,2,1,1,3,3,1,1,2,4,1610
21,36,0,0,1,1,4,1,0,1,2,2,1,1,3,4,1,4,2,2,5516
18,34,4,3,1,2,1,0,0,0,1,2,2,0,3,2,1,1,2,4,1149
18,25,6,3,1,2,4,0,1,2,1,1,1,1,3,2,1,1,2,3,1958
48,27,0,0,1,2,2,1,1,1,1,2,1,0,0,4,1,1,2,4,1151
36,23,4,3,1,1,2,1,1,2,2,0,1,1,0,3,1,1,2,4,1746
24,46,5,2,0,1,4,1,1,1,1,0,1,1,3,1,1,1,2,4,1368
6,32,4,3,1,1,2,0,1,2,1,2,3,0,0,0,2,1,1,1,1076
9,23,2,3,1,1,4,1,1,1,1,1,1,0,0,1,1,0,2,4,1155
15,21,7,0,1,2,2,0,1,1,1,2,1,0,3,3,1,1,2,2,2606
9,67,6,3,1,2,4,0,1,1,1,0,3,1,3,1,1,1,2,4,1084
11,26,3,3,1,1,2,1,1,0,1,2,1,1,0,1,1,1,2,1,1924
6,31,0,1,1,2,2,0,0,2,1,0,1,1,0,1,1,1,2,1,1449
24,20,6,1,1,2,4,1,1,2,2,4,0,0,0,3,1,1,2,4,1968
18,33,4,0,1,1,4,1,0,1,2,3,0,1,2,3,1,2,2,4,1704
12,34,6,0,1,1,4,0,1,3,1,4,0,1,3,3,1,1,2,4,1365
6,35,4,0,1,1,4,1,1,2,1,3,1,1,3,3,1,1,2,4,50
24,25,6,0,1,1,2,0,0,0,1,3,1,1,3,3,1,1,2,4,5152
24,36,0,3,1,2,4,1,1,0,1,2,1,1,3,1,1,0,2,2,1275
45,29,0,0,1,2,4,0,1,1,2,0,1,0,3,4,1,1,2,2,11816
24,33,3,1,1,1,1,0,1,1,1,4,1,0,1,3,1,2,2,1,2359
24,25,3,1,1,1,4,0,0,2,1,1,1,0,0,3,1,1,2,2,4736
24,29,6,0,1,1,2,1,1,3,1,3,1,1,3,3,1,4,2,2,3872
18,44,3,0,1,1,3,0,1,1,2,0,1,0,0,3,1,1,2,2,2292
10,60,8,0,1,1,4,1,1,3,1,0,1,1,3,3,1,4,2,1,1924
36,24,3,0,1,1,4,0,1,0,1,2,1,0,0,3,1,1,2,4,1927
6,23,6,1,1,2,2,0,1,1,1,2,1,0,3,3,1,1,0,4,451
24,37,4,0,1,1,2,1,1,2,1,3,1,1,3,4,1,1,2,4,11528
18,24,6,3,1,1,2,0,1,1,1,2,1,1,3,3,1,1,2,3,3375
15,40,2,0,1,1,4,1,1,0,2,0,1,0,3,3,1,1,2,3,1307
12,30,4,0,1,1,2,0,1,2,1,3,3,1,3,1,1,3,2,1,3229
6,50,0,1,1,2,4,0,1,3,1,0,1,0,3,1,1,1,2,3,352
6,41,4,3,1,2,2,0,1,1,1,2,3,0,3,2,2,1,1,1,1352
12,63,4,3,1,2,4,0,1,3,0,0,1,1,3,2,1,4,2,4,1593
6,34,0,0,1,2,4,1,1,3,1,2,1,0,3,1,1,1,2,3,1324
9,41,4,1,1,2,4,0,1,3,1,3,1,1,3,2,1,3,2,2,1820
15,46,4,3,1,1,1,0,1,3,0,2,0,1,3,3,2,1,2,4,1420
12,53,4,3,1,1,4,0,1,3,1,0,3,1,1,3,1,2,2,2,1345
12,23,4,1,1,1,4,0,1,2,1,0,1,1,0,3,1,1,2,2,1924
12,26,9,3,1,1,4,0,1,1,1,1,0,1,3,3,1,1,2,4,1922
26,27,9,0,1,2,4,1,0,3,1,2,1,1,3,3,1,1,2,4,2927
18,27,5,0,1,2,4,0,1,3,1,2,1,1,0,1,1,1,2,2,1609
15,35,4,3,1,1,4,0,1,3,0,0,1,1,3,3,1,3,2,3,392
24,21,7,0,1,1,2,0,1,1,1,2,1,1,2,3,1,1,2,2,2406
12,27,3,3,1,1,3,0,1,2,1,2,1,1,3,3,1,1,2,4,1170
18,33,6,3,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,2,3565
18,36,0,3,1,2,2,1,1,3,1,3,1,1,3,1,1,4,2,4,1461
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1207
24,39,5,0,1,2,3,1,1,2,1,2,0,0,3,1,2,1,2,4,11960
12,49,4,3,1,1,2,0,1,3,1,2,3,1,1,3,1,1,2,4,640
10,31,9,3,1,1,4,0,1,3,2,1,1,1,0,3,1,4,2,1,2901
6,30,6,0,1,1,3,1,1,2,2,1,0,1,2,3,1,1,2,4,2063
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1207
18,39,19,0,1,2,4,1,2,2,1,2,1,0,3,3,1,1,2,4,11938
15,30,13,3,1,1,2,0,1,2,1,2,1,1,2,3,1,0,2,3,5048
48,21,0,0,1,2,4,0,1,2,1,2,1,1,3,2,1,1,2,2,7199
48,40,4,3,1,2,4,1,1,2,1,0,1,0,3,1,2,1,2,4,17427
18,26,6,3,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,3,1551
