duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
6,31,0,1,1,2,2,1,1,2,1,3,1,1,3,3,2,4,2,1,1449
9,24,4,3,1,1,4,0,1,1,2,2,1,0,0,3,1,1,2,4,1332
15,24,0,3,1,1,4,0,1,1,2,2,1,0,0,3,1,1,2,2,3235
12,30,4,0,1,1,3,1,1,1,1,4,0,0,3,1,1,1,2,1,2052
18,35,0,1,1,1,4,0,1,3,1,0,1,1,3,3,1,4,2,4,2679
6,32,4,3,1,1,2,0,1,2,1,3,3,1,1,1,1,0,2,1,2577
36,23,2,3,1,1,4,1,1,1,2,1,1,0,0,1,1,1,2,4,1862
12,21,7,3,1,1,2,0,1,2,1,2,3,0,0,3,1,1,2,1,5168
12,26,6,1,1,1,2,1,1,3,1,2,1,1,3,3,1,1,2,2,1516
42,26,0,3,1,1,2,1,1,1,2,1,1,0,3,3,1,1,2,4,7858
18,34,0,1,1,2,2,0,0,0,1,2,1,1,0,3,1,1,2,4,1141
18,25,4,1,1,2,4,1,1,2,2,1,1,1,0,0,1,2,2,1,3617
18,64,4,4,1,2,4,0,1,1,0,2,3,0,3,1,2,1,2,4,1554
39,29,4,2,1,1,2,0,1,1,1,2,1,1,3,3,1,0,2,2,8113
24,27,9,0,1,1,2,0,1,3,1,2,1,1,3,1,1,3,2,4,1237
12,25,6,0,1,1,4,0,1,2,1,2,1,1,3,3,1,1,2,1,1155
24,23,4,0,1,2,4,0,1,1,2,1,1,0,0,3,1,1,2,4,2462
24,20,4,3,1,2,4,1,1,3,2,2,1,0,0,3,1,1,2,2,4139
30,47,7,0,1,1,2,0,1,2,1,0,1,0,3,3,1,1,2,3,1287
18,33,6,0,1,1,3,1,1,3,1,2,1,0,0,3,1,1,2,4,1973
12,40,6,3,1,2,3,0,0,3,1,2,3,1,2,2,1,0,2,2,1107
24,39,3,2,1,2,2,1,1,1,2,2,1,0,3,4,1,1,2,4,2471
30,25,0,0,1,1,2,0,0,2,1,2,1,0,4,3,1,1,2,4,2383
24,23,6,1,1,2,2,1,1,3,2,1,1,0,2,1,1,1,2,3,3225
18,25,6,0,1,1,1,0,1,2,1,1,1,0,3,3,1,1,2,4,1884
12,53,4,3,1,1,4,0,1,3,1,0,3,1,1,3,1,4,2,2,2864
24,26,9,0,1,1,4,0,1,2,1,1,1,1,3,3,1,4,2,4,1945
24,26,0,3,1,1,2,0,1,3,1,2,1,1,0,3,1,4,2,4,1774
30,26,9,0,1,1,4,0,1,3,1,2,1,1,0,3,1,2,2,4,2289
18,36,4,0,1,2,3,1,0,3,1,2,1,1,3,1,2,1,2,3,3368
24,37,4,0,1,1,2,1,1,2,1,1,3,1,0,1,1,1,2,1,8152
12,24,4,3,1,1,4,0,1,1,2,2,1,1,0,1,1,1,2,4,2268
6,24,4,3,1,1,3,0,1,1,2,2,1,1,3,1,1,1,2,2,2405
18,25,3,0,1,1,4,1,1,2,1,2,1,0,0,3,1,1,2,1,3054
24,23,9,2,1,2,4,0,1,1,2,2,1,0,3,3,1,1,2,4,2746
12,49,3,3,1,1,4,0,1,1,1,0,3,0,3,3,1,1,2,3,1155
12,36,9,0,1,2,2,0,1,3,0,3,1,1,3,3,2,4,2,2,2479
36,28,9,0,1,1,4,1,1,3,2,3,1,1,3,3,1,1,2,4,6625
24,47,6,1,1,1,4,1,1,1,1,0,0,1,3,2,2,4,2,1,3481
18,25,6,0,1,1,1,0,1,1,1,1,1,1,0,3,1,3,2,4,1287
6,32,4,3,1,1,2,0,0,2,1,2,3,0,0,0,2,2,0,2,783
9,24,2,3,1,1,4,0,1,1,2,1,1,1,3,3,1,1,2,4,1129
15,27,9,0,1,2,3,0,1,3,1,3,1,1,0,1,1,4,2,4,1242
21,44,4,3,1,2,4,1,1,3,1,2,3,1,3,1,1,1,2,2,4136
4,36,4,2,1,1,2,1,1,2,0,2,1,1,3,3,1,1,2,4,1543
12,20,6,3,0,1,2,1,1,1,2,2,3,0,0,1,1,1,2,1,1076
24,27,5,0,1,1,3,1,1,2,0,3,1,1,0,3,1,1,2,3,3527
48,42,4,0,1,1,3,0,0,1,0,0,1,0,3,1,1,1,2,4,7471
30,28,0,3,1,2,2,0,1,2,1,2,1,1,3,1,1,1,2,1,7971
6,28,4,0,1,2,2,1,0,1,2,2,1,1,2,1,1,2,2,2,2406
12,26,0,3,0,1,2,1,1,3,1,2,1,1,2,3,1,1,2,2,1076
6,31,4,1,1,1,3,0,1,0,1,2,1,1,3,2,2,4,2,1,1891
15,31,0,0,1,2,4,0,1,2,1,0,1,0,3,2,2,1,2,4,2062
36,32,4,0,1,2,4,0,1,3,1,3,1,1,3,3,2,1,2,4,2273
9,27,4,2,1,2,3,0,1,1,1,2,1,0,2,1,1,1,2,4,1154
24,37,4,0,1,1,2,1,1,2,1,1,1,1,0,3,1,3,2,4,3872
18,24,6,3,1,1,2,0,1,1,1,2,1,1,2,3,1,1,2,1,79
