AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
89,12,88,175,13,38,0,8,0,0,7,0,-8,0,-7,33,42,0,0,100,1,2,12,1
85,24,82,154,5,50,0,8,0,0,7,1,0,2,-7,21,69,1,16,100,4,2,25,1
62,32,60,156,1,89,3,8,0,0,7,1,-7,4,-7,15,-8,1,76,100,13,1,17,0
59,6,65,193,1,50,1,8,2,2,6,4,1,1,-7,0,-8,3,75,100,2,-8,7,0
77,35,81,276,7,33,0,6,0,0,6,0,7,1,22,34,61,0,0,97,2,3,38,1
72,32,73,259,12,83,2,8,0,0,7,1,0,0,-7,41,60,1,56,100,3,7,32,1
78,18,84,170,5,50,0,8,0,0,7,0,12,1,-7,39,84,0,0,100,1,2,18,1
52,22,59,107,2,58,2,2,1,1,0,4,0,4,2,30,44,4,37,96,6,3,27,0
68,16,69,188,14,80,0,2,1,1,0,0,6,0,8,47,79,0,26,94,2,2,17,0
59,31,75,117,1,43,2,8,0,0,7,1,0,1,-7,19,98,1,29,100,3,3,32,0
84,23,83,263,14,70,0,6,0,0,6,0,0,0,52,52,54,0,6,96,4,3,23,1
75,11,60,294,2,78,0,2,2,3,0,0,-7,1,2,25,74,0,28,56,5,2,16,0
68,17,68,181,19,75,2,5,0,1,6,1,0,0,21,39,50,1,61,90,4,2,23,0
55,31,63,80,7,80,4,8,0,0,7,4,-7,1,-7,13,-8,4,58,100,11,1,46,0
85,9,88,140,10,50,0,8,0,0,7,0,-7,1,-7,0,-8,0,1,100,3,-8,9,1
59,27,79,150,11,50,0,8,0,0,7,4,2,1,-7,33,77,4,8,100,2,3,27,1
65,14,84,155,17,60,0,8,0,0,7,0,12,0,-7,21,-8,0,17,100,2,1,15,1
93,10,69,169,4,80,2,4,1,2,6,1,0,1,26,31,92,1,66,85,5,1,13,0
75,17,75,206,19,60,1,6,0,0,6,0,0,0,24,56,58,0,47,94,2,2,18,0
85,27,81,328,1,41,0,8,0,0,7,0,-7,4,-7,18,101,0,12,100,5,2,25,1
48,8,64,106,4,80,1,2,1,1,6,1,0,1,12,22,94,1,66,89,4,1,9,0
59,20,64,209,3,83,3,6,0,0,6,1,0,5,15,25,78,1,90,90,6,4,20,0
48,2,67,56,33,0,-8,3,6,6,0,0,-8,0,27,33,-8,0,0,67,0,-8,3,0
64,24,61,186,2,83,1,5,0,1,6,1,0,5,19,45,90,1,49,79,4,1,29,0
83,25,75,310,1,62,1,8,0,0,7,1,-7,4,-7,32,83,1,28,100,3,4,13,1
82,30,85,194,4,42,0,8,0,0,7,2,2,1,-7,26,-8,2,4,100,3,1,34,0
93,16,90,230,2,50,0,8,0,0,7,0,7,3,-7,17,-8,0,5,100,4,1,18,1
65,23,70,-8,4,94,2,6,0,0,6,5,-7,2,58,35,68,5,31,96,9,4,23,0
85,20,81,160,3,50,0,8,0,0,7,1,3,1,-7,32,56,1,26,100,2,2,22,1
84,15,88,294,5,50,0,8,0,0,7,1,4,2,-7,53,82,1,2,100,2,2,15,1
72,16,63,130,5,71,-8,2,4,4,6,0,0,1,16,44,38,0,13,72,1,3,20,0
74,17,84,196,3,50,0,6,0,0,6,3,1,1,36,53,74,3,0,94,0,3,17,1
61,19,69,206,3,100,0,6,0,0,4,0,18,4,1,47,82,0,12,89,5,3,19,1
54,26,72,214,8,76,1,6,0,0,6,2,0,3,65,30,-8,2,56,96,10,3,27,0
63,16,63,161,8,88,2,8,0,0,7,2,0,2,-7,56,76,2,69,100,5,2,16,0
68,23,72,213,4,50,1,6,0,0,6,0,-7,4,23,21,95,0,44,96,4,2,24,1
84,20,73,131,3,93,2,8,0,0,7,4,-7,6,-7,60,50,4,48,100,4,8,14,0
68,20,70,203,3,79,1,4,1,1,6,0,0,3,14,40,10,0,43,80,7,3,25,1
79,14,69,243,6,100,1,8,0,0,7,1,0,1,-7,44,93,1,85,100,5,1,16,0
67,28,62,141,9,89,2,5,0,1,6,0,0,3,50,43,89,0,84,97,4,4,30,0
94,19,60,236,11,60,1,5,2,3,3,0,0,1,6,40,31,0,107,90,1,2,21,0
57,18,70,132,2,71,2,8,0,0,7,4,-7,2,-7,10,-8,4,74,100,5,-8,8,0
79,18,67,247,14,46,1,5,0,1,4,0,6,0,4,20,50,0,25,80,4,2,21,1
48,22,68,129,3,75,2,3,1,1,6,2,0,4,57,22,84,2,49,92,4,3,24,0
87,24,55,162,7,80,3,6,0,0,4,2,0,1,0,54,61,2,81,96,6,4,25,0
48,4,68,106,11,100,-8,6,0,0,6,1,-7,1,67,75,28,1,-8,75,-8,2,4,0
90,37,77,281,9,62,1,8,0,0,7,1,0,1,-7,38,53,1,34,100,3,4,37,0
67,26,69,172,2,44,0,6,0,0,4,6,0,1,2,33,-8,5,18,96,3,1,27,0
79,40,79,171,7,46,0,8,0,0,7,1,3,3,-7,17,79,1,16,100,4,2,41,1
74,24,84,138,5,57,0,6,0,0,6,1,0,1,30,57,-8,1,5,96,3,1,28,0
91,18,61,178,12,82,0,5,1,2,3,0,-7,0,2,20,20,0,35,89,6,3,22,1
60,30,54,134,2,50,1,6,0,0,4,3,0,4,11,32,53,3,26,85,5,2,16,0
59,15,79,128,6,33,1,8,0,0,7,2,0,2,-7,7,-8,2,30,100,2,-8,16,0
84,35,63,174,7,54,1,5,0,1,3,1,0,2,9,59,49,1,25,87,2,5,37,1
52,12,80,99,9,14,0,8,0,0,7,1,1,2,-7,8,-8,1,10,100,1,-8,12,0
65,27,73,109,3,35,1,8,1,1,7,1,0,2,-7,15,51,1,13,100,4,2,28,1
93,30,75,351,8,57,0,6,0,0,4,1,-7,1,1,7,-8,1,9,90,7,-8,28,1
87,29,76,165,6,71,1,3,1,1,6,0,0,3,49,65,58,0,31,95,4,6,43,1
78,17,84,169,30,30,0,8,0,0,7,0,0,0,-7,24,35,0,0,100,1,2,17,1
66,11,65,185,3,63,1,3,3,3,6,1,-7,4,60,17,98,1,65,92,3,2,12,1
69,34,71,179,7,50,1,8,0,0,7,1,0,3,-7,29,83,1,34,100,7,3,34,0
71,19,88,152,2,50,0,8,0,0,7,1,0,2,-7,65,100,1,9,100,1,2,20,1
67,22,66,177,5,80,2,8,1,1,7,1,0,3,-7,32,85,1,66,100,5,2,23,1
54,21,75,98,2,67,1,8,0,0,7,1,0,1,-7,13,-8,1,36,100,7,1,24,1
90,36,64,213,4,100,3,6,0,0,6,1,0,1,19,39,68,1,81,90,9,3,39,0
66,15,68,122,3,50,3,6,0,0,6,0,8,1,37,27,-8,0,66,93,4,1,15,0
66,41,79,165,7,86,1,8,0,0,7,4,0,3,-7,51,80,3,8,100,8,4,30,0
80,12,70,114,11,71,0,6,0,0,6,0,0,1,16,42,-8,0,34,92,4,2,12,0
61,38,71,185,4,65,0,8,0,0,7,1,5,3,-7,34,71,1,32,100,7,4,23,1
75,27,76,150,17,42,1,6,0,0,6,2,0,0,30,22,-8,2,14,96,4,1,27,1
85,24,83,161,3,50,0,8,0,0,7,1,-7,1,-7,21,75,1,5,100,4,2,8,1
65,14,64,210,1,50,0,6,1,1,6,1,0,3,6,38,-8,1,27,88,3,1,16,1
86,25,85,192,2,63,0,8,0,0,7,1,-7,2,-7,41,68,1,28,100,2,3,29,1
48,13,67,113,5,86,1,6,0,0,6,0,6,3,30,54,90,0,90,92,3,3,13,0
59,3,74,123,2,67,0,5,0,1,4,6,0,1,7,57,99,5,5,57,1,1,7,0
92,26,75,216,7,67,0,6,0,0,6,1,1,1,18,37,62,1,23,89,6,3,27,0
76,16,79,206,4,33,0,6,0,0,6,3,0,1,21,25,-8,3,11,94,1,1,16,1
83,20,73,138,15,43,0,8,1,1,7,0,-7,0,-7,20,-8,0,13,100,2,1,21,1
74,24,83,210,3,40,0,8,0,0,7,3,0,3,-7,29,87,3,11,100,2,2,24,0
62,11,73,159,2,100,0,2,1,1,6,3,0,3,32,54,99,3,46,92,4,2,13,0
52,22,64,103,1,58,2,6,1,1,6,5,1,3,26,38,77,5,29,88,4,3,24,0
68,22,59,216,7,50,3,6,0,0,4,2,0,3,6,9,-8,2,44,82,6,1,22,0
61,31,70,125,6,74,2,8,0,0,7,5,0,3,-7,9,77,5,32,100,10,2,38,1
92,10,88,232,5,60,0,8,0,0,7,0,-8,1,-7,70,83,0,0,100,0,3,12,1
71,26,85,146,2,67,0,8,0,0,7,1,3,3,-7,50,97,1,7,100,3,3,28,1
69,22,71,194,11,67,1,6,0,0,4,1,0,1,6,23,6,1,21,86,6,2,22,0
68,28,75,138,5,79,0,8,0,0,7,1,2,2,-7,54,82,1,0,100,1,14,29,1
64,16,84,144,12,67,0,8,0,0,7,4,1,0,-7,25,-8,4,5,100,1,1,16,1
71,27,84,175,5,75,1,8,0,0,7,0,5,2,-7,22,-8,0,13,100,2,1,29,1
74,11,85,118,13,75,0,8,0,0,7,0,-8,0,-7,73,84,0,5,100,1,2,11,0
74,21,74,340,11,69,1,6,0,0,6,1,0,1,20,29,81,1,33,95,7,2,21,0
85,26,87,182,8,44,0,8,0,0,7,0,7,2,-7,48,-8,0,0,100,2,2,27,1
58,18,84,184,4,50,1,8,0,0,7,0,0,4,-7,33,-8,0,6,100,2,1,18,1
74,23,77,142,6,75,1,8,0,0,7,1,0,1,-7,29,77,1,21,100,2,2,24,1
52,22,64,103,1,58,2,6,1,1,6,5,1,3,26,38,77,5,29,88,4,3,24,0
68,17,72,202,9,83,0,6,0,0,4,0,-7,2,11,35,20,0,17,88,3,2,17,0
68,18,65,208,9,83,2,6,0,0,6,1,0,2,17,42,73,1,51,89,2,3,18,1
58,21,82,418,9,29,0,8,0,0,7,2,1,1,-7,24,-8,2,5,100,1,1,37,1
54,21,54,123,6,78,1,6,0,0,4,0,0,3,4,42,45,0,63,88,4,3,26,1
68,15,60,194,8,100,2,6,0,0,4,0,-7,2,2,33,50,0,57,93,3,2,15,0
51,29,65,108,4,74,2,6,0,0,6,0,0,3,69,45,108,0,58,97,8,6,29,1
71,33,77,197,10,30,1,8,0,0,7,0,8,1,-7,15,-8,0,37,100,2,1,33,1
77,24,89,181,22,44,0,8,0,0,7,5,0,0,-7,13,-8,4,0,100,3,1,24,1
91,23,63,232,4,82,1,6,0,0,4,4,0,3,2,48,3,4,30,83,6,3,23,0
89,12,88,175,13,38,0,8,0,0,7,0,-8,0,-7,33,42,0,0,100,1,2,12,1
71,29,73,264,3,62,0,6,0,0,6,0,0,5,25,21,72,0,14,93,9,3,29,1
84,29,72,260,6,50,1,8,0,0,7,2,0,3,-7,24,69,2,53,100,3,2,29,0
86,21,61,148,21,100,1,2,3,3,5,4,-7,0,16,71,27,4,63,88,2,5,24,0
74,24,84,138,5,57,0,6,0,0,6,1,0,1,30,57,-8,1,5,96,3,1,28,0
81,18,80,161,8,100,0,6,0,0,6,5,-7,1,44,33,-8,4,7,94,3,1,28,1
65,18,83,166,2,63,0,6,0,0,6,1,-7,3,57,32,64,1,12,95,2,3,19,1
69,11,66,204,8,80,0,5,0,1,4,0,0,2,10,75,92,0,0,83,0,3,12,0
84,29,74,167,8,71,0,6,0,0,6,1,0,3,5,34,44,1,24,97,4,3,29,1
52,18,80,126,8,67,0,8,0,0,7,1,0,4,-7,16,74,1,2,100,2,2,19,1
72,13,66,217,6,100,0,6,1,1,6,0,0,1,14,64,89,0,36,71,3,2,14,0
68,33,73,199,15,40,2,8,0,0,7,0,-7,0,-7,33,88,0,26,100,3,3,13,1
