AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
60,15,72,111,18,75,1,6,0,0,6,0,0,0,53,47,19,0,69,93,2,2,15,1
84,31,66,107,30,38,0,6,0,0,4,2,0,0,2,32,-8,2,15,97,4,2,4,0
70,10,70,269,2,90,0,4,3,3,6,1,0,3,70,15,91,0,24,85,7,1,13,1
68,24,55,129,5,80,2,2,1,2,0,0,0,1,0,30,85,0,39,74,6,2,29,0
76,40,80,179,3,60,2,8,0,0,7,0,0,4,-7,24,24,0,22,100,7,2,41,1
68,34,63,200,6,77,3,6,0,0,6,1,0,1,14,60,68,1,38,97,6,4,35,1
65,9,65,109,17,100,1,8,0,0,7,1,2,0,-7,44,63,1,102,100,2,2,9,1
64,32,66,201,8,100,2,5,0,1,6,1,-7,2,14,11,65,1,69,80,8,2,25,0
64,27,58,237,3,67,4,6,0,0,4,0,7,5,10,15,86,0,61,85,11,3,52,1
68,33,63,196,2,47,1,5,0,1,3,1,3,5,2,32,45,1,12,97,4,3,38,1
68,18,74,176,5,57,0,5,0,1,6,1,4,1,15,47,64,1,30,95,2,2,19,1
73,35,85,158,1,24,0,7,0,0,6,0,10,1,-7,34,94,0,2,100,2,2,38,1
79,21,75,258,2,45,0,2,1,1,6,1,2,4,41,29,62,1,3,96,2,2,24,0
70,7,56,113,26,50,-8,2,4,6,0,1,0,0,4,58,-8,1,0,50,0,1,13,0
61,23,69,190,8,75,1,6,0,0,4,0,0,2,1,30,70,0,41,96,6,3,23,0
60,25,81,134,2,100,0,8,0,0,7,1,-7,2,-7,15,48,1,32,100,6,3,27,1
57,21,54,113,6,90,1,5,1,2,4,1,0,4,8,55,96,1,76,86,5,4,22,1
92,24,80,211,2,64,0,6,0,0,6,1,3,1,39,12,-8,1,14,96,7,1,26,1
80,34,61,159,5,62,1,6,0,0,4,1,4,2,2,60,71,1,23,86,3,4,35,0
59,38,74,111,5,41,1,8,0,0,7,0,0,2,-7,21,76,0,22,100,5,4,38,1
81,13,66,145,8,60,-8,2,1,1,6,1,0,1,15,36,64,0,0,71,0,3,14,0
91,23,68,216,4,80,1,2,1,1,6,2,-7,6,52,54,90,2,42,88,6,2,26,0
70,37,77,154,2,64,1,6,0,0,6,10,1,7,35,53,99,10,28,98,3,4,45,1
80,42,79,368,3,48,1,8,0,0,7,0,9,3,-7,14,78,0,19,100,9,2,42,1
79,18,68,148,2,63,1,6,0,0,6,3,-7,1,25,38,100,3,58,90,2,2,21,1
68,24,68,144,12,83,0,2,1,2,3,1,0,0,6,15,28,1,38,85,8,1,28,0
90,13,63,137,23,67,1,6,0,0,4,0,-7,0,3,15,-8,0,41,69,3,1,13,0
70,17,66,160,5,78,1,2,1,1,0,0,0,2,2,37,89,0,40,89,4,3,19,0
74,24,84,80,13,43,0,8,0,0,7,2,1,0,-7,21,-8,2,14,100,2,1,2,1
91,15,85,319,3,50,0,8,0,0,7,5,0,2,-7,24,-8,5,3,100,2,1,17,0
66,13,68,133,10,100,0,6,0,0,4,0,0,1,0,69,75,0,29,85,1,1,13,0
79,40,74,371,6,47,2,8,0,0,7,0,0,4,-7,23,13,0,28,100,6,2,43,1
61,27,80,231,3,45,0,8,0,0,7,0,18,4,-7,33,92,0,10,100,3,2,25,0
60,11,61,223,5,56,1,6,0,0,6,0,7,1,24,9,-8,0,38,91,4,1,8,1
71,19,70,258,1,82,3,2,1,2,6,0,-7,2,33,17,54,0,69,91,6,3,43,0
79,14,87,165,5,33,0,8,0,0,7,1,4,4,-7,20,-8,1,3,100,1,1,15,1
82,29,82,128,2,86,0,8,0,0,7,0,0,3,-7,33,90,0,8,100,11,3,30,1
84,21,75,195,10,75,0,8,1,1,6,0,7,0,-7,29,-8,0,6,100,4,1,21,1
80,16,57,264,8,100,3,6,0,0,4,0,0,1,4,47,49,0,85,94,6,5,17,0
62,14,72,172,1,89,1,6,0,0,4,2,0,1,11,60,61,2,24,93,4,4,15,0
54,10,66,185,9,100,0,5,1,2,6,1,1,2,33,77,66,1,56,92,2,3,13,0
86,12,88,160,5,25,0,8,0,0,7,1,0,1,-7,8,-8,1,27,100,1,1,12,1
58,29,68,147,2,85,1,6,0,0,6,3,0,4,21,47,63,3,31,84,7,4,32,0
64,18,62,206,4,100,1,6,0,0,6,4,0,3,34,67,57,4,73,78,4,1,18,0
79,19,86,219,4,14,0,6,0,0,6,2,-7,1,-8,32,-8,2,2,95,1,-8,19,0
69,13,63,202,2,78,2,6,0,0,6,1,3,4,16,40,92,1,52,67,5,2,15,1
68,21,81,198,7,50,1,8,0,0,7,1,3,1,-7,29,90,1,13,100,3,2,21,1
77,25,74,191,7,80,1,8,0,0,7,1,3,2,-7,36,90,1,25,100,5,3,25,1
51,31,66,122,0,82,2,8,0,0,7,17,0,6,-7,62,68,14,40,100,5,4,37,0
81,20,76,232,3,75,3,8,0,0,7,1,0,3,-7,35,94,1,46,100,4,5,20,1
73,21,85,162,21,50,0,8,0,0,7,0,-7,0,-7,29,51,0,19,100,2,3,21,1
57,10,84,96,18,100,-8,8,0,0,7,0,0,0,-7,60,-8,0,-8,100,-8,1,10,0
87,21,81,176,4,42,0,8,0,0,7,2,1,1,-7,33,56,2,16,100,2,2,21,1
83,25,78,256,2,33,2,8,0,0,7,1,3,1,-7,19,-8,1,34,100,4,1,27,1
55,10,72,82,3,67,0,5,0,1,4,0,10,1,7,82,92,0,0,73,0,4,11,1
71,14,87,229,2,71,0,8,0,0,7,0,10,2,-7,47,91,0,7,100,2,3,15,0
86,28,71,239,7,79,0,5,0,1,3,0,-7,2,9,28,28,0,60,90,7,3,29,1
74,22,75,175,1,50,1,3,1,1,6,3,0,2,44,36,-8,3,64,96,2,3,25,0
54,8,64,142,10,100,0,3,2,2,6,3,0,3,54,33,87,3,57,89,3,2,10,1
68,30,63,206,5,100,2,6,0,0,6,1,0,2,13,39,65,1,73,87,6,3,30,0
70,16,68,141,3,100,3,2,1,2,6,3,0,2,69,42,95,3,86,89,6,2,19,0
85,24,68,137,4,85,0,6,0,0,4,1,3,2,10,38,68,1,15,88,7,3,24,1
65,24,73,123,4,71,1,8,0,0,7,1,0,1,-7,38,80,1,68,100,3,7,24,1
54,16,59,172,5,55,2,6,0,0,4,0,0,3,0,47,13,0,64,82,3,3,17,0
68,13,66,128,15,60,0,5,0,1,4,1,0,0,7,25,64,1,18,63,4,1,16,0
59,20,64,209,3,83,3,6,0,0,6,1,0,5,15,25,78,1,90,90,6,4,20,0
69,15,68,184,4,50,2,2,1,1,4,0,0,1,6,18,-8,0,21,76,4,1,17,0
77,30,81,156,1,27,0,8,0,0,7,3,1,3,-7,13,98,3,16,100,2,2,31,1
72,31,76,147,1,33,0,6,0,0,6,1,0,3,25,36,-8,1,10,97,2,1,36,1
67,20,72,313,14,44,2,6,0,0,6,0,14,0,-8,19,65,0,77,95,2,2,31,1
67,15,68,181,11,80,2,6,0,0,4,0,0,1,6,33,50,0,75,93,3,2,15,0
65,25,63,84,2,50,2,6,0,0,4,2,-7,2,0,50,98,2,46,96,3,1,7,0
58,19,61,92,16,60,0,2,3,4,4,0,0,0,10,57,-8,0,3,78,2,1,23,0
70,7,65,112,5,75,1,2,2,2,6,3,-7,1,60,56,77,3,65,78,1,2,9,0
80,32,68,-8,3,87,2,6,0,0,6,2,1,4,21,16,-8,2,32,97,11,1,0,0
79,44,79,288,4,53,1,8,0,0,7,0,11,4,-7,28,93,0,27,100,7,2,47,1
57,16,70,92,11,67,0,6,0,0,6,0,0,1,16,44,61,0,37,88,1,3,16,1
64,28,75,129,18,58,1,8,0,0,7,0,0,0,-7,25,-8,0,59,100,2,5,28,1
67,22,65,105,10,86,0,2,2,3,6,4,0,1,43,48,75,4,46,88,2,4,25,0
74,22,73,162,3,100,1,6,0,0,6,1,2,2,40,45,79,1,80,86,3,3,22,1
80,26,72,226,8,75,1,6,0,0,6,0,9,3,36,26,78,0,44,96,4,3,27,1
60,19,73,192,4,88,2,6,0,0,6,2,0,3,40,42,95,2,29,95,4,3,19,0
61,24,67,166,3,100,3,6,0,0,6,3,1,3,44,54,63,3,74,96,5,4,24,1
51,28,69,134,1,61,3,2,1,1,6,2,1,7,23,21,53,2,28,97,8,3,33,1
66,15,85,162,8,80,0,8,0,0,7,0,8,1,-7,40,42,0,14,100,2,3,15,1
57,21,81,207,6,43,0,8,0,0,7,0,7,3,-7,29,-8,0,6,100,2,1,21,1
87,24,79,187,13,25,0,6,0,0,6,2,2,0,21,25,-8,2,6,96,1,1,24,1
64,31,77,221,0,45,0,6,0,0,6,1,-7,4,14,51,88,0,9,94,3,6,36,0
76,31,68,168,13,60,3,6,0,0,4,1,2,0,1,16,-8,1,42,97,8,1,31,0
73,15,77,278,0,64,2,6,0,0,6,0,0,2,38,31,-8,0,22,94,6,1,16,0
54,24,77,252,4,64,1,8,0,0,7,2,3,3,-7,42,78,2,15,100,4,5,37,0
73,31,66,220,2,70,2,2,1,1,5,1,0,3,13,24,32,1,33,88,5,2,34,1
90,15,77,206,11,67,1,8,0,0,7,0,10,1,-7,27,-8,0,38,100,3,1,20,1
64,15,72,126,12,75,2,8,0,0,5,2,0,0,-7,47,69,2,77,100,4,2,15,0
74,10,80,177,3,100,1,8,0,0,7,0,0,1,-7,45,48,0,26,100,4,3,11,1
64,27,58,237,3,67,4,6,0,0,4,0,7,5,10,15,86,0,61,85,11,3,52,1
59,32,68,116,1,67,1,6,0,0,6,4,0,1,21,12,100,4,25,94,3,1,35,0
52,14,64,162,1,100,4,8,0,0,7,1,0,4,-7,38,74,1,59,100,7,1,16,0
84,31,63,257,12,70,5,6,0,0,6,4,0,0,14,29,73,4,70,97,10,3,61,0
64,13,70,-8,7,100,0,2,1,1,6,0,-7,2,29,36,83,0,54,93,4,2,14,1
77,24,55,181,5,90,2,5,0,1,3,2,4,4,1,62,67,2,69,96,5,4,26,0
63,20,81,133,15,25,0,8,0,0,7,0,11,0,-7,35,-8,0,5,100,1,1,20,1
72,8,84,127,16,100,0,8,0,0,7,0,6,0,-7,75,52,0,13,100,1,4,8,1
80,27,77,206,5,70,0,6,0,0,6,2,0,2,31,43,60,2,31,96,5,2,28,1
51,31,66,122,0,82,2,8,0,0,7,17,0,6,-7,62,68,14,40,100,5,4,37,0
58,21,82,418,9,29,0,8,0,0,7,2,1,1,-7,24,-8,2,5,100,1,1,37,1
64,19,68,135,5,82,1,5,0,2,6,0,0,4,12,52,92,0,41,90,7,2,21,1
64,15,63,175,3,75,0,5,0,1,4,4,0,3,3,24,-8,4,11,65,5,1,17,0
64,16,84,144,8,86,0,8,0,0,7,0,-7,1,-7,44,75,0,16,100,3,2,16,1
90,15,77,206,11,67,1,8,0,0,7,0,10,1,-7,27,-8,0,38,100,3,1,20,1
75,35,74,186,5,33,1,8,0,0,7,5,1,4,-7,26,-8,5,25,100,3,1,36,1
80,32,68,-8,3,87,2,6,0,0,6,2,1,4,21,16,-8,2,32,97,11,1,0,0
68,20,68,213,3,73,1,2,1,1,0,0,9,3,8,38,62,0,39,90,6,3,21,0
74,11,61,175,15,80,2,6,1,1,4,1,-7,0,10,27,77,0,71,82,3,1,13,0
80,22,88,219,3,50,1,8,0,0,7,0,5,2,-7,54,-8,0,0,100,2,2,26,0
65,14,83,-8,33,100,-8,8,0,0,7,1,-7,0,-7,29,-8,1,-8,100,-8,1,17,0
63,15,87,147,9,60,0,8,0,0,7,0,-8,1,-7,47,91,0,6,100,1,2,15,1
78,33,64,244,2,64,0,6,0,0,4,4,0,3,1,53,4,4,19,92,3,4,37,1
70,10,69,165,3,100,2,2,1,2,6,2,0,1,62,54,-8,2,90,85,5,1,13,0
83,12,70,152,9,33,0,5,0,1,6,2,0,2,16,14,-8,2,27,86,1,1,14,1
71,19,70,258,1,82,3,2,1,2,6,0,-7,2,33,17,54,0,69,91,6,3,43,0
75,17,66,139,2,100,1,6,0,0,5,1,0,1,64,33,-8,1,69,89,7,1,18,0
58,18,60,126,12,80,2,6,0,0,4,2,0,0,3,33,79,2,73,94,5,2,18,0
87,22,65,519,7,83,1,6,0,0,4,2,1,1,8,33,-8,2,65,92,4,1,24,0
64,33,73,121,9,92,1,8,0,0,6,2,0,4,-7,35,64,2,35,100,10,2,34,1
81,21,75,197,38,83,1,8,0,0,7,0,0,0,-7,57,30,0,76,100,2,4,21,1
68,18,84,208,9,56,0,8,0,0,7,0,0,1,-7,33,47,0,2,100,2,2,18,1
75,26,74,215,5,50,1,6,0,0,6,0,11,1,23,35,29,0,43,96,3,3,15,0
70,19,70,270,9,55,3,8,0,0,7,0,0,2,-7,40,78,0,50,100,4,2,20,0
71,24,68,165,7,75,0,6,0,0,6,2,1,2,0,38,65,2,45,88,4,4,24,1
75,22,77,184,9,64,1,8,0,0,7,0,0,2,-7,29,64,0,22,100,5,3,24,0
48,16,60,160,3,63,1,6,0,0,4,2,4,4,5,31,74,2,65,81,2,3,16,1
58,32,70,110,3,93,2,3,1,2,6,0,15,3,27,40,80,0,44,86,6,7,36,1
81,31,80,459,2,64,0,8,0,0,7,0,10,3,-7,50,66,0,29,100,2,4,37,1
64,28,74,264,11,44,1,6,0,0,6,5,-7,1,29,29,-8,5,37,96,5,2,58,0
74,24,82,140,5,30,0,5,0,1,6,1,0,2,43,30,-8,1,5,93,2,1,25,0
69,16,66,175,2,63,0,5,0,1,3,2,3,1,3,28,100,2,28,94,3,2,18,1
67,22,83,141,9,63,0,8,0,0,7,0,0,1,-7,45,67,0,6,100,2,3,22,1
66,19,76,219,2,70,0,8,0,0,7,2,0,3,-7,20,16,2,44,100,5,2,20,0
59,17,68,114,23,60,0,6,0,0,4,1,0,0,4,44,48,1,35,83,2,2,18,1
80,17,66,188,3,89,-8,6,0,0,4,3,1,3,4,82,95,3,6,88,1,7,17,0
68,21,70,224,21,29,0,6,0,0,6,3,0,0,23,38,44,3,23,90,1,1,21,0
84,9,90,172,30,29,0,8,0,0,7,0,-7,0,-7,33,-8,0,4,100,1,1,9,1
81,19,75,189,15,40,1,8,0,0,7,1,2,0,-7,5,-8,1,45,100,3,-8,20,1
58,17,74,172,8,55,0,6,0,0,4,0,7,1,5,41,72,0,4,94,2,4,17,1
62,33,55,201,4,61,4,6,0,0,4,2,-7,5,6,30,70,2,71,88,6,5,33,0
55,26,82,132,5,40,0,8,0,0,7,0,10,1,-7,12,-8,0,19,100,2,1,26,1
81,28,65,159,13,88,1,6,1,1,6,2,0,0,40,63,79,2,58,90,4,3,29,1
83,20,73,185,7,57,0,6,0,0,6,0,15,1,57,14,15,0,19,95,2,2,19,1
69,15,89,200,1,75,0,8,0,0,7,1,0,1,-7,28,-8,1,3,100,2,1,18,1
93,28,82,201,4,33,0,5,0,1,6,0,-7,2,72,7,99,0,3,97,4,1,9,1
78,34,81,176,5,42,0,8,0,0,7,2,-7,3,-7,22,-8,2,5,100,3,1,36,0
79,28,75,220,3,70,2,8,0,0,7,1,0,2,-7,31,64,1,75,100,3,3,29,0
79,23,79,180,3,70,0,3,1,2,6,0,18,2,77,32,54,0,14,92,5,2,26,1
84,6,66,175,14,80,-8,5,0,1,4,0,0,0,1,29,91,0,112,57,2,1,7,0
55,14,78,106,5,67,0,8,0,0,7,1,0,1,-7,21,-8,1,36,100,3,1,14,0
71,26,72,320,4,85,1,6,0,0,6,3,5,4,40,38,82,3,30,92,6,4,26,1
81,21,76,197,9,78,0,8,0,0,7,1,0,2,-7,36,64,1,49,100,3,3,22,1
54,26,72,214,8,76,1,6,0,0,6,2,0,3,65,30,-8,2,56,96,10,3,27,0
66,30,57,164,6,82,1,5,0,1,4,1,0,2,2,52,52,1,40,90,7,4,31,0
64,15,72,126,12,75,2,8,0,0,5,2,0,0,-7,47,69,2,77,100,4,2,15,0
86,19,77,166,2,70,0,8,0,0,7,2,2,3,-7,20,-8,2,44,100,5,2,20,0
68,27,74,202,23,46,0,6,0,0,4,0,0,0,7,30,48,0,16,93,3,3,27,0
92,23,84,273,16,40,0,8,0,0,7,1,0,0,-7,17,-8,1,19,100,2,2,23,1
66,19,72,134,8,100,1,8,0,0,7,0,0,1,-7,47,79,0,75,100,3,4,19,0
73,25,66,190,2,100,1,2,5,5,6,2,0,3,63,59,121,2,94,88,4,4,35,0
69,24,73,-8,0,27,1,6,0,0,6,2,0,4,10,20,78,2,8,88,1,2,0,1
72,29,71,135,6,50,1,8,1,1,6,0,0,2,-7,34,-8,0,31,100,3,1,29,0
89,12,65,228,7,100,1,3,2,2,6,1,0,2,80,57,-8,1,92,93,1,1,15,1
63,14,75,175,1,82,1,8,0,0,7,2,0,3,-7,20,98,2,31,100,6,3,15,0
