AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
59,20,71,97,9,75,3,8,0,0,7,0,0,1,-7,65,77,0,84,100,3,6,20,0
89,23,75,173,11,67,1,8,0,0,7,1,0,1,-7,25,43,1,46,100,3,3,24,1
71,25,79,197,0,40,1,8,0,0,7,1,0,2,-7,30,-8,1,41,100,2,1,27,0
55,14,81,158,1,67,0,8,0,0,7,1,2,2,-7,38,60,1,17,100,3,3,16,1
65,9,57,138,22,100,1,6,0,0,4,1,0,0,3,56,12,1,30,89,2,2,9,0
79,26,72,335,8,50,1,8,1,1,0,1,-7,1,-7,35,68,1,26,100,4,2,19,0
81,24,71,227,7,33,0,5,0,1,3,1,0,3,3,8,89,1,4,80,2,2,25,0
77,25,86,152,5,50,0,8,0,0,7,1,0,1,-7,24,12,1,7,100,1,2,25,1
94,23,61,274,5,54,1,6,0,0,4,2,3,2,5,30,89,2,39,96,4,3,23,1
64,23,73,256,2,64,2,8,0,0,7,3,-7,4,-7,46,96,3,60,100,3,3,25,0
77,13,73,311,7,88,2,8,0,0,7,0,0,2,-7,46,93,0,69,100,5,2,13,0
72,21,84,136,3,37,0,8,0,0,7,1,4,1,-7,33,99,1,2,100,1,5,21,1
52,22,65,103,1,58,1,6,0,0,6,4,0,3,26,38,77,3,37,88,4,3,24,0
57,21,74,92,10,70,0,2,2,2,6,0,0,1,45,29,64,0,21,92,4,3,24,0
81,21,72,197,40,78,2,6,1,1,6,0,-7,0,37,46,21,0,66,95,4,3,24,1
51,10,75,169,2,100,0,8,0,0,7,2,0,3,-7,77,78,2,19,100,1,4,13,0
90,21,68,165,20,67,1,3,1,1,4,0,0,0,6,52,57,0,55,87,3,3,23,0
65,23,73,116,23,62,1,8,0,0,7,1,1,0,-7,39,70,1,25,100,3,4,23,1
92,31,59,247,4,47,3,5,3,4,6,4,2,3,44,21,-8,3,53,97,5,1,33,1
77,40,83,177,6,62,0,5,0,1,6,1,0,3,49,54,70,1,19,98,3,5,41,1
91,55,77,324,5,70,2,8,0,0,7,0,0,2,-7,35,67,0,51,100,9,4,76,0
74,32,81,198,8,63,0,7,0,0,6,0,15,1,-7,64,38,0,17,100,3,2,33,1
54,20,64,159,1,86,2,5,0,1,5,2,0,2,20,52,94,2,42,89,4,2,27,1
62,20,83,116,2,44,0,8,0,0,7,1,-7,2,-7,24,41,1,12,100,2,2,21,1
91,26,82,279,3,75,0,8,0,0,7,0,-7,2,-7,50,63,0,23,100,5,4,27,1
63,17,78,167,4,78,1,8,0,0,7,2,0,2,-7,41,91,2,42,100,4,3,17,0
74,24,55,367,2,100,4,6,0,0,4,7,0,10,8,46,63,6,77,96,6,4,26,0
72,24,55,312,3,55,1,3,1,3,3,1,-7,6,1,22,71,1,18,78,10,2,27,1
78,17,59,-8,4,70,1,6,0,0,4,2,0,2,1,29,80,2,53,76,4,3,0,0
63,17,77,123,13,100,1,8,0,0,7,1,2,0,-7,55,63,1,46,100,3,4,20,1
84,14,84,285,20,25,0,8,0,0,7,0,20,0,-7,14,-8,0,32,100,1,1,14,1
78,32,68,168,8,89,1,6,0,0,6,1,1,2,44,57,92,1,57,94,5,4,35,1
70,10,64,112,2,67,0,2,2,2,6,1,1,1,21,31,59,1,24,85,3,2,13,1
67,13,82,354,1,43,0,8,0,0,7,1,1,3,-7,13,-8,1,14,100,2,1,15,0
66,19,66,167,26,81,0,3,1,2,1,0,-7,0,1,23,23,0,26,77,6,4,23,0
58,15,68,108,3,70,1,6,0,0,6,0,0,1,23,25,78,0,31,81,4,3,16,0
58,18,69,137,6,86,2,7,1,1,5,0,-7,3,-7,70,65,0,81,95,4,2,20,0
79,16,63,203,2,91,1,6,0,0,4,3,-7,1,3,47,77,3,55,59,7,3,17,0
70,16,78,216,4,40,0,5,0,1,6,1,4,2,26,26,-8,1,22,79,3,1,19,1
87,18,86,275,13,50,0,8,0,0,7,0,0,0,-7,33,-8,0,8,100,4,-8,18,1
73,25,66,190,2,100,1,2,5,5,6,2,0,3,63,59,121,2,94,88,4,4,35,0
73,12,64,172,4,60,1,5,1,2,4,0,0,2,7,23,-8,0,3,73,4,1,15,0
87,9,88,163,11,40,0,6,0,0,6,0,0,1,-8,20,-8,0,2,90,2,-8,10,0
70,16,62,142,3,89,1,2,2,2,6,0,-7,2,13,44,99,0,48,89,5,3,21,0
62,10,58,125,14,83,1,6,5,5,4,2,0,0,1,60,-8,2,81,80,3,2,10,1
63,24,61,162,5,43,0,2,2,7,4,4,0,1,11,44,85,4,46,75,1,2,32,0
58,36,78,179,3,50,2,8,0,0,7,0,0,4,-7,22,99,0,19,100,6,2,36,0
48,13,64,180,3,86,1,6,1,1,6,1,0,3,41,62,31,1,75,92,2,4,14,0
74,25,71,178,22,70,0,6,0,0,4,0,0,0,5,40,45,0,20,92,5,2,25,0
83,21,73,188,2,44,0,6,0,0,4,1,2,1,7,23,73,1,12,91,2,2,22,1
69,11,69,211,2,100,3,6,0,0,6,2,-7,3,-8,36,77,2,95,93,4,3,12,0
78,33,77,206,4,81,0,6,0,0,6,3,0,3,69,36,83,3,29,97,8,5,33,1
