AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
87,14,78,220,3,71,1,8,0,0,7,1,3,1,-7,63,50,1,86,100,2,3,16,1
90,28,85,326,6,50,1,8,0,0,7,0,0,2,-7,18,77,0,14,100,3,2,28,1
80,44,77,158,6,39,2,8,0,0,7,0,0,2,-7,16,55,0,11,100,6,3,44,1
58,24,78,151,10,58,1,8,0,0,7,0,0,2,-7,21,73,0,36,100,4,2,24,0
55,14,74,151,9,70,2,6,0,0,6,1,1,2,30,21,77,1,49,93,5,2,14,0
68,21,62,108,14,80,0,2,3,4,6,1,0,0,13,51,80,1,18,82,1,2,24,0
92,25,80,263,1,75,0,6,0,0,6,0,-8,2,56,32,-8,0,27,93,4,3,28,1
83,20,75,183,2,67,1,2,1,1,6,0,-7,2,62,39,61,0,22,96,3,3,23,1
70,31,72,413,10,43,1,6,0,0,6,1,0,2,54,74,-8,1,25,97,2,1,31,1
92,40,80,250,5,45,1,8,0,0,7,2,0,3,-7,17,-8,2,19,100,7,1,42,0
63,21,68,170,1,64,0,6,1,1,6,3,-7,5,45,36,65,3,26,95,4,3,24,0
91,24,67,210,36,70,2,5,0,1,6,2,0,0,21,32,7,2,75,80,3,4,25,1
68,21,75,171,2,62,0,8,0,0,7,1,0,1,-7,9,101,1,19,100,6,2,24,1
64,22,77,199,18,63,0,6,0,0,6,0,0,0,22,46,54,0,0,96,1,4,24,0
66,40,72,150,3,50,1,5,0,1,6,0,0,3,26,41,67,0,27,95,3,4,41,1
69,20,65,228,2,63,1,6,0,0,4,1,0,3,4,41,39,1,30,91,3,3,22,0
85,36,70,254,2,92,5,8,0,0,7,0,0,4,-7,38,30,0,66,100,9,2,40,1
80,31,69,327,1,90,6,8,0,0,7,1,1,3,-7,24,60,1,91,100,10,3,10,0
71,29,84,172,3,40,0,8,0,0,7,0,0,4,-7,34,-8,0,17,100,3,1,29,1
72,16,68,130,5,43,0,5,0,1,3,1,-7,1,5,47,-8,1,35,89,3,-8,21,0
75,36,68,299,10,91,4,8,0,0,7,0,-7,2,-7,25,32,0,73,100,7,3,37,1
94,44,79,210,10,38,0,6,0,0,6,1,0,1,19,27,48,1,8,98,3,3,45,1
85,18,84,409,10,33,0,8,0,0,7,5,0,2,-7,17,-8,5,19,100,3,-8,6,1
61,19,75,326,5,100,1,8,0,0,7,1,0,4,-7,5,-8,1,20,100,6,1,19,1
