target,Dcl,Ao,Iy,Aa,Sh
0,0.355,0.356,0.497,0.076,1.253
0,0.181,0.562,0.148,1.453,-0.073
1,0.845,0.398,2.126,0.12,-0.77
0,1.504,1.277,-0.451,0.252,-0.214
0,0.327,0.591,0.236,1.126,-0.176
0,-0.485,2.258,0.252,1.065,0.343
0,-0.321,2.32,0.208,0.74,0.15
0,1.044,0.701,2.069,0.159,-0.623
0,0.468,0.406,1.568,0.253,1.673
0,-0.13,0.584,0.102,2.995,-0.053
0,-0.381,2.842,-0.143,1.834,-0.089
1,1.336,1.65,1.805,0.535,-0.458
1,0.755,0.443,0.65,0.195,0.758
1,1.298,0.65,1.893,0.302,-0.499
0,-0.281,1.729,-0.127,1.151,-0.081
1,0.768,0.454,0.713,0.195,0.72
0,0.684,2.497,0.532,0.385,-0.406
0,0.795,1.573,0.349,1.482,-0.166
1,1.195,0.594,0.942,0.115,-0.477
0,-0.413,2.572,0.373,1.914,-0.166
0,0.327,0.591,0.236,1.126,-0.176
0,-0.321,2.32,0.229,1.061,0.162
0,1.497,0.654,2.21,0.134,0
0,-0.107,0.651,0.128,2.331,-0.052
0,0.828,2.996,-0.32,0.636,-0.179
1,1.435,0.884,-0.516,0.567,-0.307
0,-0.43,2.519,-0.169,1.146,-0.11
0,0.467,0.268,1.537,0.109,1.551
0,-0.356,1.985,0.214,1.03,-0.256
0,0.327,0.591,0.236,1.126,-0.176
0,0.45,1.288,0.442,2.237,-0.23
0,-0.111,0.707,-0.067,2.08,0.063
0,0.467,0.402,-0.607,0.167,1.807
0,-0.107,0.365,0.091,2.751,0.084
0,0.502,1.654,0.34,0.439,-0.175
0,-0.387,2.243,-0.202,0.5,0
0,0.327,0.591,0.236,1.126,-0.176
1,0.742,0.557,-1.242,0.117,0
0,-0.321,2.31,0.208,0.74,0.15
0,-0.478,2.328,-0.221,0.89,0.156
0,0.355,1.016,0.435,2.955,0.598
0,0.468,0.406,1.568,0.253,1.673
0,0.339,1.165,0.224,1.116,0.161
1,0.63,0.82,1.777,0.151,-0.828
0,1.02,1.135,0.486,2.603,-0.139
0,-0.337,2.311,-0.138,1.435,0.135
0,-0.601,2.421,-0.245,0.85,-0.136
0,0.158,-0.22,0.09,2.696,0.078
1,1.501,0.496,0.652,0.596,0.705
1,0.893,0.791,1.416,0.912,0.563
1,1.936,1.641,-0.367,1.363,-0.153
0,0.828,2.67,-0.26,0.634,-0.156
0,0.356,0.307,-0.594,0.074,0
0,0.443,0.329,1.537,0.134,1.551
0,0.179,0.482,0.133,2.637,-0.05
0,0.828,2.67,-0.26,0.879,-0.132
0,-0.467,2.204,0.228,0.813,-0.131
0,-0.112,0.65,0.131,2.324,-0.052
0,-0.481,2.364,0.321,0.329,-0.117
0,1.436,0.36,-0.266,2.956,-0.128
0,0.468,0.406,-0.607,0.173,1.807
0,0.795,2.156,0.688,0.389,1.2
0,1.943,1.072,-0.603,0.218,-0.226
0,0.513,1.325,0.373,2.035,-0.135
0,0.945,0.531,1.748,0.122,0
0,-0.232,1.396,0.133,1.52,-0.081
0,0.355,0.892,0.315,1.925,1.147
0,0.509,1.457,0.27,1.766,0.797
0,-0.606,3.344,-0.343,0.556,-0.159
0,0.845,1.983,-0.238,0.641,-0.123
1,1.666,2.194,0.488,0.834,-0.16
0,0.158,0.266,0.194,2.756,-0.063
0,0.739,2.501,0.526,0.642,-0.199
0,0.992,2.528,0.406,0.492,-0.187
0,0.327,0.591,0.236,1.126,-0.176
0,0.327,0.591,-0.081,2.996,-0.055
0,0.509,1.457,0.27,1.766,0.797
0,0.755,0.536,2.177,0.237,-0.769
0,0.978,1.344,0.492,0.267,0.254
0,-0.143,0.529,-0.084,2.705,0.139
0,-0.134,0.557,0.18,3.132,-0.066
0,1.173,1.315,0.55,0.337,-0.398
0,0.587,0.589,2.079,0.166,-0.769
0,-0.13,0.728,0.102,1.462,0.091
0,0.587,0.589,2.079,0.166,-0.769
0,0.158,0.266,0.194,2.756,-0.063
1,0.766,0.378,0.692,0.099,0.502
0,0.951,0.671,2.188,0.121,0
0,-0.346,1.78,-0.127,1.925,-0.085
0,-0.477,2.467,0.494,0.311,-0.168
0,0.979,1.431,0.473,0.741,0.233
0,1.764,1.592,0.682,0.487,-0.41
0,0.404,0.368,1.21,0.236,2.13
0,0.404,0.299,0.694,0.111,0
0,-0.321,2.31,0.208,0.74,0.15
0,0.945,2.04,-0.511,0.557,1.753
0,0.153,-0.393,-0.082,3.802,-0.055
0,0.179,0.482,0.133,2.638,-0.05
0,-0.452,2.597,-0.209,0.733,-0.142
0,0.176,0.294,0.214,2.509,-0.068
0,0.513,0.337,1.485,0.096,0
1,0.742,0.557,-1.242,0.117,0
0,0.404,0.368,1.22,0.236,2.13
1,0.643,0.617,1.657,0.216,0
0,-0.134,0.471,-0.076,2.925,0.119
0,0.443,0.329,1.537,0.134,1.551
0,0.339,1.165,-0.1,0.767,-0.065
0,-0.363,1.996,0.194,0.518,-0.122
0,-0.264,1.625,-0.114,2.025,0.107
1,1.781,0.768,1.657,1.309,-0.414
0,0.845,2.169,-0.253,0.502,-0.158
0,-0.477,2.759,-0.174,1.292,-0.125
0,-0.467,2.204,0.348,0.557,0
0,0.485,1.697,0.284,1.466,-0.18
0,-0.452,2.765,0.233,0.307,-0.129
1,0.893,0.791,1.416,0.912,0.563
0,1.554,2.348,-0.378,0.706,-0.173
0,0.43,0.463,0.257,1.894,0.292
0,0.739,2.584,0.408,0.266,-0.143
0,0.513,0.337,1.485,0.096,0
1,0.749,0.666,-0.366,0.2,1.391
1,0.643,0.617,1.657,0.208,-0.786
0,-0.128,-0.306,-0.087,3.773,-0.065
1,0.65,0.596,2.122,0.672,-0.553
0,0.16,0.788,0.133,1.871,-0.159
0,0.181,0.562,0.148,1.453,-0.072
0,-0.111,0.707,-0.067,2.09,0.063
0,0.45,1.288,0.442,2.236,-0.23
1,1.516,0.609,0.618,0.223,0
0,0.16,0.788,0.133,1.871,-0.159
0,-0.415,1.999,-0.193,0.836,-0.125
0,0.992,2.528,0.406,0.483,-0.174
1,0.508,0.698,0.776,0.178,0
1,0.933,0.569,2.165,0.249,-1.034
0,0.739,2.584,0.408,0.266,-0.143
0,-0.385,2.319,-0.161,1.306,0.225
0,1.877,1.63,-0.571,0.468,0
0,1.044,0.701,1.934,0.157,-0.782
0,0.404,0.368,1.21,0.236,2.13
1,1.321,0.697,1.713,-0.115,0
0,-0.264,1.547,-0.085,2.026,0.088
0,0.37,0.327,-0.084,2.221,0.063
0,-0.232,1.396,-0.109,1.446,0.086
0,-0.232,1.396,-0.121,1.46,0.095
0,-0.477,2.32,0.617,1.601,0.791
0,0.979,1.431,0.473,0.741,0.233
0,-0.436,2.302,0.284,0.797,-0.168
0,1.436,1.234,-0.554,0.243,-0.275
0,-0.449,2.766,-0.219,0.764,-0.132
0,0.176,0.294,0.214,2.509,-0.068
0,0.829,1.896,1.479,0.997,-0.4
1,0.65,0.596,2.123,0.672,-0.553
0,0.45,1.288,0.442,2.236,-0.23
0,-0.478,2.408,0.33,0.33,-0.148
0,-0.421,2.686,0.322,0.254,0.53
0,-0.111,0.707,-0.067,2.101,0.063
0,0.845,0.35,1.463,2.515,-0.372
0,0.356,1.439,0.391,2.56,0.324
1,1.688,0.988,1.48,0.704,-1.12
0,1.943,0.867,-0.625,0.287,-0.394
1,0.749,0.666,1.345,0.225,0
0,-0.601,2.421,-0.241,0.85,-0.129
1,1.637,0.596,1.056,0.271,0
0,0.827,1.673,0.721,0.199,0
1,1.527,0.837,2.826,0.295,-0.816
0,0.153,0.29,0.162,2.41,-0.062
0,-0.321,1.968,0.195,1.031,-0.413
0,-0.606,3.345,-0.343,0.58,-0.159
1,0.634,0.376,0.671,0.072,0.878
0,0.459,0.295,0.62,0.125,-0.96
0,-0.606,3.344,-0.343,0.438,-0.159
0,-0.13,0.584,-0.087,3.909,0.057
0,0.978,1.344,0.492,0.267,-0.16
0,0.327,1.372,0.217,1.639,-0.1
0,0.443,0.329,1.537,0.134,1.551
0,0.739,2.584,0.408,0.266,-0.143
0,1.883,1.108,-0.506,0.651,0.417
0,0.327,1.108,0.204,1.838,-0.135
0,-0.423,2.748,-0.184,0.832,-0.12
0,-0.344,1.405,0.195,1.376,-0.261
1,1.73,0.494,0.887,1.021,-0.244
0,0.795,2.156,0.688,0.389,1.2
1,1.488,0.893,1.385,1.402,-0.652
0,1.792,0.497,0.866,0.314,1.159
0,1.064,0.472,-0.234,2.898,-0.099
0,0.509,1.457,0.27,1.766,0.797
0,0.513,1.325,0.373,2.035,-0.135
0,-0.414,1.861,0.189,0.638,-0.112
1,1.702,0.603,1.233,0.47,1.604
0,1.764,0.813,1.109,0.184,0
0,-0.481,2.082,0.225,0.437,-0.116
0,-0.128,0.882,0.112,2.158,0.11
1,0.905,0.567,1.194,0.417,0
1,1.73,0.494,0.887,1.021,-0.244
0,1.02,2.437,-0.387,0.591,-0.174
0,-0.107,0.557,0.14,1.936,-0.206
1,0.766,0.688,2.2,0.345,1.909
0,0.978,2.52,-0.317,0.476,-0.173
0,-0.128,-0.36,-0.092,3.624,-0.071
0,0.502,1.654,0.394,1.058,-0.406
0,-0.481,2.328,0.285,0.34,-0.111
0,-0.413,2.572,0.373,1.914,-0.166
0,1.554,1.275,-0.418,0.456,-0.364
1,1.531,0.855,2.315,0.638,-0.658
1,0.788,0.486,1.553,0.543,-0.668
0,0.179,0.482,0.133,2.638,-0.052
0,-0.43,2.519,0.301,0.251,0.19
0,0.509,1.457,0.27,1.766,0.797
0,1.504,1.36,-0.459,0.297,-0.231
0,-0.143,0.539,-0.084,2.705,0.138
0,0.45,0.308,0.983,2.676,-0.226
0,0.845,2.169,-0.253,0.502,-0.158
0,-0.128,-0.374,-0.092,2.203,-0.065
0,0.992,2.045,0.406,0.418,-0.184
1,1.531,0.796,1.134,0.316,1.116
0,-0.601,2.848,0.483,0.362,0.694
0,0.176,0.294,0.214,2.509,-0.068
0,0.16,0.788,0.133,1.871,-0.159
0,1.314,0.561,1.811,0.437,-0.512
1,0.768,0.454,0.713,0.195,0.72
0,1.385,0.579,1.848,-0.082,-0.912
0,-0.281,1.809,-0.134,1.425,-0.101
1,0.517,0.523,1.435,0.215,-0.934
0,0.845,2.169,-0.253,0.502,-0.158
1,1.666,2.194,-0.357,1.109,-0.145
0,-0.387,2.497,0.244,0.648,-0.213
0,0.37,0.718,-0.085,2.556,-0.065
0,0.513,0.337,1.485,0.096,0
0,1.834,1.095,-0.514,0.179,0
1,1.687,1.018,1.141,0.287,0
0,0.485,1.697,0.283,1.466,-0.18
0,-0.414,2.585,-0.182,0.808,-0.125
0,1.044,1.876,-0.334,0.841,-0.166
1,1.059,0.378,1.099,0.251,0.709
0,-0.452,2.334,0.35,0.34,-0.12
0,-0.13,0.726,0.102,1.464,0.091
1,1.671,0.854,-0.779,-0.195,-0.477
0,0.513,1.325,0.373,2.035,-0.135
