target,Dcl,Ao,Iy,Aa,Sh
1,1.666,2.194,-0.357,1.109,-0.145
0,0.355,0.629,-0.085,3.065,-0.062
0,0.176,0.294,0.214,2.509,-0.068
0,0.755,2.741,0.602,0.389,1.173
0,1.354,0.585,0.92,0.15,-0.52
0,0.513,1.325,0.373,2.035,-0.135
0,-0.232,1.396,-0.114,1.363,0.095
0,0.587,1.413,1.699,1.362,-0.434
0,0.509,0.434,2.041,0.128,0
0,0.513,1.325,0.373,2.035,-0.135
0,1.834,1.095,-0.514,0.179,0
1,0.766,0.745,1.225,0.424,1.068
1,0.89,0.971,1.085,0.147,0
0,0.176,0.295,0.215,2.51,-0.068
0,1.436,1.234,-0.554,0.243,-0.275
0,0.356,1.439,0.391,2.56,0.324
0,0.684,2.497,0.532,0.385,-0.406
1,0.634,0.558,1.155,0.224,0
0,0.179,0.482,0.133,2.638,-0.052
0,1.044,2.481,0.572,1.351,-0.183
0,-0.381,2.328,0.222,1.612,0.163
0,-0.264,1.625,-0.114,1.719,0.107
1,1.981,0.414,-0.633,0.951,0.34
0,-0.415,2.303,0.297,1.721,0.642
0,0.845,2.169,-0.253,0.502,-0.158
0,-0.13,0.635,0.094,2.982,-0.053
0,0.828,1.727,0.386,0.366,-0.202
0,1.792,0.497,0.866,0.314,1.159
1,0.766,0.688,2.2,0.345,1.909
0,0.845,1.983,-0.238,0.641,-0.123
0,0.945,0.471,1.894,0.232,0.899
0,0.951,0.671,2.188,0.121,0
0,1.363,0.580,2.035,0.151,0
0,0.643,0.395,0.544,0.191,0
0,0.979,1.431,-0.348,0.144,0
1,1.688,0.988,1.48,0.704,-1.12
0,0.795,0.788,1.37,0.193,0
0,0.778,2.239,1.064,0.936,0.411
1,1.488,1.678,1.17,0.641,-0.367
1,1.781,0.768,1.657,1.309,-0.414
0,0.339,0.925,0.195,1.836,-0.137
0,0.45,0.336,-0.608,0.152,1.78
1,1.122,0.378,1.364,0.258,-0.784
0,1.784,0.736,1.092,0.134,0
0,0.509,1.457,0.27,1.766,0.797
0,-0.356,1.985,-0.149,1.989,-0.099
0,-0.51,2.579,-0.213,0.309,-0.305
0,0.386,0.305,-0.664,0.108,-1.016
0,0.778,2.239,1.064,0.936,0.411
0,0.739,2.501,0.526,0.642,-0.199
0,1.784,0.736,1.028,0.136,0
0,0.979,1.431,0.473,0.741,0.233
1,0.892,0.4,0.689,0.121,0.329
0,1.877,1.63,-0.571,0.468,0
1,0.766,0.378,0.692,0.099,0.502
0,-0.381,2.311,0.222,1.607,0.163
0,0.37,0.327,-0.084,2.221,0.063
0,0.778,2.239,1.064,0.936,0.411
0,0.153,0.29,0.162,2.41,-0.062
0,-0.521,2.673,0.387,0.439,-0.175
0,0.845,0.35,1.463,2.515,-0.372
0,-0.606,3.344,0.751,0.564,-0.27
0,1.236,1.363,0.468,0.33,0.277
0,0.828,1.242,0.429,0.204,0
0,1.964,1.107,0.776,0.328,-0.247
0,0.443,0.329,1.537,0.134,1.551
0,0.443,1.067,0.472,0.251,0.444
0,0.978,1.344,0.492,0.267,-0.16
0,-0.363,1.612,-0.138,0.907,0
1,1.702,0.671,1.233,0.567,1.604
0,0.43,1.197,0.466,2.952,-0.161
0,-0.413,2.572,0.373,1.914,-0.166
0,-0.478,2.311,-0.222,0.89,0.0
0,-0.51,2.579,0.449,0.308,0.664
0,0.467,0.268,-0.611,0.121,-1.052
0,0.327,0.591,0.236,1.126,-0.176
0,-0.264,1.625,-0.114,1.719,0.107
0,1.354,0.807,1.72,0.303,0
0,0.43,0.463,0.257,1.894,0.292
0,0.404,0.368,1.22,0.236,2.13
0,0.509,1.457,0.27,1.766,0.797
0,0.159,0.504,0.099,2.216,-0.089
0,-0.424,2.963,-0.182,0.665,-0.124
0,0.485,1.697,0.284,1.466,-0.18
0,-0.449,2.758,-0.163,1.163,-0.124
0,0.327,1.372,0.215,1.372,-0.1
0,1.08,1.077,-0.289,1.857,0.194
0,-0.107,0.557,0.14,1.936,-0.206
0,1.436,0.36,-0.266,2.956,-0.128
0,0.643,1.519,0.27,0.238,0.169
1,0.881,0.635,1.262,-0.319,1.014
0,0.845,2.169,-0.253,0.502,-0.158
0,0.795,1.573,0.349,1.482,-0.166
0,1.877,1.63,-0.571,0.468,0
1,1.372,1.054,-0.724,0.655,1.77
1,1.321,0.559,1.421,0.895,1.516
0,0.467,0.332,-0.794,0.145,0
0,-0.424,2.816,0.422,1.007,0.617
1,0.788,0.486,1.553,0.543,-0.668
0,-0.264,1.547,-0.085,2.026,0.088
0,1.834,1.095,-0.514,0.179,0
1,1.496,1.666,1.471,0.298,-0.607
0,1.264,0.799,2.152,0.207,-0.641
0,0.978,1.344,0.492,0.267,0.66
1,0.518,0.635,0.514,0.139,1.456
0,0.828,1.727,0.386,0.366,-0.202
0,-0.321,1.968,0.196,1.041,-0.412
0,-0.107,0.365,0.091,2.751,0.084
1,1.195,0.882,1.149,0.365,0.78
0,1.493,1.671,-0.462,0.239,-0.231
0,0.16,0.788,0.133,1.871,-0.159
1,1.702,1.478,1.155,0.422,-0.505
0,-0.485,2.259,0.252,1.065,0.343
0,0.45,1.288,0.442,2.236,-0.23
0,-0.467,2.204,0.22,1.456,0.164
0,0.978,1.344,0.492,0.267,-0.16
0,0.587,1.413,1.699,1.362,-0.434
0,0.945,2.995,-0.321,0.772,0.204
0,0.153,0.29,0.162,2.41,-0.062
0,-0.485,2.259,0.252,1.065,0.343
