target,Dcl,Ao,Iy,Aa,Sh
0,-0.45,2.735,-0.215,0.598,0.19
0,-0.415,2.585,0.302,1.117,0.395
0,1.964,1.047,-0.541,0.212,0
0,1.964,1.047,-0.541,0.212,0
0,1.964,1.107,0.776,0.328,-0.247
1,0.622,0.513,1.332,0.149,0.851
1,1.195,0.594,0.942,0.115,-0.477
0,1.02,1.135,0.486,2.603,-0.139
0,1.02,1.135,0.486,2.603,-0.139
0,0.513,0.337,1.485,0.096,0
0,0.153,-0.393,0.101,3.226,0.074
0,-0.478,2.328,-0.219,0.78,0.16
0,1.166,0.315,-0.304,2.767,0.269
0,0.992,2.186,0.406,0.413,-0.145
1,0.664,1.065,1.27,0.199,0
0,-0.423,2.821,-0.432,0.305,1.228
0,-0.51,2.669,-0.213,0.505,-0.131
1,1.435,0.884,-0.564,0.264,0
1,1.336,1.054,0.808,1.598,0.732
0,-0.111,0.648,0.111,2.255,-0.049
1,0.866,0.614,2.237,0.119,-0.765
0,0.37,0.327,-0.084,2.221,0.063
0,0.509,0.434,2.041,0.128,0
0,-0.107,0.652,0.128,2.331,-0.052
0,0.684,2.497,0.532,0.385,-0.406
0,-0.337,2.242,0.215,1.098,0.134
0,-0.606,2.626,-0.245,0.629,-0.158
0,-0.423,2.745,0.309,0.412,-0.148
0,1.02,2.437,-0.387,0.591,-0.174
0,0.468,0.406,1.568,0.253,1.673
0,0.643,0.395,0.544,0.191,0
0,-0.452,2.759,-0.184,0.832,-0.13
0,0.845,0.35,1.463,2.515,-0.372
1,0.518,0.635,0.514,0.139,1.456
1,1.608,1.445,0.716,0.954,0.689
0,-0.347,2.528,-0.137,1.126,0.173
0,0.755,2.741,0.602,0.389,1.173
1,1.079,0.695,1.107,0.219,-0.635
1,1.981,0.414,-0.633,0.951,0.34
1,0.513,1.09,1.114,0.96,0.729
0,0.158,0.266,0.194,2.756,-0.063
0,-0.421,2.819,-0.184,0.885,0.151
0,-0.356,1.94,-0.175,1.236,0.145
0,-0.427,2.083,-0.184,0.729,0.149
0,0.467,0.268,-0.611,0.121,-1.052
0,1.044,2.481,0.572,1.351,-0.183
0,-0.381,1.825,-0.14,1.674,-0.101
0,-0.281,1.809,-0.132,1.146,-0.077
1,1.122,0.378,1.364,0.258,-0.784
1,0.866,0.614,2.237,0.119,-0.765
0,0.327,1.159,0.217,1.595,-0.32
0,-0.134,0.481,0.108,3.483,0.074
1,1.576,0.617,1.345,0.447,1.32
0,1.385,2.197,0.741,0.412,0
1,1.581,1.103,-0.509,0.538,-0.267
0,0.159,-0.294,-0.072,3.644,-0.045
1,1.195,0.594,0.942,0.115,-0.477
0,0.755,0.536,2.177,0.237,-0.769
0,1.628,1.117,-0.545,0.169,-0.22
1,1.928,0.639,-0.564,0.978,0.2
0,1.064,2.479,-0.317,0.648,0
0,1.354,1.607,-0.462,0.365,0
0,0.443,1.067,0.472,0.251,0.444
0,1.13,2.438,-0.335,0.718,0
