target,Dcl,Ao,Iy,Aa,Sh
0,1.688,1.259,0.749,0.208,0
0,0.443,1.067,0.472,0.251,0.444
0,0.845,2.169,-0.253,0.502,-0.158
0,-0.436,2.226,0.247,1.051,-0.172
0,0.513,1.325,0.373,2.035,-0.135
0,0.158,0.282,0.155,2.365,-0.059
0,1.02,1.135,0.486,2.603,-0.139
0,1.964,1.134,-0.518,0.27,-0.235
0,0.443,0.356,1.604,0.085,-0.792
0,0.327,0.591,0.236,1.126,-0.176
1,0.866,0.614,2.237,0.119,-0.765
0,-0.45,2.49,0.659,1.15,0.548
0,0.404,0.299,0.694,0.111,0
0,0.459,0.329,-0.732,0.148,1.514
0,0.795,0.788,1.37,0.207,0
0,0.37,0.327,-0.084,2.221,0.063
0,-0.485,2.259,0.285,1.061,0.531
0,0.468,0.406,1.568,0.253,1.673
0,0.45,1.288,0.442,2.236,-0.23
0,0.468,0.406,1.567,0.253,1.672
0,-0.143,0.529,-0.084,2.705,0.138
0,0.158,0.266,0.194,2.756,-0.063
0,0.978,1.433,-0.331,0.259,0.217
0,-0.436,2.064,1.578,1.032,-0.467
0,1.385,0.586,1.722,-0.103,-0.828
0,1.125,2.375,-0.488,0.229,0
0,0.845,0.35,1.463,2.515,-0.372
0,0.176,0.295,0.215,2.51,-0.068
0,0.468,0.406,1.568,0.253,1.673
0,0.657,1.606,0.801,1.508,0.942
0,0.459,1.275,0.427,2.18,-0.234
0,1.314,0.561,1.811,0.437,-0.512
0,-0.381,1.838,-0.162,0.641,0
0,0.951,0.671,2.188,0.121,0
0,0.643,0.395,0.544,0.191,0
1,0.746,0.434,0,0.097,0
0,-0.107,0.639,0.13,2.389,-0.053
0,-0.321,2.31,-0.156,1.247,0.245
0,0.468,0.406,1.567,0.253,1.672
0,-0.424,2.845,-0.215,0.832,0.28
0,0.513,0.337,1.485,0.096,0
0,0.739,2.584,0.408,0.266,-0.143
0,-0.45,2.735,0.243,0.512,-0.168
1,1.501,1.231,-0.406,0.666,1.358
0,0.739,2.501,0.526,0.642,-0.199
0,0.443,1.067,0.472,0.251,0.444
0,0.468,0.406,1.568,0.253,1.673
0,-0.107,0.639,0.13,2.389,-0.053
0,-0.134,0.557,0.181,3.13,-0.065
1,1.465,0.731,1.308,0.182,-0.537
1,0.518,0.635,0.514,0.139,1.456
0,-0.111,0.707,-0.067,2.05,0.063
0,0.739,1.554,0.305,1.487,0.337
1,0.755,0.443,0.65,0.195,0.758
0,0.355,0.892,0.315,1.925,1.147
0,0.153,0.29,0.162,2.41,-0.062
0,-0.13,0.584,0.102,2.996,-0.053
0,0.355,0.356,0.497,0.076,1.253
0,-0.606,3.344,-0.343,0.556,-0.159
0,1.237,1.704,1.884,0.301,-0.639
0,0.513,1.325,0.373,2.035,-0.135
0,0.43,1.197,0.466,2.952,-0.161
0,0.45,1.288,0.442,2.236,-0.23
0,0.978,1.426,0.327,0.303,0.157
0,0.979,1.431,0.473,0.741,0.233
1,0.808,0.352,1.879,0.074,-0.616
0,0.356,0.892,0.315,1.925,1.147
0,0.404,0.368,1.219,0.235,2.13
0,0.587,1.413,1.699,1.362,-0.434
0,0.951,0.692,1.574,0.244,0
0,0.179,0.482,0.133,2.638,-0.052
0,0.386,0.305,-0.664,0.108,-1.016
0,0.179,0.482,0.133,2.637,-0.05
0,-0.379,1.535,0.186,1.892,-0.126
1,0.742,0.557,1.957,0.204,-0.783
0,-0.424,2.597,0.422,1.147,0.617
0,0.509,1.457,0.27,1.766,0.797
1,0.947,2.68,0.763,0.564,0.722
1,0.9,0.876,1.509,0.365,0
1,1.298,0.65,1.893,0.302,-0.499
0,-0.436,2.055,0.236,0.924,-0.106
0,-0.424,2.885,0.422,0.959,-0.317
1,0.942,0.75,0.397,0.274,0.78
0,-0.379,1.795,-0.132,1.418,-0.079
0,1.628,0.681,1.01,0.134,0.56
0,0.467,0.268,-0.611,0.121,-1.052
0,0.159,0.504,0.099,2.216,-0.089
0,-0.415,2.591,0.607,1.549,-0.25
1,1.928,0.639,0.926,0.679,0.535
0,-0.363,1.612,0.211,0.855,-0.128
0,0.404,0.368,1.21,0.236,2.13
0,0.502,0.996,-0.137,1.645,-0.052
