,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.15861308730491333,0.30046851045687667,0.2159718141945719,0.05640663698431286
sanity.close_values_probability.score,0.336,0.706,0.544,0.14569145479402693
sanity.distant_values_probability.score,0.002,0.014,0.0068000000000000005,0.0057619441163551735
stats.jensenshannon_dist.marginal,0.0034614617046578393,0.0044516155272559055,0.003860619251333084,0.0004191869840755945
stats.chi_squared_test.marginal,0.9999999996760515,0.9999999999709379,0.9999999998518376,1.2276566961397502e-10
stats.inv_kl_divergence.marginal,0.9887551120228298,0.9927131392014651,0.9908364973875063,0.0017464755975210011
stats.ks_test.marginal,0.9508000000000001,0.9603999999999999,0.9555199999999999,0.00358217810835804
stats.max_mean_discrepancy.joint,0.004000099064286301,0.004014183147378004,0.004004203010851815,5.72533375027633e-06
stats.wasserstein_dist.joint,0.0002539019947316557,0.0005509632103981205,0.0004275473337965887,0.00011425556498763413
stats.alpha_precision.delta_precision_alpha_OC,0.9546528735632184,0.9853241379310345,0.9737636781609196,0.011431560802247396
stats.alpha_precision.delta_coverage_beta_OC,0.6372,0.72,0.6784533333333334,0.03145658030435673
stats.alpha_precision.authenticity_OC,0.294,0.39,0.3452,0.03436859031150391
stats.alpha_precision.delta_precision_alpha_naive,0.9640689655172414,0.9838712643678161,0.9719466666666667,0.007706150100565156
stats.alpha_precision.delta_coverage_beta_naive,0.5676,0.5958666666666668,0.5779733333333333,0.0120260458080692
stats.alpha_precision.authenticity_naive,0.44,0.468,0.4508,0.010917875251164956
stats.prdc.precision,0.976,0.998,0.99,0.009055385138137424
stats.prdc.recall,1.0,1.0,1.0,0.0
stats.prdc.density,1.0432000000000001,1.0876,1.06128,0.017383670498487862
stats.prdc.coverage,0.996,1.0,0.9992000000000001,0.0017888543819998333
performance.linear_model.gt,0.8809390265743027,0.8809390265743027,0.8809390265743027,0.0
performance.linear_model.syn_id,0.8867299875995764,0.8877907007092641,0.887356572287592,0.00043529988543495116
performance.linear_model.syn_ood,0.8830655320555675,0.8839434482200401,0.8835236020252324,0.00035843500728976704
performance.mlp.gt,-14726.275650175026,-14726.275650175026,-14726.275650175026,0.0
performance.mlp.syn_id,-77363.29258849352,-9708.558477353983,-34445.649412444625,25369.350306955985
performance.mlp.syn_ood,-61723.202818043574,-8138.5017230539115,-27553.452807648264,20146.246779662724
performance.xgb.gt,0.9907999439088282,0.9907999439088282,0.9907999439088282,0.0
performance.xgb.syn_id,0.9897060211712245,0.9929447994239649,0.991181899827672,0.0013508383280683815
performance.xgb.syn_ood,0.9893464735651805,0.9927223657858735,0.9908706302885306,0.0013972849375062854
performance.feat_rank_distance.corr,0.3333333333333334,0.6666666666666669,0.4000000000000001,0.14907119849998604
performance.feat_rank_distance.pvalue,0.3333333333333333,0.75,0.6666666666666666,0.18633899812498247
detection.detection_xgb.mean,0.7014,0.76779,0.73796,0.02618552558189351
detection.detection_mlp.mean,0.5,0.5,0.5,0.0
detection.detection_gmm.mean,0.50457,0.5245399999999999,0.5112439999999999,0.007818211432290596
detection.detection_linear.mean,0.48974,0.50786,0.500472,0.0070444815281182965
privacy.delta-presence.score,1.0833333330324073,1.444444442839506,1.2036832270585347,0.14195899305345852
privacy.k-anonymization.gt,13.0,13.0,13.0,0.0
privacy.k-anonymization.syn,7.00000001,19.00000001,12.400000010000001,4.979959839195493
privacy.k-map.score,9.0,13.0,11.6,1.51657508881031
privacy.distinct l-diversity.gt,13.0,13.0,13.0,0.0
privacy.distinct l-diversity.syn,7.00000001,19.00000001,12.400000010000001,4.979959839195493
privacy.identifiability_score.,0.716,0.75,0.7308,0.013899640283115255
privacy.identifiability_score._privacy.identifiability_score.OC,0.606,0.668,0.6408,0.02594609797252761
