,i,j,X,Y,L,real_identifier
0,189.0,512.0,625341.7,895123.4,-9.7,0
1,45.0,210.0,472512.3,310782.9,-19.2,0
2,60.0,140.0,390124.8,175439.6,-25.1,0
3,230.0,320.0,812345.6,525678.9,6.3,0
4,155.0,460.0,620789.2,765432.1,-11.2,0
5,420.0,440.0,1167890.4,655678.3,40.5,0
6,145.0,620.0,678912.5,1178901.2,-17.5,0
7,165.0,190.0,590123.9,120345.7,-22.8,0
8,115.0,510.0,555678.2,930456.8,-14.3,0
9,25.0,170.0,389012.4,225678.9,-27.0,0
10,45.0,370.0,540000.0,550000.0,-12.0,0
11,75.0,260.0,520000.0,360000.0,-15.5,0
12,50.0,400.0,560000.0,590000.0,-14.0,0
13,215.0,330.0,790000.0,530000.0,2.0,0
14,60.0,560.0,540000.0,1040000.0,-14.5,0
15,55.0,660.0,610000.0,1260000.0,-22.0,0
16,40.0,240.0,470000.0,350000.0,-17.0,0
17,85.0,630.0,630000.0,1180000.0,-19.5,0
18,25.0,430.0,550000.0,630000.0,-19.0,0
19,110.0,250.0,580000.0,320000.0,-16.0,0
20,192.0,610.0,690000.5,1150000.3,-14.5,0
21,170.0,490.0,650000.0,820000.0,-9.0,0
22,60.0,630.0,605000.2,1180000.7,-23.0,0
23,140.0,480.0,610000.1,760000.5,-12.5,0
24,180.0,600.0,650000.9,1090000.8,-17.0,0
25,370.0,410.0,1080000.0,670000.0,34.0,0
26,260.0,380.0,840000.0,620000.0,11.0,0
27,150.0,580.0,620000.0,1060000.0,-18.0,0
28,160.0,260.0,670000.0,290000.0,-18.5,0
29,160.0,10.0,30000.0,170000.0,-50.0,0
30,150.0,450.0,650000.0,700000.0,-10.0,0
31,320.0,410.0,980000.0,690000.0,25.0,0
32,60.0,440.0,580000.0,720000.0,-15.0,0
33,340.0,370.0,1040000.0,610000.0,30.0,0
34,240.0,280.0,860000.0,450000.0,10.0,0
35,120.0,430.0,620000.0,680000.0,-5.0,0
36,330.0,400.0,1010000.0,675000.0,27.0,0
37,310.0,420.0,970000.0,690000.0,24.0,0
38,90.0,460.0,550000.0,730000.0,-8.0,0
39,230.0,270.0,850000.0,440000.0,8.0,0
40,145.0,500.0,620000.0,800000.0,-15.0,0
41,170.0,160.0,430000.0,30000.0,-30.0,0
42,190.0,290.0,740000.0,380000.0,-13.0,0
43,115.0,360.0,630000.0,540000.0,-5.0,0
44,340.0,370.0,1025000.0,620000.0,25.0,0
45,30.0,640.0,590000.0,1180000.0,-23.0,0
46,130.0,430.0,640000.0,650000.0,-7.0,0
47,175.0,600.0,650000.0,1100000.0,-18.0,0
48,70.0,560.0,540000.0,1030000.0,-15.0,0
49,75.0,150.0,360000.0,160000.0,-28.0,0
50,55.0,470.0,520000.0,720000.0,-20.0,0
51,130.0,160.0,430000.0,80000.0,-30.0,0
52,240.0,380.0,790000.0,610000.0,10.0,0
53,25.0,320.0,450000.0,490000.0,-15.0,0
54,230.0,390.0,800000.0,620000.0,9.0,0
55,90.0,150.0,420000.0,150000.0,-25.0,0
56,300.0,400.0,960000.0,660000.0,22.0,0
57,160.0,30.0,35000.0,135000.0,-45.0,0
58,150.0,640.0,670000.0,1180000.0,-18.0,0
59,110.0,360.0,640000.0,530000.0,-5.0,0
60,245.0,390.0,890000.5,640000.3,15.7,0
61,150.0,80.0,110000.2,9000.0,-40.0,0
62,200.0,60.0,95000.0,58000.1,-48.0,0
63,45.0,320.0,480000.0,470000.0,-12.0,0
64,30.0,640.0,580000.0,1200000.0,-21.5,0
65,120.0,360.0,630000.0,560000.0,0.0,0
66,100.0,340.0,610000.0,500000.0,-5.0,0
67,60.0,610.0,600000.0,1130000.0,-25.0,0
68,115.0,590.0,610000.0,1090000.0,-20.0,0
69,50.0,620.0,610000.0,1200000.0,-22.0,0
70,95.0,310.0,560000.0,470000.0,-10.5,0
71,300.0,370.0,910000.0,640000.0,18.0,0
72,380.0,400.0,1090000.0,660000.0,35.0,0
73,70.0,500.0,480000.0,880000.0,-20.0,0
74,50.0,580.0,580000.0,1100000.0,-24.0,0
75,250.0,410.0,820000.0,620000.0,12.0,0
76,350.0,450.0,1060000.0,740000.0,29.0,0
77,360.0,395.0,1080000.0,660000.0,34.0,0
78,150.0,60.0,105000.0,85000.0,-50.0,0
79,120.0,610.0,630000.0,1130000.0,-22.0,0
80,135.0,180.0,480000.5,150000.0,-20.0,0
81,45.0,300.0,470000.0,450000.0,-16.5,0
82,120.0,200.0,500000.0,180000.0,-22.0,0
83,260.0,400.0,860000.0,640000.0,14.0,0
84,170.0,310.0,720000.0,430000.0,-8.5,0
85,150.0,60.0,100000.0,90000.0,-49.5,0
86,110.0,530.0,560000.0,930000.0,-13.5,0
87,25.0,280.0,450000.0,420000.0,-16.0,0
88,160.0,610.0,660000.0,1120000.0,-18.0,0
89,155.0,330.0,710000.0,490000.0,-5.0,0
90,78.0,312.0,502345.8,475892.3,-15.3,0
91,158.0,212.0,612345.1,312456.2,-12.8,0
92,92.0,178.0,345678.9,234567.8,-20.5,0
93,204.0,498.0,789012.3,987654.1,-8.9,0
94,64.0,276.0,456789.0,345678.1,-17.6,0
95,112.0,324.0,567890.1,456789.2,-14.2,0
96,186.0,524.0,678901.2,876543.0,-10.1,0
97,38.0,402.0,234567.8,567890.3,-19.3,0
98,122.0,298.0,612345.2,378912.4,-13.7,0
99,56.0,462.0,523456.7,789012.5,-18.0,0
100,312.0,405.0,960000.0,670000.0,23.0,0
101,150.0,410.0,660000.0,645000.0,1.0,0
102,120.0,305.0,640000.0,455000.0,-8.0,0
103,160.0,670.0,685000.0,1280000.0,-22.0,0
104,405.0,420.0,1135000.0,680000.0,36.0,0
105,45.0,70.0,250000.0,150000.0,-34.0,0
106,110.0,360.0,625000.0,540000.0,-4.0,0
107,290.0,430.0,920000.0,700000.0,21.0,0
108,100.0,330.0,610000.0,495000.0,-7.0,0
109,230.0,280.0,850000.0,470000.0,7.5,0
110,150.0,400.0,600000.0,650000.0,-10.0,0
111,50.0,500.0,480000.0,950000.0,-21.5,0
112,80.0,60.0,185000.0,130000.0,-34.0,0
