checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
2,4.0,3,5,14470.56993257779,1,3,3.0,0,2,1.0,1,43.565485018711215,1,1,1.0,2,2.0,0,0,1
1,18.173670661541372,3,5,14470.56993257779,1,3,4.0,2,1,2.0,2,19.0,2,1,1.0,1,1.0,0,1,1
2,14.876398498287095,3,9,14228.271002127954,3,0,1.0,1,2,1.0,0,19.0,2,2,1.0,3,1.0,1,1,1
0,4.0,1,2,14470.56993257779,3,3,2.0,3,1,2.0,0,23.49834156042627,1,1,4.0,0,1.0,0,1,1
3,4.0,2,4,14470.56993257779,3,1,3.0,1,2,2.0,2,40.49105330775984,1,1,3.0,0,1.0,0,1,1
2,13.958519206883643,3,9,14234.927861742579,1,3,2.0,1,1,3.0,0,19.0,2,0,2.0,1,1.0,0,1,1
1,4.0,1,0,14470.56993257779,1,3,3.0,2,1,4.0,3,19.0,1,0,1.0,1,1.0,0,0,0
3,4.0,0,2,3784.2874776149247,0,4,4.0,3,0,2.0,0,19.0,1,2,4.0,0,1.0,1,1,1
1,4.0,3,6,14234.927861742579,3,4,4.0,0,2,2.0,0,19.0,2,2,1.0,2,1.0,0,1,1
2,4.0,0,4,14470.56993257779,2,0,2.0,2,1,4.0,3,19.0,1,0,2.0,0,1.0,0,1,1
2,4.0,4,5,14470.56993257779,0,0,4.0,0,2,4.0,0,19.0,1,1,1.0,3,1.0,1,1,0
2,4.0,3,9,14470.56993257779,4,1,2.0,1,1,1.0,0,19.0,0,1,1.0,3,1.0,0,0,0
3,4.0,3,1,14470.56993257779,0,0,1.0,3,1,2.0,3,21.622099246157838,0,2,4.0,1,2.0,0,1,1
1,17.523052875215956,3,6,7004.861464804039,1,3,4.0,1,0,4.0,2,21.28162050159269,1,1,2.0,3,1.0,1,1,0
3,4.0,3,3,12656.117967809227,4,2,1.0,1,1,4.0,3,19.0,1,0,1.0,3,1.0,1,0,0
1,4.0,1,1,14228.271002127954,4,1,2.0,2,2,1.0,3,67.29403647603584,0,2,2.0,3,2.0,1,0,1
3,13.958519206883643,2,6,14470.56993257779,1,4,3.0,3,0,4.0,0,19.0,0,0,1.0,0,1.0,0,1,0
1,4.0,4,1,14470.56993257779,1,3,3.0,3,2,1.0,2,35.74350405722859,1,2,1.0,0,1.0,1,1,1
2,4.0,2,0,15945.0,4,1,2.0,0,0,3.0,3,19.0,1,1,2.0,1,2.0,1,1,1
2,4.0,4,9,14470.56993257779,4,3,2.0,0,2,2.0,0,41.78945591334539,1,1,1.0,0,2.0,0,0,1
0,4.0,3,7,14470.56993257779,1,1,4.0,0,0,1.0,3,19.0,1,0,4.0,3,1.0,0,1,1
2,4.0,0,3,7004.861464804039,1,1,4.0,0,2,3.0,0,19.0,1,0,1.0,2,1.0,0,1,1
0,4.0,3,9,14470.56993257779,3,0,3.0,2,2,4.0,3,19.0,1,1,1.0,3,1.0,0,1,1
0,4.0,2,3,14234.927861742579,3,2,2.0,3,2,1.0,2,31.632103471084605,2,0,4.0,1,1.0,0,1,1
0,4.0,3,1,14470.56993257779,0,4,3.0,2,1,3.0,1,21.810129400900816,0,0,4.0,1,1.0,0,1,1
1,4.0,4,5,14234.927861742579,1,4,4.0,0,2,1.0,0,19.0,2,0,4.0,3,1.0,0,1,0
0,4.0,1,4,14470.56993257779,1,0,2.0,0,2,4.0,0,19.01695998797842,0,0,1.0,1,1.0,1,1,1
3,4.0,3,1,14470.56993257779,1,0,2.0,1,2,3.0,2,23.734114764105456,1,0,2.0,1,1.0,0,1,1
2,4.0,3,1,15945.0,2,3,4.0,3,2,2.0,2,19.0,1,2,2.0,0,1.0,1,1,0
1,4.0,3,9,15945.0,3,2,1.0,0,0,2.0,3,35.78759375410706,2,0,3.0,1,1.0,0,0,1
1,4.0,4,5,14239.88587711922,1,3,2.0,0,2,2.0,0,21.522023460477023,0,1,1.0,1,1.0,0,0,0
2,4.0,4,1,14470.56993257779,2,3,4.0,3,0,4.0,2,24.00279558096861,1,2,2.0,1,1.0,0,0,0
0,4.0,2,4,14234.927861742579,0,3,3.0,0,1,2.0,1,71.1516760525659,1,2,1.0,0,2.0,0,0,1
3,4.0,1,0,14470.56993257779,0,1,4.0,3,1,4.0,0,20.906871814924177,0,2,2.0,1,2.0,0,1,1
0,4.0,0,1,14470.56993257779,0,4,2.0,1,2,3.0,2,20.584789208579764,0,0,3.0,1,1.0,0,0,1
0,4.0,2,1,14470.56993257779,2,2,3.0,2,1,4.0,3,19.372205633412726,1,1,1.0,0,1.0,1,1,0
3,4.0,0,6,15945.0,2,4,2.0,3,2,1.0,3,19.0,1,0,2.0,1,1.0,1,0,1
1,18.383447284637203,1,3,14349.443973606234,1,4,1.0,2,0,2.0,1,27.15672983796423,1,0,2.0,2,2.0,1,1,0
3,4.0,3,0,14470.56993257779,1,3,3.0,0,2,1.0,1,28.40900177847387,1,0,2.0,3,1.0,1,1,0
3,4.0,1,6,14234.927861742579,1,0,3.0,1,2,2.0,1,19.0,1,1,1.0,0,1.0,0,1,1
3,4.0,3,1,14470.56993257779,3,0,2.0,2,2,4.0,0,19.0,1,2,3.0,3,1.0,1,0,0
1,4.0,2,7,14470.56993257779,2,4,4.0,3,0,4.0,1,21.053446933199943,1,0,2.0,3,1.0,1,1,1
1,18.173670661541372,2,7,14470.56993257779,0,2,2.0,3,2,2.0,1,19.0,2,1,1.0,0,1.0,0,1,0
0,4.0,0,0,14470.56993257779,4,4,2.0,3,0,2.0,0,19.0,0,2,2.0,1,1.0,0,1,0
2,4.0,1,2,7004.861464804039,1,3,2.0,3,2,2.0,3,29.49088465005617,1,0,1.0,0,1.0,1,0,1
2,4.0,2,4,14470.56993257779,1,3,1.0,3,1,1.0,1,41.258745607695616,2,2,3.0,3,2.0,0,0,0
1,4.0,0,5,7004.861464804039,1,2,2.0,0,2,4.0,1,19.0,1,1,2.0,0,1.0,1,0,0
1,13.958519206883643,3,1,14470.56993257779,3,2,2.0,0,1,4.0,2,22.84150325348312,1,2,2.0,2,1.0,0,1,1
0,4.0,0,2,14234.927861742579,1,3,2.0,3,1,3.0,3,24.95146858092887,1,1,3.0,1,2.0,1,1,1
0,4.0,3,9,8258.911854732174,2,4,3.0,0,2,3.0,1,19.0,0,0,1.0,0,1.0,0,1,1
2,4.0,1,2,14470.56993257779,3,3,2.0,3,2,1.0,0,19.0,2,0,3.0,2,2.0,0,1,1
1,4.0,2,1,14470.56993257779,0,0,4.0,1,2,3.0,1,48.91937601765556,1,1,4.0,3,1.0,1,1,1
1,4.0,3,7,14234.927861742579,0,4,4.0,2,0,2.0,2,19.0,2,0,1.0,1,1.0,1,0,1
3,4.0,2,4,14234.927861742579,1,3,4.0,0,1,3.0,1,19.0,1,2,4.0,0,1.0,1,1,0
2,13.958519206883643,3,0,14470.56993257779,1,1,2.0,1,2,3.0,0,40.31462113605022,1,0,1.0,2,1.0,1,0,0
3,4.0,1,6,14470.56993257779,2,0,1.0,0,0,3.0,1,25.481696129212338,1,1,4.0,1,1.0,0,1,0
2,18.173670661541372,2,2,12656.117967809227,4,1,3.0,2,0,3.0,2,19.0,1,1,1.0,0,2.0,0,0,1
3,4.0,1,4,14470.56993257779,1,1,2.0,0,2,1.0,1,19.0,2,0,4.0,1,2.0,1,1,0
1,4.0,0,5,14470.56993257779,4,4,4.0,3,2,2.0,3,27.010382938564675,1,2,2.0,3,1.0,0,0,0
0,4.0,3,4,14470.56993257779,4,0,2.0,2,1,2.0,3,23.79657624943934,2,2,3.0,3,1.0,1,1,1
3,4.0,2,3,3784.2874776149247,2,2,3.0,0,2,3.0,3,19.0,1,1,1.0,0,1.0,0,1,1
0,4.0,4,7,14470.56993257779,1,1,4.0,0,1,4.0,1,19.0,1,1,2.0,2,2.0,1,1,0
2,4.0,4,2,7004.861464804039,1,4,2.0,0,2,1.0,2,19.0,1,1,2.0,1,1.0,1,1,0
2,4.0,3,7,14470.56993257779,2,0,3.0,0,2,3.0,2,24.397656130500973,0,2,1.0,1,1.0,0,0,0
3,4.0,4,1,14470.56993257779,4,3,4.0,0,0,4.0,0,52.11274387463819,2,0,3.0,2,1.0,1,0,0
1,4.0,2,4,14470.56993257779,2,3,4.0,1,0,1.0,0,19.0,1,1,4.0,0,1.0,1,1,0
3,4.0,0,6,14470.56993257779,0,3,4.0,3,1,4.0,3,23.06438135171463,1,1,4.0,3,2.0,1,1,1
3,4.0,1,6,14239.88587711922,1,3,2.0,3,0,1.0,0,35.3116149749181,1,1,1.0,0,2.0,0,1,1
2,4.0,1,4,14234.927861742579,0,1,4.0,3,1,1.0,0,19.0,1,1,1.0,0,1.0,0,1,1
1,4.0,3,0,14470.56993257779,0,3,3.0,0,2,1.0,1,19.0,0,0,1.0,1,2.0,1,1,1
2,4.0,1,2,14234.927861742579,1,2,2.0,3,0,1.0,2,44.97968498651586,1,2,3.0,0,1.0,0,0,1
1,4.0,1,4,3784.2874776149247,4,1,2.0,3,2,2.0,0,19.0,1,1,1.0,0,1.0,1,0,1
1,4.0,4,9,14470.56993257779,3,2,2.0,0,2,4.0,1,19.0,2,1,1.0,2,1.0,0,1,0
2,4.0,3,8,7004.861464804039,2,2,2.0,0,2,2.0,1,32.771871759588116,1,1,1.0,0,1.0,1,1,0
3,4.0,3,2,3784.2874776149247,0,4,2.0,0,1,2.0,2,19.0,2,0,1.0,0,1.0,1,1,1
3,4.0,1,0,14470.56993257779,1,2,3.0,3,2,4.0,1,19.0,2,0,1.0,1,2.0,1,1,0
1,4.0,3,1,14228.271002127954,0,4,1.0,3,1,4.0,2,26.58871943065996,0,2,1.0,3,1.0,1,1,1
0,4.0,0,4,14470.56993257779,0,1,2.0,3,1,2.0,0,39.630254109243786,1,1,3.0,3,1.0,0,0,0
1,4.0,3,9,14470.56993257779,4,4,4.0,0,2,4.0,3,19.0,1,2,1.0,0,1.0,0,0,0
1,4.0,2,8,14470.56993257779,2,2,1.0,0,2,3.0,2,23.27996429437785,1,2,2.0,2,1.0,0,1,1
2,4.0,1,7,14470.56993257779,2,0,2.0,2,1,4.0,1,33.10140443447594,1,0,1.0,1,1.0,1,1,0
2,18.173670661541372,4,0,14470.56993257779,0,3,2.0,3,1,4.0,0,19.0,1,2,2.0,1,1.0,0,1,0
1,13.958519206883643,1,0,14470.56993257779,3,0,2.0,2,1,2.0,3,19.0,2,0,2.0,0,1.0,0,1,1
0,18.837973054968273,4,3,14470.56993257779,1,4,1.0,0,1,3.0,0,23.287948222335288,0,1,2.0,3,1.0,0,1,0
3,4.0,2,1,12656.117967809227,3,1,2.0,2,2,3.0,2,19.0,2,0,2.0,0,1.0,0,0,1
1,4.0,3,1,14234.927861742579,1,4,2.0,3,1,2.0,1,19.0,1,1,3.0,1,1.0,1,0,0
0,18.941515026239504,0,6,12656.117967809227,4,4,2.0,0,2,3.0,2,19.0,1,2,2.0,0,1.0,0,1,1
