,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.00197628458494118,0.000790513833976472,0.001082455647222019
sanity.nearest_syn_neighbor_distance.mean,0.07626359458693438,0.15156800320336455,0.10644149242278167,0.03129115255453848
sanity.close_values_probability.score,0.8122529644268774,0.9565217391304348,0.8952569169960473,0.06080086981389393
sanity.distant_values_probability.score,0.003952569169960474,0.005928853754940711,0.005533596837944664,0.0008838213349801539
stats.jensenshannon_dist.marginal,0.01946623409656897,0.022416591110453975,0.020466014512675115,0.0011381769403821576
stats.chi_squared_test.marginal,0.5276385398104894,0.6659514802863272,0.6118925258630294,0.058737726905421374
stats.inv_kl_divergence.marginal,0.7105920031829217,0.7928594964186676,0.7607124106785331,0.032212518276879286
stats.ks_test.marginal,0.7742579113867555,0.7956458058849364,0.7873073954828333,0.008361656124414417
stats.max_mean_discrepancy.joint,0.004464810791712401,0.004686311200613865,0.004588970781809932,8.254938906995275e-05
stats.wasserstein_dist.joint,0.9107551453524356,0.9809654155275151,0.945846805097311,0.025433197171203407
stats.alpha_precision.delta_precision_alpha_OC,0.6503111111111111,0.7750677506775068,0.7176124628688509,0.049922806047231885
stats.alpha_precision.delta_coverage_beta_OC,0.44728888888888885,0.5047111111111111,0.469056344298372,0.022284745287086752
stats.alpha_precision.authenticity_OC,0.48533333333333334,0.5286458333333334,0.507656457216168,0.018245915721658693
stats.alpha_precision.delta_precision_alpha_naive,0.5414930555555557,0.6341333333333333,0.5825529108285765,0.038184737965684
stats.alpha_precision.delta_coverage_beta_naive,0.2610659439927734,0.30133333333333334,0.28359664033519766,0.018686689628471375
stats.alpha_precision.authenticity_naive,0.5173333333333333,0.6026666666666667,0.5635465749870265,0.04205067739657683
stats.prdc.precision,0.9661458333333334,0.9973404255319149,0.9787525363258952,0.012321047197769174
stats.prdc.recall,0.9229249011857708,0.9466403162055336,0.9335968379446641,0.009742100825190702
stats.prdc.density,0.9723958333333335,1.08,1.0456067478233293,0.042693866762494384
stats.prdc.coverage,0.741106719367589,0.8063241106719368,0.773913043478261,0.02470750956526796
performance.linear_model.gt,0.911448404373138,0.911448404373138,0.911448404373138,0.0
performance.linear_model.syn_id,0.6614235055098361,0.7731908459421504,0.7268341974622838,0.04257040149488708
performance.linear_model.syn_ood,0.6613092963686722,0.7732832551301312,0.7268714839040176,0.04258497980115646
performance.mlp.gt,0.4185539254210486,0.4185539254210486,0.4185539254210486,0.0
performance.mlp.syn_id,0.3722561728395062,0.4212978395061729,0.4101596681622466,0.02137116164961259
performance.mlp.syn_ood,0.46617647058823525,0.5254901960784313,0.5104498269896194,0.02550681485790321
performance.xgb.gt,0.9329822609003852,0.9329822609003852,0.9329822609003852,0.0
performance.xgb.syn_id,0.7644320611582814,0.8552579972323111,0.8318358712891756,0.03826407503989482
performance.xgb.syn_ood,0.7645013436387663,0.8549688464855256,0.8316791362887017,0.038134054186613614
performance.feat_rank_distance.corr,0.1729643431678754,0.2630124057093271,0.2160695495369956,0.033620935425708806
performance.feat_rank_distance.pvalue,9.972986649168809e-40,4.0707051238250166e-18,8.141486562350724e-19,1.8204704085994053e-18
detection.detection_xgb.mean,0.9087318967190836,0.9606501499944189,0.9283602591075975,0.019352588283633124
detection.detection_mlp.mean,0.5,0.5568240454076367,0.5178103371476297,0.023831149983587895
detection.detection_gmm.mean,0.43341830872766474,0.5445512872826426,0.4932113969869917,0.04685248012103628
detection.detection_linear.mean,0.817321426260273,0.8560004768278686,0.8367786944075093,0.014431164121221415
privacy.delta-presence.score,7.999999920000001,11.999999880000003,10.199999943285714,1.4832396842240791
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,1.00000001,5.00000001,2.60000001,1.51657508881031
privacy.k-map.score,1.0,2.0,1.4,0.5477225575051661
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,1.00000001,5.00000001,2.60000001,1.51657508881031
privacy.identifiability_score.,0.3300395256916996,0.3794466403162055,0.35928853754940715,0.02259369578976728
privacy.identifiability_score._privacy.identifiability_score.OC,0.35177865612648224,0.4031620553359684,0.37984189723320155,0.01866516830532425
