state_code,bird,lon,lat,lat_zone
6,0,-72.99,41.91,2
25,20,-90.6,32.5,2
9,20,-81.69,28.68,1
18,3,-90.5,30.45,2
32,14,-106.57,32.53,2
16,26,-99.33,37.49,2
47,27,-119.42,46.06,2
34,12,-75.17,42.55,2
44,6,-111.34,37.38,2
40,8,-80.99,33.85,2
5,17,-104.86,40.15,2
3,5,-109.79,36.31,2
7,21,-76.96,38.91,2
13,18,-116.32,42.93,2
3,5,-112.58,34.57,2
13,18,-113.7,45.08,2
1,29,-86.58,33.26,2
45,19,-80.46,36.78,2
50,26,-105.55,41.7,2
18,3,-92.73,31.23,2
46,16,-72.43,43.75,2
24,12,-94.39,37.75,2
40,8,-82.73,34.5,2
28,26,-101.09,47.73,2
50,26,-104.41,44.51,2
11,15,-155.61,20.14,1
19,2,-72.46,42.67,2
16,26,-95.05,39.24,2
32,14,-107.08,34.46,2
15,19,-87.41,39.18,2
2,20,-93.32,35.01,2
30,22,-71.49,43.2,2
5,17,-107.76,40.42,2
37,26,-120.83,42.59,2
42,20,-86.84,35.82,2
2,20,-91.29,35.76,2
48,0,-91.21,45.2,2
37,26,-117.84,45.85,2
30,22,-71.93,43.77,2
6,0,-72.54,41.45,2
0,28,-152.42,63.63,0
33,18,-116.77,39.06,2
47,27,-121.08,47.34,2
42,20,-83.05,36.3,2
40,8,-78.96,34.16,2
1,29,-86.41,33.1,2
1,29,-88,33.58,2
19,2,-71.02,41.78,2
1,29,-86.48,33.24,2
12,13,-94.62,40.97,2
18,3,-92.6,32.26,2
22,0,-83.19,43.38,2
22,0,-85.26,44.85,2
10,4,-83.02,34,2
44,6,-111.62,39.12,2
29,26,-100.4,40.73,2
34,12,-75.31,42.5,2
5,17,-103.5,38.73,2
13,18,-111.68,43.69,2
46,16,-72.38,44.97,2
5,17,-104.25,39.01,2
16,26,-99,38.28,2
22,0,-86.59,46.42,2
38,19,-77.01,40.6,2
16,26,-101.23,39.45,2
12,13,-91.31,42.33,2
28,26,-101.66,47.91,2
4,7,-120.68,39.12,2
10,4,-81.46,32.37,2
41,24,-103.76,45.82,2
15,19,-86.99,41.67,2
2,20,-92.88,34.97,2
0,28,-145.34,62.48,0
50,26,-106.92,44.64,2
33,18,-115.63,39.69,2
25,20,-90.12,31.66,2
3,5,-112.46,33.19,2
32,14,-107.08,33.02,2
2,20,-92.77,35.4,2
26,26,-104.81,47.04,2
41,24,-102.19,45.41,2
27,19,-78.65,35.11,2
36,25,-97.82,34.59,2
44,6,-110.43,39.97,2
23,10,-95.16,43.79,2
28,26,-102.13,47.73,2
2,20,-93.57,34.68,2
24,12,-91.46,37.62,2
17,19,-87.73,37.37,2
38,19,-76.09,41.39,2
47,27,-124.08,47.24,2
36,25,-98.8,35.15,2
30,22,-72.02,44.02,2
10,4,-84.66,34.61,2
37,26,-124.12,43.66,2
15,19,-85.03,39.48,2
6,0,-72.27,41.79,2
16,26,-100.66,38.45,2
40,8,-81.6,34.39,2
25,20,-89.95,31.68,2
