state_code,bird,lon,lat,lat_zone
1,29,-86.81,33.42,2
20,1,-75.9,39.13,2
24,12,-94.14,37.85,2
10,4,-82.27,33.44,2
18,3,-93.37,30.24,2
13,18,-113.65,43.15,2
14,19,-90.3,41.35,2
9,20,-86.72,30.54,2
11,15,-155.87,19.71,1
7,21,-77.06,38.9,2
44,6,-111.45,38.04,2
29,26,-101.29,41.14,2
19,2,-73.24,42.12,2
45,19,-78.4,37.49,2
48,0,-89.85,45.45,2
5,17,-104.36,40.06,2
23,10,-93.41,46.04,2
45,19,-77.82,38.02,2
9,20,-80.97,28.11,1
47,27,-119.3,48.87,2
14,19,-90.42,42.36,2
27,19,-78.19,35.72,2
32,14,-107.06,32.88,2
50,26,-109.93,42.07,2
5,17,-109,38.9,2
10,4,-81.81,31.01,2
3,5,-112.47,36.35,2
20,1,-76.69,38.81,2
22,0,-83.31,43.64,2
4,7,-123.4,38.94,2
5,17,-104.56,38.49,2
7,21,-77.01,38.89,2
9,20,-81.93,30.49,2
48,0,-91.39,45.81,2
34,12,-78.83,43.21,2
40,8,-81.73,33.56,2
19,2,-72.46,42.58,2
15,19,-85.62,40.48,2
42,20,-87.56,36.04,2
48,0,-90.05,46.04,2
44,6,-110.4,39.97,2
8,11,-75.58,39.34,2
7,21,-76.98,38.86,2
32,14,-105.4,36.4,2
14,19,-88.75,41.84,2
1,29,-88.3,32.69,2
12,13,-93.11,43.09,2
28,26,-101.66,47.19,2
2,20,-90.49,35.02,2
6,0,-72.79,41.55,2
9,20,-80.71,28.09,1
6,0,-72.57,41.45,2
37,26,-123.1,43.15,2
24,12,-94.79,40.04,2
6,0,-73.03,41.7,2
38,19,-80.18,40.1,2
11,15,-154.83,19.49,1
45,19,-79.06,36.63,2
30,22,-71.47,43.61,2
5,17,-102.54,40.94,2
47,27,-119.15,46.7,2
33,18,-117.56,39.88,2
44,6,-110.82,37.92,2
46,16,-73.25,44.91,2
23,10,-92.97,48.01,2
5,17,-103.51,38.59,2
29,26,-98.65,41.87,2
27,19,-77.74,36.4,2
2,20,-94.43,34.53,2
3,5,-109.35,32.39,2
32,14,-103.47,34.54,2
37,26,-123.89,42.96,2
26,26,-104.09,46.78,2
7,21,-77,38.88,2
21,9,-68.3,47.05,2
7,21,-76.98,38.85,2
25,20,-89.24,33.13,2
31,13,-74.99,39.44,2
30,22,-71.61,44.73,2
1,29,-87.67,31.84,2
30,22,-71.08,44.62,2
3,5,-110.82,36.8,2
2,20,-93.52,35.85,2
11,15,-157.92,21.54,1
9,20,-81.42,29.03,1
50,26,-106.84,42.91,2
26,26,-111.59,48.53,2
29,26,-103.21,41.38,2
40,8,-79.88,33.74,2
18,3,-89.8,29.87,1
8,11,-75.7,39.69,2
29,26,-96.47,40.62,2
44,6,-110.68,38.26,2
12,13,-94.14,41.56,2
43,20,-97.72,33.86,2
31,13,-74.36,39.69,2
26,26,-112.41,45.56,2
15,19,-85.13,38.98,2
9,20,-82.97,29.32,1
15,19,-85.35,40.45,2
