state_code,bird,lon,lat,lat_zone
36,25,-98.88,34.75,2
6,0,-72.66,41.27,2
8,11,-75.63,39.17,2
26,26,-106.75,46.17,2
18,3,-90.08,29.84,1
5,17,-103.47,37.07,2
48,0,-90.79,46.1,2
32,14,-107.56,31.9,2
0,28,-155.43,68.09,0
32,14,-108.96,32.33,2
38,19,-76.94,40.02,2
9,20,-81.82,28.9,1
46,16,-72.53,44.54,2
8,11,-75.75,39.15,2
33,18,-118.09,41.2,2
9,20,-84.01,30.32,2
50,26,-108.02,42.24,2
47,27,-117.54,48.6,2
5,17,-106.24,37.64,2
13,18,-115.05,43.08,2
31,13,-74.57,40.15,2
2,20,-93.46,35.58,2
48,0,-88.57,43.06,2
1,29,-86.72,34.27,2
2,20,-94.28,36.34,2
22,0,-85.43,42.56,2
50,26,-106.93,42.06,2
33,18,-117.21,37.93,2
14,19,-87.67,38.52,2
28,26,-100.47,47.6,2
18,3,-93.32,32.12,2
5,17,-104.06,39.42,2
44,6,-113.98,39.03,2
6,0,-73.45,41.95,2
21,9,-67.84,46.91,2
50,26,-107.34,44.14,2
46,16,-72.62,43.32,2
31,13,-74.91,40.33,2
46,16,-73.17,43.96,2
28,26,-103.12,48.53,2
3,5,-112.53,34.15,2
4,7,-123.32,40.73,2
8,11,-75.32,38.6,2
13,18,-113.02,44.36,2
35,19,-81.74,41.28,2
6,0,-72.62,41.52,2
25,20,-89.95,32.95,2
25,20,-88.48,32.98,2
39,23,-71.44,41.97,2
14,19,-89.2,42.47,2
49,19,-81.36,38.22,2
5,17,-105.56,38.89,2
28,26,-104.01,47.2,2
41,24,-99.13,43.16,2
21,9,-68.88,45.14,2
17,19,-85.46,37.58,2
10,4,-84.24,32.07,2
0,28,-163.61,61.72,0
31,13,-74.15,39.95,2
12,13,-90.81,42.21,2
5,17,-103.8,39.78,2
28,26,-99.84,48.95,2
41,24,-97.14,43.18,2
47,27,-119.02,47.97,2
36,25,-97.1,34.06,2
33,18,-117.06,40.66,2
29,26,-101.55,42.35,2
1,29,-88.31,30.53,2
27,19,-81.7,35.99,2
14,19,-89.37,37.22,2
41,24,-97.38,45.67,2
6,0,-73.42,41.87,2
28,26,-99.41,48.49,2
3,5,-113.19,33.54,2
23,10,-95.85,47.2,2
47,27,-119.78,46.27,2
21,9,-68.84,46.07,2
13,18,-115.97,45.06,2
1,29,-87.42,34.26,2
7,21,-77.04,38.9,2
18,3,-91.4,30.32,2
45,19,-76.44,37.73,2
7,21,-76.98,38.9,2
14,19,-90.47,39.91,2
26,26,-114.23,46.72,2
29,26,-101.45,42.08,2
20,1,-77.08,38.68,2
30,22,-71.28,43.16,2
5,17,-107.96,38.98,2
42,20,-88.37,35.7,2
8,11,-75.7,38.71,2
20,1,-76.79,38.32,2
30,22,-71.06,44.53,2
6,0,-73.32,41.69,2
16,26,-100.06,38.48,2
4,7,-119.63,37.21,2
12,13,-94.29,42.85,2
3,5,-113.05,35.14,2
11,15,-158.11,21.47,1
36,25,-96.24,34.49,2
