state_code,bird,lon,lat,lat_zone
6,0,-73.36,41.86,2
25,20,-90.97,33.22,2
43,20,-102.73,35.08,2
49,19,-78.93,39.07,2
16,26,-100.17,39.18,2
18,3,-89.94,29.57,1
17,19,-82.77,37.78,2
22,0,-83.84,41.78,2
6,0,-72.32,41.83,2
43,20,-99.22,31.59,2
2,20,-91.5,34.54,2
22,0,-88.52,46.19,2
13,18,-116.91,43.45,2
41,24,-97.47,42.96,2
3,5,-112.67,36.86,2
19,2,-71.84,42.21,2
7,21,-77,38.86,2
41,24,-97.11,44.07,2
23,10,-91.29,48.02,2
18,3,-92.16,31,2
16,26,-99.49,38.38,2
30,22,-72.44,42.92,2
35,19,-83,40.97,2
17,19,-88.33,37.23,2
46,16,-73.15,44.71,2
27,19,-76.48,36.22,2
39,23,-71.29,41.73,2
8,11,-75.54,39.07,2
8,11,-75.5,38.8,2
20,1,-76.66,39.66,2
17,19,-84.11,36.82,2
25,20,-90.31,34.4,2
23,10,-92.89,47.68,2
36,25,-101.34,36.55,2
5,17,-104.45,40.89,2
36,25,-95.85,35.31,2
6,0,-71.91,41.42,2
33,18,-116.88,39.94,2
18,3,-92.11,30.09,2
21,9,-69.13,44.55,2
2,20,-93.66,34.2,2
22,0,-85.31,46.42,2
34,12,-73.61,42.53,2
38,19,-75.89,40.29,2
46,16,-72.61,44.44,2
11,15,-155.4,19.83,1
31,13,-74.43,40.56,2
2,20,-92.88,33.23,2
43,20,-102.59,30.37,2
37,26,-123.85,43.45,2
18,3,-91.28,30.89,2
50,26,-106.4,41.75,2
34,12,-74.12,41.75,2
46,16,-72.37,43.9,2
10,4,-85.06,33.48,2
19,2,-70.91,41.79,2
10,4,-83.59,33.91,2
21,9,-69.49,44.42,2
10,4,-84.31,33.18,2
47,27,-121.42,47.89,2
48,0,-89.03,45.34,2
31,13,-74.09,40.7,2
7,21,-76.93,38.9,2
46,16,-72.46,43.26,2
42,20,-84.58,35.91,2
32,14,-104.19,32.56,2
44,6,-110.05,38.75,2
9,20,-85.97,30.49,2
39,23,-71.56,41.81,2
42,20,-86.22,35.44,2
1,29,-85.54,32.5,2
45,19,-78.45,37.63,2
10,4,-81.4,31.94,2
31,13,-74.76,40.1,2
5,17,-105.97,37.24,2
10,4,-84.34,34.82,2
38,19,-75.34,41.26,2
50,26,-108.62,44.4,2
4,7,-118.73,34.84,2
0,28,-150.86,70.39,0
13,18,-114.25,42.28,2
44,6,-112.25,38.93,2
27,19,-80.97,36.43,2
44,6,-109.19,37.38,2
35,19,-83.52,41.01,2
46,16,-72.77,44.05,2
45,19,-79.21,37.4,2
21,9,-70.61,45.59,2
45,19,-77.56,37.32,2
5,17,-102.51,40.55,2
2,20,-91.27,35.08,2
31,13,-74.97,40.64,2
11,15,-155.26,19.32,1
17,19,-82.93,38.71,2
13,18,-114.88,46.78,2
17,19,-83.09,38.63,2
48,0,-90.85,43.94,2
18,3,-89.84,30.39,2
39,23,-71.48,41.88,2
28,26,-103.91,46.74,2
