Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,20.888,0,0,0.01,1925.333,29,2,0,2,2,1,2,9,0,0,0
0,1,3.797,0,1,0.033,516.333,20,1,0,2,1,8,2,3,0,0.017,0
0,0,54.359,0,1,0.005,323.807,11,2,0,2,2,9,0,3,0,0,0
0,0,19.564,0,1,0.012,1408.30,27,2,0,1,2,3,2,1,0,0.005,0
0,0,54.359,0,1,0.005,323.803,12,2,0,2,2,1,0,1,0,0,0
0,0,0,0,0,0.017,1025.45,24,2,0.4,2,2,6,2,1,0,0.008,0
0,0,0,0,0,0.012,288.5,11,2,0,1,2,5,2,1,0,0,0
0,1,3.979,0,1,0.019,1265.464,33,1,0,2,1,7,2,1,1,0.006,0
0,1,3.182,0,1,0.033,290.694,19,1,0,2,1,9,2,3,0,0.011,0
0,0,19.034,0,1,0.012,2876.397,76,2,0,2,2,7,2,1,0,0.002,0
0,1,3.979,0,1,0.029,1265.393,25,2,0,2,2,7,2,1,1,0.008,0
0,0,0,0,0,0.04,371.5,10,2,0,2,2,7,0,9,1,0,0
0,0,31.225,0,1,0.006,1008.525,24,2,0,2,2,7,0,1,0,0.008,0
0,0,67.751,0,1,0.017,596.5,11,2,0,2,2,1,2,3,0,0,0
0,0,48.047,0,1,0.029,1059.25,17,1,0,8,1,7,0,2,1,0,0
0,0,0,0,0,0.017,854.25,8,3,0,13,2,1,2,1,0,0,0
0,0,0,0,0,0.017,276.25,20,1,0,2,1,7,2,9,0,0,0
0,0,20.888,0,0,0.018,967.333,12,2,0,2,2,5,2,1,0,0,0
0,1,3.979,0,1,0.029,1265.464,33,1,0,2,1,7,2,1,1,0.015,0
0,0,0,0,0,0.05,50.5,2,3,0,10,2,1,2,3,0,0,0
0,0,0,0,0,0.067,25,3,1,0,2,1,1,2,8,0,0,0
0,0,0,0,0,0.043,1649.833,13,2,0,1,2,5,2,4,0,0.015,0
0,0,0,0,0,0.021,1620.297,60,2,0.4,1,4,6,2,3,0,0.004,0
36.5,4,0,0,0,0.021,1667.319,47,3,0,2,2,7,2,4,1,0.008,0
0,1,3.979,0,1,0.017,1265.5,22,2,0,2,2,5,2,3,0,0,0
0,0,0,0,0,0.04,371.5,10,2,0,2,2,7,0,9,1,0,0
0,0,0,0,0,0.04,417,6,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.078,589.25,17,3,0,4,3,6,2,8,0,0.05,0
0,0,0,0,0,0.011,131.5,6,2,0,3,2,7,2,4,0,0,0
0,0,0,6,0,0.022,750.583,17,1,0,2,1,7,2,4,1,0.005,427
0,0,0,0,0,0.2,0,1,3,0,3,2,5,2,1,0,0.2,0
0,0,0,0,0,0.05,83,4,2,0,3,2,6,2,1,0,0,0
0,0,30.546,0,1,0.009,1887.267,29,4,0,2,2,7,0,1,0,0,0
0,1,3.979,0,1,0.029,1265.5,22,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.04,735.333,24,2,0,3,2,1,2,3,0,0.008,0
0,0,0,0,0,0.017,423.3,13,3,0,2,2,3,2,1,0,0,0
0,0,0,0,0,0.046,381.25,30,2,0,13,2,1,2,7,0,0.007,0
0,0,0,0,0,0.031,1334.25,30,1,0,2,2,7,2,1,1,0.007,0
0,0,0,0,0,0.067,910.5,12,2,0,6,2,6,2,1,0,0,0
0,0,0,0,0,0.012,251.908,15,1,0,3,1,6,2,1,0,0,1
0,0,0,0,0,0.047,892.755,23,2,0.6,4,2,6,2,3,0,0,0
0,0,0,0,0,0.01,737.233,33,1,0,3,1,6,2,1,0,0.01,0
0,1,3.782,0,1,0.042,297.25,80,2,0,3,2,1,2,1,0,0.015,0
0,0,9.047,0,1,0.029,1415.45,59,2,0,2,2,7,2,1,0,0.018,0
0,0,0,0,0,0.017,935.467,24,2,0,1,2,7,2,2,0,0,0
0,0,0,0,0,0.008,513.333,20,1,0,2,2,7,2,3,1,0,0
0,1,3.797,0,1,0.033,517.3,13,2,0,2,2,5,2,1,0,0.008,0
0,1,3.979,0,1,0.029,1263.45,48,2,0,2,2,7,2,9,0,0.017,0
0,1,3.979,0,1,0.019,1265.346,33,1,0,2,1,7,2,3,1,0.006,0
0,0,44.388,0,1,0.022,1263.646,24,2,0,10,2,1,2,1,0,0.008,0
0,0,0,0,0,0.038,659.333,15,3,0,13,2,7,2,2,0,0.015,0
0,0,0,0,0,0.017,1025.333,14,2,0,2,2,1,0,1,0,0,0
0,0,0,0,0,0.017,735.417,21,2,0,2,2,1,0,4,0,0,0
0,0,0,0,0,0.04,399.5,10,2,0,2,2,7,0,9,1,0,0
0,0,31.155,0,1,0.029,1411,23,2,0,2,2,7,0,1,0,0.001,0
0,0,0,0,0,0.016,1051.25,24,4,0,2,2,7,2,9,1,0.012,0
0,0,0,0,0,0.01,537.333,20,2,0,2,2,1,2,3,0,0,0
0,0,0,0,0,0.04,398.5,10,3,0,13,2,7,2,2,0,0.02,0
0,0,67.752,0,1,0.006,777.333,23,2,0,3,5,6,2,6,1,0,0
0,0,67.754,0,1,0.017,806.3,13,2,0,2,2,1,2,3,0,0,0
0,0,0,0,0,0.04,932.667,24,2,0,2,2,1,2,1,0,0.078,0
0,1,3.797,0,1,0.033,517.333,18,2,0,1,2,5,2,3,0,0.01,0
0,1,3.979,0,1,0.029,1265.5,22,2,0,2,2,5,2,1,0,0,0
0,0,31.159,0,1,0.022,766.262,31,2,0,2,2,6,2,7,0,0.011,0
0,0,23.946,0,1,0.013,386.207,17,2,0,2,2,6,2,3,0,0,0
0,0,44.388,0,1,0.009,1888.367,29,2,0,2,2,6,2,1,0,0,0
0,0,30.404,0,1,0.009,1887.333,29,2,0,2,2,6,2,1,0,0,0
0,0,30.546,0,1,0.005,333.546,15,4,0,2,1,6,2,1,0,0,0
0,0,0,0,0,0.04,399.5,10,3,0,13,2,7,2,2,0,0.02,0
0,0,54.359,0,1,0.005,321.963,13,2,0,2,2,9,0,3,0,0,0
0,1,3.797,0,1,0.033,517.333,18,2,0,1,2,5,2,3,0,0.01,0
0,0,0,0,0,0.04,398.5,10,3,0,1,2,5,2,1,0,0.02,0
0,0,0,0,0,0.04,489.5,25,2,0,3,2,5,2,7,0,0.02,0
