Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,1,3.959,0,1,0.03,297.25,8,2,1,2,2,6,2,1,1,0,0
0,0,31.605,0,1,0.022,849.5,27,2,0,2,2,1,0,1,0,0,0
0,0,9.707,0,1,0.021,1408.383,59,2,0,2,2,7,2,1,0,0.003,0
0,0,44.388,0,1,0.009,999,6,2,0,2,2,6,2,9,0,0,0
0,0,30.904,0,1,0.008,420.333,18,3,0,2,2,6,2,3,1,0,0
0,0,30.801,0,1,0.008,3306.417,76,2,0,2,2,7,2,9,0,0.002,0
0,0,7.282,0,1,0.015,1561.9,27,3,0,2,2,3,2,4,0,0.025,0
0,0,0,0,0,0.033,105,3,2,0,3,4,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,7,2,3,1,0.2,0
0,0,0,0,0,0.011,281.5,7,3,0,2,3,6,2,4,1,0,0
0,0,0,0,0,0.067,62,3,2,0,1,2,5,2,8,1,0,0
0,1,3.959,0,1,0.03,518.25,8,2,0,2,2,7,0,5,1,0,0
0,0,0,0,0,0.04,398.5,10,3,0,1,2,5,2,1,0,0.02,0
0,0,0,0,0,0.012,192.375,11,2,0,2,2,1,0,5,0,0,0
0,1,3.979,0,1,0.019,1265.346,33,1,0,2,1,7,2,3,1,0.006,0
0,0,0,0,0,0.03,79.75,6,2,0,1,2,1,2,1,0,0,0
0,0,0,0,0,0.031,200.5,16,3,0,2,2,1,2,4,1,0.012,0
0,0,0,0,0,0.031,200.5,7,6,0,2,2,7,0,7,0,0.029,0
0,0,0,0,0,0.03,79.75,6,2,0,1,5,1,2,7,0,0,0
0,0,0,0,0,0.03,200.8,13,2,0,1,2,8,2,4,0,0,0
0,1,3.979,0,1,0.029,1265.45,51,2,0,2,2,7,2,9,0,0.003,0
0,0,0,0,0,0.04,820.5,5,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.073,556.5,7,3,0,11,2,6,2,3,0,0.29,297
0,0,0,0,0,0.073,556.125,24,3,0,11,2,7,2,3,0,0.008,0
36.1,3,0,0,0,0.034,543.568,39,3,0,1,2,9,2,1,0,0.01,0
0,0,0,0,0,0.067,48.5,3,2,0,10,2,5,2,1,0,0,0
0,0,0,0,0,0.067,48.25,6,2,0,3,2,6,2,1,0,0.033,0
0,0,0,0,0,0.04,735.333,20,2,0,2,2,1,0,1,0,0,0
0,0,20.705,0,1,0.013,425.843,27,2,0.4,2,2,6,2,9,0.6,0,0
0,0,0,0,0,0.008,451.833,21,2,0,2,2,6,2,9,0,0,0
