mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.84,56,4,9,103,324,236,0.728,0.318,36,11
1.87,316,27.1,10,592,2710,1501,0.553,0.218,271,0.9
2.14,22,2.571,7,47,126,124,0.984,0.372,18,2
1.88,8,1.6,5,15,40,36,0.9,0.375,8,38
1.83,6,0.556,9,11,45,28,0.622,0.244,5,2
1.38,34,3.429,7,47,168,102,0.607,0.28,24,24
2.07,60,4.4,10,124,440,238,0.864,0.282,44,3
1.26,91,11.5,6,115,414,348,0.841,0.278,69,3
2.22,9,1.429,7,20,70,54,0.771,0.286,10,1.28
1.85,110,6.1,10,204,610,582,0.955,0.335,61,0.95
1.57,14,2.167,6,22,78,73,0.936,0.282,13,13
1.33,43,4.143,7,57,203,159,0.783,0.281,29,29
1.83,129,8.333,9,236,675,632,0.936,0.349,75,75
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
1.29,35,3.571,7,45,175,103,0.588,0.257,25,84
1.28,181,18.5,8,232,1184,850,0.718,0.196,148,10
1.88,8,1.6,5,15,40,36,0.9,0.375,8,20
1.65,23,2.714,7,38,133,89,0.669,0.286,19,8
2.45,11,1.286,7,27,63,43,0.683,0.429,9,9
1.69,26,1.333,9,44,108,95,0.88,0.407,12,95
2.38,8,0.9,10,19,90,90,1,0.211,9,90
1.85,110,9.375,8,204,600,471,0.788,0.34,75,24
1.33,18,2,7,24,98,89,0.908,0.245,14,86
2.2,5,0.667,6,11,24,24,1,0.458,4,24
1.27,575,66.875,8,733,4280,3151,0.735,0.171,535,0
2.07,29,2.1,10,60,210,183,0.871,0.286,21,7
2.5,22,1.8,10,55,180,111,0.617,0.306,18,2
2.45,646,41.667,12,1584,6000,3568,0.595,0.264,500,0.8
1.67,6,1.167,6,10,42,32,0.762,0.238,7,7
1.86,21,1.5,8,39,96,86,0.896,0.406,12,0.5
1.91,22,1.2,10,42,120,104,0.867,0.35,12,0.867
2.33,3,0.571,7,7,28,24,0.857,0.25,4,24
1.87,53,2.9,10,99,290,252,0.869,0.343,29,23
2.18,49,3.091,11,107,374,242,0.649,0.286,34,0.714
1.46,13,1.143,7,19,56,44,0.786,0.339,8,0.5
1.83,102,8.875,8,187,568,441,0.775,0.329,71,8
2.04,26,1.6,10,53,160,142,0.888,0.331,16,0.9
2.38,211,14.6,10,502,1460,1050,0.718,0.343,146,0.718
2.44,34,2.2,10,83,220,135,0.614,0.377,22,0.614
1.71,28,2.714,7,48,133,121,0.91,0.361,19,10
1.88,59,4.625,8,111,296,223,0.753,0.375,37,296
1.63,8,1.6,5,13,40,36,0.9,0.325,8,1
1.39,38,3.286,7,53,161,161,1,0.329,23,161
1.29,87,6.111,9,112,495,362,0.731,0.226,55,0.
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.67,9,0.857,7,15,42,42,1,0.357,6,42
2.19,70,4.7,10,154,470,407,0.865,0.328,47,3
2.21,39,2.167,12,86,312,259,0.83,0.276,26,17
1.88,58,3.9,10,109,390,213,0.546,0.281,39,0.727
2.35,110,7.111,9,258,576,567,0.984,0.448,64,0.984
2.25,69,4.7,10,155,470,397,0.844,0.329,47,23
1.38,61,7.714,7,84,378,346,0.915,0.222,54,0.
1.38,24,1.5,8,33,96,77,0.802,0.344,12,96
1.84,31,2.25,8,57,144,127,0.882,0.396,18,11
1.33,18,2.167,6,24,78,68,0.872,0.308,13,78
1.44,212,4.143,7,306,2035,1386,0.681,0.151,295,29
1.57,14,2.167,6,22,78,73,0.936,0.282,13,13
1.31,39,4.167,6,51,150,150,1,0.34,25,72
1.35,54,4.714,7,73,231,194,0.842,0.316,33,3
2.22,9,1.4,5,20,35,35,1,0.571,7,23
1.46,13,1.143,7,19,56,44,0.786,0.339,8,0.7
1.31,29,2.111,9,38,171,114,0.667,0.222,19,8
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.36,44,4.857,7,60,238,238,1,0.252,34,238
1.76,121,14.714,7,213,721,498,0.691,0.295,103,77
2.5,6,1.4,5,15,35,31,0.886,0.429,7,20
1.97,60,4.333,9,118,351,329,0.938,0.335,39,8
2.23,39,3.125,8,87,200,154,0.77,0.435,25,4
1.93,103,10.222,9,199,828,566,0.684,0.24,92,0.764
1.77,26,1.75,8,46,112,112,1,0.411,14,112
1.4,20,1.571,7,28,77,72,0.935,0.364,11,54
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.85,13,1.857,7,24,91,80,0.879,0.264,13,13
1.46,13,1.143,7,19,56,43,0.768,0.339,8,0.5
1.71,14,1.571,7,24,77,47,0.61,0.312,11,11
1.4,10,1,7,14,49,49,1,0.286,7,7
1.84,31,2.25,8,57,144,127,0.882,0.396,18,11
1.67,9,1.4,5,15,35,35,1,0.429,7,7
1.38,50,4.857,7,69,238,180,0.756,0.289,34,238
1.69,27,2.714,7,46,133,112,0.842,0.346,19,2
1.4,20,1.571,7,28,77,72,0.935,0.364,11,54
1.58,12,1.6,5,19,40,39,0.975,0.475,8,38
1.43,63,5.714,7,90,280,276,0.986,0.321,40,233
1.33,43,5.429,7,57,266,170,0.639,0.215,38,0.846
2.14,114,9.222,9,244,747,634,0.849,0.326,83,83
1.57,63,5.571,7,99,273,233,0.853,0.362,39,21
1.38,34,2.222,9,47,180,139,0.772,0.261,20,11
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.48,50,4.857,7,74,238,238,1,0.31,34,238
1.88,8,1.4,5,15,35,35,1,0.429,7,20
2.3,30,2.3,10,69,230,205,0.891,0.3,23,2.3
1.35,31,3.286,7,42,161,109,0.677,0.26,23,23
1.6,20,1.571,7,32,77,75,0.974,0.416,11,11
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
1.93,30,2.375,8,58,152,110,0.724,0.382,19,0.882
2.67,3,1.4,5,8,35,21,0.6,0.229,7,14
1.63,8,1.4,5,13,35,35,1,0.371,7,7
1.94,85,6,9,165,486,346,0.711,0.339,54,36
1.46,13,2.167,6,19,78,76,0.974,0.244,13,13
2.22,9,1.429,7,20,70,54,0.771,0.286,10,2
